"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_LNAPS","[M-H]-","1","2","3","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_LNAPS","[M-H]-","1","2","3","RT_min","RT_max","Comment","Number of Scans","MSDIAL_LNAPS","[M-H]-","1","2","3","RT_min","RT_max","Comment","Max Intensity","MSDIAL_LNAPS","[M-H]-","1","2","3","RT_min","RT_max","Comment","Average m/z","MSDIAL_LNAPS","[M-H]-","1","2","3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_LNAPS","[M-H]-","1","2","3","RT_min","RT_max","Comment"
"","MSDIAL_LNAPS 14:0/N-14:0;[M-H]-;CCCCCCCCCCCCCC(=O)NC(COP(O)(=O)OCC(O)COC(=O)CCCCCCCCCCCCC)C(O)=O;ALJXZDMHXQLJMF-UHFFFAOYNA-N;C34H66NO10P","1","1","1","1","3.71595909090909","4.01595909090909","111","","MSDIAL_LNAPS 14:0/N-14:0;[M-H]-;CCCCCCCCCCCCCC(=O)NC(COP(O)(=O)OCC(O)COC(=O)CCCCCCCCCCCCC)C(O)=O;ALJXZDMHXQLJMF-UHFFFAOYNA-N;C34H66NO10P","3.867781","3.867781","3.867781","3.867781","3.71595909090909","4.01595909090909","111","","MSDIAL_LNAPS 14:0/N-14:0;[M-H]-;CCCCCCCCCCCCCC(=O)NC(COP(O)(=O)OCC(O)COC(=O)CCCCCCCCCCCCC)C(O)=O;ALJXZDMHXQLJMF-UHFFFAOYNA-N;C34H66NO10P","2","2","2","2","3.71595909090909","4.01595909090909","111","","MSDIAL_LNAPS 14:0/N-14:0;[M-H]-;CCCCCCCCCCCCCC(=O)NC(COP(O)(=O)OCC(O)COC(=O)CCCCCCCCCCCCC)C(O)=O;ALJXZDMHXQLJMF-UHFFFAOYNA-N;C34H66NO10P","258464.7000","89057.870","65533.3900","258464.7000","3.71595909090909","4.01595909090909","111","","MSDIAL_LNAPS 14:0/N-14:0;[M-H]-;CCCCCCCCCCCCCC(=O)NC(COP(O)(=O)OCC(O)COC(=O)CCCCCCCCCCCCC)C(O)=O;ALJXZDMHXQLJMF-UHFFFAOYNA-N;C34H66NO10P","678.4357","381.2049","152.9959","678.4357","3.71595909090909","4.01595909090909","111","","MSDIAL_LNAPS 14:0/N-14:0;[M-H]-;CCCCCCCCCCCCCC(=O)NC(COP(O)(=O)OCC(O)COC(=O)CCCCCCCCCCCCC)C(O)=O;ALJXZDMHXQLJMF-UHFFFAOYNA-N;C34H66NO10P","678.43516","381.2049","152.9958","678.4352","3.71595909090909","4.01595909090909","111"
"","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","1","1","1","1","6.24482727272727","6.54482727272727","70","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","6.367817","6.367817","6.367817","6.367817","6.24482727272727","6.54482727272727","70","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","2","1","1","2","6.24482727272727","6.54482727272727","70","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","124890.0000"," 1349.249"," 1353.8200","124890.0000","6.24482727272727","6.54482727272727","70","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","802.5611","409.2363","152.9958","802.5611","6.24482727272727","6.54482727272727","70","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","802.56036","409.2362","152.9958","802.5604","6.24482727272727","6.54482727272727","70"
"","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","1","1","1","1","6.0695696969697","6.3695696969697","500","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","6.367817","6.367817","6.367817","6.367817","6.0695696969697","6.3695696969697","500","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","2","1","1","2","6.0695696969697","6.3695696969697","500","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","124890.0000"," 1349.249"," 1353.8200","124890.0000","6.0695696969697","6.3695696969697","500","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","802.5617","409.2363","152.9958","802.5617","6.0695696969697","6.3695696969697","500","","MSDIAL_LNAPS 16:0/N-21:1;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(O)COP(O)(=O)OCC(NC(=O)CCCCCCCCC\C=C/CCCCCCCCC)C(O)=O;NGYUBTLSNJAOHT-HNENSFHCNA-N;C43H82NO10P","802.56036","409.2362","152.9958","802.5604","6.0695696969697","6.3695696969697","500"
