"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","RT at Max Intensity","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Number of Scans","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Max Intensity","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Average m/z","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment"
"","AcylGlcADG(14:0_14:0_20:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:0_20:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:0_20:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:0_20:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:0_20:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:0_20:1)+NH4","998.7872","495.4408","469.316","285.2424","285.2424","293.285","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_14:1_16:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_14:1_16:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_14:1_16:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_14:1_16:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_14:1_16:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_14:1_16:0)+NH4","942.7245","493.4251","415.269","283.2268","285.2424","239.238","10.9828902777778","11.2828902777778","18589"
"","AcylGlcADG(14:0_14:1_20:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:1_20:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:1_20:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:1_20:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:1_20:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_14:1_20:0)+NH4","998.7872","493.4251","471.3316","283.2268","285.2424","295.3006","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_16:0_12:0)+NH4",0,0,0,0,0,0,"10.6625388888889","10.9625388888889","13652","","AcylGlcADG(14:0_16:0_12:0)+NH4",0,0,0,0,0,0,"10.6625388888889","10.9625388888889","13652","","AcylGlcADG(14:0_16:0_12:0)+NH4",0,0,0,0,0,0,"10.6625388888889","10.9625388888889","13652","","AcylGlcADG(14:0_16:0_12:0)+NH4",0,0,0,0,0,0,"10.6625388888889","10.9625388888889","13652","","AcylGlcADG(14:0_16:0_12:0)+NH4",0,0,0,0,0,0,"10.6625388888889","10.9625388888889","13652","","AcylGlcADG(14:0_16:0_12:0)+NH4","916.7089","523.4721","359.2064","313.2737","285.2424","183.1754","10.6625388888889","10.9625388888889","13652"
"","AcylGlcADG(14:0_16:0_14:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_16:0_14:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_16:0_14:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_16:0_14:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_16:0_14:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_16:0_14:0)+NH4","944.7402","523.4721","387.2377","313.2737","285.2424","211.2067","11.23642","11.53642","18528"
"","AcylGlcADG(14:0_16:0_14:1)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:0_14:1)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:0_14:1)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:0_14:1)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:0_14:1)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:0_14:1)+NH4","942.7245","523.4721","385.2221","313.2737","285.2424","209.1911","10.9828902777778","11.2828902777778","18589"
"","AcylGlcADG(14:0_16:0_18:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:0_18:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:0_18:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:0_18:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:0_18:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:0_18:1)+NH4","998.7872","523.4721","441.2847","313.2737","285.2424","265.2537","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_16:1_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:1_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:1_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:1_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:1_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_16:1_14:0)+NH4","942.7245","521.4564","387.2377","311.2581","285.2424","211.2067","10.9828902777778","11.2828902777778","18589"
"","AcylGlcADG(14:0_16:1_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:1_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:1_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:1_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:1_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_16:1_18:0)+NH4","998.7872","521.4564","443.3003","311.2581","285.2424","267.2693","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_18:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_18:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_18:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_18:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_18:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(14:0_18:0_12:0)+NH4","944.7402","551.5034","359.2064","341.3051","285.2424","183.1754","11.23642","11.53642","18528"
"","AcylGlcADG(14:0_18:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:0_16:1)+NH4","998.7872","551.5034","413.2534","341.3051","285.2424","237.2224","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_18:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_18:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_18:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_18:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_18:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:0_18:1_12:0)+NH4","942.7245","549.4877","359.2064","339.2894","285.2424","183.1754","10.9828902777778","11.2828902777778","18589"
"","AcylGlcADG(14:0_18:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_18:1_16:0)+NH4","998.7872","549.4877","415.269","339.2894","285.2424","239.238","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_20:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:0_14:1)+NH4","998.7872","579.5347","385.2221","369.3363","285.2424","209.1911","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_20:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_20:1_14:0)+NH4","998.7872","577.519","387.2377","367.3207","285.2424","211.2067","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:0_22:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_22:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_22:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_22:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_22:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:0_22:1_12:0)+NH4","998.7872","605.5504","359.2064","395.352","285.2424","183.1754","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:1_16:0_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_16:0_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_16:0_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_16:0_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_16:0_14:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_16:0_14:0)+NH4","942.7245","521.4564","387.2377","313.2737","283.2268","211.2067","10.9828902777778","11.2828902777778","18589"
"","AcylGlcADG(14:1_16:0_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_16:0_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_16:0_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_16:0_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_16:0_18:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_16:0_18:0)+NH4","998.7872","521.4564","443.3003","313.2737","283.2268","267.2693","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:1_18:0_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_18:0_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_18:0_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_18:0_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_18:0_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(14:1_18:0_12:0)+NH4","942.7245","549.4877","359.2064","341.3051","283.2268","183.1754","10.9828902777778","11.2828902777778","18589"
"","AcylGlcADG(14:1_18:0_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_18:0_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_18:0_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_18:0_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_18:0_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_18:0_16:0)+NH4","998.7872","549.4877","415.269","341.3051","283.2268","239.238","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:1_20:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_20:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_20:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_20:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_20:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_20:0_14:0)+NH4","998.7872","577.519","387.2377","369.3363","283.2268","211.2067","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(14:1_22:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_22:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_22:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_22:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_22:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(14:1_22:0_12:0)+NH4","998.7872","605.5504","359.2064","397.3676","283.2268","183.1754","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:0_16:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(16:0_16:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(16:0_16:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(16:0_16:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(16:0_16:0_12:0)+NH4",0,0,0,0,0,0,"11.23642","11.53642","18528","","AcylGlcADG(16:0_16:0_12:0)+NH4","944.7402","551.5034","359.2064","313.2737","313.2737","183.1754","11.23642","11.53642","18528"
"","AcylGlcADG(16:0_16:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:0_16:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:0_16:1)+NH4","998.7872","551.5034","413.2534","313.2737","313.2737","237.2224","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:0_16:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(16:0_16:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(16:0_16:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(16:0_16:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(16:0_16:1_12:0)+NH4",0,0,0,0,0,0,"10.9828902777778","11.2828902777778","18589","","AcylGlcADG(16:0_16:1_12:0)+NH4","942.7245","549.4877","359.2064","311.2581","313.2737","183.1754","10.9828902777778","11.2828902777778","18589"
"","AcylGlcADG(16:0_16:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:1_16:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_16:1_16:0)+NH4","998.7872","549.4877","415.269","311.2581","313.2737","239.238","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:0_18:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:0_14:1)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:0_14:1)+NH4","998.7872","579.5347","385.2221","341.3051","313.2737","209.1911","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:0_18:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:1_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_18:1_14:0)+NH4","998.7872","577.519","387.2377","339.2894","313.2737","211.2067","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:0_20:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_20:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_20:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_20:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_20:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:0_20:1_12:0)+NH4","998.7872","605.5504","359.2064","367.3207","313.2737","183.1754","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:1_18:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_18:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_18:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_18:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_18:0_14:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_18:0_14:0)+NH4","998.7872","577.519","387.2377","341.3051","311.2581","211.2067","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:1_20:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_20:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_20:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_20:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_20:0_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(16:1_20:0_12:0)+NH4","998.7872","605.5504","359.2064","369.3363","311.2581","183.1754","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(16:3_16:4_16:4)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:3_16:4_16:4)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:3_16:4_16:4)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:3_16:4_16:4)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:3_16:4_16:4)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:3_16:4_16:4)+NH4","978.6307","537.3939","407.2064","305.2112","307.2268","231.1754","10.4493416666667","10.7493416666667","10755"
"","AcylGlcADG(16:4_16:4_16:3)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:4_16:4_16:3)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:4_16:4_16:3)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:4_16:4_16:3)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:4_16:4_16:3)+NH4",0,0,0,0,0,0,"10.4493416666667","10.7493416666667","10755","","AcylGlcADG(16:4_16:4_16:3)+NH4","978.6307","535.3782","409.2221","305.2112","305.2112","233.1911","10.4493416666667","10.7493416666667","10755"
"","AcylGlcADG(18:0_18:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(18:0_18:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(18:0_18:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(18:0_18:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(18:0_18:1_12:0)+NH4",0,0,0,0,0,0,"14.6851348484848","14.9851348484848","13522","","AcylGlcADG(18:0_18:1_12:0)+NH4","998.7872","605.5504","359.2064","339.2894","341.3051","183.1754","14.6851348484848","14.9851348484848","13522"
"","AcylGlcADG(18:0_22:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:0_22:2)+NH4","1192.991","663.6286","495.3316","397.3676","341.3051","319.3006","9.45287424242424","9.75287424242424","15226"
