"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","LPC","[M+H]+","MH-PC","MH-Tail","PC Head","exp1","exp2","exp3","[M+H-H2O]+","MH-Tail+H2O","RT_min","RT_max","Comment","RT at Max Intensity","LPC","[M+H]+","MH-PC","MH-Tail","PC Head","exp1","exp2","exp3","[M+H-H2O]+","MH-Tail+H2O","RT_min","RT_max","Comment","Number of Scans","LPC","[M+H]+","MH-PC","MH-Tail","PC Head","exp1","exp2","exp3","[M+H-H2O]+","MH-Tail+H2O","RT_min","RT_max","Comment","Max Intensity","LPC","[M+H]+","MH-PC","MH-Tail","PC Head","exp1","exp2","exp3","[M+H-H2O]+","MH-Tail+H2O","RT_min","RT_max","Comment","Average m/z","LPC","[M+H]+","MH-PC","MH-Tail","PC Head","exp1","exp2","exp3","[M+H-H2O]+","MH-Tail+H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","LPC","[M+H]+","MH-PC","MH-Tail","PC Head","exp1","exp2","exp3","[M+H-H2O]+","MH-Tail+H2O","RT_min","RT_max","Comment"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"2.33812222222222","2.63812222222222","7854","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"2.33812222222222","2.63812222222222","7854","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"2.33812222222222","2.63812222222222","7854","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"2.33812222222222","2.63812222222222","7854","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"2.33812222222222","2.63812222222222","7854","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","2.33812222222222","2.63812222222222","7854"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.00497222222222","9.30497222222222","8091","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.00497222222222","9.30497222222222","8091","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.00497222222222","9.30497222222222","8091","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.00497222222222","9.30497222222222","8091","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.00497222222222","9.30497222222222","8091","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","9.00497222222222","9.30497222222222","8091"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.73044393939394","10.0304439393939","8519","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.73044393939394","10.0304439393939","8519","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.73044393939394","10.0304439393939","8519","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.73044393939394","10.0304439393939","8519","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.73044393939394","10.0304439393939","8519","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","9.73044393939394","10.0304439393939","8519"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.86370138888889","5.16370138888889","10312","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.86370138888889","5.16370138888889","10312","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.86370138888889","5.16370138888889","10312","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.86370138888889","5.16370138888889","10312","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.86370138888889","5.16370138888889","10312","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","4.86370138888889","5.16370138888889","10312"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.23429027777778","9.53429027777778","11073","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.23429027777778","9.53429027777778","11073","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.23429027777778","9.53429027777778","11073","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.23429027777778","9.53429027777778","11073","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.23429027777778","9.53429027777778","11073","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","9.23429027777778","9.53429027777778","11073"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"11.9661416666667","12.2661416666667","11207","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"11.9661416666667","12.2661416666667","11207","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"11.9661416666667","12.2661416666667","11207","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"11.9661416666667","12.2661416666667","11207","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"11.9661416666667","12.2661416666667","11207","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","11.9661416666667","12.2661416666667","11207"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"10.0839513888889","10.3839513888889","13775","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"10.0839513888889","10.3839513888889","13775","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"10.0839513888889","10.3839513888889","13775","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"10.0839513888889","10.3839513888889","13775","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"10.0839513888889","10.3839513888889","13775","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","10.0839513888889","10.3839513888889","13775"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.52249166666667","4.82249166666667","14128","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.52249166666667","4.82249166666667","14128","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.52249166666667","4.82249166666667","14128","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.52249166666667","4.82249166666667","14128","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.52249166666667","4.82249166666667","14128","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","4.52249166666667","4.82249166666667","14128"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.98549861111111","5.28549861111111","17478","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.98549861111111","5.28549861111111","17478","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.98549861111111","5.28549861111111","17478","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.98549861111111","5.28549861111111","17478","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"4.98549861111111","5.28549861111111","17478","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","4.98549861111111","5.28549861111111","17478"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.210475","9.510475","17594","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.210475","9.510475","17594","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.210475","9.510475","17594","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.210475","9.510475","17594","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"9.210475","9.510475","17594","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","9.210475","9.510475","17594"
"","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"0.377983333333333","0.677983333333333","17750","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"0.377983333333333","0.677983333333333","17750","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"0.377983333333333","0.677983333333333","17750","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"0.377983333333333","0.677983333333333","17750","","LPC(13:0)+H",0,0,0,0,0,0,0,0,0,"0.377983333333333","0.677983333333333","17750","","LPC(13:0)+H","454.292855","271.226855","258.11015","184.07332","124.9994","104.1069","86.0963","436.282285","","0.377983333333333","0.677983333333333","17750"
"","LPC(14:0)+H",1,1,1,1,1,1,1,1,0,"0.484563888888889","0.784563888888889","189","","LPC(14:0)+H",0.6487598,0.6487598,0.6487598,0.6487598,0.6487598,0.6487598,0.6487598,0.6487598,0,"0.484563888888889","0.784563888888889","189","","LPC(14:0)+H",1,1,1,1,1,1,1,1,0,"0.484563888888889","0.784563888888889","189","","LPC(14:0)+H",3672489,92764.89,85364.06,4404990,23556.09,4283194,165288,675893.1,0,"0.484563888888889","0.784563888888889","189","","LPC(14:0)+H",468.3088,285.2425,258.1102,184.0734,124.9999,104.107,86.09647,450.2982,0,"0.484563888888889","0.784563888888889","189","","LPC(14:0)+H","468.308505","285.242505","258.11015","184.07332","124.9994","104.1069","86.0963","450.297935","","0.484563888888889","0.784563888888889","189"
"","LPC(14:0)+H",0,0,0,0,0,0,0,0,0,"0.6578","0.9578","12718","","LPC(14:0)+H",0,0,0,0,0,0,0,0,0,"0.6578","0.9578","12718","","LPC(14:0)+H",0,0,0,0,0,0,0,0,0,"0.6578","0.9578","12718","","LPC(14:0)+H",0,0,0,0,0,0,0,0,0,"0.6578","0.9578","12718","","LPC(14:0)+H",0,0,0,0,0,0,0,0,0,"0.6578","0.9578","12718","","LPC(14:0)+H","468.308505","285.242505","258.11015","184.07332","124.9994","104.1069","86.0963","450.297935","","0.6578","0.9578","12718"
"","LPC(14:1)+H",0,0,0,0,0,0,0,0,0,"0.370883333333333","0.670883333333333","13391","","LPC(14:1)+H",0,0,0,0,0,0,0,0,0,"0.370883333333333","0.670883333333333","13391","","LPC(14:1)+H",0,0,0,0,0,0,0,0,0,"0.370883333333333","0.670883333333333","13391","","LPC(14:1)+H",0,0,0,0,0,0,0,0,0,"0.370883333333333","0.670883333333333","13391","","LPC(14:1)+H",0,0,0,0,0,0,0,0,0,"0.370883333333333","0.670883333333333","13391","","LPC(14:1)+H","466.292855","283.226855","258.11015","184.07332","124.9994","104.1069","86.0963","448.282285","240.1003","0.370883333333333","0.670883333333333","13391"
"","LPC(15:0)+H",1,1,1,1,1,1,1,1,1,"0.608841666666667","0.908841666666667","254","","LPC(15:0)+H",0.7448988,0.7448988,0.7448988,0.7448988,0.7448988,0.7448988,0.7448988,0.7448988,0.7448988,"0.608841666666667","0.908841666666667","254","","LPC(15:0)+H",2,2,2,2,1,2,2,2,1,"0.608841666666667","0.908841666666667","254","","LPC(15:0)+H",2360705,54178.82,51508.15,2805264,15846.63,2360755,85299.27,421944.3,3391.565,"0.608841666666667","0.908841666666667","254","","LPC(15:0)+H",482.32475,299.25825,258.1104,184.0735,124.9999,104.1071,86.09654,464.3142,240.0997,"0.608841666666667","0.908841666666667","254","","LPC(15:0)+H","482.324155","299.258155","258.11015","184.07332","124.9994","104.1069","86.0963","464.313585","240.1003","0.608841666666667","0.908841666666667","254"
"","LPC(15:0)+H",1,0,0,1,0,1,0,1,0,"1.34317916666667","1.64317916666667","495","","LPC(15:0)+H",1.478427,0,0,1.478427,0,1.478427,0,1.478427,0,"1.34317916666667","1.64317916666667","495","","LPC(15:0)+H",1,0,0,1,0,1,0,1,0,"1.34317916666667","1.64317916666667","495","","LPC(15:0)+H",106622.7,0,0,7444.226,0,40495.67,0,95390.6,0,"1.34317916666667","1.64317916666667","495","","LPC(15:0)+H",482.3247,0,0,184.0735,0,104.1071,0,464.3141,0,"1.34317916666667","1.64317916666667","495","","LPC(15:0)+H","482.324155","299.258155","258.11015","184.07332","124.9994","104.1069","86.0963","464.313585","240.1003","1.34317916666667","1.64317916666667","495"
"","LPC(15:0)+H",0,0,0,0,0,0,0,0,0,"1.53233333333333","1.83233333333333","4659","","LPC(15:0)+H",0,0,0,0,0,0,0,0,0,"1.53233333333333","1.83233333333333","4659","","LPC(15:0)+H",0,0,0,0,0,0,0,0,0,"1.53233333333333","1.83233333333333","4659","","LPC(15:0)+H",0,0,0,0,0,0,0,0,0,"1.53233333333333","1.83233333333333","4659","","LPC(15:0)+H",0,0,0,0,0,0,0,0,0,"1.53233333333333","1.83233333333333","4659","","LPC(15:0)+H","482.324155","299.258155","258.11015","184.07332","124.9994","104.1069","86.0963","464.313585","240.1003","1.53233333333333","1.83233333333333","4659"
"","LPC(15:1)+H",1,0,0,1,1,1,1,1,1,"0.90731944444444","1.20731944444444","653","","LPC(15:1)+H",1.069192,0,0,1.069192,1.069192,1.069192,1.069192,1.069192,1.069192,"0.90731944444444","1.20731944444444","653","","LPC(15:1)+H",2,0,0,3,3,3,3,3,3,"0.90731944444444","1.20731944444444","653","","LPC(15:1)+H",76649.84,0,0,210467.7,55949.74,1243912,245041.6,58025.98,242751.5,"0.90731944444444","1.20731944444444","653","","LPC(15:1)+H",480.3095,0,0,184.073533333333,125,104.1071,86.0965166666667,462.2984,240.099666666667,"0.90731944444444","1.20731944444444","653","","LPC(15:1)+H","480.308505","297.242505","258.11015","184.07332","124.9994","104.1069","86.0963","462.297935","240.1003","0.90731944444444","1.20731944444444","653"
"","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"0.4731125","0.7731125","4739","","LPC(15:1)+H","480.308505","297.242505","258.11015","184.07332","124.9994","104.1069","86.0963","462.297935","240.1003","0.4731125","0.7731125","4739"
"","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H",0,0,0,0,0,0,0,0,0,"15.0183266666667","15.3183266666667","15631","","LPC(15:1)+H","480.308505","297.242505","258.11015","184.07332","124.9994","104.1069","86.0963","462.297935","240.1003","15.0183266666667","15.3183266666667","15631"
"","LPC(16:0)+H",1,1,1,1,1,1,1,1,1,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,0.9400288,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",3,3,3,3,3,3,3,3,3,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",116717200,2587741,3092265,158716700,1017735,164884000,6274874,20815520,241080.1,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H",496.339533333333,313.2734,258.109966666667,184.073233333333,124.999766666667,104.1069,86.0963933333333,478.329066666667,240.099466666667,"0.790172222222222","1.09017222222222","6","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","0.790172222222222","1.09017222222222","6"
"","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"2.6449875","2.9449875","3596","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","2.6449875","2.9449875","3596"
"","LPC(16:0)+H",1,0,0,1,0,1,0,1,0,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",3.006997,0,3.006997,3.006997,0,3.006997,3.006997,3.006997,0,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",1,0,1,1,0,1,1,1,0,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",33024.91,0,775.0062,49751.25,0,27324.1,797.687,5062.08,0,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H",496.3403,0,258.1104,184.0735,0,104.1071,86.09652,478.3298,0,"2.97452575757576","3.27452575757576","5408","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","2.97452575757576","3.27452575757576","5408"
"","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.86995833333333","4.16995833333333","6835","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","3.86995833333333","4.16995833333333","6835"
"","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"4.8966196969697","5.1966196969697","9176","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","4.8966196969697","5.1966196969697","9176"
"","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"10.4219069444444","10.7219069444444","10140","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","10.4219069444444","10.7219069444444","10140"
"","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"5.35553611111111","5.65553611111111","10148","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","5.35553611111111","5.65553611111111","10148"
"","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H",0,0,0,0,0,0,0,0,0,"3.622225","3.922225","10255","","LPC(16:0)+H","496.339805","313.273805","258.11015","184.07332","124.9994","104.1069","86.0963","478.329235","240.1003","3.622225","3.922225","10255"
