"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","Cer-NS(d17:2/25:1)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer-NS(d17:2/25:1)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer-NS(d17:2/25:1)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer-NS(d17:2/25:1)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer-NS(d17:2/25:1)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer-NS(d17:2/25:1)+H","646.6133","628.6027","610.5921","266.2479","248.2373","380.3887","236.2373","10.7468944444444","11.0468944444444","3439"
"","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.6227361111111","10.9227361111111","2396","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.6227361111111","10.9227361111111","2396","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.6227361111111","10.9227361111111","2396","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.6227361111111","10.9227361111111","2396","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.6227361111111","10.9227361111111","2396","","Cer-NS(d17:2/26:0)+H","662.6446","644.634","626.6234","266.2479","248.2373","396.42","236.2373","10.6227361111111","10.9227361111111","2396"
"","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.954546969697","11.254546969697","14325","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.954546969697","11.254546969697","14325","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.954546969697","11.254546969697","14325","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.954546969697","11.254546969697","14325","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"10.954546969697","11.254546969697","14325","","Cer-NS(d17:2/26:0)+H","662.6446","644.634","626.6234","266.2479","248.2373","396.42","236.2373","10.954546969697","11.254546969697","14325"
"","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"11.500475","11.800475","17129","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"11.500475","11.800475","17129","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"11.500475","11.800475","17129","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"11.500475","11.800475","17129","","Cer-NS(d17:2/26:0)+H",0,0,0,0,0,0,0,"11.500475","11.800475","17129","","Cer-NS(d17:2/26:0)+H","662.6446","644.634","626.6234","266.2479","248.2373","396.42","236.2373","11.500475","11.800475","17129"
"","Cer-NS(d17:2/26:1)+H",0,0,0,0,0,0,0,"11.1775875","11.4775875","3922","","Cer-NS(d17:2/26:1)+H",0,0,0,0,0,0,0,"11.1775875","11.4775875","3922","","Cer-NS(d17:2/26:1)+H",0,0,0,0,0,0,0,"11.1775875","11.4775875","3922","","Cer-NS(d17:2/26:1)+H",0,0,0,0,0,0,0,"11.1775875","11.4775875","3922","","Cer-NS(d17:2/26:1)+H",0,0,0,0,0,0,0,"11.1775875","11.4775875","3922","","Cer-NS(d17:2/26:1)+H","660.6289","642.6183","624.6078","266.2479","248.2373","394.4044","236.2373","11.1775875","11.4775875","3922"
"","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","4531","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","4531","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","4531","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","4531","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","4531","","Cer-NS(d17:2/26:2)+H","658.6133","640.6027","622.5921","266.2479","248.2373","392.3887","236.2373","10.6758791666667","10.9758791666667","4531"
"","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"12.4133166666667","12.7133166666667","17789","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"12.4133166666667","12.7133166666667","17789","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"12.4133166666667","12.7133166666667","17789","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"12.4133166666667","12.7133166666667","17789","","Cer-NS(d17:2/26:2)+H",0,0,0,0,0,0,0,"12.4133166666667","12.7133166666667","17789","","Cer-NS(d17:2/26:2)+H","658.6133","640.6027","622.5921","266.2479","248.2373","392.3887","236.2373","12.4133166666667","12.7133166666667","17789"
"","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NS(d17:2/27:0)+H","676.6602","658.6497","640.6391","266.2479","248.2373","410.4356","236.2373","11.2191861111111","11.5191861111111","3355"
"","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NS(d17:2/27:0)+H","676.6602","658.6497","640.6391","266.2479","248.2373","410.4356","236.2373","10.8477722222222","11.1477722222222","7911"
"","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NS(d17:2/27:0)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NS(d17:2/27:0)+H","676.6602","658.6497","640.6391","266.2479","248.2373","410.4356","236.2373","11.2112666666667","11.5112666666667","17694"
"","Cer-NS(d17:2/27:1)+H",0,0,0,0,0,0,0,"10.5010166666667","10.8010166666667","10540","","Cer-NS(d17:2/27:1)+H",0,0,0,0,0,0,0,"10.5010166666667","10.8010166666667","10540","","Cer-NS(d17:2/27:1)+H",0,0,0,0,0,0,0,"10.5010166666667","10.8010166666667","10540","","Cer-NS(d17:2/27:1)+H",0,0,0,0,0,0,0,"10.5010166666667","10.8010166666667","10540","","Cer-NS(d17:2/27:1)+H",0,0,0,0,0,0,0,"10.5010166666667","10.8010166666667","10540","","Cer-NS(d17:2/27:1)+H","674.6446","656.634","638.6234","266.2479","248.2373","408.42","236.2373","10.5010166666667","10.8010166666667","10540"
"","Cer-NS(d17:2/28:2)+H",0,0,0,0,0,0,0,"11.5449138888889","11.8449138888889","1837","","Cer-NS(d17:2/28:2)+H",0,0,0,0,0,0,0,"11.5449138888889","11.8449138888889","1837","","Cer-NS(d17:2/28:2)+H",0,0,0,0,0,0,0,"11.5449138888889","11.8449138888889","1837","","Cer-NS(d17:2/28:2)+H",0,0,0,0,0,0,0,"11.5449138888889","11.8449138888889","1837","","Cer-NS(d17:2/28:2)+H",0,0,0,0,0,0,0,"11.5449138888889","11.8449138888889","1837","","Cer-NS(d17:2/28:2)+H","686.6446","668.634","650.6234","266.2479","248.2373","420.42","236.2373","11.5449138888889","11.8449138888889","1837"
"","Cer-NS(d17:2/29:0)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NS(d17:2/29:0)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NS(d17:2/29:0)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NS(d17:2/29:0)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NS(d17:2/29:0)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NS(d17:2/29:0)+H","704.6915","686.681","668.6704","266.2479","248.2373","438.4669","236.2373","11.6771583333333","11.9771583333333","6271"
"","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NS(d17:2/31:0)+H","732.7228","714.7123","696.7017","266.2479","248.2373","466.4983","236.2373","12.4224513888889","12.7224513888889","10246"
"","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NS(d17:2/31:0)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NS(d17:2/31:0)+H","732.7228","714.7123","696.7017","266.2479","248.2373","466.4983","236.2373","12.4253027777778","12.7253027777778","17432"
"","Cer-NS(d17:3/13:1)+H",0,0,0,0,0,0,0,"3.86340606060606","4.16340606060606","4838","","Cer-NS(d17:3/13:1)+H",0,0,0,0,0,0,0,"3.86340606060606","4.16340606060606","4838","","Cer-NS(d17:3/13:1)+H",0,0,0,0,0,0,0,"3.86340606060606","4.16340606060606","4838","","Cer-NS(d17:3/13:1)+H",0,0,0,0,0,0,0,"3.86340606060606","4.16340606060606","4838","","Cer-NS(d17:3/13:1)+H",0,0,0,0,0,0,0,"3.86340606060606","4.16340606060606","4838","","Cer-NS(d17:3/13:1)+H","476.4098","458.3993","440.3887","264.2322","246.2216","212.2009","234.2216","3.86340606060606","4.16340606060606","4838"
"","Cer-NS(d17:3/14:1)+H",0,0,0,0,0,0,0,"4.13605555555556","4.43605555555556","2721","","Cer-NS(d17:3/14:1)+H",0,0,0,0,0,0,0,"4.13605555555556","4.43605555555556","2721","","Cer-NS(d17:3/14:1)+H",0,0,0,0,0,0,0,"4.13605555555556","4.43605555555556","2721","","Cer-NS(d17:3/14:1)+H",0,0,0,0,0,0,0,"4.13605555555556","4.43605555555556","2721","","Cer-NS(d17:3/14:1)+H",0,0,0,0,0,0,0,"4.13605555555556","4.43605555555556","2721","","Cer-NS(d17:3/14:1)+H","490.4255","472.4149","454.4043","264.2322","246.2216","226.2166","234.2216","4.13605555555556","4.43605555555556","2721"
"","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"3.87078888888889","4.17078888888889","3260","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"3.87078888888889","4.17078888888889","3260","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"3.87078888888889","4.17078888888889","3260","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"3.87078888888889","4.17078888888889","3260","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"3.87078888888889","4.17078888888889","3260","","Cer-NS(d17:3/16:1)+H","518.4568","500.4462","482.4356","264.2322","246.2216","254.2478","234.2216","3.87078888888889","4.17078888888889","3260"
"","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.61464722222222","5.91464722222222","5274","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.61464722222222","5.91464722222222","5274","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.61464722222222","5.91464722222222","5274","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.61464722222222","5.91464722222222","5274","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.61464722222222","5.91464722222222","5274","","Cer-NS(d17:3/16:1)+H","518.4568","500.4462","482.4356","264.2322","246.2216","254.2478","234.2216","5.61464722222222","5.91464722222222","5274"
"","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.01789393939394","5.31789393939394","13982","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.01789393939394","5.31789393939394","13982","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.01789393939394","5.31789393939394","13982","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.01789393939394","5.31789393939394","13982","","Cer-NS(d17:3/16:1)+H",0,0,0,0,0,0,0,"5.01789393939394","5.31789393939394","13982","","Cer-NS(d17:3/16:1)+H","518.4568","500.4462","482.4356","264.2322","246.2216","254.2478","234.2216","5.01789393939394","5.31789393939394","13982"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"8.41369861111111","8.71369861111111","2488","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"8.41369861111111","8.71369861111111","2488","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"8.41369861111111","8.71369861111111","2488","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"8.41369861111111","8.71369861111111","2488","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"8.41369861111111","8.71369861111111","2488","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","8.41369861111111","8.71369861111111","2488"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.2582916666667","14.5582916666667","5848","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.2582916666667","14.5582916666667","5848","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.2582916666667","14.5582916666667","5848","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.2582916666667","14.5582916666667","5848","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.2582916666667","14.5582916666667","5848","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","14.2582916666667","14.5582916666667","5848"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.701875","14.001875","6224","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.701875","14.001875","6224","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.701875","14.001875","6224","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.701875","14.001875","6224","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.701875","14.001875","6224","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","13.701875","14.001875","6224"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.5892152777778","12.8892152777778","8275","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.5892152777778","12.8892152777778","8275","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.5892152777778","12.8892152777778","8275","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.5892152777778","12.8892152777778","8275","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.5892152777778","12.8892152777778","8275","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","12.5892152777778","12.8892152777778","8275"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.7810402777778","15.0810402777778","10000","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.7810402777778","15.0810402777778","10000","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.7810402777778","15.0810402777778","10000","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.7810402777778","15.0810402777778","10000","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"14.7810402777778","15.0810402777778","10000","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","14.7810402777778","15.0810402777778","10000"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.8859","12.1859","11112","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.8859","12.1859","11112","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.8859","12.1859","11112","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.8859","12.1859","11112","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.8859","12.1859","11112","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","11.8859","12.1859","11112"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.467275","12.767275","11120","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.467275","12.767275","11120","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.467275","12.767275","11120","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.467275","12.767275","11120","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.467275","12.767275","11120","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","12.467275","12.767275","11120"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"9.27646666666667","9.57646666666667","12555","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"9.27646666666667","9.57646666666667","12555","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"9.27646666666667","9.57646666666667","12555","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"9.27646666666667","9.57646666666667","12555","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"9.27646666666667","9.57646666666667","12555","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","9.27646666666667","9.57646666666667","12555"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.1736","13.4736","14693","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.1736","13.4736","14693","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.1736","13.4736","14693","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.1736","13.4736","14693","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"13.1736","13.4736","14693","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","13.1736","13.4736","14693"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.1946041666667","12.4946041666667","14883","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.1946041666667","12.4946041666667","14883","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.1946041666667","12.4946041666667","14883","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.1946041666667","12.4946041666667","14883","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"12.1946041666667","12.4946041666667","14883","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","12.1946041666667","12.4946041666667","14883"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"15.1240347222222","15.4240347222222","15429","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"15.1240347222222","15.4240347222222","15429","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"15.1240347222222","15.4240347222222","15429","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"15.1240347222222","15.4240347222222","15429","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"15.1240347222222","15.4240347222222","15429","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","15.1240347222222","15.4240347222222","15429"
"","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.7525055555556","12.0525055555556","18236","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.7525055555556","12.0525055555556","18236","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.7525055555556","12.0525055555556","18236","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.7525055555556","12.0525055555556","18236","","Cer-NS(d17:3/18:0)+H",0,0,0,0,0,0,0,"11.7525055555556","12.0525055555556","18236","","Cer-NS(d17:3/18:0)+H","548.5037","530.4932","512.4826","264.2322","246.2216","284.2948","234.2216","11.7525055555556","12.0525055555556","18236"
"","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"6.90460694444444","7.20460694444444","4685","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"6.90460694444444","7.20460694444444","4685","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"6.90460694444444","7.20460694444444","4685","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"6.90460694444444","7.20460694444444","4685","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"6.90460694444444","7.20460694444444","4685","","Cer-NS(d17:3/18:1)+H","546.4881","528.4775","510.4669","264.2322","246.2216","282.2791","234.2216","6.90460694444444","7.20460694444444","4685"
"","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.92960606060606","5.22960606060606","6177","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.92960606060606","5.22960606060606","6177","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.92960606060606","5.22960606060606","6177","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.92960606060606","5.22960606060606","6177","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.92960606060606","5.22960606060606","6177","","Cer-NS(d17:3/18:1)+H","546.4881","528.4775","510.4669","264.2322","246.2216","282.2791","234.2216","4.92960606060606","5.22960606060606","6177"
"","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"3.87079444444444","4.17079444444444","14065","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"3.87079444444444","4.17079444444444","14065","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"3.87079444444444","4.17079444444444","14065","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"3.87079444444444","4.17079444444444","14065","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"3.87079444444444","4.17079444444444","14065","","Cer-NS(d17:3/18:1)+H","546.4881","528.4775","510.4669","264.2322","246.2216","282.2791","234.2216","3.87079444444444","4.17079444444444","14065"
"","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.93565277777778","5.23565277777778","16744","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.93565277777778","5.23565277777778","16744","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.93565277777778","5.23565277777778","16744","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.93565277777778","5.23565277777778","16744","","Cer-NS(d17:3/18:1)+H",0,0,0,0,0,0,0,"4.93565277777778","5.23565277777778","16744","","Cer-NS(d17:3/18:1)+H","546.4881","528.4775","510.4669","264.2322","246.2216","282.2791","234.2216","4.93565277777778","5.23565277777778","16744"
"","Cer-NS(d17:3/19:0)+H",0,0,0,0,0,0,0,"9.55233888888889","9.85233888888889","2525","","Cer-NS(d17:3/19:0)+H",0,0,0,0,0,0,0,"9.55233888888889","9.85233888888889","2525","","Cer-NS(d17:3/19:0)+H",0,0,0,0,0,0,0,"9.55233888888889","9.85233888888889","2525","","Cer-NS(d17:3/19:0)+H",0,0,0,0,0,0,0,"9.55233888888889","9.85233888888889","2525","","Cer-NS(d17:3/19:0)+H",0,0,0,0,0,0,0,"9.55233888888889","9.85233888888889","2525","","Cer-NS(d17:3/19:0)+H","562.5193","544.5088","526.4982","264.2322","246.2216","298.3105","234.2216","9.55233888888889","9.85233888888889","2525"
"","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"8.65979027777778","8.95979027777778","2861","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"8.65979027777778","8.95979027777778","2861","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"8.65979027777778","8.95979027777778","2861","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"8.65979027777778","8.95979027777778","2861","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"8.65979027777778","8.95979027777778","2861","","Cer-NS(d17:3/19:1)+H","560.5037","542.4932","524.4826","264.2322","246.2216","296.2948","234.2216","8.65979027777778","8.95979027777778","2861"
"","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"9.16689722222222","9.46689722222222","10702","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"9.16689722222222","9.46689722222222","10702","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"9.16689722222222","9.46689722222222","10702","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"9.16689722222222","9.46689722222222","10702","","Cer-NS(d17:3/19:1)+H",0,0,0,0,0,0,0,"9.16689722222222","9.46689722222222","10702","","Cer-NS(d17:3/19:1)+H","560.5037","542.4932","524.4826","264.2322","246.2216","296.2948","234.2216","9.16689722222222","9.46689722222222","10702"
