"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Number of Scans","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Average m/z","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment"
"","PS(13:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H","704.44986","519.44091","323.25816","271.22686","197.19005","249.22135","508.2678","456.2365","490.2573","438.226","1.05886111111111","1.35886111111111","7726"
"","PS(13:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H","722.49676","537.48781","341.30506","271.22686","197.19005","267.26825","526.3147","456.2365","508.3042","438.226","5.71002361111111","6.01002361111111","952"
"","PS(13:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H","718.46546","533.45651","337.27376","271.22686","197.19005","263.23695","522.2834","456.2365","504.2729","438.226","1.74011944444444","2.04011944444444","8846"
"","PS(13:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H","716.44986","531.44091","335.25816","271.22686","197.19005","261.22135","520.2678","456.2365","502.2573","438.226","4.99630606060606","5.29630606060606","13568"
"","PS(13:0_21:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",7.867475,7.867475,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",4952.251,7554868,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",764.5439,579.535,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H","764.54376","579.53481","383.35206","271.22686","197.19005","309.31525","568.3617","456.2365","550.3512","438.226","7.68959027777778","7.98959027777778","200"
"","PS(13:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H","778.55936","593.55041","397.36766","271.22686","197.19005","323.33085","582.3773","456.2365","564.3668","438.226","8.01333333333333","8.31333333333333","14247"
"","PS(14:0_14:0)+H",1,1,1,1,1,1,1,1,1,1,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",1,2,2,2,2,2,2,2,2,2,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",3461.459,4628533,154224.9,154224.9,340099.3,340099.3,13769.43,13769.43,16677.95,16677.95,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",680.4498,495.44145,285.2427,285.2427,211.20585,211.20585,470.2523,470.2523,452.2415,452.2415,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","470.2521","470.2521","452.2416","452.2416","3.85204848484848","4.15204848484848","264"
"","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","470.2521","470.2521","452.2416","452.2416","4.899375","5.199375","2098"
"","PS(14:0_14:0)+H",1,1,1,1,1,1,1,1,1,1,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",1,2,2,2,2,2,2,2,2,2,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",3461.459,4628533,154224.9,154224.9,340099.3,340099.3,13769.43,13769.43,16677.95,16677.95,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",680.4498,495.44145,285.2427,285.2427,211.20585,211.20585,470.2523,470.2523,452.2415,452.2415,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","470.2521","470.2521","452.2416","452.2416","3.85645138888889","4.15645138888889","12646"
"","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","470.2521","470.2521","452.2416","452.2416","4.91009027777778","5.21009027777778","12764"
"","PS(14:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H","678.43416","493.42521","283.22686","285.24246","211.20565","209.19005","468.2365","470.2521","450.226","452.2416","1.40908333333333","1.70908333333333","10447"
"","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H","694.46546","509.45651","299.25816","285.24246","211.20565","225.22135","484.2678","470.2521","466.2573","452.2416","5.00976527777778","5.30976527777778","981"
"","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H","694.46546","509.45651","299.25816","285.24246","211.20565","225.22135","484.2678","470.2521","466.2573","452.2416","1.50699722222222","1.80699722222222","14667"
"","PS(14:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H","706.46546","521.45651","311.25816","285.24246","211.20565","237.22135","496.2678","470.2521","478.2573","452.2416","1.34317916666667","1.64317916666667","6183"
"","PS(14:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H","722.49676","537.48781","327.28946","285.24246","211.20565","253.25265","512.2991","470.2521","494.2886","452.2416","5.71002361111111","6.01002361111111","952"
"","PS(14:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H","718.46546","533.45651","323.25816","285.24246","211.20565","249.22135","508.2678","470.2521","490.2573","452.2416","1.74011944444444","2.04011944444444","8846"
"","PS(14:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H","734.49676","549.48781","339.28946","285.24246","211.20565","265.25265","524.2991","470.2521","506.2886","452.2416","1.86179583333333","2.16179583333333","9016"
"","PS(14:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H","732.48106","547.47211","337.27376","285.24246","211.20565","263.23695","522.2834","470.2521","504.2729","452.2416","1.54857083333333","1.84857083333333","12234"
"","PS(14:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H","730.46546","545.45651","335.25816","285.24246","211.20565","261.22135","520.2678","470.2521","502.2573","452.2416","1.47424166666667","1.77424166666667","7817"
"","PS(14:0_20:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",7.867475,7.867475,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",4952.251,7554868,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",764.5439,579.535,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H","764.54366","579.53471","369.33636","285.24246","211.20565","295.29955","554.346","470.2521","536.3355","452.2416","7.68959027777778","7.98959027777778","200"
"","PS(14:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H","760.51236","575.50341","365.30506","285.24246","211.20565","291.26825","550.3147","470.2521","532.3042","452.2416","1.78840833333333","2.08840833333333","8216"
"","PS(14:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H","778.55936","593.55041","383.35206","285.24246","211.20565","309.31525","568.3617","470.2521","550.3512","452.2416","8.01333333333333","8.31333333333333","14247"
"","PS(14:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H","790.55936","605.55041","395.35206","285.24246","211.20565","321.31525","580.3617","470.2521","562.3512","452.2416","3.00620416666667","3.30620416666667","4995"
"","PS(14:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H","818.59066","633.58171","423.38336","285.24246","211.20565","349.34655","608.393","470.2521","590.3825","452.2416","4.10132083333333","4.40132083333333","3848"
"","PS(14:1_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H","676.41856","491.40961","283.22686","283.22686","209.19005","209.19005","468.2365","468.2365","450.226","450.226","1.04389166666667","1.34389166666667","10733"
"","PS(14:1_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H","690.43416","505.42521","297.24246","283.22686","209.19005","223.20565","482.2521","468.2365","464.2416","450.226","1.15756944444444","1.45756944444444","6755"
"","PS(14:1_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H","706.46546","521.45651","313.27376","283.22686","209.19005","239.23695","498.2834","468.2365","480.2729","450.226","1.34317916666667","1.64317916666667","6183"
"","PS(14:1_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H","704.44986","519.44091","311.25816","283.22686","209.19005","237.22135","496.2678","468.2365","478.2573","450.226","1.05886111111111","1.35886111111111","7726"
"","PS(14:1_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H","718.46546","533.45651","325.27376","283.22686","209.19005","251.23695","510.2834","468.2365","492.2729","450.226","1.74011944444444","2.04011944444444","8846"
"","PS(14:1_17:2)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H","716.44986","531.44091","323.25816","283.22686","209.19005","249.22135","508.2678","468.2365","490.2573","450.226","4.99630606060606","5.29630606060606","13568"
"","PS(14:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H","734.49676","549.48781","341.30506","283.22686","209.19005","267.26825","526.3147","468.2365","508.3042","450.226","1.86179583333333","2.16179583333333","9016"
"","PS(14:1_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H","732.48116","547.47221","339.28946","283.22686","209.19005","265.25265","524.2991","468.2365","506.2886","450.226","1.54857083333333","1.84857083333333","12234"
"","PS(14:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H","730.46546","545.45651","337.27376","283.22686","209.19005","263.23695","522.2834","468.2365","504.2729","450.226","1.47424166666667","1.77424166666667","7817"
"","PS(14:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H","790.55936","605.55041","397.36766","283.22686","209.19005","323.33085","582.3773","468.2365","564.3668","450.226","3.00620416666667","3.30620416666667","4995"
"","PS(14:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H","818.59066","633.58171","425.39896","283.22686","209.19005","351.36215","610.4086","468.2365","592.3981","450.226","4.10132083333333","4.40132083333333","3848"
"","PS(14:1_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H","816.57506","631.56611","423.38336","283.22686","209.19005","349.34655","608.393","468.2365","590.3825","450.226","5.10691818181818","5.40691818181818","10241"
