"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-126+H]+","[M-SN2-126+H]+","SN2-H2O","SN1-H2O","[C5H11O5P+H]+","RT_min","RT_max","Comment","RT at Max Intensity","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-126+H]+","[M-SN2-126+H]+","SN2-H2O","SN1-H2O","[C5H11O5P+H]+","RT_min","RT_max","Comment","Number of Scans","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-126+H]+","[M-SN2-126+H]+","SN2-H2O","SN1-H2O","[C5H11O5P+H]+","RT_min","RT_max","Comment","Max Intensity","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-126+H]+","[M-SN2-126+H]+","SN2-H2O","SN1-H2O","[C5H11O5P+H]+","RT_min","RT_max","Comment","Average m/z","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-126+H]+","[M-SN2-126+H]+","SN2-H2O","SN1-H2O","[C5H11O5P+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-126+H]+","[M-SN2-126+H]+","SN2-H2O","SN1-H2O","[C5H11O5P+H]+","RT_min","RT_max","Comment"
"","PEtOH(16:0_20:5)+NH4",1,0,0,0,0,1,0,1,0,"6.49417777777778","6.79417777777778","510","","PEtOH(16:0_20:5)+NH4",6.663421,0,0,0,6.663421,6.663421,0,6.663421,0,"6.49417777777778","6.79417777777778","510","","PEtOH(16:0_20:5)+NH4",1,0,0,0,1,1,0,1,0,"6.49417777777778","6.79417777777778","510","","PEtOH(16:0_20:5)+NH4",15678.96,0,0,0,841.9286,505025.4,0,36529.8,0,"6.49417777777778","6.79417777777778","510","","PEtOH(16:0_20:5)+NH4",740.5244,0,0,0,359.2578,313.2742,0,239.2373,0,"6.49417777777778","6.79417777777778","510","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","6.49417777777778","6.79417777777778","510"
"","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","12.0553930555556","12.3553930555556","751"
"","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","11.3749777777778","11.6749777777778","956"
"","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","11.7085983333333","12.0085983333333","2502"
"","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","11.0355611111111","11.3355611111111","4469"
"","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","12.3847166666667","12.6847166666667","4897"
"","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","3.94111111111111","4.24111111111111","6526"
"","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,1,0,1,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,12.70648,0,12.70648,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,1,0,1,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,14181.39,0,96478.31,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(16:0_20:5)+NH4",0,0,0,0,0,313.2742,0,239.2374,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(16:0_20:5)+NH4","740.52247","597.4877","467.2558","421.2714","359.2581","313.2738","285.2212","239.2368","183.0417","12.6628075757576","12.9628075757576","9404"
"","PEtOH(16:0_21:1)+NH4",1,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(16:0_21:1)+NH4",8.523543,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(16:0_21:1)+NH4",2,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(16:0_21:1)+NH4",13663840,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(16:0_21:1)+NH4",762.60045,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(16:0_21:1)+NH4","762.60077","619.566","489.3341","421.2715","381.3365","313.2739","307.2993","239.2368","183.0417","8.38228472222222","8.68228472222222","37"
"","PEtOH(16:0_21:2)+NH4",1,0,0,0,0,1,0,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(16:0_21:2)+NH4",7.474944,0,0,0,0,7.601972,0,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(16:0_21:2)+NH4",3,0,0,0,0,2,0,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(16:0_21:2)+NH4",52416060,0,0,0,0,6926.437,0,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(16:0_21:2)+NH4",760.584733333333,0,0,0,0,313.274,0,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(16:0_21:2)+NH4","760.58517","617.5504","487.3185","421.2716","379.3209","313.2739","305.2837","239.2368","183.0417","7.32078888888889","7.62078888888889","5"
"","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(16:0_21:2)+NH4","760.58517","617.5504","487.3185","421.2716","379.3209","313.2739","305.2837","239.2368","183.0417","11.3210166666667","11.6210166666667","10004"
"","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(16:0_21:2)+NH4","760.58517","617.5504","487.3185","421.2716","379.3209","313.2739","305.2837","239.2368","183.0417","15.3130347222222","15.6130347222222","15516"
"","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PEtOH(16:0_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PEtOH(16:0_21:2)+NH4","760.58517","617.5504","487.3185","421.2716","379.3209","313.2739","305.2837","239.2368","183.0417","15.033275","15.333275","16771"
"","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(16:0_22:1)+NH4","776.61647","633.5817","503.3498","421.2716","395.3522","313.274","321.315","239.2368","183.0417","8.69191944444444","8.99191944444444","1751"
"","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PEtOH(16:0_22:1)+NH4","776.61647","633.5817","503.3498","421.2716","395.3522","313.274","321.315","239.2368","183.0417","8.9055625","9.2055625","2277"
"","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(16:0_22:1)+NH4","776.61647","633.5817","503.3498","421.2716","395.3522","313.274","321.315","239.2368","183.0417","8.32618333333333","8.62618333333333","5148"
"","PEtOH(16:0_22:2)+NH4",1,0,0,0,0,1,0,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(16:0_22:2)+NH4",8.0324,0,0,0,0,8.177626,0,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(16:0_22:2)+NH4",2,0,0,0,0,2,0,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(16:0_22:2)+NH4",1312308,0,0,0,0,3505.83,0,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(16:0_22:2)+NH4",774.6008,0,0,0,0,313.27415,0,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(16:0_22:2)+NH4","774.60077","631.566","501.3341","421.2715","393.3365","313.2739","319.2993","239.2368","183.0417","7.90268472222222","8.20268472222222","177"
"","PEtOH(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(16:0_22:2)+NH4","774.60077","631.566","501.3341","421.2715","393.3365","313.2739","319.2993","239.2368","183.0417","8.56510416666667","8.86510416666667","3248"
"","PEtOH(16:0_22:3)+NH4",1,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(16:0_22:3)+NH4",7.102481,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(16:0_22:3)+NH4",2,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(16:0_22:3)+NH4",2004370,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(16:0_22:3)+NH4",772.58535,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(16:0_22:3)+NH4","772.58517","629.5504","499.3185","421.2716","391.3209","313.2739","317.2837","239.2368","183.0417","6.99751944444444","7.29751944444444","89"
"","PEtOH(16:0_22:3)+NH4",1,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(16:0_22:3)+NH4",6.979968,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(16:0_22:3)+NH4",2,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(16:0_22:3)+NH4",2258199,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(16:0_22:3)+NH4",772.58515,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(16:0_22:3)+NH4","772.58517","629.5504","499.3185","421.2716","391.3209","313.2739","317.2837","239.2368","183.0417","6.80782777777778","7.10782777777778","143"
"","PEtOH(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(16:0_22:3)+NH4","772.58517","629.5504","499.3185","421.2716","391.3209","313.2739","317.2837","239.2368","183.0417","8.86654722222222","9.16654722222222","14628"
"","PEtOH(16:0_22:4)+NH4",1,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(16:0_22:4)+NH4",6.256794,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(16:0_22:4)+NH4",2,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(16:0_22:4)+NH4",685172,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(16:0_22:4)+NH4",770.57025,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(16:0_22:4)+NH4","770.56947","627.5347","497.3028","421.2715","389.3051","313.2739","315.2681","239.2368","183.0417","6.08608472222222","6.38608472222222","402"
"","PEtOH(16:0_22:4)+NH4",1,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(16:0_22:4)+NH4",6.000633,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(16:0_22:4)+NH4",2,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(16:0_22:4)+NH4",397629,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(16:0_22:4)+NH4",770.5707,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(16:0_22:4)+NH4","770.56947","627.5347","497.3028","421.2715","389.3051","313.2739","315.2681","239.2368","183.0417","5.87367083333333","6.17367083333333","501"
"","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PEtOH(16:0_22:4)+NH4","770.56947","627.5347","497.3028","421.2715","389.3051","313.2739","315.2681","239.2368","183.0417","8.126675","8.426675","963"
"","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(16:0_22:4)+NH4","770.56947","627.5347","497.3028","421.2715","389.3051","313.2739","315.2681","239.2368","183.0417","12.3626638888889","12.6626638888889","5667"
"","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(16:0_22:4)+NH4","770.56947","627.5347","497.3028","421.2715","389.3051","313.2739","315.2681","239.2368","183.0417","12.9687472222222","13.2687472222222","10172"
"","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(16:0_22:4)+NH4","770.56947","627.5347","497.3028","421.2715","389.3051","313.2739","315.2681","239.2368","183.0417","6.53908472222222","6.83908472222222","12701"
"","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(16:0_22:4)+NH4","770.56947","627.5347","497.3028","421.2715","389.3051","313.2739","315.2681","239.2368","183.0417","8.48022272727273","8.78022272727273","15540"
"","PEtOH(16:0_22:5)+NH4",1,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(16:0_22:5)+NH4",5.796961,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(16:0_22:5)+NH4",2,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(16:0_22:5)+NH4",545673.8,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(16:0_22:5)+NH4",768.5553,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(16:0_22:5)+NH4","768.55387","625.5191","495.2872","421.2715","387.2896","313.2739","313.2524","239.2368","183.0417","5.57732083333333","5.87732083333333","296"
"","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(16:0_22:5)+NH4","768.55387","625.5191","495.2872","421.2715","387.2896","313.2739","313.2524","239.2368","183.0417","12.6864611111111","12.9864611111111","1121"
"","PEtOH(16:0_22:5)+NH4",1,0,0,1,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(16:0_22:5)+NH4",7.779676,0,0,7.779676,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(16:0_22:5)+NH4",1,0,0,1,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(16:0_22:5)+NH4",29444.28,0,0,7073.774,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(16:0_22:5)+NH4",768.5544,0,0,421.2721,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(16:0_22:5)+NH4","768.55387","625.5191","495.2872","421.2715","387.2896","313.2739","313.2524","239.2368","183.0417","7.66248611111111","7.96248611111111","9089"
"","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(16:0_22:5)+NH4","768.55387","625.5191","495.2872","421.2715","387.2896","313.2739","313.2524","239.2368","183.0417","12.4146458333333","12.7146458333333","9396"
"","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PEtOH(16:0_22:5)+NH4","768.55387","625.5191","495.2872","421.2715","387.2896","313.2739","313.2524","239.2368","183.0417","11.860525","12.160525","9422"
"","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PEtOH(16:0_22:5)+NH4","768.55387","625.5191","495.2872","421.2715","387.2896","313.2739","313.2524","239.2368","183.0417","4.9403625","5.2403625","18329"
"","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PEtOH(16:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PEtOH(16:0_22:5)+NH4","768.55387","625.5191","495.2872","421.2715","387.2896","313.2739","313.2524","239.2368","183.0417","5.3576125","5.6576125","18346"
