"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SQDG","[M+NH4]+","[M-SN1+H]+","[M-SN2+H]+","[M-C6H10O7S+H]+","[M-C6H10O7S-H2O+H]+","[M-C6H10O7S-SN1+H]+","[M-C6H10O7S-SN2+H]+","SN2","SN1","RT_min","RT_max","Comment","RT at Max Intensity","SQDG","[M+NH4]+","[M-SN1+H]+","[M-SN2+H]+","[M-C6H10O7S+H]+","[M-C6H10O7S-H2O+H]+","[M-C6H10O7S-SN1+H]+","[M-C6H10O7S-SN2+H]+","SN2","SN1","RT_min","RT_max","Comment","Number of Scans","SQDG","[M+NH4]+","[M-SN1+H]+","[M-SN2+H]+","[M-C6H10O7S+H]+","[M-C6H10O7S-H2O+H]+","[M-C6H10O7S-SN1+H]+","[M-C6H10O7S-SN2+H]+","SN2","SN1","RT_min","RT_max","Comment","Max Intensity","SQDG","[M+NH4]+","[M-SN1+H]+","[M-SN2+H]+","[M-C6H10O7S+H]+","[M-C6H10O7S-H2O+H]+","[M-C6H10O7S-SN1+H]+","[M-C6H10O7S-SN2+H]+","SN2","SN1","RT_min","RT_max","Comment","Average m/z","SQDG","[M+NH4]+","[M-SN1+H]+","[M-SN2+H]+","[M-C6H10O7S+H]+","[M-C6H10O7S-H2O+H]+","[M-C6H10O7S-SN1+H]+","[M-C6H10O7S-SN2+H]+","SN2","SN1","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SQDG","[M+NH4]+","[M-SN1+H]+","[M-SN2+H]+","[M-C6H10O7S+H]+","[M-C6H10O7S-H2O+H]+","[M-C6H10O7S-SN1+H]+","[M-C6H10O7S-SN2+H]+","SN2","SN1","RT_min","RT_max","Comment"
"","SQDG(16:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(16:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(16:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(16:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(16:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(16:0_13:1)+NH4","768.4932","495.2258","539.2885","525.4514","507.4408","269.2111","313.2737","195.1743","239.237","5.12925694444444","5.42925694444444","7515"
"","SQDG(18:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(18:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(18:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(18:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(18:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(18:0_13:1)+NH4","796.5245","495.2258","567.3197","553.4827","535.4721","269.2111","341.305","195.1743","267.2682","4.94340138888889","5.24340138888889","1357"
"","SQDG(18:0_13:1)+NH4",1,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(18:0_13:1)+NH4",6.709229,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(18:0_13:1)+NH4",1,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(18:0_13:1)+NH4",19417.12,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(18:0_13:1)+NH4",796.5253,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(18:0_13:1)+NH4","796.5245","495.2258","567.3197","553.4827","535.4721","269.2111","341.305","195.1743","267.2682","6.50441111111111","6.80441111111111","9550"
"","SQDG(13:1_18:1)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(13:1_18:1)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(13:1_18:1)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(13:1_18:1)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(13:1_18:1)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(13:1_18:1)+NH4","794.5089","565.3041","495.2258","551.467","533.4564","339.2894","269.2111","265.2526","195.1743","5.54281666666667","5.84281666666667","7831"
"","SQDG(13:1_19:2)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(13:1_19:2)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(13:1_19:2)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(13:1_19:2)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(13:1_19:2)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(13:1_19:2)+NH4","806.5089","577.3041","495.2258","563.467","545.4564","351.2894","269.2111","277.2526","195.1743","2.95637083333333","3.25637083333333","13999"
"","SQDG(20:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(20:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(20:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(20:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(20:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(20:0_13:1)+NH4","824.5558","495.2258","595.351","581.514","563.5034","269.2111","369.3363","195.1743","295.2996","7.67626944444444","7.97626944444444","3406"
"","SQDG(13:1_20:1)+NH4",1,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(13:1_20:1)+NH4",6.990346,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(13:1_20:1)+NH4",1,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(13:1_20:1)+NH4",13334.64,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(13:1_20:1)+NH4",822.5397,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(13:1_20:1)+NH4","822.5401","593.3354","495.2258","579.4983","561.4877","367.3206","269.2111","293.2839","195.1743","6.725425","7.025425","3618"
"","SQDG(13:1_20:1)+NH4",1,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(13:1_20:1)+NH4",6.990346,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(13:1_20:1)+NH4",1,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(13:1_20:1)+NH4",13334.64,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(13:1_20:1)+NH4",822.5397,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(13:1_20:1)+NH4","822.5401","593.3354","495.2258","579.4983","561.4877","367.3206","269.2111","293.2839","195.1743","6.71988333333333","7.01988333333333","17207"
"","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94600277777778","5.24600277777778","2949","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94600277777778","5.24600277777778","2949","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94600277777778","5.24600277777778","2949","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94600277777778","5.24600277777778","2949","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94600277777778","5.24600277777778","2949","","SQDG(13:1_20:3)+NH4","818.5089","589.3041","495.2258","575.467","557.4564","363.2894","269.2111","289.2526","195.1743","4.94600277777778","5.24600277777778","2949"
"","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","3691","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","3691","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","3691","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","3691","","SQDG(13:1_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","3691","","SQDG(13:1_20:3)+NH4","818.5089","589.3041","495.2258","575.467","557.4564","363.2894","269.2111","289.2526","195.1743","5.38028055555556","5.68028055555556","3691"
"","SQDG(22:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(22:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(22:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(22:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(22:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(22:0_13:1)+NH4","852.5871","495.2258","623.3823","609.5452","591.5347","269.2111","397.3676","195.1743","323.3308","8.58094027777778","8.88094027777778","14718"
"","SQDG(13:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"7.43965555555556","7.73965555555556","14412","","SQDG(13:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"7.43965555555556","7.73965555555556","14412","","SQDG(13:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"7.43965555555556","7.73965555555556","14412","","SQDG(13:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"7.43965555555556","7.73965555555556","14412","","SQDG(13:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"7.43965555555556","7.73965555555556","14412","","SQDG(13:1_22:2)+NH4","848.5558","619.351","495.2258","605.514","587.5034","393.3363","269.2111","319.2996","195.1743","7.43965555555556","7.73965555555556","14412"
"","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","2995","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","2995","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","2995","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","2995","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","2995","","SQDG(13:1_22:4)+NH4","844.5245","615.3197","495.2258","601.4827","583.4721","389.305","269.2111","315.2682","195.1743","5.83603333333333","6.13603333333333","2995"
"","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.30555138888889","5.60555138888889","4398","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.30555138888889","5.60555138888889","4398","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.30555138888889","5.60555138888889","4398","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.30555138888889","5.60555138888889","4398","","SQDG(13:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"5.30555138888889","5.60555138888889","4398","","SQDG(13:1_22:4)+NH4","844.5245","615.3197","495.2258","601.4827","583.4721","389.305","269.2111","315.2682","195.1743","5.30555138888889","5.60555138888889","4398"
"","SQDG(13:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3277","","SQDG(13:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3277","","SQDG(13:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3277","","SQDG(13:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3277","","SQDG(13:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3277","","SQDG(13:1_22:6)+NH4","840.4932","611.2885","495.2258","597.4514","579.4408","385.2737","269.2111","311.2369","195.1743","4.94340138888889","5.24340138888889","3277"
"","SQDG(13:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.17715555555555","8.47715555555555","15561","","SQDG(13:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.17715555555555","8.47715555555555","15561","","SQDG(13:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.17715555555555","8.47715555555555","15561","","SQDG(13:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.17715555555555","8.47715555555555","15561","","SQDG(13:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.17715555555555","8.47715555555555","15561","","SQDG(13:1_24:2)+NH4","876.5871","647.3823","495.2258","633.5452","615.5347","421.3676","269.2111","347.3308","195.1743","8.17715555555555","8.47715555555555","15561"
"","SQDG(27:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(27:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(27:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(27:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(27:0_13:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(27:0_13:1)+NH4","922.6653","495.2258","693.4606","679.6235","661.6129","269.2111","467.4459","195.1743","393.4091","8.84209444444445","9.14209444444445","6542"
"","SQDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(14:0_15:1)+NH4","768.4932","523.2571","511.2571","525.4514","507.4408","297.2424","285.2424","223.2056","211.2056","5.12925694444444","5.42925694444444","7515"
"","SQDG(14:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(14:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(14:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(14:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(14:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(14:0_17:1)+NH4","796.5245","551.2885","511.2571","553.4827","535.4721","325.2737","285.2424","251.237","211.2056","4.94340138888889","5.24340138888889","1357"
"","SQDG(14:0_17:1)+NH4",1,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(14:0_17:1)+NH4",6.709229,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(14:0_17:1)+NH4",1,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(14:0_17:1)+NH4",19417.12,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(14:0_17:1)+NH4",796.5253,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(14:0_17:1)+NH4","796.5245","551.2885","511.2571","553.4827","535.4721","325.2737","285.2424","251.237","211.2056","6.50441111111111","6.80441111111111","9550"
"","SQDG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(14:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"5.54281666666667","5.84281666666667","7831","","SQDG(14:0_17:2)+NH4","794.5089","549.2728","511.2571","551.467","533.4564","323.2581","285.2424","249.2213","211.2056","5.54281666666667","5.84281666666667","7831"
"","SQDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"2.95637083333333","3.25637083333333","13999","","SQDG(14:0_18:3)+NH4","806.5089","561.2728","511.2571","563.467","545.4564","335.2581","285.2424","261.2213","211.2056","2.95637083333333","3.25637083333333","13999"
"","SQDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.47476388888889","8.77476388888889","3945","","SQDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.47476388888889","8.77476388888889","3945","","SQDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.47476388888889","8.77476388888889","3945","","SQDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.47476388888889","8.77476388888889","3945","","SQDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.47476388888889","8.77476388888889","3945","","SQDG(14:0_19:0)+NH4","826.5714","581.3354","511.2571","583.5296","565.519","355.3206","285.2424","281.2839","211.2056","8.47476388888889","8.77476388888889","3945"
"","SQDG(14:0_19:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(14:0_19:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(14:0_19:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(14:0_19:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(14:0_19:1)+NH4",0,0,0,0,0,0,0,0,0,"7.67626944444444","7.97626944444444","3406","","SQDG(14:0_19:1)+NH4","824.5558","579.3198","511.2571","581.514","563.5034","353.305","285.2424","279.2682","211.2056","7.67626944444444","7.97626944444444","3406"
"","SQDG(14:0_19:2)+NH4",1,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(14:0_19:2)+NH4",6.990346,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(14:0_19:2)+NH4",1,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(14:0_19:2)+NH4",13334.64,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(14:0_19:2)+NH4",822.5397,0,0,0,0,0,0,0,0,"6.725425","7.025425","3618","","SQDG(14:0_19:2)+NH4","822.5401","577.3041","511.2571","579.4983","561.4877","351.2894","285.2424","277.2526","211.2056","6.725425","7.025425","3618"
"","SQDG(14:0_19:2)+NH4",1,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(14:0_19:2)+NH4",6.990346,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(14:0_19:2)+NH4",1,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(14:0_19:2)+NH4",13334.64,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(14:0_19:2)+NH4",822.5397,0,0,0,0,0,0,0,0,"6.71988333333333","7.01988333333333","17207","","SQDG(14:0_19:2)+NH4","822.5401","577.3041","511.2571","579.4983","561.4877","351.2894","285.2424","277.2526","211.2056","6.71988333333333","7.01988333333333","17207"
"","SQDG(14:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"6.8432303030303","7.1432303030303","7080","","SQDG(14:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"6.8432303030303","7.1432303030303","7080","","SQDG(14:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"6.8432303030303","7.1432303030303","7080","","SQDG(14:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"6.8432303030303","7.1432303030303","7080","","SQDG(14:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"6.8432303030303","7.1432303030303","7080","","SQDG(14:0_20:0)+NH4","840.5871","595.351","511.2571","597.5452","579.5347","369.3363","285.2424","295.2996","211.2056","6.8432303030303","7.1432303030303","7080"
"","SQDG(14:0_21:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(14:0_21:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(14:0_21:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(14:0_21:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(14:0_21:1)+NH4",0,0,0,0,0,0,0,0,0,"8.58094027777778","8.88094027777778","14718","","SQDG(14:0_21:1)+NH4","852.5871","607.351","511.2571","609.5452","591.5347","381.3363","285.2424","307.2996","211.2056","8.58094027777778","8.88094027777778","14718"
"","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.70818611111111","9.00818611111111","10225","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.70818611111111","9.00818611111111","10225","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.70818611111111","9.00818611111111","10225","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.70818611111111","9.00818611111111","10225","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.70818611111111","9.00818611111111","10225","","SQDG(14:0_24:0)+NH4","896.6497","651.4136","511.2571","653.6078","635.5973","425.3989","285.2424","351.3622","211.2056","8.70818611111111","9.00818611111111","10225"
"","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.97857638888889","9.27857638888889","11731","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.97857638888889","9.27857638888889","11731","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.97857638888889","9.27857638888889","11731","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.97857638888889","9.27857638888889","11731","","SQDG(14:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"8.97857638888889","9.27857638888889","11731","","SQDG(14:0_24:0)+NH4","896.6497","651.4136","511.2571","653.6078","635.5973","425.3989","285.2424","351.3622","211.2056","8.97857638888889","9.27857638888889","11731"
"","SQDG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"9.67896527777778","9.97896527777778","6609","","SQDG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"9.67896527777778","9.97896527777778","6609","","SQDG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"9.67896527777778","9.97896527777778","6609","","SQDG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"9.67896527777778","9.97896527777778","6609","","SQDG(14:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"9.67896527777778","9.97896527777778","6609","","SQDG(14:0_26:0)+NH4","924.681","679.4449","511.2571","681.6392","663.6286","453.4302","285.2424","379.3935","211.2056","9.67896527777778","9.97896527777778","6609"
"","SQDG(14:0_26:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(14:0_26:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(14:0_26:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(14:0_26:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(14:0_26:1)+NH4",0,0,0,0,0,0,0,0,0,"8.84209444444445","9.14209444444445","6542","","SQDG(14:0_26:1)+NH4","922.6653","677.4293","511.2571","679.6235","661.6129","451.4146","285.2424","377.3778","211.2056","8.84209444444445","9.14209444444445","6542"
"","SQDG(15:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(15:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(15:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(15:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(15:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"5.12925694444444","5.42925694444444","7515","","SQDG(15:0_14:1)+NH4","768.4932","509.2415","525.2728","525.4514","507.4408","283.2267","299.2581","209.19","225.2213","5.12925694444444","5.42925694444444","7515"
"","SQDG(17:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(17:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(17:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(17:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(17:0_14:1)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","1357","","SQDG(17:0_14:1)+NH4","796.5245","509.2415","553.3041","553.4827","535.4721","283.2267","327.2894","209.19","253.2526","4.94340138888889","5.24340138888889","1357"
"","SQDG(17:0_14:1)+NH4",1,0,0,0,0,0,0,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(17:0_14:1)+NH4",6.709229,0,0,0,0,0,6.709229,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(17:0_14:1)+NH4",1,0,0,0,0,0,1,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(17:0_14:1)+NH4",19417.12,0,0,0,0,0,916.0026,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(17:0_14:1)+NH4",796.5253,0,0,0,0,0,327.2899,0,0,"6.50441111111111","6.80441111111111","9550","","SQDG(17:0_14:1)+NH4","796.5245","509.2415","553.3041","553.4827","535.4721","283.2267","327.2894","209.19","253.2526","6.50441111111111","6.80441111111111","9550"
