"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","RT at Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Number of Scans","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Average m/z","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment"
"","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(15:1_22:4)+NH4","740.52252","611.5034","483.2871","391.2245","389.3051","297.2425","315.2681","223.2055","169.026","3.94111111111111","4.24111111111111","6526"
"","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(15:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(15:1_22:4)+NH4","740.52252","611.5034","483.2871","391.2245","389.3051","297.2425","315.2681","223.2055","169.026","12.6628075757576","12.9628075757576","9404"
"","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(15:1_22:5)+NH4","738.50682","609.4877","481.2715","391.2245","387.2895","297.2426","313.2524","223.2055","169.026","4.89671944444444","5.19671944444444","1361"
"","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(15:1_22:5)+NH4","738.50682","609.4877","481.2715","391.2245","387.2895","297.2426","313.2524","223.2055","169.026","5.64302916666667","5.94302916666667","2966"
"","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(15:1_22:5)+NH4","738.50682","609.4877","481.2715","391.2245","387.2895","297.2426","313.2524","223.2055","169.026","11.5508597222222","11.8508597222222","4621"
"","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(15:1_22:5)+NH4","738.50682","609.4877","481.2715","391.2245","387.2895","297.2426","313.2524","223.2055","169.026","10.8503902777778","11.1503902777778","6163"
"","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(15:1_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(15:1_22:5)+NH4","738.50682","609.4877","481.2715","391.2245","387.2895","297.2426","313.2524","223.2055","169.026","5.32869444444445","5.62869444444445","7251"
"","PMeOH(15:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(15:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(15:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(15:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(15:1_22:6)+NH4",0,0,0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(15:1_22:6)+NH4","736.49112","607.472","479.2558","391.2245","385.2738","297.2425","311.2368","223.2055","169.026","4.87367878787879","5.17367878787879","5064"
"","PMeOH(23:0_15:1)+NH4",1,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(23:0_15:1)+NH4",8.523543,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(23:0_15:1)+NH4",2,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(23:0_15:1)+NH4",13663840,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(23:0_15:1)+NH4",762.60045,0,0,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(23:0_15:1)+NH4","762.60072","633.5816","391.2246","505.3654","297.2426","411.3834","223.2055","337.3463","169.026","8.38228472222222","8.68228472222222","37"
"","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(24:0_15:1)+NH4","776.61652","647.5974","391.2247","519.381","297.2427","425.3991","223.2055","351.3619","169.026","8.69191944444444","8.99191944444444","1751"
"","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(24:0_15:1)+NH4","776.61652","647.5974","391.2247","519.381","297.2427","425.3991","223.2055","351.3619","169.026","8.9055625","9.2055625","2277"
"","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(24:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(24:0_15:1)+NH4","776.61652","647.5974","391.2247","519.381","297.2427","425.3991","223.2055","351.3619","169.026","8.32618333333333","8.62618333333333","5148"
"","PMeOH(15:1_24:1)+NH4",1,0,0,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(15:1_24:1)+NH4",8.0324,0,0,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(15:1_24:1)+NH4",2,0,0,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(15:1_24:1)+NH4",1312308,0,0,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(15:1_24:1)+NH4",774.6008,0,0,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(15:1_24:1)+NH4","774.60072","645.5816","517.3654","391.2246","423.3834","297.2426","349.3463","223.2055","169.026","7.90268472222222","8.20268472222222","177"
"","PMeOH(15:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(15:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(15:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(15:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(15:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(15:1_24:1)+NH4","774.60072","645.5816","517.3654","391.2246","423.3834","297.2426","349.3463","223.2055","169.026","8.56510416666667","8.86510416666667","3248"
"","PMeOH(15:1_24:2)+NH4",1,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(15:1_24:2)+NH4",7.102481,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(15:1_24:2)+NH4",2,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(15:1_24:2)+NH4",2004370,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(15:1_24:2)+NH4",772.58535,0,0,0,0,0,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(15:1_24:2)+NH4","772.58512","643.566","515.3498","391.2246","421.3678","297.2427","347.3306","223.2055","169.026","6.99751944444444","7.29751944444444","89"
"","PMeOH(15:1_24:2)+NH4",1,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(15:1_24:2)+NH4",6.979968,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(15:1_24:2)+NH4",2,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(15:1_24:2)+NH4",2258199,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(15:1_24:2)+NH4",772.58515,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(15:1_24:2)+NH4","772.58512","643.566","515.3498","391.2246","421.3678","297.2427","347.3306","223.2055","169.026","6.80782777777778","7.10782777777778","143"
"","PMeOH(15:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(15:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(15:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(15:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(15:1_24:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(15:1_24:2)+NH4","772.58512","643.566","515.3498","391.2246","421.3678","297.2427","347.3306","223.2055","169.026","8.86654722222222","9.16654722222222","14628"
"","PMeOH(15:1_24:4)+NH4",1,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(15:1_24:4)+NH4",5.796961,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(15:1_24:4)+NH4",2,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(15:1_24:4)+NH4",545673.8,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(15:1_24:4)+NH4",768.5553,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(15:1_24:4)+NH4","768.55382","639.5347","511.3185","391.2246","417.3365","297.2426","343.2993","223.2055","169.026","5.57732083333333","5.87732083333333","296"
"","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(15:1_24:4)+NH4","768.55382","639.5347","511.3185","391.2246","417.3365","297.2426","343.2993","223.2055","169.026","12.6864611111111","12.9864611111111","1121"
"","PMeOH(15:1_24:4)+NH4",1,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(15:1_24:4)+NH4",7.779676,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(15:1_24:4)+NH4",1,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(15:1_24:4)+NH4",29444.28,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(15:1_24:4)+NH4",768.5544,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(15:1_24:4)+NH4","768.55382","639.5347","511.3185","391.2246","417.3365","297.2426","343.2993","223.2055","169.026","7.66248611111111","7.96248611111111","9089"
"","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(15:1_24:4)+NH4","768.55382","639.5347","511.3185","391.2246","417.3365","297.2426","343.2993","223.2055","169.026","12.4146458333333","12.7146458333333","9396"
"","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(15:1_24:4)+NH4","768.55382","639.5347","511.3185","391.2246","417.3365","297.2426","343.2993","223.2055","169.026","11.860525","12.160525","9422"
"","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(15:1_24:4)+NH4","768.55382","639.5347","511.3185","391.2246","417.3365","297.2426","343.2993","223.2055","169.026","4.9403625","5.2403625","18329"
"","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PMeOH(15:1_24:4)+NH4",0,0,0,0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PMeOH(15:1_24:4)+NH4","768.55382","639.5347","511.3185","391.2246","417.3365","297.2426","343.2993","223.2055","169.026","5.3576125","5.6576125","18346"
"","PMeOH(25:0_15:1)+NH4",1,0,0,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PMeOH(25:0_15:1)+NH4",9.53131,0,0,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PMeOH(25:0_15:1)+NH4",2,0,0,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PMeOH(25:0_15:1)+NH4",390063.4,0,0,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PMeOH(25:0_15:1)+NH4",790.63275,0,0,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PMeOH(25:0_15:1)+NH4","790.63202","661.6129","391.2246","533.3967","297.2426","439.4147","223.2055","365.3776","169.026","9.41335833333333","9.71335833333333","437"
"","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PMeOH(26:0_15:1)+NH4","804.64762","675.6285","391.2246","547.4123","297.2426","453.4303","223.2055","379.3932","169.026","9.8972666666667","10.1972666666667","1755"
"","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PMeOH(26:0_15:1)+NH4","804.64762","675.6285","391.2246","547.4123","297.2426","453.4303","223.2055","379.3932","169.026","9.35257777777778","9.65257777777778","13749"
"","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PMeOH(26:0_15:1)+NH4",0,0,0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PMeOH(26:0_15:1)+NH4","804.64762","675.6285","391.2246","547.4123","297.2426","453.4303","223.2055","379.3932","169.026","9.54872833333333","9.84872833333333","15709"
"","PMeOH(15:1_26:1)+NH4",1,0,0,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PMeOH(15:1_26:1)+NH4",9.086959,0,0,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PMeOH(15:1_26:1)+NH4",1,0,0,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PMeOH(15:1_26:1)+NH4",122088,0,0,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PMeOH(15:1_26:1)+NH4",802.632,0,0,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PMeOH(15:1_26:1)+NH4","802.63202","673.6129","545.3967","391.2246","451.4147","297.2426","377.3776","223.2055","169.026","8.95680138888889","9.25680138888889","1197"
"","PMeOH(15:1_26:2)+NH4",1,0,0,0,0,0,0,0,0,"8.13221388888889","8.43221388888889","301","","PMeOH(15:1_26:2)+NH4",8.30612,0,0,0,0,0,0,0,0,"8.13221388888889","8.43221388888889","301","","PMeOH(15:1_26:2)+NH4",2,0,0,0,0,0,0,0,0,"8.13221388888889","8.43221388888889","301","","PMeOH(15:1_26:2)+NH4",778024.4,0,0,0,0,0,0,0,0,"8.13221388888889","8.43221388888889","301","","PMeOH(15:1_26:2)+NH4",800.61635,0,0,0,0,0,0,0,0,"8.13221388888889","8.43221388888889","301","","PMeOH(15:1_26:2)+NH4","800.61652","671.5974","543.381","391.2247","449.3991","297.2427","375.3619","223.2055","169.026","8.13221388888889","8.43221388888889","301"
"","PMeOH(15:1_26:2)+NH4",1,0,0,0,0,0,0,0,0,"7.92857222222222","8.22857222222222","17797","","PMeOH(15:1_26:2)+NH4",8.161917,0,0,0,0,0,0,0,0,"7.92857222222222","8.22857222222222","17797","","PMeOH(15:1_26:2)+NH4",1,0,0,0,0,0,0,0,0,"7.92857222222222","8.22857222222222","17797","","PMeOH(15:1_26:2)+NH4",192656.7,0,0,0,0,0,0,0,0,"7.92857222222222","8.22857222222222","17797","","PMeOH(15:1_26:2)+NH4",800.6161,0,0,0,0,0,0,0,0,"7.92857222222222","8.22857222222222","17797","","PMeOH(15:1_26:2)+NH4","800.61652","671.5974","543.381","391.2247","449.3991","297.2427","375.3619","223.2055","169.026","7.92857222222222","8.22857222222222","17797"
"","PMeOH(15:1_26:4)+NH4",1,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","154","","PMeOH(15:1_26:4)+NH4",6.969626,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","154","","PMeOH(15:1_26:4)+NH4",2,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","154","","PMeOH(15:1_26:4)+NH4",1819422,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","154","","PMeOH(15:1_26:4)+NH4",796.5858,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","154","","PMeOH(15:1_26:4)+NH4","796.58512","667.566","539.3498","391.2246","445.3678","297.2427","371.3306","223.2055","169.026","6.80782777777778","7.10782777777778","154"
"","PMeOH(15:1_26:4)+NH4",1,0,0,0,0,0,0,0,0,"6.61006388888889","6.91006388888889","248","","PMeOH(15:1_26:4)+NH4",6.709229,0,0,0,0,0,0,0,0,"6.61006388888889","6.91006388888889","248","","PMeOH(15:1_26:4)+NH4",2,0,0,0,0,0,0,0,0,"6.61006388888889","6.91006388888889","248","","PMeOH(15:1_26:4)+NH4",471735.3,0,0,0,0,0,0,0,0,"6.61006388888889","6.91006388888889","248","","PMeOH(15:1_26:4)+NH4",796.58605,0,0,0,0,0,0,0,0,"6.61006388888889","6.91006388888889","248","","PMeOH(15:1_26:4)+NH4","796.58512","667.566","539.3498","391.2246","445.3678","297.2427","371.3306","223.2055","169.026","6.61006388888889","6.91006388888889","248"
"","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"7.38762638888889","7.68762638888889","2203","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"7.38762638888889","7.68762638888889","2203","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"7.38762638888889","7.68762638888889","2203","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"7.38762638888889","7.68762638888889","2203","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"7.38762638888889","7.68762638888889","2203","","PMeOH(15:1_26:4)+NH4","796.58512","667.566","539.3498","391.2246","445.3678","297.2427","371.3306","223.2055","169.026","7.38762638888889","7.68762638888889","2203"
"","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"8.43268888888889","8.73268888888889","2577","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"8.43268888888889","8.73268888888889","2577","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"8.43268888888889","8.73268888888889","2577","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"8.43268888888889","8.73268888888889","2577","","PMeOH(15:1_26:4)+NH4",0,0,0,0,0,0,0,0,0,"8.43268888888889","8.73268888888889","2577","","PMeOH(15:1_26:4)+NH4","796.58512","667.566","539.3498","391.2246","445.3678","297.2427","371.3306","223.2055","169.026","8.43268888888889","8.73268888888889","2577"
