"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","RT at Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Number of Scans","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Average m/z","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","NL of SN1+H2O","NL of SN2+H2O","[M-SN1-112+H]+","[M-SN2-112+H]+","SN2-H2O","SN1-H2O","[C4H9O5P+H]+","RT_min","RT_max","Comment"
"","PMeOH(17:1_21:1)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PMeOH(17:1_21:1)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PMeOH(17:1_21:1)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PMeOH(17:1_21:1)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PMeOH(17:1_21:1)+NH4",0,0,0,0,0,0,0,0,0,"15.033275","15.333275","16771","","PMeOH(17:1_21:1)+NH4","760.58512","631.566","475.3185","419.2559","381.3365","325.274","307.2993","251.2368","169.026","15.033275","15.333275","16771"
"","PMeOH(17:1_21:2)+NH4",1,0,0,1,0,0,0,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(17:1_21:2)+NH4",6.530702,0,0,6.530702,0,0,0,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(17:1_21:2)+NH4",3,0,0,1,0,0,0,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(17:1_21:2)+NH4",76887860,0,0,61680.07,0,0,0,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(17:1_21:2)+NH4",758.5694,0,0,419.2557,0,0,0,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","6.39557777777778","6.69557777777778","1"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","12.7955347222222","13.0955347222222","4884"
"","PMeOH(17:1_21:2)+NH4",1,0,0,0,0,0,0,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(17:1_21:2)+NH4",6.40851,0,0,0,0,6.292485,0,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(17:1_21:2)+NH4",2,0,0,0,0,1,0,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(17:1_21:2)+NH4",2120362,0,0,0,0,861.5917,0,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(17:1_21:2)+NH4",758.57015,0,0,0,0,325.2741,0,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","6.14551666666667","6.44551666666667","11258"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","13.0929541666667","13.3929541666667","11691"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","15.2943069444444","15.5943069444444","13208"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","14.6633819444444","14.9633819444444","13268"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","14.9958208333333","15.2958208333333","13318"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","4.90295333333333","5.20295333333333","15986"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","11.5830111111111","11.8830111111111","16038"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","1.81707121212121","2.11707121212121","16289"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","4.92687424242424","5.22687424242424","17293"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","15.5564458333333","15.8564458333333","18422"
"","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(17:1_21:2)+NH4",0,0,0,0,0,0,0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(17:1_21:2)+NH4","758.56952","629.5504","473.3028","419.2559","379.3208","325.2739","305.2837","251.2368","169.026","16.0573486111111","16.3573486111111","18822"
"","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(22:0_17:1)+NH4","776.61652","647.5974","419.256","491.3498","325.274","397.3678","251.2368","323.3306","169.026","8.69191944444444","8.99191944444444","1751"
"","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PMeOH(22:0_17:1)+NH4","776.61652","647.5974","419.256","491.3498","325.274","397.3678","251.2368","323.3306","169.026","8.9055625","9.2055625","2277"
"","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(22:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(22:0_17:1)+NH4","776.61652","647.5974","419.256","491.3498","325.274","397.3678","251.2368","323.3306","169.026","8.32618333333333","8.62618333333333","5148"
"","PMeOH(17:1_22:1)+NH4",1,0,0,0,0,1,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(17:1_22:1)+NH4",8.0324,0,0,0,0,8.177626,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(17:1_22:1)+NH4",2,0,0,0,0,1,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(17:1_22:1)+NH4",1312308,0,0,0,0,1070.27,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(17:1_22:1)+NH4",774.6008,0,0,0,0,325.2733,0,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(17:1_22:1)+NH4","774.60072","645.5816","489.3341","419.2559","395.3521","325.2739","321.315","251.2368","169.026","7.90268472222222","8.20268472222222","177"
"","PMeOH(17:1_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(17:1_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(17:1_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(17:1_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(17:1_22:1)+NH4",0,0,0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(17:1_22:1)+NH4","774.60072","645.5816","489.3341","419.2559","395.3521","325.2739","321.315","251.2368","169.026","8.56510416666667","8.86510416666667","3248"
"","PMeOH(17:1_22:2)+NH4",1,0,0,0,0,1,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(17:1_22:2)+NH4",7.102481,0,0,0,0,7.235707,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(17:1_22:2)+NH4",2,0,0,0,0,1,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(17:1_22:2)+NH4",2004370,0,0,0,0,3953.198,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(17:1_22:2)+NH4",772.58535,0,0,0,0,325.274,0,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(17:1_22:2)+NH4","772.58512","643.566","487.3185","419.2559","393.3365","325.274","319.2993","251.2368","169.026","6.99751944444444","7.29751944444444","89"
"","PMeOH(17:1_22:2)+NH4",1,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(17:1_22:2)+NH4",6.979968,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(17:1_22:2)+NH4",2,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(17:1_22:2)+NH4",2258199,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(17:1_22:2)+NH4",772.58515,0,0,0,0,0,0,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(17:1_22:2)+NH4","772.58512","643.566","487.3185","419.2559","393.3365","325.274","319.2993","251.2368","169.026","6.80782777777778","7.10782777777778","143"
"","PMeOH(17:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(17:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(17:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(17:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(17:1_22:2)+NH4",0,0,0,0,0,0,0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(17:1_22:2)+NH4","772.58512","643.566","487.3185","419.2559","393.3365","325.274","319.2993","251.2368","169.026","8.86654722222222","9.16654722222222","14628"
"","PMeOH(17:1_22:3)+NH4",1,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(17:1_22:3)+NH4",6.256794,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(17:1_22:3)+NH4",2,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(17:1_22:3)+NH4",685172,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(17:1_22:3)+NH4",770.57025,0,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(17:1_22:3)+NH4","770.56952","641.5504","485.3028","419.2559","391.3208","325.2739","317.2837","251.2368","169.026","6.08608472222222","6.38608472222222","402"
"","PMeOH(17:1_22:3)+NH4",1,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(17:1_22:3)+NH4",6.000633,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(17:1_22:3)+NH4",2,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(17:1_22:3)+NH4",397629,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(17:1_22:3)+NH4",770.5707,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(17:1_22:3)+NH4","770.56952","641.5504","485.3028","419.2559","391.3208","325.2739","317.2837","251.2368","169.026","5.87367083333333","6.17367083333333","501"
"","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PMeOH(17:1_22:3)+NH4","770.56952","641.5504","485.3028","419.2559","391.3208","325.2739","317.2837","251.2368","169.026","8.126675","8.426675","963"
"","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(17:1_22:3)+NH4","770.56952","641.5504","485.3028","419.2559","391.3208","325.2739","317.2837","251.2368","169.026","12.3626638888889","12.6626638888889","5667"
"","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(17:1_22:3)+NH4","770.56952","641.5504","485.3028","419.2559","391.3208","325.2739","317.2837","251.2368","169.026","12.9687472222222","13.2687472222222","10172"
"","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(17:1_22:3)+NH4","770.56952","641.5504","485.3028","419.2559","391.3208","325.2739","317.2837","251.2368","169.026","6.53908472222222","6.83908472222222","12701"
"","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(17:1_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(17:1_22:3)+NH4","770.56952","641.5504","485.3028","419.2559","391.3208","325.2739","317.2837","251.2368","169.026","8.48022272727273","8.78022272727273","15540"
"","PMeOH(17:1_22:4)+NH4",1,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(17:1_22:4)+NH4",5.796961,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(17:1_22:4)+NH4",2,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(17:1_22:4)+NH4",545673.8,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(17:1_22:4)+NH4",768.5553,0,0,0,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(17:1_22:4)+NH4","768.55382","639.5347","483.2872","419.2559","389.3052","325.2739","315.2681","251.2368","169.026","5.57732083333333","5.87732083333333","296"
"","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(17:1_22:4)+NH4","768.55382","639.5347","483.2872","419.2559","389.3052","325.2739","315.2681","251.2368","169.026","12.6864611111111","12.9864611111111","1121"
"","PMeOH(17:1_22:4)+NH4",1,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(17:1_22:4)+NH4",7.779676,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(17:1_22:4)+NH4",1,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(17:1_22:4)+NH4",29444.28,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(17:1_22:4)+NH4",768.5544,0,0,0,0,0,0,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(17:1_22:4)+NH4","768.55382","639.5347","483.2872","419.2559","389.3052","325.2739","315.2681","251.2368","169.026","7.66248611111111","7.96248611111111","9089"
"","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(17:1_22:4)+NH4","768.55382","639.5347","483.2872","419.2559","389.3052","325.2739","315.2681","251.2368","169.026","12.4146458333333","12.7146458333333","9396"
"","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"11.860525","12.160525","9422","","PMeOH(17:1_22:4)+NH4","768.55382","639.5347","483.2872","419.2559","389.3052","325.2739","315.2681","251.2368","169.026","11.860525","12.160525","9422"
"","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(17:1_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PMeOH(17:1_22:4)+NH4","768.55382","639.5347","483.2872","419.2559","389.3052","325.2739","315.2681","251.2368","169.026","4.9403625","5.2403625","18329"
