"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","HexCer-NS(d14:3/28:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d14:3/28:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d14:3/28:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d14:3/28:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d14:3/28:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d14:3/28:0)+H","808.6666","646.6138","628.6032","610.5927","222.1853","204.1747","424.4513","192.1747","8.76434861111111","9.06434861111111","3082"
"","HexCer-NS(d14:3/28:1)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d14:3/28:1)+H",9.912439,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d14:3/28:1)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d14:3/28:1)+H",949616.6,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d14:3/28:1)+H",806.6501,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d14:3/28:1)+H","806.651","644.5981","626.5876","608.577","222.1853","204.1747","422.4356","192.1747","9.75620694444445","10.0562069444445","1035"
"","HexCer-NS(d14:3/28:2)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","HexCer-NS(d14:3/28:2)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","HexCer-NS(d14:3/28:2)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","HexCer-NS(d14:3/28:2)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","HexCer-NS(d14:3/28:2)+H",0,0,0,0,0,0,0,0,"8.83414861111111","9.13414861111111","3000","","HexCer-NS(d14:3/28:2)+H","804.6353","642.5825","624.572","606.5613","222.1853","204.1747","420.42","192.1747","8.83414861111111","9.13414861111111","3000"
"","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d14:3/33:0)+H","878.7449","716.6921","698.6815","680.6709","222.1853","204.1747","494.5295","192.1747","10.8061847222222","11.1061847222222","5632"
"","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d14:3/33:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d14:3/33:0)+H","878.7449","716.6921","698.6815","680.6709","222.1853","204.1747","494.5295","192.1747","10.8201083333333","11.1201083333333","17983"
"","HexCer-NS(d14:3/33:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d14:3/33:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d14:3/33:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d14:3/33:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d14:3/33:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d14:3/33:1)+H","876.7292","714.6764","696.6658","678.6553","222.1853","204.1747","492.5139","192.1747","10.141946969697","10.441946969697","13430"
"","HexCer-NS(d14:3/35:0)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d14:3/35:0)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d14:3/35:0)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d14:3/35:0)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d14:3/35:0)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d14:3/35:0)+H","906.7762","744.7234","726.7128","708.7022","222.1853","204.1747","522.5609","192.1747","11.4980319444444","11.7980319444444","1489"
"","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d14:3/35:1)+H","904.7606","742.7077","724.6971","706.6866","222.1853","204.1747","520.5452","192.1747","10.8874638888889","11.1874638888889","2101"
"","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d14:3/35:1)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d14:3/35:1)+H","904.7606","742.7077","724.6971","706.6866","222.1853","204.1747","520.5452","192.1747","11.7696416666667","12.0696416666667","7877"
"","HexCer-NS(d14:3/38:0)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d14:3/38:0)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d14:3/38:0)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d14:3/38:0)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d14:3/38:0)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d14:3/38:0)+H","948.8231","786.7703","768.7598","750.7491","222.1853","204.1747","564.6078","192.1747","14.2717125","14.5717125","1561"
"","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d14:3/40:0)+H","976.8544","814.8016","796.791","778.7805","222.1853","204.1747","592.6391","192.1747","14.7330097222222","15.0330097222222","1450"
"","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d14:3/40:0)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d14:3/40:0)+H","976.8544","814.8016","796.791","778.7805","222.1853","204.1747","592.6391","192.1747","11.4900888888889","11.7900888888889","4036"
"","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"14.2824958333333","14.5824958333333","1691","","HexCer-NS(d14:3/40:1)+H","974.8388","812.7859","794.7754","776.7648","222.1853","204.1747","590.6235","192.1747","14.2824958333333","14.5824958333333","1691"
"","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","HexCer-NS(d14:3/40:1)+H",0,0,0,0,0,0,0,0,"10.8958263888889","11.1958263888889","6086","","HexCer-NS(d14:3/40:1)+H","974.8388","812.7859","794.7754","776.7648","222.1853","204.1747","590.6235","192.1747","10.8958263888889","11.1958263888889","6086"
"","HexCer-NS(d14:3/42:1)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","7064","","HexCer-NS(d14:3/42:1)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","7064","","HexCer-NS(d14:3/42:1)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","7064","","HexCer-NS(d14:3/42:1)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","7064","","HexCer-NS(d14:3/42:1)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","7064","","HexCer-NS(d14:3/42:1)+H","1002.87","840.8173","822.8067","804.7961","222.1853","204.1747","618.6547","192.1747","11.53305","11.83305","7064"
"","HexCer-NS(d14:3/42:2)+H",0,0,0,0,0,0,0,0,"10.9638277777778","11.2638277777778","7894","","HexCer-NS(d14:3/42:2)+H",0,0,0,0,0,0,0,0,"10.9638277777778","11.2638277777778","7894","","HexCer-NS(d14:3/42:2)+H",0,0,0,0,0,0,0,0,"10.9638277777778","11.2638277777778","7894","","HexCer-NS(d14:3/42:2)+H",0,0,0,0,0,0,0,0,"10.9638277777778","11.2638277777778","7894","","HexCer-NS(d14:3/42:2)+H",0,0,0,0,0,0,0,0,"10.9638277777778","11.2638277777778","7894","","HexCer-NS(d14:3/42:2)+H","1000.854","838.8016","820.791","802.7805","222.1853","204.1747","616.6391","192.1747","10.9638277777778","11.2638277777778","7894"
"","HexCer-NS(d15:1/17:0)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NS(d15:1/17:0)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NS(d15:1/17:0)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NS(d15:1/17:0)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NS(d15:1/17:0)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NS(d15:1/17:0)+H","672.5414","510.4886","492.478","474.4675","240.2322","222.2216","270.2791","210.2216","5.0153625","5.3153625","2151"
"","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NS(d15:1/18:0)+H","686.5571","524.5043","506.4937","488.4831","240.2322","222.2216","284.2948","210.2216","5.71002361111111","6.01002361111111","5972"
"","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NS(d15:1/18:0)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NS(d15:1/18:0)+H","686.5571","524.5043","506.4937","488.4831","240.2322","222.2216","284.2948","210.2216","10.2094212121212","10.5094212121212","16210"
"","HexCer-NS(d15:1/18:1)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NS(d15:1/18:1)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NS(d15:1/18:1)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NS(d15:1/18:1)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NS(d15:1/18:1)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NS(d15:1/18:1)+H","684.5414","522.4886","504.478","486.4675","240.2322","222.2216","282.2791","210.2216","6.78201944444445","7.08201944444445","14661"
"","HexCer-NS(d15:1/19:0)+H",0,0,1,1,0,0,0,0,"6.36482638888889","6.66482638888889","1123","","HexCer-NS(d15:1/19:0)+H",0,0,6.545538,6.545538,0,0,0,0,"6.36482638888889","6.66482638888889","1123","","HexCer-NS(d15:1/19:0)+H",0,0,1,1,0,0,0,0,"6.36482638888889","6.66482638888889","1123","","HexCer-NS(d15:1/19:0)+H",0,0,145452.5,56112.69,0,0,0,0,"6.36482638888889","6.66482638888889","1123","","HexCer-NS(d15:1/19:0)+H",0,0,520.5101,502.4994,0,0,0,0,"6.36482638888889","6.66482638888889","1123","","HexCer-NS(d15:1/19:0)+H","700.5728","538.5199","520.5093","502.4988","240.2322","222.2216","298.3105","210.2216","6.36482638888889","6.66482638888889","1123"
"","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"5.21461944444444","5.51461944444444","3785","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"5.21461944444444","5.51461944444444","3785","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"5.21461944444444","5.51461944444444","3785","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"5.21461944444444","5.51461944444444","3785","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"5.21461944444444","5.51461944444444","3785","","HexCer-NS(d15:1/19:0)+H","700.5728","538.5199","520.5093","502.4988","240.2322","222.2216","298.3105","210.2216","5.21461944444444","5.51461944444444","3785"
"","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27311666666667","8.57311666666667","12563","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27311666666667","8.57311666666667","12563","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27311666666667","8.57311666666667","12563","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27311666666667","8.57311666666667","12563","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27311666666667","8.57311666666667","12563","","HexCer-NS(d15:1/19:0)+H","700.5728","538.5199","520.5093","502.4988","240.2322","222.2216","298.3105","210.2216","8.27311666666667","8.57311666666667","12563"
"","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27312916666667","8.57312916666667","18238","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27312916666667","8.57312916666667","18238","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27312916666667","8.57312916666667","18238","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27312916666667","8.57312916666667","18238","","HexCer-NS(d15:1/19:0)+H",0,0,0,0,0,0,0,0,"8.27312916666667","8.57312916666667","18238","","HexCer-NS(d15:1/19:0)+H","700.5728","538.5199","520.5093","502.4988","240.2322","222.2216","298.3105","210.2216","8.27312916666667","8.57312916666667","18238"
"","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","2663","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","2663","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","2663","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","2663","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","2663","","HexCer-NS(d15:1/19:1)+H","698.5571","536.5043","518.4937","500.4831","240.2322","222.2216","296.2948","210.2216","4.94340138888889","5.24340138888889","2663"
"","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.1868696969697","5.4868696969697","5264","","HexCer-NS(d15:1/19:1)+H","698.5571","536.5043","518.4937","500.4831","240.2322","222.2216","296.2948","210.2216","5.1868696969697","5.4868696969697","5264"
"","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","HexCer-NS(d15:1/19:1)+H",0,0,0,0,0,0,0,0,"5.19360416666667","5.49360416666667","13084","","HexCer-NS(d15:1/19:1)+H","698.5571","536.5043","518.4937","500.4831","240.2322","222.2216","296.2948","210.2216","5.19360416666667","5.49360416666667","13084"
"","HexCer-NS(d15:1/20:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NS(d15:1/20:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NS(d15:1/20:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NS(d15:1/20:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NS(d15:1/20:0)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NS(d15:1/20:0)+H","714.5884","552.5356","534.525","516.5144","240.2322","222.2216","312.3261","210.2216","8.68942916666667","8.98942916666667","8501"
"","HexCer-NS(d15:1/21:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NS(d15:1/21:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NS(d15:1/21:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NS(d15:1/21:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NS(d15:1/21:0)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NS(d15:1/21:0)+H","728.6041","566.5512","548.5406","530.5301","240.2322","222.2216","326.3417","210.2216","7.61792777777778","7.91792777777778","2666"
"","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NS(d15:1/23:0)+H","756.6353","594.5825","576.572","558.5613","240.2322","222.2216","354.373","210.2216","8.72719305555555","9.02719305555555","2137"
"","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NS(d15:1/23:0)+H","756.6353","594.5825","576.572","558.5613","240.2322","222.2216","354.373","210.2216","9.20191944444444","9.50191944444444","6842"
"","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NS(d15:1/23:0)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NS(d15:1/23:0)+H","756.6353","594.5825","576.572","558.5613","240.2322","222.2216","354.373","210.2216","9.20142222222222","9.50142222222222","13508"
"","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","HexCer-NS(d15:1/23:1)+H","754.6197","592.5668","574.5563","556.5457","240.2322","222.2216","352.3574","210.2216","7.74322222222222","8.04322222222222","9868"
"","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","HexCer-NS(d15:1/23:1)+H","754.6197","592.5668","574.5563","556.5457","240.2322","222.2216","352.3574","210.2216","6.96971944444444","7.26971944444444","11887"
"","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","HexCer-NS(d15:1/23:1)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","HexCer-NS(d15:1/23:1)+H","754.6197","592.5668","574.5563","556.5457","240.2322","222.2216","352.3574","210.2216","6.79748055555556","7.09748055555556","16139"
"","HexCer-NS(d15:1/24:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NS(d15:1/24:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NS(d15:1/24:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NS(d15:1/24:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NS(d15:1/24:0)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NS(d15:1/24:0)+H","770.651","608.5981","590.5876","572.577","240.2322","222.2216","368.3887","210.2216","9.25202638888889","9.55202638888889","3834"
