"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","HexCer-NS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","HexCer-NS(d23:2/26:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d23:2/26:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d23:2/26:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d23:2/26:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d23:2/26:1)+H",0,0,0,0,0,0,0,0,"11.4980319444444","11.7980319444444","1489","","HexCer-NS(d23:2/26:1)+H","906.7762","744.7234","726.7128","708.7022","350.3417","332.3312","394.4044","320.3312","11.4980319444444","11.7980319444444","1489"
"","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"10.8874638888889","11.1874638888889","2101","","HexCer-NS(d23:2/26:2)+H","904.7606","742.7077","724.6971","706.6866","350.3417","332.3312","392.3887","320.3312","10.8874638888889","11.1874638888889","2101"
"","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d23:2/26:2)+H",0,0,0,0,0,0,0,0,"11.7696416666667","12.0696416666667","7877","","HexCer-NS(d23:2/26:2)+H","904.7606","742.7077","724.6971","706.6866","350.3417","332.3312","392.3887","320.3312","11.7696416666667","12.0696416666667","7877"
"","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.53305","11.83305","2524","","HexCer-NS(d23:2/28:2)+H","932.7919","770.739","752.7285","734.7179","350.3417","332.3312","420.42","320.3312","11.53305","11.83305","2524"
"","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","HexCer-NS(d23:2/28:2)+H",0,0,0,0,0,0,0,0,"11.8132045454545","12.1132045454545","5443","","HexCer-NS(d23:2/28:2)+H","932.7919","770.739","752.7285","734.7179","350.3417","332.3312","420.42","320.3312","11.8132045454545","12.1132045454545","5443"
"","HexCer-NS(d23:2/29:0)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NS(d23:2/29:0)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NS(d23:2/29:0)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NS(d23:2/29:0)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NS(d23:2/29:0)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NS(d23:2/29:0)+H","950.8388","788.7859","770.7754","752.7648","350.3417","332.3312","438.4669","320.3312","14.7090625","15.0090625","1190"
"","HexCer-NS(d23:2/29:1)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d23:2/29:1)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d23:2/29:1)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d23:2/29:1)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d23:2/29:1)+H",0,0,0,0,0,0,0,0,"14.2717125","14.5717125","1561","","HexCer-NS(d23:2/29:1)+H","948.8231","786.7703","768.7598","750.7491","350.3417","332.3312","436.4513","320.3312","14.2717125","14.5717125","1561"
"","HexCer-NS(d23:2/31:0)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NS(d23:2/31:0)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NS(d23:2/31:0)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NS(d23:2/31:0)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NS(d23:2/31:0)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NS(d23:2/31:0)+H","978.8701","816.8173","798.8067","780.7961","350.3417","332.3312","466.4983","320.3312","15.0874712121212","15.3874712121212","2434"
"","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"14.7330097222222","15.0330097222222","1450","","HexCer-NS(d23:2/31:1)+H","976.8544","814.8016","796.791","778.7805","350.3417","332.3312","464.4826","320.3312","14.7330097222222","15.0330097222222","1450"
"","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d23:2/31:1)+H",0,0,0,0,0,0,0,0,"11.4900888888889","11.7900888888889","4036","","HexCer-NS(d23:2/31:1)+H","976.8544","814.8016","796.791","778.7805","350.3417","332.3312","464.4826","320.3312","11.4900888888889","11.7900888888889","4036"
"","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.9070916666667","11.2070916666667","8118","","HexCer-NS(d23:2/32:2)+H","988.8544","826.8016","808.791","790.7805","350.3417","332.3312","476.4826","320.3312","10.9070916666667","11.2070916666667","8118"
"","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","HexCer-NS(d23:2/32:2)+H",0,0,0,0,0,0,0,0,"10.92895","11.22895","17747","","HexCer-NS(d23:2/32:2)+H","988.8544","826.8016","808.791","790.7805","350.3417","332.3312","476.4826","320.3312","10.92895","11.22895","17747"
"","HexCer-NS(d23:2/34:0)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NS(d23:2/34:0)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NS(d23:2/34:0)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NS(d23:2/34:0)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NS(d23:2/34:0)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NS(d23:2/34:0)+H","1020.917","858.8642","840.8536","822.8431","350.3417","332.3312","508.5452","320.3312","14.7082939393939","15.0082939393939","3381"
"","HexCer-NS(d23:2/35:0)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NS(d23:2/35:0)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NS(d23:2/35:0)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NS(d23:2/35:0)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NS(d23:2/35:0)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NS(d23:2/35:0)+H","1034.933","872.8799","854.8693","836.8587","350.3417","332.3312","522.5609","320.3312","14.7094847222222","15.0094847222222","16108"
"","HexCer-NS(d23:2/36:1)+H",0,0,0,0,0,0,0,0,"14.7330083333333","15.0330083333333","4271","","HexCer-NS(d23:2/36:1)+H",0,0,0,0,0,0,0,0,"14.7330083333333","15.0330083333333","4271","","HexCer-NS(d23:2/36:1)+H",0,0,0,0,0,0,0,0,"14.7330083333333","15.0330083333333","4271","","HexCer-NS(d23:2/36:1)+H",0,0,0,0,0,0,0,0,"14.7330083333333","15.0330083333333","4271","","HexCer-NS(d23:2/36:1)+H",0,0,0,0,0,0,0,0,"14.7330083333333","15.0330083333333","4271","","HexCer-NS(d23:2/36:1)+H","1046.933","884.8799","866.8693","848.8587","350.3417","332.3312","534.5609","320.3312","14.7330083333333","15.0330083333333","4271"
"","HexCer-NS(d23:2/38:0)+H",0,0,0,0,0,0,0,0,"15.3132266666667","15.6132266666667","18243","","HexCer-NS(d23:2/38:0)+H",0,0,0,0,0,0,0,0,"15.3132266666667","15.6132266666667","18243","","HexCer-NS(d23:2/38:0)+H",0,0,0,0,0,0,0,0,"15.3132266666667","15.6132266666667","18243","","HexCer-NS(d23:2/38:0)+H",0,0,0,0,0,0,0,0,"15.3132266666667","15.6132266666667","18243","","HexCer-NS(d23:2/38:0)+H",0,0,0,0,0,0,0,0,"15.3132266666667","15.6132266666667","18243","","HexCer-NS(d23:2/38:0)+H","1076.98","914.9268","896.9163","878.9056","350.3417","332.3312","564.6078","320.3312","15.3132266666667","15.6132266666667","18243"
"","HexCer-NS(d23:2/38:1)+H",0,0,0,0,0,0,0,0,"15.3067393939394","15.6067393939394","15811","","HexCer-NS(d23:2/38:1)+H",0,0,0,0,0,0,0,0,"15.3067393939394","15.6067393939394","15811","","HexCer-NS(d23:2/38:1)+H",0,0,0,0,0,0,0,0,"15.3067393939394","15.6067393939394","15811","","HexCer-NS(d23:2/38:1)+H",0,0,0,0,0,0,0,0,"15.3067393939394","15.6067393939394","15811","","HexCer-NS(d23:2/38:1)+H",0,0,0,0,0,0,0,0,"15.3067393939394","15.6067393939394","15811","","HexCer-NS(d23:2/38:1)+H","1074.964","912.9111","894.9006","876.89","350.3417","332.3312","562.5922","320.3312","15.3067393939394","15.6067393939394","15811"
"","HexCer-NS(d23:2/40:0)+H",0,0,0,0,0,0,0,0,"15.4749736111111","15.7749736111111","6906","","HexCer-NS(d23:2/40:0)+H",0,0,0,0,0,0,0,0,"15.4749736111111","15.7749736111111","6906","","HexCer-NS(d23:2/40:0)+H",0,0,0,0,0,0,0,0,"15.4749736111111","15.7749736111111","6906","","HexCer-NS(d23:2/40:0)+H",0,0,0,0,0,0,0,0,"15.4749736111111","15.7749736111111","6906","","HexCer-NS(d23:2/40:0)+H",0,0,0,0,0,0,0,0,"15.4749736111111","15.7749736111111","6906","","HexCer-NS(d23:2/40:0)+H","1105.011","942.9581","924.9475","906.937","350.3417","332.3312","592.6391","320.3312","15.4749736111111","15.7749736111111","6906"
"","HexCer-NS(d23:2/40:1)+H",0,0,0,0,0,0,0,0,"15.2787402777778","15.5787402777778","6124","","HexCer-NS(d23:2/40:1)+H",0,0,0,0,0,0,0,0,"15.2787402777778","15.5787402777778","6124","","HexCer-NS(d23:2/40:1)+H",0,0,0,0,0,0,0,0,"15.2787402777778","15.5787402777778","6124","","HexCer-NS(d23:2/40:1)+H",0,0,0,0,0,0,0,0,"15.2787402777778","15.5787402777778","6124","","HexCer-NS(d23:2/40:1)+H",0,0,0,0,0,0,0,0,"15.2787402777778","15.5787402777778","6124","","HexCer-NS(d23:2/40:1)+H","1102.995","940.9424","922.9319","904.9213","350.3417","332.3312","590.6235","320.3312","15.2787402777778","15.5787402777778","6124"
"","HexCer-NS(d23:2/40:2)+H",0,0,0,0,0,0,0,0,"15.2596694444444","15.5596694444444","7497","","HexCer-NS(d23:2/40:2)+H",0,0,0,0,0,0,0,0,"15.2596694444444","15.5596694444444","7497","","HexCer-NS(d23:2/40:2)+H",0,0,0,0,0,0,0,0,"15.2596694444444","15.5596694444444","7497","","HexCer-NS(d23:2/40:2)+H",0,0,0,0,0,0,0,0,"15.2596694444444","15.5596694444444","7497","","HexCer-NS(d23:2/40:2)+H",0,0,0,0,0,0,0,0,"15.2596694444444","15.5596694444444","7497","","HexCer-NS(d23:2/40:2)+H","1100.98","938.9268","920.9163","902.9056","350.3417","332.3312","588.6078","320.3312","15.2596694444444","15.5596694444444","7497"
"","HexCer-NS(d23:2/42:1)+H",0,0,0,0,0,0,0,0,"15.4839055555556","15.7839055555556","5067","","HexCer-NS(d23:2/42:1)+H",0,0,0,0,0,0,0,0,"15.4839055555556","15.7839055555556","5067","","HexCer-NS(d23:2/42:1)+H",0,0,0,0,0,0,0,0,"15.4839055555556","15.7839055555556","5067","","HexCer-NS(d23:2/42:1)+H",0,0,0,0,0,0,0,0,"15.4839055555556","15.7839055555556","5067","","HexCer-NS(d23:2/42:1)+H",0,0,0,0,0,0,0,0,"15.4839055555556","15.7839055555556","5067","","HexCer-NS(d23:2/42:1)+H","1131.027","968.9738","950.9632","932.9526","350.3417","332.3312","618.6547","320.3312","15.4839055555556","15.7839055555556","5067"
"","HexCer-NS(d23:2/42:2)+H",0,0,0,0,0,0,0,0,"15.2917555555556","15.5917555555556","5388","","HexCer-NS(d23:2/42:2)+H",0,0,0,0,0,0,0,0,"15.2917555555556","15.5917555555556","5388","","HexCer-NS(d23:2/42:2)+H",0,0,0,0,0,0,0,0,"15.2917555555556","15.5917555555556","5388","","HexCer-NS(d23:2/42:2)+H",0,0,0,0,0,0,0,0,"15.2917555555556","15.5917555555556","5388","","HexCer-NS(d23:2/42:2)+H",0,0,0,0,0,0,0,0,"15.2917555555556","15.5917555555556","5388","","HexCer-NS(d23:2/42:2)+H","1129.011","966.9581","948.9475","930.937","350.3417","332.3312","616.6391","320.3312","15.2917555555556","15.5917555555556","5388"
"","HexCer-NS(d23:3/13:1)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","HexCer-NS(d23:3/13:1)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","HexCer-NS(d23:3/13:1)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","HexCer-NS(d23:3/13:1)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","HexCer-NS(d23:3/13:1)+H",0,0,0,0,0,0,0,0,"6.823525","7.123525","15453","","HexCer-NS(d23:3/13:1)+H","722.5571","560.5043","542.4937","524.4831","348.3261","330.3155","212.2009","318.3155","6.823525","7.123525","15453"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","6.99380277777778","7.29380277777778","3274"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","6.99165555555556","7.29165555555556","9400"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","7.74566388888889","8.04566388888889","9988"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","8.26756666666667","8.56756666666667","10782"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","6.98041527777778","7.28041527777778","11431"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","7.74826666666667","8.04826666666667","15445"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","8.28143484848485","8.58143484848485","18231"
"","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","HexCer-NS(d23:3/17:0)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","HexCer-NS(d23:3/17:0)+H","780.6353","618.5825","600.572","582.5613","348.3261","330.3155","270.2791","318.3155","7.16717638888889","7.46717638888889","18764"
"","HexCer-NS(d23:3/19:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d23:3/19:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d23:3/19:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d23:3/19:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d23:3/19:0)+H",0,0,0,0,0,0,0,0,"8.76434861111111","9.06434861111111","3082","","HexCer-NS(d23:3/19:0)+H","808.6666","646.6138","628.6032","610.5927","348.3261","330.3155","298.3105","318.3155","8.76434861111111","9.06434861111111","3082"
"","HexCer-NS(d23:3/19:1)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d23:3/19:1)+H",9.912439,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d23:3/19:1)+H",1,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d23:3/19:1)+H",949616.6,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d23:3/19:1)+H",806.6501,0,0,0,0,0,0,0,"9.75620694444445","10.0562069444445","1035","","HexCer-NS(d23:3/19:1)+H","806.651","644.5981","626.5876","608.577","348.3261","330.3155","296.2948","318.3155","9.75620694444445","10.0562069444445","1035"
"","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8061847222222","11.1061847222222","5632","","HexCer-NS(d23:3/24:0)+H","878.7449","716.6921","698.6815","680.6709","348.3261","330.3155","368.3887","318.3155","10.8061847222222","11.1061847222222","5632"
"","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d23:3/24:0)+H",0,0,0,0,0,0,0,0,"10.8201083333333","11.1201083333333","17983","","HexCer-NS(d23:3/24:0)+H","878.7449","716.6921","698.6815","680.6709","348.3261","330.3155","368.3887","318.3155","10.8201083333333","11.1201083333333","17983"
"","HexCer-NS(d23:3/24:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d23:3/24:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d23:3/24:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d23:3/24:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d23:3/24:1)+H",0,0,0,0,0,0,0,0,"10.141946969697","10.441946969697","13430","","HexCer-NS(d23:3/24:1)+H","876.7292","714.6764","696.6658","678.6553","348.3261","330.3155","366.373","318.3155","10.141946969697","10.441946969697","13430"
