"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer-NDS(d16:0/25:0)+H","638.6446","620.634","602.6234","256.2635","238.2529","382.4044","226.2529","12.9819375","13.2819375","4455"
"","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer-NDS(d16:0/25:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer-NDS(d16:0/25:0)+H","638.6446","620.634","602.6234","256.2635","238.2529","382.4044","226.2529","12.99535","13.29535","16085"
"","Cer-NDS(d16:0/25:1)+H",1,1,1,0,1,0,0,"10.8764486111111","11.1764486111111","438","","Cer-NDS(d16:0/25:1)+H",10.98649,10.98649,10.98649,0,10.98649,0,0,"10.8764486111111","11.1764486111111","438","","Cer-NDS(d16:0/25:1)+H",1,2,2,0,2,0,0,"10.8764486111111","11.1764486111111","438","","Cer-NDS(d16:0/25:1)+H",2483.619,413020.9,93169.66,0,15467.57,0,0,"10.8764486111111","11.1764486111111","438","","Cer-NDS(d16:0/25:1)+H",636.6304,618.61985,600.60925,0,238.25335,0,0,"10.8764486111111","11.1764486111111","438","","Cer-NDS(d16:0/25:1)+H","636.6289","618.6183","600.6078","256.2635","238.2529","380.3887","226.2529","10.8764486111111","11.1764486111111","438"
"","Cer-NDS(d16:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer-NDS(d16:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer-NDS(d16:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer-NDS(d16:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer-NDS(d16:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer-NDS(d16:0/25:1)+H","636.6289","618.6183","600.6078","256.2635","238.2529","380.3887","226.2529","10.6758791666667","10.9758791666667","2314"
"","Cer-NDS(d16:0/26:0)+H",1,1,1,0,0,0,0,"11.5915416666667","11.8915416666667","784","","Cer-NDS(d16:0/26:0)+H",11.73425,11.73425,11.73425,11.73425,0,0,0,"11.5915416666667","11.8915416666667","784","","Cer-NDS(d16:0/26:0)+H",1,1,1,1,0,0,0,"11.5915416666667","11.8915416666667","784","","Cer-NDS(d16:0/26:0)+H",199490.4,788380.4,30546.16,658.3563,0,0,0,"11.5915416666667","11.8915416666667","784","","Cer-NDS(d16:0/26:0)+H",652.6614,634.6508,616.6405,256.2643,0,0,0,"11.5915416666667","11.8915416666667","784","","Cer-NDS(d16:0/26:0)+H","652.6602","634.6497","616.6391","256.2635","238.2529","396.42","226.2529","11.5915416666667","11.8915416666667","784"
"","Cer-NDS(d16:0/26:1)+H",1,1,1,0,1,0,0,"11.3082560606061","11.6082560606061","148","","Cer-NDS(d16:0/26:1)+H",11.44406,11.44406,11.44406,0,11.44406,0,0,"11.3082560606061","11.6082560606061","148","","Cer-NDS(d16:0/26:1)+H",3,3,3,0,1,0,0,"11.3082560606061","11.6082560606061","148","","Cer-NDS(d16:0/26:1)+H",15923.22,2796524,620834.2,0,1175.487,0,0,"11.3082560606061","11.6082560606061","148","","Cer-NDS(d16:0/26:1)+H",650.645066666667,632.635033333333,614.6246,0,238.2539,0,0,"11.3082560606061","11.6082560606061","148","","Cer-NDS(d16:0/26:1)+H","650.6446","632.634","614.6234","256.2635","238.2529","394.4044","226.2529","11.3082560606061","11.6082560606061","148"
"","Cer-NDS(d16:0/26:1)+H",0,1,1,0,0,0,0,"11.140325","11.440325","1404","","Cer-NDS(d16:0/26:1)+H",11.31532,11.31532,11.31532,0,0,0,0,"11.140325","11.440325","1404","","Cer-NDS(d16:0/26:1)+H",1,1,1,0,0,0,0,"11.140325","11.440325","1404","","Cer-NDS(d16:0/26:1)+H",734.6305,227217.7,49396.18,0,0,0,0,"11.140325","11.440325","1404","","Cer-NDS(d16:0/26:1)+H",650.6444,632.6354,614.6249,0,0,0,0,"11.140325","11.440325","1404","","Cer-NDS(d16:0/26:1)+H","650.6446","632.634","614.6234","256.2635","238.2529","394.4044","226.2529","11.140325","11.440325","1404"
"","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer-NDS(d16:0/26:1)+H","650.6446","632.634","614.6234","256.2635","238.2529","394.4044","226.2529","10.6758791666667","10.9758791666667","1832"
"","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer-NDS(d16:0/26:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer-NDS(d16:0/26:1)+H","650.6446","632.634","614.6234","256.2635","238.2529","394.4044","226.2529","13.1762027777778","13.4762027777778","2269"
"","Cer-NDS(d16:0/26:2)+H",0,1,1,0,0,0,0,"10.3596444444444","10.6596444444444","494","","Cer-NDS(d16:0/26:2)+H",0,10.46025,10.46025,0,0,0,0,"10.3596444444444","10.6596444444444","494","","Cer-NDS(d16:0/26:2)+H",0,2,2,0,0,0,0,"10.3596444444444","10.6596444444444","494","","Cer-NDS(d16:0/26:2)+H",0,334557.6,90379.96,0,0,0,0,"10.3596444444444","10.6596444444444","494","","Cer-NDS(d16:0/26:2)+H",0,630.6192,612.6087,0,0,0,0,"10.3596444444444","10.6596444444444","494","","Cer-NDS(d16:0/26:2)+H","648.6289","630.6183","612.6078","256.2635","238.2529","392.3887","226.2529","10.3596444444444","10.6596444444444","494"
"","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer-NDS(d16:0/26:2)+H","648.6289","630.6183","612.6078","256.2635","238.2529","392.3887","226.2529","9.9483513888889","10.2483513888889","4351"
"","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer-NDS(d16:0/26:2)+H","648.6289","630.6183","612.6078","256.2635","238.2529","392.3887","226.2529","10.9531944444444","11.2531944444444","4405"
"","Cer-NDS(d16:0/26:2)+H",0,1,1,0,0,0,0,"10.2047847222222","10.5047847222222","4758","","Cer-NDS(d16:0/26:2)+H",0,10.46025,10.46025,0,0,0,0,"10.2047847222222","10.5047847222222","4758","","Cer-NDS(d16:0/26:2)+H",0,1,1,0,0,0,0,"10.2047847222222","10.5047847222222","4758","","Cer-NDS(d16:0/26:2)+H",0,334557.6,90379.96,0,0,0,0,"10.2047847222222","10.5047847222222","4758","","Cer-NDS(d16:0/26:2)+H",0,630.6191,612.6087,0,0,0,0,"10.2047847222222","10.5047847222222","4758","","Cer-NDS(d16:0/26:2)+H","648.6289","630.6183","612.6078","256.2635","238.2529","392.3887","226.2529","10.2047847222222","10.5047847222222","4758"
"","Cer-NDS(d16:0/26:2)+H",1,1,1,0,0,0,0,"10.4972958333333","10.7972958333333","9098","","Cer-NDS(d16:0/26:2)+H",10.70582,10.70582,10.70582,0,0,0,0,"10.4972958333333","10.7972958333333","9098","","Cer-NDS(d16:0/26:2)+H",1,2,2,0,0,0,0,"10.4972958333333","10.7972958333333","9098","","Cer-NDS(d16:0/26:2)+H",1106.167,394643,84226.8,0,0,0,0,"10.4972958333333","10.7972958333333","9098","","Cer-NDS(d16:0/26:2)+H",648.6307,630.6197,612.60915,0,0,0,0,"10.4972958333333","10.7972958333333","9098","","Cer-NDS(d16:0/26:2)+H","648.6289","630.6183","612.6078","256.2635","238.2529","392.3887","226.2529","10.4972958333333","10.7972958333333","9098"
"","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer-NDS(d16:0/27:0)+H","666.6758","648.6653","630.6547","256.2635","238.2529","410.4356","226.2529","11.9808727272727","12.2808727272727","11448"
"","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer-NDS(d16:0/27:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer-NDS(d16:0/27:0)+H","666.6758","648.6653","630.6547","256.2635","238.2529","410.4356","226.2529","11.8341819444444","12.1341819444444","12874"
"","Cer-NDS(d16:0/27:1)+H",1,1,1,0,0,0,0,"11.5449138888889","11.8449138888889","712","","Cer-NDS(d16:0/27:1)+H",11.82918,11.68438,11.68438,0,0,0,0,"11.5449138888889","11.8449138888889","712","","Cer-NDS(d16:0/27:1)+H",1,2,2,0,0,0,0,"11.5449138888889","11.8449138888889","712","","Cer-NDS(d16:0/27:1)+H",1941.903,424839.7,88524.15,0,0,0,0,"11.5449138888889","11.8449138888889","712","","Cer-NDS(d16:0/27:1)+H",664.6602,646.65095,628.64045,0,0,0,0,"11.5449138888889","11.8449138888889","712","","Cer-NDS(d16:0/27:1)+H","664.6602","646.6497","628.6391","256.2635","238.2529","408.42","226.2529","11.5449138888889","11.8449138888889","712"
"","Cer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer-NDS(d16:0/27:1)+H","664.6602","646.6497","628.6391","256.2635","238.2529","408.42","226.2529","11.3507425925926","11.6507425925926","12086"
"","Cer-NDS(d16:0/27:1)+H",1,1,1,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d16:0/27:1)+H",11.82918,11.82918,11.82918,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d16:0/27:1)+H",1,1,1,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d16:0/27:1)+H",1941.903,215676.7,49119.42,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d16:0/27:1)+H",664.6602,646.6512,628.6406,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d16:0/27:1)+H","664.6602","646.6497","628.6391","256.2635","238.2529","408.42","226.2529","11.7034333333333","12.0034333333333","16549"
"","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d16:0/28:1)+H","678.6758","660.6653","642.6547","256.2635","238.2529","422.4356","226.2529","12.0986208333333","12.3986208333333","1304"
"","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d16:0/28:1)+H","678.6758","660.6653","642.6547","256.2635","238.2529","422.4356","226.2529","13.8205902777778","14.1205902777778","1371"
"","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d16:0/28:1)+H","678.6758","660.6653","642.6547","256.2635","238.2529","422.4356","226.2529","11.6858597222222","11.9858597222222","6470"
"","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d16:0/28:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d16:0/28:1)+H","678.6758","660.6653","642.6547","256.2635","238.2529","422.4356","226.2529","14.0583833333333","14.3583833333333","13260"
"","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d16:0/28:2)+H","676.6602","658.6497","640.6391","256.2635","238.2529","420.42","226.2529","11.2191861111111","11.5191861111111","3355"
"","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d16:0/28:2)+H","676.6602","658.6497","640.6391","256.2635","238.2529","420.42","226.2529","10.8477722222222","11.1477722222222","7911"
"","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d16:0/28:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d16:0/28:2)+H","676.6602","658.6497","640.6391","256.2635","238.2529","420.42","226.2529","11.2112666666667","11.5112666666667","17694"
"","Cer-NDS(d16:0/29:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d16:0/29:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d16:0/29:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d16:0/29:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d16:0/29:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d16:0/29:0)+H","694.7072","676.6966","658.686","256.2635","238.2529","438.4669","226.2529","14.3569055555556","14.6569055555556","4675"
"","Cer-NDS(d16:0/29:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d16:0/29:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d16:0/29:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d16:0/29:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d16:0/29:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d16:0/29:1)+H","692.6915","674.681","656.6704","256.2635","238.2529","436.4513","226.2529","12.4638638888889","12.7638638888889","5374"
"","Cer-NDS(d16:0/30:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d16:0/30:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d16:0/30:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d16:0/30:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d16:0/30:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d16:0/30:2)+H","704.6915","686.681","668.6704","256.2635","238.2529","448.4513","226.2529","11.6771583333333","11.9771583333333","6271"
"","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d16:0/32:2)+H","732.7228","714.7123","696.7017","256.2635","238.2529","476.4826","226.2529","12.4224513888889","12.7224513888889","10246"
"","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d16:0/32:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d16:0/32:2)+H","732.7228","714.7123","696.7017","256.2635","238.2529","476.4826","226.2529","12.4253027777778","12.7253027777778","17432"
"","Cer-NDS(d16:0/33:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d16:0/33:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d16:0/33:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d16:0/33:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d16:0/33:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d16:0/33:0)+H","750.7698","732.7592","714.7487","256.2635","238.2529","494.5295","226.2529","15.2574458333333","15.5574458333333","6942"
"","Cer-NDS(d17:0/12:1)+H",1,0,0,0,0,0,0,"1.82907361111111","2.12907361111111","1601","","Cer-NDS(d17:0/12:1)+H",1.99963,0,0,0,0,0,0,"1.82907361111111","2.12907361111111","1601","","Cer-NDS(d17:0/12:1)+H",1,0,0,0,0,0,0,"1.82907361111111","2.12907361111111","1601","","Cer-NDS(d17:0/12:1)+H",381617.6,0,0,0,0,0,0,"1.82907361111111","2.12907361111111","1601","","Cer-NDS(d17:0/12:1)+H",468.4416,0,0,0,0,0,0,"1.82907361111111","2.12907361111111","1601","","Cer-NDS(d17:0/12:1)+H","468.4411","450.4305","432.42","270.2791","252.2686","198.1853","240.2686","1.82907361111111","2.12907361111111","1601"
"","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.68424027777778","5.98424027777778","8556","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.68424027777778","5.98424027777778","8556","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.68424027777778","5.98424027777778","8556","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.68424027777778","5.98424027777778","8556","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.68424027777778","5.98424027777778","8556","","Cer-NDS(d17:0/12:1)+H","468.4411","450.4305","432.42","270.2791","252.2686","198.1853","240.2686","5.68424027777778","5.98424027777778","8556"
"","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"1.59082638888889","1.89082638888889","12463","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"1.59082638888889","1.89082638888889","12463","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"1.59082638888889","1.89082638888889","12463","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"1.59082638888889","1.89082638888889","12463","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"1.59082638888889","1.89082638888889","12463","","Cer-NDS(d17:0/12:1)+H","468.4411","450.4305","432.42","270.2791","252.2686","198.1853","240.2686","1.59082638888889","1.89082638888889","12463"
"","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.76620555555556","6.06620555555556","14717","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.76620555555556","6.06620555555556","14717","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.76620555555556","6.06620555555556","14717","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.76620555555556","6.06620555555556","14717","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"5.76620555555556","6.06620555555556","14717","","Cer-NDS(d17:0/12:1)+H","468.4411","450.4305","432.42","270.2791","252.2686","198.1853","240.2686","5.76620555555556","6.06620555555556","14717"
"","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"2.01379166666667","2.31379166666667","14901","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"2.01379166666667","2.31379166666667","14901","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"2.01379166666667","2.31379166666667","14901","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"2.01379166666667","2.31379166666667","14901","","Cer-NDS(d17:0/12:1)+H",0,0,0,0,0,0,0,"2.01379166666667","2.31379166666667","14901","","Cer-NDS(d17:0/12:1)+H","468.4411","450.4305","432.42","270.2791","252.2686","198.1853","240.2686","2.01379166666667","2.31379166666667","14901"
