"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","BMP","[M+NH4]+","[M-C3H8O6P]+","[SN2+C3H5O]+","[SN1+C3H5O]+","RT_min","RT_max","Comment","RT at Max Intensity","BMP","[M+NH4]+","[M-C3H8O6P]+","[SN2+C3H5O]+","[SN1+C3H5O]+","RT_min","RT_max","Comment","Number of Scans","BMP","[M+NH4]+","[M-C3H8O6P]+","[SN2+C3H5O]+","[SN1+C3H5O]+","RT_min","RT_max","Comment","Max Intensity","BMP","[M+NH4]+","[M-C3H8O6P]+","[SN2+C3H5O]+","[SN1+C3H5O]+","RT_min","RT_max","Comment","Average m/z","BMP","[M+NH4]+","[M-C3H8O6P]+","[SN2+C3H5O]+","[SN1+C3H5O]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","BMP","[M+NH4]+","[M-C3H8O6P]+","[SN2+C3H5O]+","[SN1+C3H5O]+","RT_min","RT_max","Comment"
"","BMP(10:0_18:2)+NH4",1,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(10:0_18:2)+NH4",4.028213,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(10:0_18:2)+NH4",1,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(10:0_18:2)+NH4",3461.459,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(10:0_18:2)+NH4",680.4498,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(10:0_18:2)+NH4","680.4497","491.4106","337.2737","229.1798","3.85204848484848","4.15204848484848","264"
"","BMP(10:0_18:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(10:0_18:2)+NH4","680.4497","491.4106","337.2737","229.1798","4.899375","5.199375","2098"
"","BMP(10:0_18:2)+NH4",1,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(10:0_18:2)+NH4",4.028213,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(10:0_18:2)+NH4",1,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(10:0_18:2)+NH4",3461.459,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(10:0_18:2)+NH4",680.4498,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(10:0_18:2)+NH4","680.4497","491.4106","337.2737","229.1798","3.85645138888889","4.15645138888889","12646"
"","BMP(10:0_18:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(10:0_18:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(10:0_18:2)+NH4","680.4497","491.4106","337.2737","229.1798","4.91009027777778","5.21009027777778","12764"
"","BMP(10:0_18:3)+NH4",0,0,0,0,"1.40908333333333","1.70908333333333","10447","","BMP(10:0_18:3)+NH4",0,0,0,0,"1.40908333333333","1.70908333333333","10447","","BMP(10:0_18:3)+NH4",0,0,0,0,"1.40908333333333","1.70908333333333","10447","","BMP(10:0_18:3)+NH4",0,0,0,0,"1.40908333333333","1.70908333333333","10447","","BMP(10:0_18:3)+NH4",0,0,0,0,"1.40908333333333","1.70908333333333","10447","","BMP(10:0_18:3)+NH4","678.4341","489.3949","335.2581","229.1798","1.40908333333333","1.70908333333333","10447"
"","BMP(10:0_18:4)+NH4",0,0,0,0,"1.04389166666667","1.34389166666667","10733","","BMP(10:0_18:4)+NH4",0,0,0,0,"1.04389166666667","1.34389166666667","10733","","BMP(10:0_18:4)+NH4",0,0,0,0,"1.04389166666667","1.34389166666667","10733","","BMP(10:0_18:4)+NH4",0,0,0,0,"1.04389166666667","1.34389166666667","10733","","BMP(10:0_18:4)+NH4",0,0,0,0,"1.04389166666667","1.34389166666667","10733","","BMP(10:0_18:4)+NH4","676.4184","487.3793","333.2424","229.1798","1.04389166666667","1.34389166666667","10733"
"","BMP(10:0_19:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(10:0_19:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(10:0_19:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(10:0_19:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(10:0_19:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(10:0_19:2)+NH4","694.4653","505.4262","351.2894","229.1798","5.00976527777778","5.30976527777778","981"
"","BMP(10:0_19:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(10:0_19:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(10:0_19:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(10:0_19:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(10:0_19:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(10:0_19:2)+NH4","694.4653","505.4262","351.2894","229.1798","1.50699722222222","1.80699722222222","14667"
"","BMP(10:0_20:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(10:0_20:0)+NH4","712.5123","523.4732","369.3363","229.1798","4.09877222222222","4.39877222222222","2115"
"","BMP(10:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(10:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(10:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(10:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(10:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(10:0_20:0)+NH4","712.5123","523.4732","369.3363","229.1798","3.20013888888889","3.50013888888889","4290"
"","BMP(10:0_20:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(10:0_20:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(10:0_20:0)+NH4","712.5123","523.4732","369.3363","229.1798","4.9523","5.2523","5349"
"","BMP(10:0_20:3)+NH4",0,0,0,0,"1.34317916666667","1.64317916666667","6183","","BMP(10:0_20:3)+NH4",0,0,0,0,"1.34317916666667","1.64317916666667","6183","","BMP(10:0_20:3)+NH4",0,0,0,0,"1.34317916666667","1.64317916666667","6183","","BMP(10:0_20:3)+NH4",0,0,0,0,"1.34317916666667","1.64317916666667","6183","","BMP(10:0_20:3)+NH4",0,0,0,0,"1.34317916666667","1.64317916666667","6183","","BMP(10:0_20:3)+NH4","706.4653","517.4262","363.2894","229.1798","1.34317916666667","1.64317916666667","6183"
"","BMP(10:0_20:4)+NH4",0,0,0,0,"1.05886111111111","1.35886111111111","7726","","BMP(10:0_20:4)+NH4",0,0,0,0,"1.05886111111111","1.35886111111111","7726","","BMP(10:0_20:4)+NH4",0,0,0,0,"1.05886111111111","1.35886111111111","7726","","BMP(10:0_20:4)+NH4",0,0,0,0,"1.05886111111111","1.35886111111111","7726","","BMP(10:0_20:4)+NH4",0,0,0,0,"1.05886111111111","1.35886111111111","7726","","BMP(10:0_20:4)+NH4","704.4497","515.4106","361.2737","229.1798","1.05886111111111","1.35886111111111","7726"
"","BMP(10:0_21:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(10:0_21:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(10:0_21:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(10:0_21:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(10:0_21:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(10:0_21:0)+NH4","726.528","537.4888","383.352","229.1798","3.20013888888889","3.50013888888889","7940"
"","BMP(10:0_21:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(10:0_21:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(10:0_21:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(10:0_21:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(10:0_21:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(10:0_21:2)+NH4","722.4966","533.4575","379.3207","229.1798","5.71002361111111","6.01002361111111","952"
"","BMP(10:0_22:3)+NH4",0,0,0,0,"1.86179583333333","2.16179583333333","9016","","BMP(10:0_22:3)+NH4",0,0,0,0,"1.86179583333333","2.16179583333333","9016","","BMP(10:0_22:3)+NH4",0,0,0,0,"1.86179583333333","2.16179583333333","9016","","BMP(10:0_22:3)+NH4",0,0,0,0,"1.86179583333333","2.16179583333333","9016","","BMP(10:0_22:3)+NH4",0,0,0,0,"1.86179583333333","2.16179583333333","9016","","BMP(10:0_22:3)+NH4","734.4966","545.4575","391.3207","229.1798","1.86179583333333","2.16179583333333","9016"
"","BMP(10:0_22:4)+NH4",0,0,0,0,"1.54857083333333","1.84857083333333","12234","","BMP(10:0_22:4)+NH4",0,0,0,0,"1.54857083333333","1.84857083333333","12234","","BMP(10:0_22:4)+NH4",0,0,0,0,"1.54857083333333","1.84857083333333","12234","","BMP(10:0_22:4)+NH4",0,0,0,0,"1.54857083333333","1.84857083333333","12234","","BMP(10:0_22:4)+NH4",0,0,0,0,"1.54857083333333","1.84857083333333","12234","","BMP(10:0_22:4)+NH4","732.481","543.4419","389.305","229.1798","1.54857083333333","1.84857083333333","12234"
"","BMP(10:0_22:5)+NH4",0,0,0,0,"1.47424166666667","1.77424166666667","7817","","BMP(10:0_22:5)+NH4",0,0,0,0,"1.47424166666667","1.77424166666667","7817","","BMP(10:0_22:5)+NH4",0,0,0,0,"1.47424166666667","1.77424166666667","7817","","BMP(10:0_22:5)+NH4",0,0,0,0,"1.47424166666667","1.77424166666667","7817","","BMP(10:0_22:5)+NH4",0,0,0,0,"1.47424166666667","1.77424166666667","7817","","BMP(10:0_22:5)+NH4","730.4653","541.4262","387.2894","229.1798","1.47424166666667","1.77424166666667","7817"
"","BMP(10:0_23:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(10:0_23:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(10:0_23:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(10:0_23:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(10:0_23:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(10:0_23:0)+NH4","754.5593","565.5201","411.3833","229.1798","4.10132083333333","4.40132083333333","3023"
"","BMP(10:0_24:2)+NH4",1,0,0,0,"7.68959027777778","7.98959027777778","200","","BMP(10:0_24:2)+NH4",7.867475,0,0,0,"7.68959027777778","7.98959027777778","200","","BMP(10:0_24:2)+NH4",1,0,0,0,"7.68959027777778","7.98959027777778","200","","BMP(10:0_24:2)+NH4",4952.251,0,0,0,"7.68959027777778","7.98959027777778","200","","BMP(10:0_24:2)+NH4",764.5439,0,0,0,"7.68959027777778","7.98959027777778","200","","BMP(10:0_24:2)+NH4","764.5436","575.5045","421.3676","229.1798","7.68959027777778","7.98959027777778","200"
"","BMP(10:0_24:4)+NH4",0,0,0,0,"1.78840833333333","2.08840833333333","8216","","BMP(10:0_24:4)+NH4",0,0,0,0,"1.78840833333333","2.08840833333333","8216","","BMP(10:0_24:4)+NH4",0,0,0,0,"1.78840833333333","2.08840833333333","8216","","BMP(10:0_24:4)+NH4",0,0,0,0,"1.78840833333333","2.08840833333333","8216","","BMP(10:0_24:4)+NH4",0,0,0,0,"1.78840833333333","2.08840833333333","8216","","BMP(10:0_24:4)+NH4","760.5123","571.4732","417.3363","229.1798","1.78840833333333","2.08840833333333","8216"
"","BMP(11:0_11:0)+NH4",0,0,0,0,"2.62962916666667","2.92962916666667","12217","","BMP(11:0_11:0)+NH4",0,0,0,0,"2.62962916666667","2.92962916666667","12217","","BMP(11:0_11:0)+NH4",0,0,0,0,"2.62962916666667","2.92962916666667","12217","","BMP(11:0_11:0)+NH4",0,0,0,0,"2.62962916666667","2.92962916666667","12217","","BMP(11:0_11:0)+NH4",0,0,0,0,"2.62962916666667","2.92962916666667","12217","","BMP(11:0_11:0)+NH4","600.3871","411.348","243.1955","243.1955","2.62962916666667","2.92962916666667","12217"
"","BMP(11:0_12:0)+NH4",0,0,0,0,"2.96007083333333","3.26007083333333","8820","","BMP(11:0_12:0)+NH4",0,0,0,0,"2.96007083333333","3.26007083333333","8820","","BMP(11:0_12:0)+NH4",0,0,0,0,"2.96007083333333","3.26007083333333","8820","","BMP(11:0_12:0)+NH4",0,0,0,0,"2.96007083333333","3.26007083333333","8820","","BMP(11:0_12:0)+NH4",0,0,0,0,"2.96007083333333","3.26007083333333","8820","","BMP(11:0_12:0)+NH4","614.4028","425.3636","257.2111","243.1955","2.96007083333333","3.26007083333333","8820"
"","BMP(11:0_14:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(11:0_14:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(11:0_14:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(11:0_14:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(11:0_14:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(11:0_14:0)+NH4","642.4341","453.3949","285.2424","243.1955","3.20013888888889","3.50013888888889","2688"
"","BMP(11:0_15:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(11:0_15:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(11:0_15:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(11:0_15:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(11:0_15:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(11:0_15:0)+NH4","656.4497","467.4106","299.2581","243.1955","2.88142222222222","3.18142222222222","5201"
"","BMP(11:0_16:2)+NH4",0,0,0,0,"0.97390138888889","1.27390138888889","5474","","BMP(11:0_16:2)+NH4",0,0,0,0,"0.97390138888889","1.27390138888889","5474","","BMP(11:0_16:2)+NH4",0,0,0,0,"0.97390138888889","1.27390138888889","5474","","BMP(11:0_16:2)+NH4",0,0,0,0,"0.97390138888889","1.27390138888889","5474","","BMP(11:0_16:2)+NH4",0,0,0,0,"0.97390138888889","1.27390138888889","5474","","BMP(11:0_16:2)+NH4","666.4341","477.3949","309.2424","243.1955","0.97390138888889","1.27390138888889","5474"
"","BMP(11:0_17:0)+NH4",0,1,0,0,"4.09877222222222","4.39877222222222","171","","BMP(11:0_17:0)+NH4",0,4.258391,0,0,"4.09877222222222","4.39877222222222","171","","BMP(11:0_17:0)+NH4",0,2,0,0,"4.09877222222222","4.39877222222222","171","","BMP(11:0_17:0)+NH4",0,8996515,0,0,"4.09877222222222","4.39877222222222","171","","BMP(11:0_17:0)+NH4",0,495.4412,0,0,"4.09877222222222","4.39877222222222","171","","BMP(11:0_17:0)+NH4","684.481","495.4419","327.2894","243.1955","4.09877222222222","4.39877222222222","171"
"","BMP(11:0_17:0)+NH4",0,0,0,0,"4.91529722222222","5.21529722222222","2547","","BMP(11:0_17:0)+NH4",0,0,0,0,"4.91529722222222","5.21529722222222","2547","","BMP(11:0_17:0)+NH4",0,0,0,0,"4.91529722222222","5.21529722222222","2547","","BMP(11:0_17:0)+NH4",0,0,0,0,"4.91529722222222","5.21529722222222","2547","","BMP(11:0_17:0)+NH4",0,0,0,0,"4.91529722222222","5.21529722222222","2547","","BMP(11:0_17:0)+NH4","684.481","495.4419","327.2894","243.1955","4.91529722222222","5.21529722222222","2547"
"","BMP(11:0_17:2)+NH4",1,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(11:0_17:2)+NH4",4.028213,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(11:0_17:2)+NH4",1,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(11:0_17:2)+NH4",3461.459,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(11:0_17:2)+NH4",680.4498,0,0,0,"3.85204848484848","4.15204848484848","264","","BMP(11:0_17:2)+NH4","680.4497","491.4106","323.2581","243.1955","3.85204848484848","4.15204848484848","264"
"","BMP(11:0_17:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.899375","5.199375","2098","","BMP(11:0_17:2)+NH4","680.4497","491.4106","323.2581","243.1955","4.899375","5.199375","2098"
"","BMP(11:0_17:2)+NH4",1,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(11:0_17:2)+NH4",4.028213,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(11:0_17:2)+NH4",1,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(11:0_17:2)+NH4",3461.459,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(11:0_17:2)+NH4",680.4498,0,0,0,"3.85645138888889","4.15645138888889","12646","","BMP(11:0_17:2)+NH4","680.4497","491.4106","323.2581","243.1955","3.85645138888889","4.15645138888889","12646"
"","BMP(11:0_17:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(11:0_17:2)+NH4",0,0,0,0,"4.91009027777778","5.21009027777778","12764","","BMP(11:0_17:2)+NH4","680.4497","491.4106","323.2581","243.1955","4.91009027777778","5.21009027777778","12764"
"","BMP(11:0_18:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(11:0_18:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(11:0_18:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(11:0_18:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(11:0_18:2)+NH4",0,0,0,0,"5.00976527777778","5.30976527777778","981","","BMP(11:0_18:2)+NH4","694.4653","505.4262","337.2737","243.1955","5.00976527777778","5.30976527777778","981"
"","BMP(11:0_18:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(11:0_18:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(11:0_18:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(11:0_18:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(11:0_18:2)+NH4",0,0,0,0,"1.50699722222222","1.80699722222222","14667","","BMP(11:0_18:2)+NH4","694.4653","505.4262","337.2737","243.1955","1.50699722222222","1.80699722222222","14667"
"","BMP(11:0_18:4)+NH4",0,0,0,0,"1.15756944444444","1.45756944444444","6755","","BMP(11:0_18:4)+NH4",0,0,0,0,"1.15756944444444","1.45756944444444","6755","","BMP(11:0_18:4)+NH4",0,0,0,0,"1.15756944444444","1.45756944444444","6755","","BMP(11:0_18:4)+NH4",0,0,0,0,"1.15756944444444","1.45756944444444","6755","","BMP(11:0_18:4)+NH4",0,0,0,0,"1.15756944444444","1.45756944444444","6755","","BMP(11:0_18:4)+NH4","690.4341","501.3949","333.2424","243.1955","1.15756944444444","1.45756944444444","6755"
"","BMP(11:0_19:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.09877222222222","4.39877222222222","2115","","BMP(11:0_19:0)+NH4","712.5123","523.4732","355.3207","243.1955","4.09877222222222","4.39877222222222","2115"
"","BMP(11:0_19:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(11:0_19:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(11:0_19:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(11:0_19:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(11:0_19:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","4290","","BMP(11:0_19:0)+NH4","712.5123","523.4732","355.3207","243.1955","3.20013888888889","3.50013888888889","4290"
"","BMP(11:0_19:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(11:0_19:0)+NH4",0,0,0,0,"4.9523","5.2523","5349","","BMP(11:0_19:0)+NH4","712.5123","523.4732","355.3207","243.1955","4.9523","5.2523","5349"
"","BMP(11:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(11:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(11:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(11:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(11:0_20:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","7940","","BMP(11:0_20:0)+NH4","726.528","537.4888","369.3363","243.1955","3.20013888888889","3.50013888888889","7940"
"","BMP(11:0_20:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(11:0_20:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(11:0_20:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(11:0_20:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(11:0_20:2)+NH4",0,0,0,0,"5.71002361111111","6.01002361111111","952","","BMP(11:0_20:2)+NH4","722.4966","533.4575","365.305","243.1955","5.71002361111111","6.01002361111111","952"
"","BMP(11:0_20:4)+NH4",0,0,0,0,"1.74011944444444","2.04011944444444","8846","","BMP(11:0_20:4)+NH4",0,0,0,0,"1.74011944444444","2.04011944444444","8846","","BMP(11:0_20:4)+NH4",0,0,0,0,"1.74011944444444","2.04011944444444","8846","","BMP(11:0_20:4)+NH4",0,0,0,0,"1.74011944444444","2.04011944444444","8846","","BMP(11:0_20:4)+NH4",0,0,0,0,"1.74011944444444","2.04011944444444","8846","","BMP(11:0_20:4)+NH4","718.4653","529.4262","361.2737","243.1955","1.74011944444444","2.04011944444444","8846"
"","BMP(11:0_20:5)+NH4",0,0,0,0,"4.99630606060606","5.29630606060606","13568","","BMP(11:0_20:5)+NH4",0,0,0,0,"4.99630606060606","5.29630606060606","13568","","BMP(11:0_20:5)+NH4",0,0,0,0,"4.99630606060606","5.29630606060606","13568","","BMP(11:0_20:5)+NH4",0,0,0,0,"4.99630606060606","5.29630606060606","13568","","BMP(11:0_20:5)+NH4",0,0,0,0,"4.99630606060606","5.29630606060606","13568","","BMP(11:0_20:5)+NH4","716.4497","527.4106","359.2581","243.1955","4.99630606060606","5.29630606060606","13568"
"","BMP(11:0_22:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(11:0_22:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(11:0_22:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(11:0_22:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(11:0_22:0)+NH4",0,0,0,0,"4.10132083333333","4.40132083333333","3023","","BMP(11:0_22:0)+NH4","754.5593","565.5201","397.3676","243.1955","4.10132083333333","4.40132083333333","3023"
"","BMP(11:0_24:2)+NH4",0,0,0,0,"8.01333333333333","8.31333333333333","14247","","BMP(11:0_24:2)+NH4",0,0,0,0,"8.01333333333333","8.31333333333333","14247","","BMP(11:0_24:2)+NH4",0,0,0,0,"8.01333333333333","8.31333333333333","14247","","BMP(11:0_24:2)+NH4",0,0,0,0,"8.01333333333333","8.31333333333333","14247","","BMP(11:0_24:2)+NH4",0,0,0,0,"8.01333333333333","8.31333333333333","14247","","BMP(11:0_24:2)+NH4","778.5593","589.5201","421.3676","243.1955","8.01333333333333","8.31333333333333","14247"
"","BMP(11:0_26:4)+NH4",0,0,0,0,"7.225625","7.525625","9320","","BMP(11:0_26:4)+NH4",0,0,0,0,"7.225625","7.525625","9320","","BMP(11:0_26:4)+NH4",0,0,0,0,"7.225625","7.525625","9320","","BMP(11:0_26:4)+NH4",0,0,0,0,"7.225625","7.525625","9320","","BMP(11:0_26:4)+NH4",0,0,0,0,"7.225625","7.525625","9320","","BMP(11:0_26:4)+NH4","802.5593","613.5201","445.3676","243.1955","7.225625","7.525625","9320"
"","BMP(12:0_13:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(12:0_13:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(12:0_13:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(12:0_13:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(12:0_13:0)+NH4",0,0,0,0,"3.20013888888889","3.50013888888889","2688","","BMP(12:0_13:0)+NH4","642.4341","453.3949","271.2268","257.2111","3.20013888888889","3.50013888888889","2688"
"","BMP(12:0_14:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(12:0_14:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(12:0_14:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(12:0_14:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(12:0_14:0)+NH4",0,0,0,0,"2.88142222222222","3.18142222222222","5201","","BMP(12:0_14:0)+NH4","656.4497","467.4106","285.2424","257.2111","2.88142222222222","3.18142222222222","5201"
