"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","RT at Max Intensity","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Number of Scans","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Max Intensity","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Average m/z","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment"
"","PMeOH(17:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(17:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(17:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(17:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(17:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(17:0_26:1)-H","813.6378","561.3926","437.2675","393.373","269.2479","167.0115","12.6584708333333","12.9584708333333","2622"
"","PMeOH(17:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:0_26:2)-H","811.6222","559.3771","437.2676","391.3574","269.2479","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(17:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(17:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(17:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(17:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(17:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(17:1_19:2)-H","711.497","461.2675","435.2519","293.2479","267.2323","167.0115","4.49487916666667","4.79487916666667","8972"
"","PMeOH(22:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(22:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(22:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(22:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(22:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(22:0_17:1)-H","757.5753","435.252","507.3458","267.2323","339.3261","167.0115","11.2052194444444","11.5052194444444","5081"
"","PMeOH(24:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(24:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(24:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(24:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(24:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(24:0_17:1)-H","785.6065","435.2519","535.377","267.2323","367.3574","167.0115","11.9665222222222","12.2665222222222","3510"
"","PMeOH(17:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(17:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(17:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(17:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(17:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(17:1_24:4)-H","777.544","527.3145","435.252","359.2948","267.2323","167.0115","6.414625","6.714625","3530"
"","PMeOH(26:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(26:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(26:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(26:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(26:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(26:0_17:1)-H","813.6378","435.2519","563.4083","267.2323","395.3887","167.0115","12.6584708333333","12.9584708333333","2622"
"","PMeOH(17:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(17:1_26:1)-H","811.6222","561.3927","435.252","393.373","267.2323","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(19:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(19:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(19:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(19:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(19:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(19:1_17:2)-H","711.497","433.2362","463.2831","265.2166","295.2635","167.0115","4.49487916666667","4.79487916666667","8972"
"","PMeOH(26:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(26:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(26:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(26:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(26:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(26:0_17:2)-H","811.6222","433.2363","563.4083","265.2166","395.3887","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(17:2_26:4)-H","803.5596","555.3458","433.2363","387.3261","265.2166","167.0115","7.23601666666667","7.53601666666667","15198"
"","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(17:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(17:2_26:4)-H","803.5596","555.3458","433.2363","387.3261","265.2166","167.0115","6.71725","7.01725","15234"
"","PMeOH(18:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:0_18:3)-H","711.497","445.2362","451.2831","277.2166","283.2635","167.0115","4.49487916666667","4.79487916666667","8972"
"","PMeOH(18:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PMeOH(18:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PMeOH(18:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PMeOH(18:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PMeOH(18:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PMeOH(18:0_19:0)-H","731.5596","465.2988","451.2832","297.2792","283.2635","167.0115","11.1076555555556","11.4076555555556","7671"
"","PMeOH(18:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(18:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(18:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(18:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(18:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(18:0_21:0)-H","759.5909","493.3301","451.2832","325.3105","283.2635","167.0115","11.8773597222222","12.1773597222222","4216"
"","PMeOH(18:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(18:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(18:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(18:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(18:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(18:0_21:1)-H","757.5753","491.3145","451.2832","323.2948","283.2635","167.0115","11.2052194444444","11.5052194444444","5081"
"","PMeOH(18:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(18:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(18:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(18:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(18:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(18:0_23:0)-H","787.6222","521.3615","451.2832","353.3417","283.2635","167.0115","12.5862263888889","12.8862263888889","2975"
"","PMeOH(18:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(18:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(18:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(18:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(18:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(18:0_25:0)-H","815.6535","549.3927","451.2832","381.373","283.2635","167.0115","13.2440986111111","13.5440986111111","2408"
"","PMeOH(18:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PMeOH(18:1_18:2)-H","711.497","447.2519","449.2675","279.2323","281.2479","167.0115","4.49487916666667","4.79487916666667","8972"
"","PMeOH(21:0_18:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(21:0_18:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(21:0_18:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(21:0_18:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(21:0_18:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(21:0_18:1)-H","757.5753","449.2676","493.3302","281.2479","325.3105","167.0115","11.2052194444444","11.5052194444444","5081"
"","PMeOH(23:0_18:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(23:0_18:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(23:0_18:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(23:0_18:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(23:0_18:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(23:0_18:1)-H","785.6065","449.2675","521.3614","281.2479","353.3417","167.0115","11.9665222222222","12.2665222222222","3510"
"","PMeOH(25:0_18:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(25:0_18:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(25:0_18:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(25:0_18:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(25:0_18:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(25:0_18:1)-H","813.6378","449.2675","549.3926","281.2479","381.373","167.0115","12.6584708333333","12.9584708333333","2622"
"","PMeOH(27:0_18:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(27:0_18:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(27:0_18:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(27:0_18:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(27:0_18:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(27:0_18:1)-H","841.6693","449.2677","577.4241","281.2479","409.4043","167.0115","13.2815291666667","13.5815291666667","2072"
"","PMeOH(25:0_18:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(25:0_18:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(25:0_18:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(25:0_18:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(25:0_18:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(25:0_18:2)-H","811.6222","447.252","549.3927","279.2323","381.373","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(27:0_18:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(27:0_18:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(27:0_18:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(27:0_18:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(27:0_18:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(27:0_18:2)-H","839.6535","447.252","577.424","279.2323","409.4043","167.0115","12.6835222222222","12.9835222222222","1944"
"","PMeOH(18:3_24:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(18:3_24:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(18:3_24:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(18:3_24:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(18:3_24:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(18:3_24:4)-H","787.5283","527.3145","445.2362","359.2948","277.2166","167.0115","5.90351666666667","6.20351666666667","11923"
"","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(27:0_18:3)-H","837.6378","445.2363","577.424","277.2166","409.4043","167.0115","12.1038722222222","12.4038722222222","2763"
"","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(27:0_18:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(27:0_18:3)-H","837.6378","445.2363","577.424","277.2166","409.4043","167.0115","12.4755893939394","12.7755893939394","12069"
"","PMeOH(27:0_18:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(27:0_18:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(27:0_18:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(27:0_18:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(27:0_18:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(27:0_18:4)-H","835.6222","443.2207","577.424","275.201","409.4043","167.0115","11.5389708333333","11.8389708333333","6880"
"","PMeOH(23:0_18:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(23:0_18:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(23:0_18:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(23:0_18:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(23:0_18:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(23:0_18:5)-H","777.544","441.205","521.3615","273.1853","353.3417","167.0115","6.414625","6.714625","3530"
"","PMeOH(24:2_18:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(24:2_18:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(24:2_18:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(24:2_18:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(24:2_18:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(24:2_18:5)-H","787.5283","441.205","531.3457","273.1853","363.3261","167.0115","5.90351666666667","6.20351666666667","11923"
"","PMeOH(19:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(19:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(19:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(19:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(19:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PMeOH(19:0_20:0)-H","759.5909","479.3145","465.2988","311.2948","297.2792","167.0115","11.8773597222222","12.1773597222222","4216"
"","PMeOH(19:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(19:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(19:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(19:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(19:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(19:0_20:1)-H","757.5753","477.2989","465.2989","309.2792","297.2792","167.0115","11.2052194444444","11.5052194444444","5081"
"","PMeOH(19:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(19:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(19:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(19:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(19:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(19:0_22:0)-H","787.6222","507.3458","465.2989","339.3261","297.2792","167.0115","12.5862263888889","12.8862263888889","2975"
"","PMeOH(19:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(19:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(19:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(19:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(19:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(19:0_22:1)-H","785.6065","505.3301","465.2988","337.3105","297.2792","167.0115","11.9665222222222","12.2665222222222","3510"
"","PMeOH(19:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:0_22:5)-H","777.544","497.2676","465.2989","329.2479","297.2792","167.0115","6.414625","6.714625","3530"
"","PMeOH(19:0_24:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(19:0_24:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(19:0_24:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(19:0_24:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(19:0_24:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(19:0_24:0)-H","815.6535","535.3771","465.2989","367.3574","297.2792","167.0115","13.2440986111111","13.5440986111111","2408"
"","PMeOH(19:0_24:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(19:0_24:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(19:0_24:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(19:0_24:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(19:0_24:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(19:0_24:1)-H","813.6378","533.3614","465.2988","365.3417","297.2792","167.0115","12.6584708333333","12.9584708333333","2622"
"","PMeOH(19:0_24:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:0_24:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:0_24:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:0_24:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:0_24:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:0_24:2)-H","811.6222","531.3458","465.2989","363.3261","297.2792","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(19:0_26:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(19:0_26:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(19:0_26:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(19:0_26:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(19:0_26:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(19:0_26:1)-H","841.6693","561.3928","465.299","393.373","297.2792","167.0115","13.2815291666667","13.5815291666667","2072"
"","PMeOH(19:0_26:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:0_26:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:0_26:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:0_26:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:0_26:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:0_26:2)-H","839.6535","559.3771","465.2989","391.3574","297.2792","167.0115","12.6835222222222","12.9835222222222","1944"
"","PMeOH(19:0_26:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:0_26:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:0_26:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:0_26:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:0_26:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:0_26:4)-H","835.6222","555.3458","465.2989","387.3261","297.2792","167.0115","11.5389708333333","11.8389708333333","6880"
