"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","RT at Max Intensity","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Number of Scans","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Max Intensity","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Average m/z","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PMeOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C4H9O5P-H]-","RT_min","RT_max","Comment"
"","PMeOH(20:0_19:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(20:0_19:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(20:0_19:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(20:0_19:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(20:0_19:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PMeOH(20:0_19:1)-H","757.5753","463.2832","479.3145","295.2635","311.2948","167.0115","11.2052194444444","11.5052194444444","5081"
"","PMeOH(22:0_19:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(22:0_19:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(22:0_19:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(22:0_19:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(22:0_19:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(22:0_19:1)-H","785.6065","463.2832","507.3457","295.2635","339.3261","167.0115","11.9665222222222","12.2665222222222","3510"
"","PMeOH(19:1_22:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:1_22:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:1_22:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:1_22:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:1_22:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:1_22:4)-H","777.544","499.2832","463.2832","331.2635","295.2635","167.0115","6.414625","6.714625","3530"
"","PMeOH(24:0_19:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(24:0_19:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(24:0_19:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(24:0_19:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(24:0_19:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(24:0_19:1)-H","813.6378","463.2832","535.377","295.2635","367.3574","167.0115","12.6584708333333","12.9584708333333","2622"
"","PMeOH(19:1_24:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:1_24:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:1_24:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:1_24:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:1_24:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(19:1_24:1)-H","811.6222","533.3615","463.2832","365.3417","295.2635","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(26:0_19:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(26:0_19:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(26:0_19:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(26:0_19:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(26:0_19:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(26:0_19:1)-H","841.6693","463.2833","563.4084","295.2635","395.3887","167.0115","13.2815291666667","13.5815291666667","2072"
"","PMeOH(19:1_26:1)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:1_26:1)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:1_26:1)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:1_26:1)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:1_26:1)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(19:1_26:1)-H","839.6535","561.3927","463.2832","393.373","295.2635","167.0115","12.6835222222222","12.9835222222222","1944"
"","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(19:1_26:2)-H","837.6378","559.377","463.2832","391.3574","295.2635","167.0115","12.1038722222222","12.4038722222222","2763"
"","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(19:1_26:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(19:1_26:2)-H","837.6378","559.377","463.2832","391.3574","295.2635","167.0115","12.4755893939394","12.7755893939394","12069"
"","PMeOH(27:0_19:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(27:0_19:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(27:0_19:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(27:0_19:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(27:0_19:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(27:0_19:1)-H","855.6848","463.2833","577.424","295.2635","409.4043","167.0115","13.6513791666667","13.9513791666667","18419"
"","PMeOH(19:2_22:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:2_22:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:2_22:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:2_22:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:2_22:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(19:2_22:3)-H","777.544","501.2989","461.2676","333.2792","293.2479","167.0115","6.414625","6.714625","3530"
"","PMeOH(24:0_19:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(24:0_19:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(24:0_19:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(24:0_19:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(24:0_19:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(24:0_19:2)-H","811.6222","461.2676","535.3771","293.2479","367.3574","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PMeOH(19:2_24:4)-H","803.5596","527.3145","461.2675","359.2948","293.2479","167.0115","7.23601666666667","7.53601666666667","15198"
"","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(19:2_24:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PMeOH(19:2_24:4)-H","803.5596","527.3145","461.2675","359.2948","293.2479","167.0115","6.71725","7.01725","15234"
"","PMeOH(26:0_19:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(26:0_19:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(26:0_19:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(26:0_19:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(26:0_19:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(26:0_19:2)-H","839.6535","461.2676","563.4084","293.2479","395.3887","167.0115","12.6835222222222","12.9835222222222","1944"
"","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(26:1_19:2)-H","837.6378","461.2675","561.3926","293.2479","393.373","167.0115","12.1038722222222","12.4038722222222","2763"
"","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(26:1_19:2)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(26:1_19:2)-H","837.6378","461.2675","561.3926","293.2479","393.373","167.0115","12.4755893939394","12.7755893939394","12069"
"","PMeOH(19:2_26:2)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:2_26:2)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:2_26:2)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:2_26:2)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:2_26:2)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(19:2_26:2)-H","835.6222","559.3771","461.2676","391.3574","293.2479","167.0115","11.5389708333333","11.8389708333333","6880"
"","PMeOH(20:0_21:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(20:0_21:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(20:0_21:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(20:0_21:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(20:0_21:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PMeOH(20:0_21:0)-H","787.6222","493.3301","479.3145","325.3105","311.2948","167.0115","12.5862263888889","12.8862263888889","2975"
"","PMeOH(20:0_21:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(20:0_21:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(20:0_21:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(20:0_21:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(20:0_21:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(20:0_21:1)-H","785.6065","491.3145","479.3145","323.2948","311.2948","167.0115","11.9665222222222","12.2665222222222","3510"
"","PMeOH(20:0_23:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(20:0_23:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(20:0_23:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(20:0_23:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(20:0_23:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PMeOH(20:0_23:0)-H","815.6535","521.3615","479.3145","353.3417","311.2948","167.0115","13.2440986111111","13.5440986111111","2408"
"","PMeOH(20:0_26:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(20:0_26:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(20:0_26:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(20:0_26:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(20:0_26:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(20:0_26:1)-H","855.6848","561.3928","479.3145","393.373","311.2948","167.0115","13.6513791666667","13.9513791666667","18419"
"","PMeOH(20:0_27:0)-H",0,0,0,0,0,0,"14.4251138888889","14.7251138888889","2684","","PMeOH(20:0_27:0)-H",0,0,0,0,0,0,"14.4251138888889","14.7251138888889","2684","","PMeOH(20:0_27:0)-H",0,0,0,0,0,0,"14.4251138888889","14.7251138888889","2684","","PMeOH(20:0_27:0)-H",0,0,0,0,0,0,"14.4251138888889","14.7251138888889","2684","","PMeOH(20:0_27:0)-H",0,0,0,0,0,0,"14.4251138888889","14.7251138888889","2684","","PMeOH(20:0_27:0)-H","871.7161","577.424","479.3146","409.4043","311.2948","167.0115","14.4251138888889","14.7251138888889","2684"
"","PMeOH(21:0_20:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(21:0_20:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(21:0_20:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(21:0_20:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(21:0_20:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PMeOH(21:0_20:1)-H","785.6065","477.2988","493.3301","309.2792","325.3105","167.0115","11.9665222222222","12.2665222222222","3510"
"","PMeOH(20:1_22:6)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:1_22:6)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:1_22:6)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:1_22:6)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:1_22:6)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:1_22:6)-H","787.5283","495.2519","477.2988","327.2323","309.2792","167.0115","5.90351666666667","6.20351666666667","11923"
"","PMeOH(23:0_20:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(23:0_20:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(23:0_20:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(23:0_20:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(23:0_20:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PMeOH(23:0_20:1)-H","813.6378","477.2988","521.3614","309.2792","353.3417","167.0115","12.6584708333333","12.9584708333333","2622"
"","PMeOH(25:0_20:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(25:0_20:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(25:0_20:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(25:0_20:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(25:0_20:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PMeOH(25:0_20:1)-H","841.6693","477.299","549.3928","309.2792","381.373","167.0115","13.2815291666667","13.5815291666667","2072"
"","PMeOH(26:0_20:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(26:0_20:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(26:0_20:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(26:0_20:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(26:0_20:1)-H",0,0,0,0,0,0,"13.6513791666667","13.9513791666667","18419","","PMeOH(26:0_20:1)-H","855.6848","477.2989","563.4084","309.2792","395.3887","167.0115","13.6513791666667","13.9513791666667","18419"
"","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.8415402777778","14.1415402777778","1860","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.8415402777778","14.1415402777778","1860","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.8415402777778","14.1415402777778","1860","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.8415402777778","14.1415402777778","1860","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.8415402777778","14.1415402777778","1860","","PMeOH(27:0_20:1)-H","869.7005","477.299","577.4241","309.2792","409.4043","167.0115","13.8415402777778","14.1415402777778","1860"
"","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.9612472222222","14.2612472222222","15200","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.9612472222222","14.2612472222222","15200","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.9612472222222","14.2612472222222","15200","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.9612472222222","14.2612472222222","15200","","PMeOH(27:0_20:1)-H",0,0,0,0,0,0,"13.9612472222222","14.2612472222222","15200","","PMeOH(27:0_20:1)-H","869.7005","477.299","577.4241","309.2792","409.4043","167.0115","13.9612472222222","14.2612472222222","15200"
"","PMeOH(20:2_22:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:2_22:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:2_22:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:2_22:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:2_22:5)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:2_22:5)-H","787.5283","497.2675","475.2832","329.2479","307.2635","167.0115","5.90351666666667","6.20351666666667","11923"
"","PMeOH(23:0_20:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(23:0_20:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(23:0_20:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(23:0_20:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(23:0_20:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PMeOH(23:0_20:2)-H","811.6222","475.2832","521.3615","307.2635","353.3417","167.0115","12.0062194444444","12.3062194444444","4054"
"","PMeOH(25:0_20:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(25:0_20:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(25:0_20:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(25:0_20:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(25:0_20:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PMeOH(25:0_20:2)-H","839.6535","475.2832","549.3927","307.2635","381.373","167.0115","12.6835222222222","12.9835222222222","1944"
"","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.3318611111111","13.6318611111111","1446","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.3318611111111","13.6318611111111","1446","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.3318611111111","13.6318611111111","1446","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.3318611111111","13.6318611111111","1446","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.3318611111111","13.6318611111111","1446","","PMeOH(27:0_20:2)-H","867.6848","475.2833","577.424","307.2635","409.4043","167.0115","13.3318611111111","13.6318611111111","1446"
"","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.4939787878788","13.7939787878788","17855","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.4939787878788","13.7939787878788","17855","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.4939787878788","13.7939787878788","17855","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.4939787878788","13.7939787878788","17855","","PMeOH(27:0_20:2)-H",0,0,0,0,0,0,"13.4939787878788","13.7939787878788","17855","","PMeOH(27:0_20:2)-H","867.6848","475.2833","577.424","307.2635","409.4043","167.0115","13.4939787878788","13.7939787878788","17855"
"","PMeOH(21:2_20:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:2_20:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:2_20:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:2_20:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:2_20:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:2_20:3)-H","777.544","473.2676","489.2989","305.2479","321.2792","167.0115","6.414625","6.714625","3530"
"","PMeOH(20:3_22:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:3_22:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:3_22:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:3_22:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:3_22:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(20:3_22:4)-H","787.5283","499.2832","473.2675","331.2635","305.2479","167.0115","5.90351666666667","6.20351666666667","11923"
"","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.1038722222222","12.4038722222222","2763","","PMeOH(25:0_20:3)-H","837.6378","473.2675","549.3926","305.2479","381.373","167.0115","12.1038722222222","12.4038722222222","2763"
"","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(25:0_20:3)-H",0,0,0,0,0,0,"12.4755893939394","12.7755893939394","12069","","PMeOH(25:0_20:3)-H","837.6378","473.2675","549.3926","305.2479","381.373","167.0115","12.4755893939394","12.7755893939394","12069"
"","PMeOH(27:0_20:3)-H",0,0,0,0,0,0,"13.1475986111111","13.4475986111111","9490","","PMeOH(27:0_20:3)-H",0,0,0,0,0,0,"13.1475986111111","13.4475986111111","9490","","PMeOH(27:0_20:3)-H",0,0,0,0,0,0,"13.1475986111111","13.4475986111111","9490","","PMeOH(27:0_20:3)-H",0,0,0,0,0,0,"13.1475986111111","13.4475986111111","9490","","PMeOH(27:0_20:3)-H",0,0,0,0,0,0,"13.1475986111111","13.4475986111111","9490","","PMeOH(27:0_20:3)-H","865.6693","473.2677","577.4241","305.2479","409.4043","167.0115","13.1475986111111","13.4475986111111","9490"
"","PMeOH(21:1_20:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:1_20:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:1_20:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:1_20:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:1_20:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PMeOH(21:1_20:4)-H","777.544","471.252","491.3145","303.2323","323.2948","167.0115","6.414625","6.714625","3530"
"","PMeOH(22:3_20:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(22:3_20:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(22:3_20:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(22:3_20:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(22:3_20:4)-H",0,0,0,0,0,0,"5.90351666666667","6.20351666666667","11923","","PMeOH(22:3_20:4)-H","787.5283","471.2519","501.2988","303.2323","333.2792","167.0115","5.90351666666667","6.20351666666667","11923"
"","PMeOH(25:0_20:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(25:0_20:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(25:0_20:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(25:0_20:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(25:0_20:4)-H",0,0,0,0,0,0,"11.5389708333333","11.8389708333333","6880","","PMeOH(25:0_20:4)-H","835.6222","471.252","549.3927","303.2323","381.373","167.0115","11.5389708333333","11.8389708333333","6880"
