"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","HexCer-NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","HexCer-NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","HexCer-NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","HexCer-NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","HexCer-NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","HexCer-NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","HexCer-NDS(d16:0/25:1)+H",0,0,1,1,0,1,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d16:0/25:1)+H",0,0,10.37288,10.37288,0,10.37288,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d16:0/25:1)+H",0,0,1,1,0,1,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d16:0/25:1)+H",0,0,192178.5,81155.23,0,2710.689,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d16:0/25:1)+H",0,0,618.6198,600.6093,0,238.2532,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d16:0/25:1)+H","798.6823","636.6295","618.6189","600.6083","256.2635","238.2529","380.3887","226.2529","10.2331319444444","10.5331319444444","1201"
"","HexCer-NDS(d16:0/26:1)+H",0,0,1,1,0,0,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d16:0/26:1)+H",0,0,10.88786,10.88786,0,0,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d16:0/26:1)+H",0,0,1,1,0,0,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d16:0/26:1)+H",0,0,266860.5,111445.8,0,0,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d16:0/26:1)+H",0,0,632.6361,614.6255,0,0,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d16:0/26:1)+H","812.6979","650.6451","632.6345","614.624","256.2635","238.2529","394.4044","226.2529","10.6725680555556","10.9725680555556","626"
"","HexCer-NDS(d16:0/26:2)+H",0,0,1,1,0,0,0,0,"9.66834305555556","9.96834305555556","878","","HexCer-NDS(d16:0/26:2)+H",0,0,9.849982,9.849982,0,0,0,0,"9.66834305555556","9.96834305555556","878","","HexCer-NDS(d16:0/26:2)+H",0,0,1,1,0,0,0,0,"9.66834305555556","9.96834305555556","878","","HexCer-NDS(d16:0/26:2)+H",0,0,292159.4,123581.2,0,0,0,0,"9.66834305555556","9.96834305555556","878","","HexCer-NDS(d16:0/26:2)+H",0,0,630.6201,612.6096,0,0,0,0,"9.66834305555556","9.96834305555556","878","","HexCer-NDS(d16:0/26:2)+H","810.6823","648.6295","630.6189","612.6083","256.2635","238.2529","392.3887","226.2529","9.66834305555556","9.96834305555556","878"
"","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","HexCer-NDS(d16:0/26:2)+H","810.6823","648.6295","630.6189","612.6083","256.2635","238.2529","392.3887","226.2529","10.4424116666667","10.7424116666667","10097"
"","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","HexCer-NDS(d16:0/26:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","HexCer-NDS(d16:0/26:2)+H","810.6823","648.6295","630.6189","612.6083","256.2635","238.2529","392.3887","226.2529","10.5081333333333","10.8081333333333","17348"
"","HexCer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d16:0/27:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d16:0/27:1)+H","826.7136","664.6608","646.6502","628.6396","256.2635","238.2529","408.42","226.2529","11.1021833333333","11.4021833333333","4741"
"","HexCer-NDS(d16:0/36:2)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NDS(d16:0/36:2)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NDS(d16:0/36:2)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NDS(d16:0/36:2)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NDS(d16:0/36:2)+H",0,0,0,0,0,0,0,0,"14.7090625","15.0090625","1190","","HexCer-NDS(d16:0/36:2)+H","950.8388","788.7859","770.7754","752.7648","256.2635","238.2529","532.5452","226.2529","14.7090625","15.0090625","1190"
"","HexCer-NDS(d16:0/38:2)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NDS(d16:0/38:2)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NDS(d16:0/38:2)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NDS(d16:0/38:2)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NDS(d16:0/38:2)+H",0,0,0,0,0,0,0,0,"15.0874712121212","15.3874712121212","2434","","HexCer-NDS(d16:0/38:2)+H","978.8701","816.8173","798.8067","780.7961","256.2635","238.2529","560.5765","226.2529","15.0874712121212","15.3874712121212","2434"
"","HexCer-NDS(d16:0/42:2)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NDS(d16:0/42:2)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NDS(d16:0/42:2)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NDS(d16:0/42:2)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NDS(d16:0/42:2)+H",0,0,0,0,0,0,0,0,"14.7094847222222","15.0094847222222","16108","","HexCer-NDS(d16:0/42:2)+H","1034.933","872.8799","854.8693","836.8587","256.2635","238.2529","616.6391","226.2529","14.7094847222222","15.0094847222222","16108"
"","HexCer-NDS(d17:0/15:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d17:0/15:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d17:0/15:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d17:0/15:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d17:0/15:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d17:0/15:1)+H","672.5414","510.4886","492.478","474.4675","270.2791","252.2686","240.2322","240.2686","5.0153625","5.3153625","2151"
"","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d17:0/16:0)+H","688.5728","526.5199","508.5093","490.4988","270.2791","252.2686","256.2635","240.2686","10.4931196969697","10.7931196969697","10162"
"","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d17:0/16:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d17:0/16:0)+H","688.5728","526.5199","508.5093","490.4988","270.2791","252.2686","256.2635","240.2686","10.6881013888889","10.9881013888889","17437"
"","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d17:0/16:1)+H","686.5571","524.5043","506.4937","488.4831","270.2791","252.2686","254.2478","240.2686","5.71002361111111","6.01002361111111","5972"
"","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NDS(d17:0/16:1)+H",0,0,0,0,0,0,0,0,"10.2094212121212","10.5094212121212","16210","","HexCer-NDS(d17:0/16:1)+H","686.5571","524.5043","506.4937","488.4831","270.2791","252.2686","254.2478","240.2686","10.2094212121212","10.5094212121212","16210"
"","HexCer-NDS(d17:0/16:2)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NDS(d17:0/16:2)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NDS(d17:0/16:2)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NDS(d17:0/16:2)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NDS(d17:0/16:2)+H",0,0,0,0,0,0,0,0,"6.78201944444445","7.08201944444445","14661","","HexCer-NDS(d17:0/16:2)+H","684.5414","522.4886","504.478","486.4675","270.2791","252.2686","252.2322","240.2686","6.78201944444445","7.08201944444445","14661"
"","HexCer-NDS(d17:0/18:1)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NDS(d17:0/18:1)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NDS(d17:0/18:1)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NDS(d17:0/18:1)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NDS(d17:0/18:1)+H",0,0,0,0,0,0,0,0,"8.68942916666667","8.98942916666667","8501","","HexCer-NDS(d17:0/18:1)+H","714.5884","552.5356","534.525","516.5144","270.2791","252.2686","282.2791","240.2686","8.68942916666667","8.98942916666667","8501"
"","HexCer-NDS(d17:0/19:1)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NDS(d17:0/19:1)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NDS(d17:0/19:1)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NDS(d17:0/19:1)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NDS(d17:0/19:1)+H",0,0,0,0,0,0,0,0,"7.61792777777778","7.91792777777778","2666","","HexCer-NDS(d17:0/19:1)+H","728.6041","566.5512","548.5406","530.5301","270.2791","252.2686","296.2948","240.2686","7.61792777777778","7.91792777777778","2666"
"","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","HexCer-NDS(d17:0/21:1)+H","756.6353","594.5825","576.572","558.5613","270.2791","252.2686","324.3261","240.2686","8.72719305555555","9.02719305555555","2137"
"","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","HexCer-NDS(d17:0/21:1)+H","756.6353","594.5825","576.572","558.5613","270.2791","252.2686","324.3261","240.2686","9.20191944444444","9.50191944444444","6842"
"","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","HexCer-NDS(d17:0/21:1)+H","756.6353","594.5825","576.572","558.5613","270.2791","252.2686","324.3261","240.2686","9.20142222222222","9.50142222222222","13508"
"","HexCer-NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","HexCer-NDS(d17:0/22:1)+H","770.651","608.5981","590.5876","572.577","270.2791","252.2686","338.3417","240.2686","9.25202638888889","9.55202638888889","3834"
"","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","HexCer-NDS(d17:0/23:1)+H","784.6666","622.6138","604.6032","586.5927","270.2791","252.2686","352.3574","240.2686","9.75355416666667","10.0535541666667","782"
"","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","HexCer-NDS(d17:0/23:1)+H","784.6666","622.6138","604.6032","586.5927","270.2791","252.2686","352.3574","240.2686","10.1036152777778","10.4036152777778","5567"
"","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","HexCer-NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","HexCer-NDS(d17:0/23:1)+H","784.6666","622.6138","604.6032","586.5927","270.2791","252.2686","352.3574","240.2686","10.02995","10.32995","18396"
"","HexCer-NDS(d17:0/24:1)+H",0,0,1,1,0,1,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d17:0/24:1)+H",0,0,10.37288,10.37288,0,10.37288,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d17:0/24:1)+H",0,0,1,1,0,1,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d17:0/24:1)+H",0,0,192178.5,81155.23,0,26346.54,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d17:0/24:1)+H",0,0,618.6198,600.6093,0,252.269,0,0,"10.2331319444444","10.5331319444444","1201","","HexCer-NDS(d17:0/24:1)+H","798.6823","636.6295","618.6189","600.6083","270.2791","252.2686","366.373","240.2686","10.2331319444444","10.5331319444444","1201"
"","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","HexCer-NDS(d17:0/24:2)+H","796.6666","634.6138","616.6032","598.5927","270.2791","252.2686","364.3574","240.2686","9.34955833333333","9.64955833333333","3672"
"","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","HexCer-NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","HexCer-NDS(d17:0/24:2)+H","796.6666","634.6138","616.6032","598.5927","270.2791","252.2686","364.3574","240.2686","9.16937083333333","9.46937083333333","5621"
"","HexCer-NDS(d17:0/25:1)+H",0,0,1,1,0,1,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d17:0/25:1)+H",0,0,10.88786,10.88786,0,10.88786,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d17:0/25:1)+H",0,0,1,1,0,1,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d17:0/25:1)+H",0,0,266860.5,111445.8,0,46601.99,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d17:0/25:1)+H",0,0,632.6361,614.6255,0,252.2693,0,0,"10.6725680555556","10.9725680555556","626","","HexCer-NDS(d17:0/25:1)+H","812.6979","650.6451","632.6345","614.624","270.2791","252.2686","380.3887","240.2686","10.6725680555556","10.9725680555556","626"
"","HexCer-NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,0,"11.1021833333333","11.4021833333333","4741","","HexCer-NDS(d17:0/26:1)+H","826.7136","664.6608","646.6502","628.6396","270.2791","252.2686","394.4044","240.2686","11.1021833333333","11.4021833333333","4741"
"","HexCer-NDS(d17:0/32:2)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","HexCer-NDS(d17:0/32:2)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","HexCer-NDS(d17:0/32:2)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","HexCer-NDS(d17:0/32:2)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","HexCer-NDS(d17:0/32:2)+H",0,0,0,0,0,0,0,0,"12.1439555555556","12.4439555555556","6370","","HexCer-NDS(d17:0/32:2)+H","908.7919","746.739","728.7285","710.7179","270.2791","252.2686","476.4826","240.2686","12.1439555555556","12.4439555555556","6370"
"","HexCer-NDS(d17:0/40:2)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NDS(d17:0/40:2)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NDS(d17:0/40:2)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NDS(d17:0/40:2)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NDS(d17:0/40:2)+H",0,0,0,0,0,0,0,0,"14.7082939393939","15.0082939393939","3381","","HexCer-NDS(d17:0/40:2)+H","1020.917","858.8642","840.8536","822.8431","270.2791","252.2686","588.6078","240.2686","14.7082939393939","15.0082939393939","3381"
"","HexCer-NDS(d18:0/14:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d18:0/14:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d18:0/14:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d18:0/14:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d18:0/14:1)+H",0,0,0,0,0,0,0,0,"5.0153625","5.3153625","2151","","HexCer-NDS(d18:0/14:1)+H","672.5414","510.4886","492.478","474.4675","284.2948","266.2842","226.2166","254.2842","5.0153625","5.3153625","2151"
"","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.4931196969697","10.7931196969697","10162","","HexCer-NDS(d18:0/15:0)+H","688.5728","526.5199","508.5093","490.4988","284.2948","266.2842","242.2478","254.2842","10.4931196969697","10.7931196969697","10162"
"","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d18:0/15:0)+H",0,0,0,0,0,0,0,0,"10.6881013888889","10.9881013888889","17437","","HexCer-NDS(d18:0/15:0)+H","688.5728","526.5199","508.5093","490.4988","284.2948","266.2842","242.2478","254.2842","10.6881013888889","10.9881013888889","17437"
"","HexCer-NDS(d18:0/15:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d18:0/15:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d18:0/15:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d18:0/15:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d18:0/15:1)+H",0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","5972","","HexCer-NDS(d18:0/15:1)+H","686.5571","524.5043","506.4937","488.4831","284.2948","266.2842","240.2322","254.2842","5.71002361111111","6.01002361111111","5972"
