"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Number of Scans","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Max Intensity","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Average m/z","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment"
"","HBMP(12:0_20:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:2_20:1)+NH4","1028.789","547.4726","365.3051","367.3207","257.2112","12.1038722222222","12.4038722222222","3010"
"","HBMP(12:0_20:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:2_20:2)+NH4","1026.774","547.4726","365.3051","365.3051","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_20:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_20:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_20:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_20:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_20:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_20:3_14:0)+NH4","944.6956","545.457","363.2894","285.2424","257.2112","9.8998875","10.1998875","4975"
"","HBMP(12:0_20:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:3_14:1)+NH4","942.6799","545.457","363.2894","283.2268","257.2112","9.19669166666667","9.49669166666667","6142"
"","HBMP(12:0_20:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_20:3_20:0)+NH4","1028.789","545.457","363.2894","369.3363","257.2112","12.1038722222222","12.4038722222222","3010"
"","HBMP(12:0_20:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:3_20:1)+NH4","1026.774","545.457","363.2894","367.3207","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_20:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_20:4_14:0)+NH4","942.6799","543.4413","361.2737","285.2424","257.2112","9.19669166666667","9.49669166666667","6142"
"","HBMP(12:0_20:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_20:4_20:0)+NH4","1026.774","543.4413","361.2737","369.3363","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_22:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(12:0_22:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(12:0_22:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(12:0_22:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(12:0_22:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(12:0_22:0_14:0)+NH4","978.7738","579.5352","397.3676","285.2424","257.2112","10.8824257575758","11.1824257575758","7711"
"","HBMP(12:0_22:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:0_16:2)+NH4","1002.774","579.5352","397.3676","309.2424","257.2112","12.0416597222222","12.3416597222222","2297"
"","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:0_18:2)+NH4","1030.805","579.5352","397.3676","337.2737","257.2112","12.6779097222222","12.9779097222222","2632"
"","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:0_18:2)+NH4","1030.805","579.5352","397.3676","337.2737","257.2112","10.8570590909091","11.1570590909091","18417"
"","HBMP(12:0_22:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:0_18:3)+NH4","1028.789","579.5352","397.3676","335.2581","257.2112","12.1038722222222","12.4038722222222","3010"
"","HBMP(12:0_22:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:0_18:4)+NH4","1026.774","579.5352","397.3676","333.2424","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_22:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:1_16:1)+NH4","1002.774","577.5196","395.352","311.2581","257.2112","12.0416597222222","12.3416597222222","2297"
"","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:1_18:1)+NH4","1030.805","577.5196","395.352","339.2894","257.2112","12.6779097222222","12.9779097222222","2632"
"","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:1_18:1)+NH4","1030.805","577.5196","395.352","339.2894","257.2112","10.8570590909091","11.1570590909091","18417"
"","HBMP(12:0_22:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:1_18:2)+NH4","1028.789","577.5196","395.352","337.2737","257.2112","12.1038722222222","12.4038722222222","3010"
"","HBMP(12:0_22:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:1_18:3)+NH4","1026.774","577.5196","395.352","335.2581","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_22:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(12:0_22:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(12:0_22:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(12:0_22:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(12:0_22:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(12:0_22:2_12:0)+NH4","946.7112","575.5039","393.3363","257.2112","257.2112","10.6110569444444","10.9110569444444","5737"
"","HBMP(12:0_22:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(12:0_22:2_16:0)+NH4","1002.774","575.5039","393.3363","313.2737","257.2112","12.0416597222222","12.3416597222222","2297"
"","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(12:0_22:2_18:0)+NH4","1030.805","575.5039","393.3363","341.3051","257.2112","12.6779097222222","12.9779097222222","2632"
"","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(12:0_22:2_18:0)+NH4","1030.805","575.5039","393.3363","341.3051","257.2112","10.8570590909091","11.1570590909091","18417"
"","HBMP(12:0_22:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:2_18:1)+NH4","1028.789","575.5039","393.3363","339.2894","257.2112","12.1038722222222","12.4038722222222","3010"
"","HBMP(12:0_22:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:2_18:2)+NH4","1026.774","575.5039","393.3363","337.2737","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_22:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_22:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_22:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_22:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_22:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(12:0_22:3_12:0)+NH4","944.6956","573.4883","391.3207","257.2112","257.2112","9.8998875","10.1998875","4975"
"","HBMP(12:0_22:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(12:0_22:3_18:0)+NH4","1028.789","573.4883","391.3207","341.3051","257.2112","12.1038722222222","12.4038722222222","3010"
"","HBMP(12:0_22:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:3_18:1)+NH4","1026.774","573.4883","391.3207","339.2894","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_22:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_22:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_22:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_22:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_22:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(12:0_22:4_12:0)+NH4","942.6799","571.4726","389.3051","257.2112","257.2112","9.19669166666667","9.49669166666667","6142"
"","HBMP(12:0_22:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(12:0_22:4_18:0)+NH4","1026.774","571.4726","389.3051","341.3051","257.2112","11.5779791666667","11.8779791666667","5808"
"","HBMP(12:0_22:6_22:6)+NH4",0,0,0,0,0,"1.25755694444444","1.55755694444444","12868","","HBMP(12:0_22:6_22:6)+NH4",0,0,0,0,0,"1.25755694444444","1.55755694444444","12868","","HBMP(12:0_22:6_22:6)+NH4",0,0,0,0,0,"1.25755694444444","1.55755694444444","12868","","HBMP(12:0_22:6_22:6)+NH4",0,0,0,0,0,"1.25755694444444","1.55755694444444","12868","","HBMP(12:0_22:6_22:6)+NH4",0,0,0,0,0,"1.25755694444444","1.55755694444444","12868","","HBMP(12:0_22:6_22:6)+NH4","1066.711","567.4413","385.2737","385.2737","257.2112","1.25755694444444","1.55755694444444","12868"
"","HBMP(14:0_14:0_12:0)+NH4",0,0,0,0,0,"0.241907575757576","0.541907575757576","16664","","HBMP(14:0_14:0_12:0)+NH4",0,0,0,0,0,"0.241907575757576","0.541907575757576","16664","","HBMP(14:0_14:0_12:0)+NH4",0,0,0,0,0,"0.241907575757576","0.541907575757576","16664","","HBMP(14:0_14:0_12:0)+NH4",0,0,0,0,0,"0.241907575757576","0.541907575757576","16664","","HBMP(14:0_14:0_12:0)+NH4",0,0,0,0,0,"0.241907575757576","0.541907575757576","16664","","HBMP(14:0_14:0_12:0)+NH4","866.6486","495.4413","285.2424","257.2112","285.2424","0.241907575757576","0.541907575757576","16664"
"","HBMP(14:0_14:0_16:2)+NH4",0,0,0,0,0,"9.78410833333333","10.0841083333333","4023","","HBMP(14:0_14:0_16:2)+NH4",0,0,0,0,0,"9.78410833333333","10.0841083333333","4023","","HBMP(14:0_14:0_16:2)+NH4",0,0,0,0,0,"9.78410833333333","10.0841083333333","4023","","HBMP(14:0_14:0_16:2)+NH4",0,0,0,0,0,"9.78410833333333","10.0841083333333","4023","","HBMP(14:0_14:0_16:2)+NH4",0,0,0,0,0,"9.78410833333333","10.0841083333333","4023","","HBMP(14:0_14:0_16:2)+NH4","918.6799","495.4413","285.2424","309.2424","285.2424","9.78410833333333","10.0841083333333","4023"
"","HBMP(14:0_14:0_18:2)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(14:0_14:0_18:2)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(14:0_14:0_18:2)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(14:0_14:0_18:2)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(14:0_14:0_18:2)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(14:0_14:0_18:2)+NH4","946.7112","495.4413","285.2424","337.2737","285.2424","10.6110569444444","10.9110569444444","5737"
"","HBMP(14:0_14:0_18:3)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(14:0_14:0_18:3)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(14:0_14:0_18:3)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(14:0_14:0_18:3)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(14:0_14:0_18:3)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(14:0_14:0_18:3)+NH4","944.6956","495.4413","285.2424","335.2581","285.2424","9.8998875","10.1998875","4975"
"","HBMP(14:0_14:0_18:4)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(14:0_14:0_18:4)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(14:0_14:0_18:4)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(14:0_14:0_18:4)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(14:0_14:0_18:4)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(14:0_14:0_18:4)+NH4","942.6799","495.4413","285.2424","333.2424","285.2424","9.19669166666667","9.49669166666667","6142"
"","HBMP(14:0_14:0_20:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(14:0_14:0_20:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(14:0_14:0_20:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(14:0_14:0_20:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(14:0_14:0_20:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(14:0_14:0_20:0)+NH4","978.7738","495.4413","285.2424","369.3363","285.2424","10.8824257575758","11.1824257575758","7711"
"","HBMP(14:0_14:0_22:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(14:0_14:0_22:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(14:0_14:0_22:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(14:0_14:0_22:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(14:0_14:0_22:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(14:0_14:0_22:2)+NH4","1002.774","495.4413","285.2424","393.3363","285.2424","12.0416597222222","12.3416597222222","2297"
"","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"9.5629125","9.8629125","8398","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"9.5629125","9.8629125","8398","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"9.5629125","9.8629125","8398","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"9.5629125","9.8629125","8398","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"9.5629125","9.8629125","8398","","HBMP(14:0_14:1_14:1)+NH4","890.6486","493.4257","283.2268","283.2268","285.2424","9.5629125","9.8629125","8398"
"","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"8.89693611111111","9.19693611111111","14218","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"8.89693611111111","9.19693611111111","14218","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"8.89693611111111","9.19693611111111","14218","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"8.89693611111111","9.19693611111111","14218","","HBMP(14:0_14:1_14:1)+NH4",0,0,0,0,0,"8.89693611111111","9.19693611111111","14218","","HBMP(14:0_14:1_14:1)+NH4","890.6486","493.4257","283.2268","283.2268","285.2424","8.89693611111111","9.19693611111111","14218"
