"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Number of Scans","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Max Intensity","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Average m/z","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment"
"","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:3_22:2)+NH4","842.59066","671.58476","653.550427","547.339486","489.261286","261.22135","319.29955","335.25813","393.33633","4.98549305555556","5.28549305555556","12814"
"","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:3_22:2)+NH4","842.59066","671.58476","653.550427","547.339486","489.261286","261.22135","319.29955","335.25813","393.33633","4.71984242424242","5.01984242424242","13153"
"","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:3_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:3_22:2)+NH4","842.59066","671.58476","653.550427","547.339486","489.261286","261.22135","319.29955","335.25813","393.33633","5.70359444444444","6.00359444444444","13926"
"","PG(18:3_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:3_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:3_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:3_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:3_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:3_22:3)+NH4","840.57506","669.56916","651.534827","545.323886","489.261286","261.22135","317.28395","335.25813","391.32073","4.10132083333333","4.40132083333333","8692"
"","PG(18:4_19:0)+NH4",0,0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(18:4_19:0)+NH4",0,0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(18:4_19:0)+NH4",0,0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(18:4_19:0)+NH4",0,0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(18:4_19:0)+NH4",0,0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(18:4_19:0)+NH4","802.55936","631.55346","613.519127","509.323886","487.245586","259.20565","281.28395","333.24243","355.32073","7.225625","7.525625","9320"
"","PG(18:4_20:0)+NH4",0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:4_20:0)+NH4",0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:4_20:0)+NH4",0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:4_20:0)+NH4",0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:4_20:0)+NH4",0,0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:4_20:0)+NH4","816.57496","645.56906","627.534727","523.339486","487.245586","259.20565","295.29955","333.24243","369.33633","5.10691818181818","5.40691818181818","10241"
"","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:4_20:1)+NH4","814.55936","643.55346","625.519127","521.323886","487.245586","259.20565","293.28395","333.24243","367.32073","4.12318888888889","4.42318888888889","6221"
"","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:4_20:1)+NH4","814.55936","643.55346","625.519127","521.323886","487.245586","259.20565","293.28395","333.24243","367.32073","3.10427638888889","3.40427638888889","8057"
"","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:4_20:1)+NH4","814.55936","643.55346","625.519127","521.323886","487.245586","259.20565","293.28395","333.24243","367.32073","3.79138333333333","4.09138333333333","8066"
"","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:4_20:1)+NH4","814.55936","643.55346","625.519127","521.323886","487.245586","259.20565","293.28395","333.24243","367.32073","3.39136944444444","3.69136944444444","8265"
"","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(18:4_20:1)+NH4","814.55936","643.55346","625.519127","521.323886","487.245586","259.20565","293.28395","333.24243","367.32073","4.12585277777778","4.42585277777778","13405"
"","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(18:4_20:1)+NH4",0,0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(18:4_20:1)+NH4","814.55936","643.55346","625.519127","521.323886","487.245586","259.20565","293.28395","333.24243","367.32073","1.83709444444444","2.13709444444444","15859"
"","PG(18:4_20:2)+NH4",0,0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(18:4_20:2)+NH4",0,0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(18:4_20:2)+NH4",0,0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(18:4_20:2)+NH4",0,0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(18:4_20:2)+NH4",0,0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(18:4_20:2)+NH4","812.54366","641.53776","623.503427","519.308186","487.245586","259.20565","291.26825","333.24243","365.30503","1.86782083333333","2.16782083333333","11159"
"","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(18:4_22:1)+NH4","842.59066","671.58476","653.550427","549.355186","487.245586","259.20565","321.31525","333.24243","395.35203","5.47872777777778","5.77872777777778","5746"
"","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(18:4_22:1)+NH4","842.59066","671.58476","653.550427","549.355186","487.245586","259.20565","321.31525","333.24243","395.35203","4.97432083333333","5.27432083333333","9287"
"","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(18:4_22:1)+NH4","842.59066","671.58476","653.550427","549.355186","487.245586","259.20565","321.31525","333.24243","395.35203","5.68667916666667","5.98667916666667","10954"
"","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(18:4_22:1)+NH4","842.59066","671.58476","653.550427","549.355186","487.245586","259.20565","321.31525","333.24243","395.35203","4.98549305555556","5.28549305555556","12814"
"","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(18:4_22:1)+NH4","842.59066","671.58476","653.550427","549.355186","487.245586","259.20565","321.31525","333.24243","395.35203","4.71984242424242","5.01984242424242","13153"
"","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:4_22:1)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(18:4_22:1)+NH4","842.59066","671.58476","653.550427","549.355186","487.245586","259.20565","321.31525","333.24243","395.35203","5.70359444444444","6.00359444444444","13926"
"","PG(18:4_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:4_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:4_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:4_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:4_22:2)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(18:4_22:2)+NH4","840.57496","669.56906","651.534727","547.339486","487.245586","259.20565","319.29955","333.24243","393.33633","4.10132083333333","4.40132083333333","8692"
"","PG(19:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(19:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(19:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(19:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(19:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(19:0_21:0)+NH4","852.66896","681.66306","663.628727","537.355186","509.323886","281.28395","309.31525","355.32073","383.35203","7.81433472222222","8.11433472222222","5309"
"","PG(20:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(20:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(20:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(20:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(20:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(20:0_20:0)+NH4","852.66886","681.66296","663.628627","523.339486","523.339486","295.29955","295.29955","369.33633","369.33633","7.81433472222222","8.11433472222222","5309"
"","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:0_20:5)+NH4","842.59066","671.58476","653.550427","513.261286","523.339486","295.29955","285.22135","369.33633","359.25813","5.47872777777778","5.77872777777778","5746"
"","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:0_20:5)+NH4","842.59066","671.58476","653.550427","513.261286","523.339486","295.29955","285.22135","369.33633","359.25813","4.97432083333333","5.27432083333333","9287"
"","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:0_20:5)+NH4","842.59066","671.58476","653.550427","513.261286","523.339486","295.29955","285.22135","369.33633","359.25813","5.68667916666667","5.98667916666667","10954"
"","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:0_20:5)+NH4","842.59066","671.58476","653.550427","513.261286","523.339486","295.29955","285.22135","369.33633","359.25813","4.98549305555556","5.28549305555556","12814"
"","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:0_20:5)+NH4","842.59066","671.58476","653.550427","513.261286","523.339486","295.29955","285.22135","369.33633","359.25813","4.71984242424242","5.01984242424242","13153"
"","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:0_20:5)+NH4","842.59066","671.58476","653.550427","513.261286","523.339486","295.29955","285.22135","369.33633","359.25813","5.70359444444444","6.00359444444444","13926"
"","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(20:0_26:0)+NH4","936.76276","765.75686","747.722527","607.433386","523.339486","295.29955","379.39345","369.33633","453.43023","12.18105","12.48105","2679"
"","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(20:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(20:0_26:0)+NH4","936.76276","765.75686","747.722527","607.433386","523.339486","295.29955","379.39345","369.33633","453.43023","11.6674041666667","11.9674041666667","8982"
"","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:1_20:4)+NH4","842.59066","671.58476","653.550427","515.276886","521.323886","293.28395","287.23695","367.32073","361.27373","5.47872777777778","5.77872777777778","5746"
"","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:1_20:4)+NH4","842.59066","671.58476","653.550427","515.276886","521.323886","293.28395","287.23695","367.32073","361.27373","4.97432083333333","5.27432083333333","9287"
"","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:1_20:4)+NH4","842.59066","671.58476","653.550427","515.276886","521.323886","293.28395","287.23695","367.32073","361.27373","5.68667916666667","5.98667916666667","10954"
"","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:1_20:4)+NH4","842.59066","671.58476","653.550427","515.276886","521.323886","293.28395","287.23695","367.32073","361.27373","4.98549305555556","5.28549305555556","12814"
"","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:1_20:4)+NH4","842.59066","671.58476","653.550427","515.276886","521.323886","293.28395","287.23695","367.32073","361.27373","4.71984242424242","5.01984242424242","13153"
"","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:1_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:1_20:4)+NH4","842.59066","671.58476","653.550427","515.276886","521.323886","293.28395","287.23695","367.32073","361.27373","5.70359444444444","6.00359444444444","13926"
"","PG(20:1_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:1_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:1_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:1_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:1_20:5)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:1_20:5)+NH4","840.57506","669.56916","651.534827","513.261286","521.323886","293.28395","285.22135","367.32073","359.25813","4.10132083333333","4.40132083333333","8692"
