"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Number of Scans","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Max Intensity","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Average m/z","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment"
"","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(20:1_26:0)+NH4","934.74716","763.74126","745.706927","607.433386","521.323886","293.28395","379.39345","367.32073","453.43023","11.6027458333333","11.9027458333333","4033"
"","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(20:1_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(20:1_26:0)+NH4","934.74716","763.74126","745.706927","607.433386","521.323886","293.28395","379.39345","367.32073","453.43023","11.9451611111111","12.2451611111111","8287"
"","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PG(20:2_20:3)+NH4","842.59066","671.58476","653.550427","517.292586","519.308186","291.26825","289.25265","365.30503","363.28943","5.47872777777778","5.77872777777778","5746"
"","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PG(20:2_20:3)+NH4","842.59066","671.58476","653.550427","517.292586","519.308186","291.26825","289.25265","365.30503","363.28943","4.97432083333333","5.27432083333333","9287"
"","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PG(20:2_20:3)+NH4","842.59066","671.58476","653.550427","517.292586","519.308186","291.26825","289.25265","365.30503","363.28943","5.68667916666667","5.98667916666667","10954"
"","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PG(20:2_20:3)+NH4","842.59066","671.58476","653.550427","517.292586","519.308186","291.26825","289.25265","365.30503","363.28943","4.98549305555556","5.28549305555556","12814"
"","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PG(20:2_20:3)+NH4","842.59066","671.58476","653.550427","517.292586","519.308186","291.26825","289.25265","365.30503","363.28943","4.71984242424242","5.01984242424242","13153"
"","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PG(20:2_20:3)+NH4","842.59066","671.58476","653.550427","517.292586","519.308186","291.26825","289.25265","365.30503","363.28943","5.70359444444444","6.00359444444444","13926"
"","PG(20:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:2_20:4)+NH4","840.57496","669.56906","651.534727","515.276886","519.308186","291.26825","287.23695","365.30503","361.27373","4.10132083333333","4.40132083333333","8692"
"","PG(20:3_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:3_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:3_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:3_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:3_20:3)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PG(20:3_20:3)+NH4","840.57506","669.56916","651.534827","517.292586","517.292586","289.25265","289.25265","363.28943","363.28943","4.10132083333333","4.40132083333333","8692"
"","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(21:0_25:0)+NH4","936.76286","765.75696","747.722627","593.417786","537.355186","309.31525","365.37785","383.35203","439.41463","12.18105","12.48105","2679"
"","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(21:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(21:0_25:0)+NH4","936.76286","765.75696","747.722627","593.417786","537.355186","309.31525","365.37785","383.35203","439.41463","11.6674041666667","11.9674041666667","8982"
"","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(22:0_24:0)+NH4","936.76276","765.75686","747.722527","579.402086","551.370786","323.33085","351.36215","397.36763","425.39893","12.18105","12.48105","2679"
"","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(22:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(22:0_24:0)+NH4","936.76276","765.75686","747.722527","579.402086","551.370786","323.33085","351.36215","397.36763","425.39893","11.6674041666667","11.9674041666667","8982"
"","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:0_24:1)+NH4","934.74716","763.74126","745.706927","577.386486","551.370786","323.33085","349.34655","397.36763","423.38333","11.6027458333333","11.9027458333333","4033"
"","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:0_24:1)+NH4","934.74716","763.74126","745.706927","577.386486","551.370786","323.33085","349.34655","397.36763","423.38333","11.9451611111111","12.2451611111111","8287"
"","PG(22:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(22:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(22:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(22:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(22:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(22:0_26:0)+NH4","964.79406","793.78816","775.753827","607.433386","551.370786","323.33085","379.39345","397.36763","453.43023","11.2335733333333","11.5335733333333","16534"
"","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6027458333333","11.9027458333333","4033","","PG(22:1_24:0)+NH4","934.74716","763.74126","745.706927","579.402086","549.355186","321.31525","351.36215","395.35203","425.39893","11.6027458333333","11.9027458333333","4033"
"","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:1_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9451611111111","12.2451611111111","8287","","PG(22:1_24:0)+NH4","934.74716","763.74126","745.706927","579.402086","549.355186","321.31525","351.36215","395.35203","425.39893","11.9451611111111","12.2451611111111","8287"
"","PG(22:2_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(22:2_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(22:2_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(22:2_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(22:2_26:0)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(22:2_26:0)+NH4","960.76276","789.75686","771.722527","607.433386","547.339486","319.29955","379.39345","393.33633","453.43023","11.9290652777778","12.2290652777778","7216"
"","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"12.18105","12.48105","2679","","PG(23:0_23:0)+NH4","936.76286","765.75696","747.722627","565.386486","565.386486","337.34655","337.34655","411.38333","411.38333","12.18105","12.48105","2679"
"","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(23:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"11.6674041666667","11.9674041666667","8982","","PG(23:0_23:0)+NH4","936.76286","765.75696","747.722627","565.386486","565.386486","337.34655","337.34655","411.38333","411.38333","11.6674041666667","11.9674041666667","8982"
"","PG(23:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(23:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(23:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(23:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(23:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(23:0_25:0)+NH4","964.79416","793.78826","775.753927","593.417786","565.386486","337.34655","365.37785","411.38333","439.41463","11.2335733333333","11.5335733333333","16534"
"","PG(24:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(24:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(24:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(24:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(24:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"11.2335733333333","11.5335733333333","16534","","PG(24:0_24:0)+NH4","964.79406","793.78816","775.753827","579.402086","579.402086","351.36215","351.36215","425.39893","425.39893","11.2335733333333","11.5335733333333","16534"
"","PG(24:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(24:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(24:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(24:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(24:1_24:1)+NH4",0,0,0,0,0,0,0,0,0,"11.9290652777778","12.2290652777778","7216","","PG(24:1_24:1)+NH4","960.76286","789.75696","771.722627","577.386486","577.386486","349.34655","349.34655","423.38333","423.38333","11.9290652777778","12.2290652777778","7216"
