"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PEtOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C5H11O5P-H]-","RT_min","RT_max","Comment","RT at Max Intensity","PEtOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C5H11O5P-H]-","RT_min","RT_max","Comment","Number of Scans","PEtOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C5H11O5P-H]-","RT_min","RT_max","Comment","Max Intensity","PEtOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C5H11O5P-H]-","RT_min","RT_max","Comment","Average m/z","PEtOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C5H11O5P-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PEtOH","[M-H]-","NL of SN1","NL of SN2","FA SN2","FA SN1","[C5H11O5P-H]-","RT_min","RT_max","Comment"
"","PEtOH(16:0_22:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(16:0_22:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(16:0_22:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(16:0_22:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(16:0_22:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(16:0_22:1)-H","757.5753","519.3458","437.2676","337.3105","255.2323","181.0271","11.2052194444444","11.5052194444444","5081"
"","PEtOH(16:0_24:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(16:0_24:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(16:0_24:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(16:0_24:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(16:0_24:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(16:0_24:0)-H","787.6222","549.3927","437.2676","367.3574","255.2323","181.0271","12.5862263888889","12.8862263888889","2975"
"","PEtOH(16:0_24:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(16:0_24:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(16:0_24:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(16:0_24:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(16:0_24:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(16:0_24:1)-H","785.6065","547.377","437.2675","365.3417","255.2323","181.0271","11.9665222222222","12.2665222222222","3510"
"","PEtOH(16:0_26:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(16:0_26:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(16:0_26:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(16:0_26:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(16:0_26:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(16:0_26:0)-H","815.6535","577.424","437.2676","395.3887","255.2323","181.0271","13.2440986111111","13.5440986111111","2408"
"","PEtOH(16:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(16:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(16:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(16:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(16:0_26:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(16:0_26:1)-H","813.6378","575.4083","437.2675","393.373","255.2323","181.0271","12.6584708333333","12.9584708333333","2622"
"","PEtOH(16:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:0_26:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:0_26:2)-H","811.6222","573.3927","437.2676","391.3574","255.2323","181.0271","12.0062194444444","12.3062194444444","4054"
"","PEtOH(16:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(16:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(16:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(16:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(16:1_19:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(16:1_19:2)-H","711.497","475.2831","435.2519","293.2479","253.2166","181.0271","4.49487916666667","4.79487916666667","8972"
"","PEtOH(22:0_16:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(22:0_16:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(22:0_16:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(22:0_16:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(22:0_16:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(22:0_16:1)-H","757.5753","435.252","521.3615","253.2166","339.3261","181.0271","11.2052194444444","11.5052194444444","5081"
"","PEtOH(24:0_16:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(24:0_16:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(24:0_16:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(24:0_16:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(24:0_16:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(24:0_16:1)-H","785.6065","435.2519","549.3926","253.2166","367.3574","181.0271","11.9665222222222","12.2665222222222","3510"
"","PEtOH(16:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(16:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(16:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(16:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(16:1_24:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(16:1_24:4)-H","777.544","541.3301","435.252","359.2948","253.2166","181.0271","6.414625","6.714625","3530"
"","PEtOH(26:0_16:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(26:0_16:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(26:0_16:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(26:0_16:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(26:0_16:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(26:0_16:1)-H","813.6378","435.2519","577.424","253.2166","395.3887","181.0271","12.6584708333333","12.9584708333333","2622"
"","PEtOH(16:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:1_26:1)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(16:1_26:1)-H","811.6222","575.4083","435.252","393.373","253.2166","181.0271","12.0062194444444","12.3062194444444","4054"
"","PEtOH(19:1_16:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:1_16:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:1_16:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:1_16:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:1_16:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:1_16:2)-H","711.497","433.2362","477.2988","251.201","295.2635","181.0271","4.49487916666667","4.79487916666667","8972"
"","PEtOH(26:0_16:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(26:0_16:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(26:0_16:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(26:0_16:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(26:0_16:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(26:0_16:2)-H","811.6222","433.2363","577.424","251.201","395.3887","181.0271","12.0062194444444","12.3062194444444","4054"
"","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(16:2_26:4)-H","803.5596","569.3614","433.2363","387.3261","251.201","181.0271","7.23601666666667","7.53601666666667","15198"
"","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(16:2_26:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(16:2_26:4)-H","803.5596","569.3614","433.2363","387.3261","251.201","181.0271","6.71725","7.01725","15234"
"","PEtOH(19:0_16:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:0_16:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:0_16:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:0_16:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:0_16:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(19:0_16:3)-H","711.497","431.2206","479.3144","249.1853","297.2792","181.0271","4.49487916666667","4.79487916666667","8972"
"","PEtOH(24:2_16:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:2_16:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:2_16:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:2_16:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:2_16:3)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:2_16:3)-H","777.544","431.2207","545.3615","249.1853","363.3261","181.0271","6.414625","6.714625","3530"
"","PEtOH(16:3_26:4)-H",0,0,0,0,0,0,"5.5199875","5.8199875","5694","","PEtOH(16:3_26:4)-H",0,0,0,0,0,0,"5.5199875","5.8199875","5694","","PEtOH(16:3_26:4)-H",0,0,0,0,0,0,"5.5199875","5.8199875","5694","","PEtOH(16:3_26:4)-H",0,0,0,0,0,0,"5.5199875","5.8199875","5694","","PEtOH(16:3_26:4)-H",0,0,0,0,0,0,"5.5199875","5.8199875","5694","","PEtOH(16:3_26:4)-H","801.544","569.3615","431.2207","387.3261","249.1853","181.0271","5.5199875","5.8199875","5694"
"","PEtOH(24:1_16:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:1_16:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:1_16:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:1_16:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:1_16:4)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(24:1_16:4)-H","777.544","429.205","547.3771","247.1697","365.3417","181.0271","6.414625","6.714625","3530"
"","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"7.23601666666667","7.53601666666667","15198","","PEtOH(26:2_16:4)-H","803.5596","429.205","573.3926","247.1697","391.3574","181.0271","7.23601666666667","7.53601666666667","15198"
"","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(26:2_16:4)-H",0,0,0,0,0,0,"6.71725","7.01725","15234","","PEtOH(26:2_16:4)-H","803.5596","429.205","573.3926","247.1697","391.3574","181.0271","6.71725","7.01725","15234"
"","PEtOH(16:4_26:4)-H",0,0,0,0,0,0,"5.37886212121212","5.67886212121212","10322","","PEtOH(16:4_26:4)-H",0,0,0,0,0,0,"5.37886212121212","5.67886212121212","10322","","PEtOH(16:4_26:4)-H",0,0,0,0,0,0,"5.37886212121212","5.67886212121212","10322","","PEtOH(16:4_26:4)-H",0,0,0,0,0,0,"5.37886212121212","5.67886212121212","10322","","PEtOH(16:4_26:4)-H",0,0,0,0,0,0,"5.37886212121212","5.67886212121212","10322","","PEtOH(16:4_26:4)-H","799.5283","569.3614","429.205","387.3261","247.1697","181.0271","5.37886212121212","5.67886212121212","10322"
"","PEtOH(17:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:0_18:3)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:0_18:3)-H","711.497","459.2519","451.2831","277.2166","269.2479","181.0271","4.49487916666667","4.79487916666667","8972"
"","PEtOH(17:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(17:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(17:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(17:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(17:0_19:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(17:0_19:0)-H","731.5596","479.3145","451.2832","297.2792","269.2479","181.0271","11.1076555555556","11.4076555555556","7671"
"","PEtOH(17:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(17:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(17:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(17:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(17:0_21:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(17:0_21:0)-H","759.5909","507.3458","451.2832","325.3105","269.2479","181.0271","11.8773597222222","12.1773597222222","4216"
"","PEtOH(17:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(17:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(17:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(17:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(17:0_21:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(17:0_21:1)-H","757.5753","505.3302","451.2832","323.2948","269.2479","181.0271","11.2052194444444","11.5052194444444","5081"
"","PEtOH(17:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(17:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(17:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(17:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(17:0_23:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(17:0_23:0)-H","787.6222","535.3771","451.2832","353.3417","269.2479","181.0271","12.5862263888889","12.8862263888889","2975"
"","PEtOH(17:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(17:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(17:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(17:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(17:0_25:0)-H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PEtOH(17:0_25:0)-H","815.6535","563.4084","451.2832","381.373","269.2479","181.0271","13.2440986111111","13.5440986111111","2408"
"","PEtOH(17:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:1_18:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(17:1_18:2)-H","711.497","461.2675","449.2675","279.2323","267.2323","181.0271","4.49487916666667","4.79487916666667","8972"
"","PEtOH(21:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(21:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(21:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(21:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(21:0_17:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(21:0_17:1)-H","757.5753","449.2676","507.3458","267.2323","325.3105","181.0271","11.2052194444444","11.5052194444444","5081"
"","PEtOH(23:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(23:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(23:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(23:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(23:0_17:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(23:0_17:1)-H","785.6065","449.2675","535.377","267.2323","353.3417","181.0271","11.9665222222222","12.2665222222222","3510"
"","PEtOH(25:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(25:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(25:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(25:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(25:0_17:1)-H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PEtOH(25:0_17:1)-H","813.6378","449.2675","563.4083","267.2323","381.373","181.0271","12.6584708333333","12.9584708333333","2622"
"","PEtOH(27:0_17:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PEtOH(27:0_17:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PEtOH(27:0_17:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PEtOH(27:0_17:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PEtOH(27:0_17:1)-H",0,0,0,0,0,0,"13.2815291666667","13.5815291666667","2072","","PEtOH(27:0_17:1)-H","841.6693","449.2677","591.4397","267.2323","409.4043","181.0271","13.2815291666667","13.5815291666667","2072"
"","PEtOH(18:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(18:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(18:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(18:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(18:1_17:2)-H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PEtOH(18:1_17:2)-H","711.497","447.2519","463.2831","265.2166","281.2479","181.0271","4.49487916666667","4.79487916666667","8972"
"","PEtOH(25:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(25:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(25:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(25:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(25:0_17:2)-H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PEtOH(25:0_17:2)-H","811.6222","447.252","563.4083","265.2166","381.373","181.0271","12.0062194444444","12.3062194444444","4054"
"","PEtOH(27:0_17:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PEtOH(27:0_17:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PEtOH(27:0_17:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PEtOH(27:0_17:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PEtOH(27:0_17:2)-H",0,0,0,0,0,0,"12.6835222222222","12.9835222222222","1944","","PEtOH(27:0_17:2)-H","839.6535","447.252","591.4396","265.2166","409.4043","181.0271","12.6835222222222","12.9835222222222","1944"
"","PEtOH(18:0_18:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(18:0_18:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(18:0_18:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(18:0_18:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(18:0_18:0)-H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PEtOH(18:0_18:0)-H","731.5596","465.2988","465.2988","283.2635","283.2635","181.0271","11.1076555555556","11.4076555555556","7671"
"","PEtOH(18:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(18:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(18:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(18:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(18:0_20:0)-H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PEtOH(18:0_20:0)-H","759.5909","493.3301","465.2988","311.2948","283.2635","181.0271","11.8773597222222","12.1773597222222","4216"
"","PEtOH(18:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(18:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(18:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(18:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(18:0_20:1)-H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PEtOH(18:0_20:1)-H","757.5753","491.3145","465.2989","309.2792","283.2635","181.0271","11.2052194444444","11.5052194444444","5081"
"","PEtOH(18:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(18:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(18:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(18:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(18:0_22:0)-H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PEtOH(18:0_22:0)-H","787.6222","521.3615","465.2989","339.3261","283.2635","181.0271","12.5862263888889","12.8862263888889","2975"
"","PEtOH(18:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(18:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(18:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(18:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(18:0_22:1)-H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PEtOH(18:0_22:1)-H","785.6065","519.3457","465.2988","337.3105","283.2635","181.0271","11.9665222222222","12.2665222222222","3510"
"","PEtOH(18:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(18:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(18:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(18:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(18:0_22:5)-H",0,0,0,0,0,0,"6.414625","6.714625","3530","","PEtOH(18:0_22:5)-H","777.544","511.2832","465.2989","329.2479","283.2635","181.0271","6.414625","6.714625","3530"
