"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Average m/z","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment"
"","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-16:0/22:5)+H","796.54879","611.53984","299.29449","313.25265","2.63831944444444","2.93831944444444","6882"
"","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-16:0/22:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-16:0/22:5)+H","796.54879","611.53984","299.29449","313.25265","5.08153636363636","5.38153636363636","9347"
"","Plasmanyl-PS(O-16:0/23:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-16:0/23:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-16:0/23:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-16:0/23:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-16:0/23:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-16:0/23:0)+H","820.64269","635.63374","299.29449","337.34655","9.18499722222222","9.48499722222222","1759"
"","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-16:0/24:0)+H","834.65829","649.64934","299.29449","351.36215","9.19317878787879","9.49317878787879","3095"
"","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-16:0/24:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-16:0/24:0)+H","834.65829","649.64934","299.29449","351.36215","9.20111527777778","9.50111527777778","17195"
"","Plasmanyl-PS(O-16:0/26:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-16:0/26:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-16:0/26:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-16:0/26:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-16:0/26:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-16:0/26:0)+H","862.68959","677.68064","299.29449","379.39345","11.3090888888889","11.6090888888889","7568"
"","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"5.78775555555556","6.08775555555556","833","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"5.78775555555556","6.08775555555556","833","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"5.78775555555556","6.08775555555556","833","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"5.78775555555556","6.08775555555556","833","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"5.78775555555556","6.08775555555556","833","","Plasmanyl-PS(O-18:0/10:0)+H","666.47049","481.46154","327.32579","155.14305","5.78775555555556","6.08775555555556","833"
"","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"6.03436","6.33436","18543","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"6.03436","6.33436","18543","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"6.03436","6.33436","18543","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"6.03436","6.33436","18543","","Plasmanyl-PS(O-18:0/10:0)+H",0,0,0,0,"6.03436","6.33436","18543","","Plasmanyl-PS(O-18:0/10:0)+H","666.47049","481.46154","327.32579","155.14305","6.03436","6.33436","18543"
"","Plasmanyl-PS(O-18:0/12:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-18:0/12:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-18:0/12:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-18:0/12:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-18:0/12:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-18:0/12:0)+H","694.50179","509.49284","327.32579","183.17435","5.75403472222222","6.05403472222222","2025"
"","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-18:0/15:0)+H","736.54879","551.53984","327.32579","225.22135","5.75925833333333","6.05925833333333","3186"
"","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-18:0/15:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-18:0/15:0)+H","736.54879","551.53984","327.32579","225.22135","5.3107625","5.6107625","13747"
"","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-18:0/16:1)+H","748.54879","563.53984","327.32579","237.22135","4.89981527777778","5.19981527777778","9166"
"","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-18:0/16:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-18:0/16:1)+H","748.54879","563.53984","327.32579","237.22135","5.33257777777778","5.63257777777778","12455"
"","Plasmanyl-PS(O-18:0/17:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-18:0/17:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-18:0/17:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-18:0/17:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-18:0/17:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-18:0/17:1)+H","762.56439","577.55544","327.32579","251.23695","5.44271805555556","5.74271805555556","3919"
"","Plasmanyl-PS(O-18:0/18:1)+H",1,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-18:0/18:1)+H",6.225476,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-18:0/18:1)+H",1,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-18:0/18:1)+H",463349.5,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-18:0/18:1)+H",776.5809,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-18:0/18:1)+H","776.58009","591.57114","327.32579","265.25265","6.06026805555555","6.36026805555555","551"
"","Plasmanyl-PS(O-18:0/18:1)+H",1,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-18:0/18:1)+H",4.055396,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-18:0/18:1)+H",1,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-18:0/18:1)+H",1151.403,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-18:0/18:1)+H",776.5801,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-18:0/18:1)+H","776.58009","591.57114","327.32579","265.25265","3.8481","4.1481","7330"
"","Plasmanyl-PS(O-18:0/18:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-18:0/18:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-18:0/18:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-18:0/18:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-18:0/18:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-18:0/18:1)+H","776.58009","591.57114","327.32579","265.25265","4.86781666666667","5.16781666666667","13186"
"","Plasmanyl-PS(O-18:0/18:2)+H",1,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmanyl-PS(O-18:0/18:2)+H",5.172553,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmanyl-PS(O-18:0/18:2)+H",2,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmanyl-PS(O-18:0/18:2)+H",494380.4,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmanyl-PS(O-18:0/18:2)+H",774.5666,0,0,0,"5.07425277777778","5.37425277777778","330","","Plasmanyl-PS(O-18:0/18:2)+H","774.56439","589.55544","327.32579","263.23695","5.07425277777778","5.37425277777778","330"
"","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"3.15768333333333","3.45768333333333","3664","","Plasmanyl-PS(O-18:0/18:2)+H","774.56439","589.55544","327.32579","263.23695","3.15768333333333","3.45768333333333","3664"
"","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"2.97523055555556","3.27523055555556","11461","","Plasmanyl-PS(O-18:0/18:2)+H","774.56439","589.55544","327.32579","263.23695","2.97523055555556","3.27523055555556","11461"
"","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmanyl-PS(O-18:0/18:2)+H",0,0,0,0,"5.33678333333333","5.63678333333333","17206","","Plasmanyl-PS(O-18:0/18:2)+H","774.56439","589.55544","327.32579","263.23695","5.33678333333333","5.63678333333333","17206"
"","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.90192222222222","5.20192222222222","778","","Plasmanyl-PS(O-18:0/18:3)+H","772.54879","587.53984","327.32579","261.22135","4.90192222222222","5.20192222222222","778"
"","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55881212121212","4.85881212121212","5700","","Plasmanyl-PS(O-18:0/18:3)+H","772.54879","587.53984","327.32579","261.22135","4.55881212121212","4.85881212121212","5700"
"","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.11522916666667","4.41522916666667","8914","","Plasmanyl-PS(O-18:0/18:3)+H","772.54879","587.53984","327.32579","261.22135","4.11522916666667","4.41522916666667","8914"
"","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"2.99686363636364","3.29686363636364","11064","","Plasmanyl-PS(O-18:0/18:3)+H","772.54879","587.53984","327.32579","261.22135","2.99686363636364","3.29686363636364","11064"
"","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmanyl-PS(O-18:0/18:3)+H",0,0,0,0,"4.55763333333333","4.85763333333333","13213","","Plasmanyl-PS(O-18:0/18:3)+H","772.54879","587.53984","327.32579","261.22135","4.55763333333333","4.85763333333333","13213"
"","Plasmanyl-PS(O-18:0/18:4)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmanyl-PS(O-18:0/18:4)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmanyl-PS(O-18:0/18:4)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmanyl-PS(O-18:0/18:4)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmanyl-PS(O-18:0/18:4)+H",0,0,0,0,"4.99114722222222","5.29114722222222","13206","","Plasmanyl-PS(O-18:0/18:4)+H","770.53309","585.52414","327.32579","259.20565","4.99114722222222","5.29114722222222","13206"
"","Plasmanyl-PS(O-18:0/20:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-18:0/20:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-18:0/20:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-18:0/20:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-18:0/20:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-18:0/20:1)+H","804.61139","619.60244","327.32579","293.28395","7.25400972222222","7.55400972222222","2607"
"","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-18:0/20:2)+H","802.59569","617.58674","327.32579","291.26825","6.33237361111111","6.63237361111111","1954"
"","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-18:0/20:2)+H","802.59569","617.58674","327.32579","291.26825","4.12052916666667","4.42052916666667","3104"
"","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-18:0/20:2)+H","802.59569","617.58674","327.32579","291.26825","4.40779305555556","4.70779305555556","4948"
"","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-18:0/20:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-18:0/20:2)+H","802.59569","617.58674","327.32579","291.26825","4.12585277777778","4.42585277777778","12860"
"","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-18:0/20:3)+H","800.58009","615.57114","327.32579","289.25265","5.43967777777778","5.73967777777778","3279"
"","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-18:0/20:3)+H","800.58009","615.57114","327.32579","289.25265","3.63204027777778","3.93204027777778","7037"
"","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-18:0/20:3)+H","800.58009","615.57114","327.32579","289.25265","4.10396527777778","4.40396527777778","7410"
"","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(O-18:0/20:3)+H",0,0,0,0,"3.32310972222222","3.62310972222222","14702","","Plasmanyl-PS(O-18:0/20:3)+H","800.58009","615.57114","327.32579","289.25265","3.32310972222222","3.62310972222222","14702"
"","Plasmanyl-PS(O-18:0/20:4)+H",1,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(O-18:0/20:4)+H",5.006868,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(O-18:0/20:4)+H",2,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(O-18:0/20:4)+H",355770,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(O-18:0/20:4)+H",798.566,0,0,0,"4.89671944444444","5.19671944444444","424","","Plasmanyl-PS(O-18:0/20:4)+H","798.56439","613.55544","327.32579","287.23695","4.89671944444444","5.19671944444444","424"
"","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.84327222222222","4.14327222222222","3759","","Plasmanyl-PS(O-18:0/20:4)+H","798.56439","613.55544","327.32579","287.23695","3.84327222222222","4.14327222222222","3759"
"","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.42625277777778","3.72625277777778","4937","","Plasmanyl-PS(O-18:0/20:4)+H","798.56439","613.55544","327.32579","287.23695","3.42625277777778","3.72625277777778","4937"
"","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"3.09943333333333","3.39943333333333","5420","","Plasmanyl-PS(O-18:0/20:4)+H","798.56439","613.55544","327.32579","287.23695","3.09943333333333","3.39943333333333","5420"
"","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(O-18:0/20:4)+H",0,0,0,0,"4.28418333333333","4.58418333333333","5760","","Plasmanyl-PS(O-18:0/20:4)+H","798.56439","613.55544","327.32579","287.23695","4.28418333333333","4.58418333333333","5760"
