"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","RT at Max Intensity","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Number of Scans","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Max Intensity","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Average m/z","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment"
"","DGDG(2:0_20:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(2:0_20:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(2:0_20:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(2:0_20:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(2:0_20:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(2:0_20:2)+NH4","766.45872","425.32622","407.31565","365.3051","117.05486","43.01798","291.26822","5.72048888888889","6.02048888888889","13083"
"","DGDG(2:0_21:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(2:0_21:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(2:0_21:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(2:0_21:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(2:0_21:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(2:0_21:0)+NH4","784.50566","443.37316","425.36259","383.35204","117.05488","43.01798","309.31514","1.03301111111111","1.33301111111111","12997"
"","DGDG(2:0_24:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(2:0_24:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(2:0_24:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(2:0_24:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(2:0_24:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(2:0_24:0)+NH4","826.55262","485.42012","467.40955","425.399","117.05492","43.01798","351.36206","1.55908055555556","1.85908055555556","18812"
"","DGDG(2:0_26:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(2:0_26:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(2:0_26:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(2:0_26:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(2:0_26:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(2:0_26:0)+NH4","854.58392","513.45142","495.44085","453.4303","117.05494","43.01798","379.39334","0.539469444444444","0.839469444444444","4759"
"","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96245555555556","1.26245555555556","1029","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96245555555556","1.26245555555556","1029","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96245555555556","1.26245555555556","1029","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96245555555556","1.26245555555556","1029","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96245555555556","1.26245555555556","1029","","DGDG(3:0_17:2)+NH4","738.42742","397.29492","379.28435","323.25816","131.07048","57.03362","249.2213","0.96245555555556","1.26245555555556","1029"
"","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"1.5597","1.8597","6228","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"1.5597","1.8597","6228","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"1.5597","1.8597","6228","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"1.5597","1.8597","6228","","DGDG(3:0_17:2)+NH4",0,0,0,0,0,0,0,"1.5597","1.8597","6228","","DGDG(3:0_17:2)+NH4","738.42742","397.29492","379.28435","323.25816","131.07048","57.03362","249.2213","1.5597","1.8597","6228"
"","DGDG(3:0_18:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(3:0_18:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(3:0_18:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(3:0_18:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(3:0_18:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(3:0_18:2)+NH4","752.44302","411.31052","393.29995","337.27376","131.07044","57.03362","263.23694","0.96505277777778","1.26505277777778","3233"
"","DGDG(3:0_20:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(3:0_20:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(3:0_20:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(3:0_20:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(3:0_20:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(3:0_20:0)+NH4","784.50566","443.37316","425.36259","369.3364","131.07052","57.03362","295.2995","1.03301111111111","1.33301111111111","12997"
"","DGDG(3:0_23:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(3:0_23:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(3:0_23:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(3:0_23:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(3:0_23:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(3:0_23:0)+NH4","826.55262","485.42012","467.40955","411.38336","131.07056","57.03362","337.34642","1.55908055555556","1.85908055555556","18812"
"","DGDG(3:0_25:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(3:0_25:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(3:0_25:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(3:0_25:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(3:0_25:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(3:0_25:0)+NH4","854.58392","513.45142","495.44085","439.41466","131.07058","57.03362","365.3777","0.539469444444444","0.839469444444444","4759"
"","DGDG(4:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(4:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(4:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(4:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(4:0_17:2)+NH4",0,0,0,0,0,0,0,"0.96505277777778","1.26505277777778","3233","","DGDG(4:0_17:2)+NH4","752.44302","411.31052","393.29995","323.25812","145.08608","71.04926","249.2213","0.96505277777778","1.26505277777778","3233"
"","DGDG(4:0_18:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(4:0_18:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(4:0_18:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(4:0_18:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(4:0_18:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(4:0_18:2)+NH4","766.45872","425.32622","407.31565","337.27382","145.08614","71.04926","263.23694","5.72048888888889","6.02048888888889","13083"
"","DGDG(4:0_19:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(4:0_19:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(4:0_19:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(4:0_19:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(4:0_19:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(4:0_19:0)+NH4","784.50566","443.37316","425.36259","355.32076","145.08616","71.04926","281.28386","1.03301111111111","1.33301111111111","12997"
"","DGDG(4:0_22:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(4:0_22:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(4:0_22:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(4:0_22:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(4:0_22:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(4:0_22:0)+NH4","826.55262","485.42012","467.40955","397.36772","145.0862","71.04926","323.33078","1.55908055555556","1.85908055555556","18812"
"","DGDG(4:0_24:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(4:0_24:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(4:0_24:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(4:0_24:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(4:0_24:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(4:0_24:0)+NH4","854.58392","513.45142","495.44085","425.39902","145.08622","71.04926","351.36206","0.539469444444444","0.839469444444444","4759"
"","DGDG(5:0_17:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(5:0_17:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(5:0_17:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(5:0_17:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(5:0_17:2)+NH4",0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","DGDG(5:0_17:2)+NH4","766.45872","425.32622","407.31565","323.25818","159.10178","85.0649","249.2213","5.72048888888889","6.02048888888889","13083"
"","DGDG(5:0_18:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(5:0_18:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(5:0_18:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(5:0_18:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(5:0_18:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(5:0_18:0)+NH4","784.50566","443.37316","425.36259","341.30512","159.1018","85.0649","267.26822","1.03301111111111","1.33301111111111","12997"
"","DGDG(5:0_21:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(5:0_21:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(5:0_21:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(5:0_21:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(5:0_21:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(5:0_21:0)+NH4","826.55262","485.42012","467.40955","383.35208","159.10184","85.0649","309.31514","1.55908055555556","1.85908055555556","18812"
"","DGDG(5:0_23:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(5:0_23:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(5:0_23:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(5:0_23:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(5:0_23:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(5:0_23:0)+NH4","854.58392","513.45142","495.44085","411.38338","159.10186","85.0649","337.34642","0.539469444444444","0.839469444444444","4759"
"","DGDG(6:0_17:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(6:0_17:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(6:0_17:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(6:0_17:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(6:0_17:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(6:0_17:0)+NH4","784.50566","443.37316","425.36259","327.28948","173.11744","99.08054","253.25258","1.03301111111111","1.33301111111111","12997"
"","DGDG(6:0_20:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(6:0_20:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(6:0_20:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(6:0_20:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(6:0_20:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(6:0_20:0)+NH4","826.55262","485.42012","467.40955","369.33644","173.11748","99.08054","295.2995","1.55908055555556","1.85908055555556","18812"
"","DGDG(6:0_20:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(6:0_20:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(6:0_20:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(6:0_20:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(6:0_20:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(6:0_20:3)+NH4","820.50566","479.37316","461.36259","363.28948","173.11744","99.08054","289.25258","5.1377375","5.4377375","11246"
"","DGDG(6:0_22:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(6:0_22:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(6:0_22:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(6:0_22:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(6:0_22:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(6:0_22:0)+NH4","854.58392","513.45142","495.44085","397.36774","173.1175","99.08054","323.33078","0.539469444444444","0.839469444444444","4759"
"","DGDG(7:0_16:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(7:0_16:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(7:0_16:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(7:0_16:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(7:0_16:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(7:0_16:0)+NH4","784.50566","443.37316","425.36259","313.27384","187.13308","113.09618","239.23694","1.03301111111111","1.33301111111111","12997"
"","DGDG(7:0_19:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(7:0_19:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(7:0_19:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(7:0_19:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(7:0_19:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(7:0_19:0)+NH4","826.55262","485.42012","467.40955","355.3208","187.13312","113.09618","281.28386","1.55908055555556","1.85908055555556","18812"
"","DGDG(7:0_21:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(7:0_21:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(7:0_21:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(7:0_21:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(7:0_21:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(7:0_21:0)+NH4","854.58392","513.45142","495.44085","383.3521","187.13314","113.09618","309.31514","0.539469444444444","0.839469444444444","4759"
"","DGDG(8:0_15:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(8:0_15:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(8:0_15:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(8:0_15:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(8:0_15:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(8:0_15:0)+NH4","784.50566","443.37316","425.36259","299.2582","201.14872","127.11182","225.2213","1.03301111111111","1.33301111111111","12997"
"","DGDG(8:0_18:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(8:0_18:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(8:0_18:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(8:0_18:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(8:0_18:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(8:0_18:0)+NH4","826.55262","485.42012","467.40955","341.30516","201.14876","127.11182","267.26822","1.55908055555556","1.85908055555556","18812"
"","DGDG(8:0_18:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(8:0_18:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(8:0_18:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(8:0_18:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(8:0_18:3)+NH4",0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","DGDG(8:0_18:3)+NH4","820.50566","479.37316","461.36259","335.2582","201.14872","127.11182","261.2213","5.1377375","5.4377375","11246"
"","DGDG(8:0_20:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(8:0_20:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(8:0_20:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(8:0_20:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(8:0_20:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(8:0_20:0)+NH4","854.58392","513.45142","495.44085","369.33646","201.14878","127.11182","295.2995","0.539469444444444","0.839469444444444","4759"
"","DGDG(8:0_22:6)+NH4",0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","9833","","DGDG(8:0_22:6)+NH4",0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","9833","","DGDG(8:0_22:6)+NH4",0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","9833","","DGDG(8:0_22:6)+NH4",0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","9833","","DGDG(8:0_22:6)+NH4",0,0,0,0,0,0,0,"5.38028055555556","5.68028055555556","9833","","DGDG(8:0_22:6)+NH4","870.52132","529.38882","511.37825","385.27386","201.14874","127.11182","311.23694","5.38028055555556","5.68028055555556","9833"
"","DGDG(8:0_24:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(8:0_24:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(8:0_24:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(8:0_24:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(8:0_24:4)+NH4",0,0,0,0,0,0,0,"7.91595694444445","8.21595694444445","14544","","DGDG(8:0_24:4)+NH4","902.58392","561.45142","543.44085","417.33646","201.14878","127.11182","343.2995","7.91595694444445","8.21595694444445","14544"
"","DGDG(8:0_26:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(8:0_26:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(8:0_26:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(8:0_26:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(8:0_26:2)+NH4",0,0,0,0,0,0,0,"1.121775","1.421775","2851","","DGDG(8:0_26:2)+NH4","934.64652","593.51402","575.50345","449.39906","201.14882","127.11182","375.36206","1.121775","1.421775","2851"
"","DGDG(9:0_14:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(9:0_14:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(9:0_14:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(9:0_14:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(9:0_14:0)+NH4",0,0,0,0,0,0,0,"1.03301111111111","1.33301111111111","12997","","DGDG(9:0_14:0)+NH4","784.50566","443.37316","425.36259","285.24256","215.16436","141.12746","211.20566","1.03301111111111","1.33301111111111","12997"
"","DGDG(9:0_17:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(9:0_17:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(9:0_17:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(9:0_17:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(9:0_17:0)+NH4",0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","DGDG(9:0_17:0)+NH4","826.55262","485.42012","467.40955","327.28952","215.1644","141.12746","253.25258","1.55908055555556","1.85908055555556","18812"
"","DGDG(9:0_19:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(9:0_19:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(9:0_19:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(9:0_19:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(9:0_19:0)+NH4",0,0,0,0,0,0,0,"0.539469444444444","0.839469444444444","4759","","DGDG(9:0_19:0)+NH4","854.58392","513.45142","495.44085","355.32082","215.16442","141.12746","281.28386","0.539469444444444","0.839469444444444","4759"
"","DGDG(9:0_20:3)+NH4",0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","DGDG(9:0_20:3)+NH4",0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","DGDG(9:0_20:3)+NH4",0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","DGDG(9:0_20:3)+NH4",0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","DGDG(9:0_20:3)+NH4",0,0,0,0,0,0,0,"5.67039583333333","5.97039583333333","18918","","DGDG(9:0_20:3)+NH4","862.55262","521.42012","503.40955","363.28952","215.1644","141.12746","289.25258","5.67039583333333","5.97039583333333","18918"
"","DGDG(9:0_22:5)+NH4",0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","DGDG(9:0_22:5)+NH4",0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","DGDG(9:0_22:5)+NH4",0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","DGDG(9:0_22:5)+NH4",0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","DGDG(9:0_22:5)+NH4",0,0,0,0,0,0,0,"5.49449090909091","5.79449090909091","7043","","DGDG(9:0_22:5)+NH4","886.55262","545.42012","527.40955","387.28952","215.1644","141.12746","313.25258","5.49449090909091","5.79449090909091","7043"
