"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Average m/z","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment"
"","MGDG(12:0_18:4)+Na",0,0,0,0,"1.47928611111111","1.77928611111111","7151","","MGDG(12:0_18:4)+Na",0,0,0,0,"1.47928611111111","1.77928611111111","7151","","MGDG(12:0_18:4)+Na",0,0,0,0,"1.47928611111111","1.77928611111111","7151","","MGDG(12:0_18:4)+Na",0,0,0,0,"1.47928611111111","1.77928611111111","7151","","MGDG(12:0_18:4)+Na",0,0,0,0,"1.47928611111111","1.77928611111111","7151","","MGDG(12:0_18:4)+Na","717.4548","517.2772","441.2459","243.084","1.47928611111111","1.77928611111111","7151"
"","MGDG(12:0_22:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(12:0_22:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(12:0_22:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(12:0_22:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(12:0_22:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(12:0_22:1)+Na","779.5644","579.3868","441.2459","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(12:0_24:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(12:0_24:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(12:0_24:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(12:0_24:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(12:0_24:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(12:0_24:0)+Na","809.6113","609.4337","441.2459","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(13:0_20:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(13:0_20:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(13:0_20:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(13:0_20:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(13:0_20:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(13:0_20:4)+Na","759.5018","545.3085","455.2616","243.084","0.463593939393939","0.763593939393939","19070"
"","MGDG(13:0_22:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(13:0_22:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(13:0_22:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(13:0_22:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(13:0_22:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(13:0_22:4)+Na","787.5331","573.3398","455.2616","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(13:0_23:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(13:0_23:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(13:0_23:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(13:0_23:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(13:0_23:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(13:0_23:0)+Na","809.6114","595.4181","455.2616","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(14:0_20:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:0_20:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:0_20:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:0_20:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:0_20:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:0_20:1)+Na","779.5644","551.3555","469.2772","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(14:0_22:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(14:0_22:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(14:0_22:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(14:0_22:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(14:0_22:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(14:0_22:0)+Na","809.6113","581.4024","469.2772","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(14:1_14:1)+Na",0,0,0,0,"1.64766805555556","1.94766805555556","7811","","MGDG(14:1_14:1)+Na",0,0,0,0,"1.64766805555556","1.94766805555556","7811","","MGDG(14:1_14:1)+Na",0,0,0,0,"1.64766805555556","1.94766805555556","7811","","MGDG(14:1_14:1)+Na",0,0,0,0,"1.64766805555556","1.94766805555556","7811","","MGDG(14:1_14:1)+Na",0,0,0,0,"1.64766805555556","1.94766805555556","7811","","MGDG(14:1_14:1)+Na","693.4549","467.2616","467.2616","243.084","1.64766805555556","1.94766805555556","7811"
"","MGDG(14:1_20:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:1_20:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:1_20:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:1_20:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:1_20:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(14:1_20:0)+Na","779.5644","553.3711","467.2616","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na","759.5018","517.2772","483.2929","243.084","0.463593939393939","0.763593939393939","19070"
"","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na","787.5331","545.3085","483.2929","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na","809.6114","567.3868","483.2929","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na","817.5801","575.3555","483.2929","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na","817.5801","575.3555","483.2929","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na","759.5018","519.2929","481.2772","243.084","0.463593939393939","0.763593939393939","19070"
"","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na","779.5644","539.3555","481.2772","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na","787.5331","547.3242","481.2772","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na","817.58","577.3711","481.2772","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na","817.58","577.3711","481.2772","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na","779.5644","523.3242","497.3085","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na","809.6113","553.3711","497.3085","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na","779.5644","525.3398","495.2929","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na","779.5644","509.3085","511.3242","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na","787.5331","517.2772","511.3242","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na","809.6114","539.3555","511.3242","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na","817.5801","547.3242","511.3242","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na","817.5801","547.3242","511.3242","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na","843.5957","573.3398","511.3242","243.084","5.47874305555556","5.77874305555556","14805"
"","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na","843.5957","573.3398","511.3242","243.084","4.70899861111111","5.00899861111111","16408"
"","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na","787.5331","519.2929","509.3085","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na","817.58","549.3398","509.3085","243.084","5.10978484848485","5.40978484848485","13852"
