"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Number of Scans","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Max Intensity","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Average m/z","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H","863.67361","692.66771","313.2737","453.4302","71.0856","95.0855","123.1168","11.7076621212121","12.0076621212121","8052"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H","863.67361","692.66771","313.2737","453.4302","71.0856","95.0855","123.1168","11.7227763888889","12.0227763888889","10574"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H","863.67361","692.66771","313.2737","453.4302","71.0856","95.0855","123.1168","10.6739233333333","10.9739233333333","14210"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H","863.67361","692.66771","313.2737","453.4302","71.0856","95.0855","123.1168","11.78905","12.08905","18971"
"","PG(16:1_18:0)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:1_18:0)+H","749.53281","578.52691","311.2581","341.305","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(16:1_20:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:1_20:0)+H","777.56411","606.55821","311.2581","369.3363","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(16:1_20:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:1_20:2)+H","773.53281","602.52691","311.2581","365.305","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(16:1_20:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:1_20:4)+H","769.50151","598.49561","311.2581","361.2737","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
"","PG(16:1_22:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:1_22:0)+H","805.59541","634.58951","311.2581","397.3676","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(17:0_17:0)+H","751.54851","580.54261","327.2894","327.2894","71.0856","95.0855","123.1168","7.82195138888889","8.12195138888889","9101"
"","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H",0,0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(17:0_17:0)+H","751.54851","580.54261","327.2894","327.2894","71.0856","95.0855","123.1168","7.39776388888889","7.69776388888889","17810"
"","PG(17:0_17:1)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H",0,0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(17:0_17:1)+H","749.53281","578.52691","327.2894","325.2737","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(17:0_18:0)+H","765.56411","594.55821","327.2894","341.305","71.0856","95.0855","123.1168","5.769355","6.069355","15222"
"","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(17:0_18:0)+H","765.56411","594.55821","327.2894","341.305","71.0856","95.0855","123.1168","5.30083181818182","5.60083181818182","18052"
"","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H",0,0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(17:0_18:0)+H","765.56411","594.55821","327.2894","341.305","71.0856","95.0855","123.1168","5.0812375","5.3812375","18081"
"","PG(17:0_19:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(17:0_19:0)+H","779.57981","608.57391","327.2894","355.3207","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(17:0_22:3)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:0_22:3)+H","815.57981","644.57391","327.2894","391.3207","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
"","PG(17:0_24:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(17:0_24:0)+H","849.65801","678.65211","327.2894","425.3989","71.0856","95.0855","123.1168","7.873475","8.173475","18751"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(17:0_25:0)+H","863.67371","692.66781","327.2894","439.4146","71.0856","95.0855","123.1168","11.7076621212121","12.0076621212121","8052"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(17:0_25:0)+H","863.67371","692.66781","327.2894","439.4146","71.0856","95.0855","123.1168","11.7227763888889","12.0227763888889","10574"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(17:0_25:0)+H","863.67371","692.66781","327.2894","439.4146","71.0856","95.0855","123.1168","10.6739233333333","10.9739233333333","14210"
"","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(17:0_25:0)+H","863.67371","692.66781","327.2894","439.4146","71.0856","95.0855","123.1168","11.78905","12.08905","18971"
"","PG(17:1_19:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(17:1_19:0)+H","777.56411","606.55821","325.2737","355.3207","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(17:1_21:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(17:1_21:0)+H","805.59541","634.58951","325.2737","383.352","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(17:1_22:2)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:1_22:2)+H","815.57971","644.57381","325.2737","393.3363","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
"","PG(17:2_22:1)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H",0,0,0,0,0,0,0,"6.78260151515152","7.08260151515152","18808","","PG(17:2_22:1)+H","815.57981","644.57391","323.2581","395.352","71.0856","95.0855","123.1168","6.78260151515152","7.08260151515152","18808"
"","PG(17:2_25:0)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(17:2_25:0)+H","859.64241","688.63651","323.2581","439.4146","71.0856","95.0855","123.1168","3.7889","4.0889","13894"
"","PG(17:2_26:0)+H",0,0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H",0,0,0,0,0,0,0,"8.14518333333333","8.44518333333333","14415","","PG(17:2_26:0)+H","873.65801","702.65211","323.2581","453.4302","71.0856","95.0855","123.1168","8.14518333333333","8.44518333333333","14415"
"","PG(18:0_18:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H",0,0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(18:0_18:0)+H","779.57971","608.57381","341.305","341.305","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(18:0_18:1)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H",0,0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(18:0_18:1)+H","777.56411","606.55821","341.305","339.2894","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(18:0_18:3)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:0_18:3)+H","773.53281","602.52691","341.305","335.2581","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(18:0_20:1)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:0_20:1)+H","805.59541","634.58951","341.305","367.3207","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(18:0_23:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H",0,0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(18:0_23:0)+H","849.65801","678.65211","341.305","411.3833","71.0856","95.0855","123.1168","7.873475","8.173475","18751"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(18:0_24:0)+H","863.67361","692.66771","341.305","425.3989","71.0856","95.0855","123.1168","11.7076621212121","12.0076621212121","8052"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(18:0_24:0)+H","863.67361","692.66771","341.305","425.3989","71.0856","95.0855","123.1168","11.7227763888889","12.0227763888889","10574"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(18:0_24:0)+H","863.67361","692.66771","341.305","425.3989","71.0856","95.0855","123.1168","10.6739233333333","10.9739233333333","14210"
"","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H",0,0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(18:0_24:0)+H","863.67361","692.66771","341.305","425.3989","71.0856","95.0855","123.1168","11.78905","12.08905","18971"
"","PG(18:0_26:0)+H",0,0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H",0,0,0,0,0,0,0,"12.3820805555556","12.6820805555556","3336","","PG(18:0_26:0)+H","891.70491","720.69901","341.305","453.4302","71.0856","95.0855","123.1168","12.3820805555556","12.6820805555556","3336"
"","PG(18:1_18:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H",0,0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(18:1_18:2)+H","773.53281","602.52691","339.2894","337.2737","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(18:1_18:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H",0,0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(18:1_18:4)+H","769.50151","598.49561","339.2894","333.2424","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
"","PG(18:1_20:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H",0,0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(18:1_20:0)+H","805.59541","634.58951","339.2894","369.3363","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(18:1_24:1)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H",0,0,0,0,0,0,0,"3.7889","4.0889","13894","","PG(18:1_24:1)+H","859.64241","688.63651","339.2894","423.3833","71.0856","95.0855","123.1168","3.7889","4.0889","13894"
"","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"11.8720916666667","12.1720916666667","4824","","PG(18:1_26:0)+H","889.68931","718.68341","339.2894","453.4302","71.0856","95.0855","123.1168","11.8720916666667","12.1720916666667","4824"
"","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H",0,0,0,0,0,0,0,"10.5238555555556","10.8238555555556","6979","","PG(18:1_26:0)+H","889.68931","718.68341","339.2894","453.4302","71.0856","95.0855","123.1168","10.5238555555556","10.8238555555556","6979"
