"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","12.8422208333333","13.1422208333333","11607"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","10.6748111111111","10.9748111111111","11611"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","11.3180833333333","11.6180833333333","11702"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","12.0235638888889","12.3235638888889","13054"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","14.6558361111111","14.9558361111111","14380"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","15.0512375","15.3512375","14383"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","15.2008138888889","15.5008138888889","15998"
"","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(13:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(13:0_22:5)+NH4-CO","752.5671","538.37394","422.31138","213.18479","329.24735","358.31055","242.24799","10.2533763888889","10.5533763888889","16671"
"","MGDG(13:0_24:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(13:0_24:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(13:0_24:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(13:0_24:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(13:0_24:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(13:0_24:0)+NH4-CO","790.67666","576.4835","422.31146","213.18479","367.35683","396.42011","242.24807","5.96369861111111","6.26369861111111","4127"
"","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:0_17:1)+NH4-CO","704.5671","476.3583","436.32702","227.20043","267.23171","296.29491","256.26363","10.6153818181818","10.9153818181818","2311"
"","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:0_17:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:0_17:1)+NH4-CO","704.5671","476.3583","436.32702","227.20043","267.23171","296.29491","256.26363","9.76697575757576","10.0669757575758","12355"
"","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:0_18:2)+NH4-CO","716.5671","488.3583","436.32702","227.20043","279.23171","308.29491","256.26363","4.9459625","5.2459625","1270"
"","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:0_18:2)+NH4-CO","716.5671","488.3583","436.32702","227.20043","279.23171","308.29491","256.26363","6.05895555555555","6.35895555555555","2400"
"","MGDG(14:0_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:0_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:0_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:0_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:0_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:0_18:3)+NH4-CO","714.5515","486.3427","436.32706","227.20043","277.21607","306.27931","256.26367","4.87828888888889","5.17828888888889","3047"
"","MGDG(14:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:0_22:2)+NH4-CO","772.6297","544.4209","436.32706","227.20043","335.29427","364.35751","256.26367","5.07296666666667","5.37296666666667","5335"
"","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:0_22:5)+NH4-CO","766.5827","538.3739","436.32698","227.20043","329.24735","358.31051","256.26359","13.1011986111111","13.4011986111111","13383"
"","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:0_22:5)+NH4-CO","766.5827","538.3739","436.32698","227.20043","329.24735","358.31051","256.26359","14.7114236111111","15.0114236111111","15355"
"","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:0_22:5)+NH4-CO","766.5827","538.3739","436.32698","227.20043","329.24735","358.31051","256.26359","9.76161666666667","10.0616166666667","16736"
"","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:0_22:5)+NH4-CO","766.5827","538.3739","436.32698","227.20043","329.24735","358.31051","256.26359","9.8756944444444","10.1756944444444","17365"
"","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(14:0_22:5)+NH4-CO","766.5827","538.3739","436.32698","227.20043","329.24735","358.31051","256.26359","11.9500777777778","12.2500777777778","17391"
"","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(14:0_22:5)+NH4-CO","766.5827","538.3739","436.32698","227.20043","329.24735","358.31051","256.26359","10.2665041666667","10.5665041666667","17419"
"","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(14:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(14:0_22:5)+NH4-CO","766.5827","538.3739","436.32698","227.20043","329.24735","358.31051","256.26359","11.8282958333333","12.1282958333333","17458"
"","MGDG(14:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(14:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(14:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(14:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(14:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(14:0_23:0)+NH4-CO","790.67666","562.46786","436.3271","227.20043","353.34119","382.40447","256.26371","5.96369861111111","6.26369861111111","4127"
"","MGDG(14:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(14:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(14:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(14:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(14:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(14:0_26:1)+NH4-CO","830.70797","602.49917","436.32713","227.20043","393.37247","422.43578","256.26374","9.84984242424242","10.1498424242424","10191"
"","MGDG(14:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(14:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(14:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(14:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(14:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(14:0_26:2)+NH4-CO","828.6923","600.4835","436.3271","227.20043","391.35683","420.42011","256.26371","8.73256944444444","9.03256944444444","7818"
"","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(14:1_17:0)+NH4-CO","704.5671","478.37394","434.31138","225.18479","269.24735","298.31055","254.24799","10.6153818181818","10.9153818181818","2311"
"","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:1_17:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(14:1_17:0)+NH4-CO","704.5671","478.37394","434.31138","225.18479","269.24735","298.31055","254.24799","9.76697575757576","10.0669757575758","12355"
"","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(14:1_18:1)+NH4-CO","716.5671","490.37394","434.31138","225.18479","281.24735","310.31055","254.24799","4.9459625","5.2459625","1270"
"","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(14:1_18:1)+NH4-CO","716.5671","490.37394","434.31138","225.18479","281.24735","310.31055","254.24799","6.05895555555555","6.35895555555555","2400"
"","MGDG(14:1_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:1_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:1_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:1_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:1_18:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(14:1_18:2)+NH4-CO","714.5515","488.35834","434.31142","225.18479","279.23171","308.29495","254.24803","4.87828888888889","5.17828888888889","3047"
"","MGDG(14:1_19:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(14:1_19:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(14:1_19:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(14:1_19:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(14:1_19:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(14:1_19:0)+NH4-CO","732.5984","506.40524","434.3114","225.18479","297.27863","326.34185","254.24801","13.1895819444444","13.4895819444444","2167"
"","MGDG(14:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"4.8675696969697","5.1675696969697","3405","","MGDG(14:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"4.8675696969697","5.1675696969697","3405","","MGDG(14:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"4.8675696969697","5.1675696969697","3405","","MGDG(14:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"4.8675696969697","5.1675696969697","3405","","MGDG(14:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"4.8675696969697","5.1675696969697","3405","","MGDG(14:1_20:5)+NH4-CO","736.5358","510.34264","434.31136","225.18479","301.21607","330.27925","254.24797","4.8675696969697","5.1675696969697","3405"
"","MGDG(14:1_22:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:1_22:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:1_22:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:1_22:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:1_22:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(14:1_22:1)+NH4-CO","772.6297","546.43654","434.31142","225.18479","337.30991","366.37315","254.24803","5.07296666666667","5.37296666666667","5335"
"","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(14:1_22:4)+NH4-CO","766.5827","540.38954","434.31134","225.18479","331.26299","360.32615","254.24795","13.1011986111111","13.4011986111111","13383"
"","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(14:1_22:4)+NH4-CO","766.5827","540.38954","434.31134","225.18479","331.26299","360.32615","254.24795","14.7114236111111","15.0114236111111","15355"
"","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(14:1_22:4)+NH4-CO","766.5827","540.38954","434.31134","225.18479","331.26299","360.32615","254.24795","9.76161666666667","10.0616166666667","16736"
"","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:1_22:4)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(14:1_22:4)+NH4-CO","766.5827","540.38954","434.31134","225.18479","331.26299","360.32615","254.24795","9.8756944444444","10.1756944444444","17365"
