"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","11.1458208333333","11.4458208333333","9728"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","12.6754166666667","12.9754166666667","11590"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","12.8422208333333","13.1422208333333","11607"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","10.6748111111111","10.9748111111111","11611"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","11.3180833333333","11.6180833333333","11702"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","12.0235638888889","12.3235638888889","13054"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","14.6558361111111","14.9558361111111","14380"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","15.0512375","15.3512375","14383"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","15.2008138888889","15.5008138888889","15998"
"","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:5_15:0)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:5_15:0)+NH4-CO","752.5671","450.34266","510.34266","301.21607","241.21607","270.27927","330.27927","10.2533763888889","10.5533763888889","16671"
"","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:5_16:0)+NH4-CO","766.5827","464.35826","510.34262","301.21607","255.23171","284.29487","330.27923","13.1011986111111","13.4011986111111","13383"
"","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:5_16:0)+NH4-CO","766.5827","464.35826","510.34262","301.21607","255.23171","284.29487","330.27923","14.7114236111111","15.0114236111111","15355"
"","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:5_16:0)+NH4-CO","766.5827","464.35826","510.34262","301.21607","255.23171","284.29487","330.27923","9.76161666666667","10.0616166666667","16736"
"","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:5_16:0)+NH4-CO","766.5827","464.35826","510.34262","301.21607","255.23171","284.29487","330.27923","9.8756944444444","10.1756944444444","17365"
"","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:5_16:0)+NH4-CO","766.5827","464.35826","510.34262","301.21607","255.23171","284.29487","330.27923","11.9500777777778","12.2500777777778","17391"
"","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:5_16:0)+NH4-CO","766.5827","464.35826","510.34262","301.21607","255.23171","284.29487","330.27923","10.2665041666667","10.5665041666667","17419"
"","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:5_16:0)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:5_16:0)+NH4-CO","766.5827","464.35826","510.34262","301.21607","255.23171","284.29487","330.27923","11.8282958333333","12.1282958333333","17458"
"","MGDG(20:5_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:5_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:5_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:5_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:5_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:5_18:1)+NH4-CO","792.5984","490.37396","510.34268","301.21607","281.24735","310.31057","330.27929","9.17860454545455","9.47860454545455","19071"
"","MGDG(21:0_16:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(21:0_16:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(21:0_16:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(21:0_16:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(21:0_16:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(21:0_16:0)+NH4-CO","790.67666","464.35838","534.43658","325.30991","255.23171","284.29499","354.37319","5.96369861111111","6.26369861111111","4127"
"","MGDG(22:0_15:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(22:0_15:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(22:0_15:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(22:0_15:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(22:0_15:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(22:0_15:0)+NH4-CO","790.67666","450.34274","548.45222","339.32555","241.21607","270.27935","368.38883","5.96369861111111","6.26369861111111","4127"
"","MGDG(22:0_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:0_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:0_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:0_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:0_18:1)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:0_18:1)+NH4-CO","830.70797","490.37405","548.45225","339.32555","281.24735","310.31066","368.38886","9.84984242424242","10.1498424242424","10191"
"","MGDG(22:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:0_18:2)+NH4-CO","828.6923","488.35838","548.45222","339.32555","279.23171","308.29499","368.38883","8.73256944444444","9.03256944444444","7818"
"","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(22:1_9:0)+NH4-CO","704.5671","366.24882","546.4365","337.30991","157.12223","186.18543","366.37311","10.6153818181818","10.9153818181818","2311"
"","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(22:1_9:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(22:1_9:0)+NH4-CO","704.5671","366.24882","546.4365","337.30991","157.12223","186.18543","366.37311","9.76697575757576","10.0669757575758","12355"
"","MGDG(22:1_11:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(22:1_11:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(22:1_11:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(22:1_11:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(22:1_11:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(22:1_11:0)+NH4-CO","732.5984","394.28012","546.43652","337.30991","185.15351","214.21673","366.37313","13.1895819444444","13.4895819444444","2167"
"","MGDG(22:1_14:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(22:1_14:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(22:1_14:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(22:1_14:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(22:1_14:1)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(22:1_14:1)+NH4-CO","772.6297","434.31142","546.43654","337.30991","225.18479","254.24803","366.37315","5.07296666666667","5.37296666666667","5335"
"","MGDG(22:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(22:1_18:0)+NH4-CO","830.70797","492.38969","546.43661","337.30991","283.26299","312.3263","366.37322","9.84984242424242","10.1498424242424","10191"
"","MGDG(22:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:1_18:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(22:1_18:1)+NH4-CO","828.6923","490.37402","546.43658","337.30991","281.24735","310.31063","366.37319","8.73256944444444","9.03256944444444","7818"
"","MGDG(22:1_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(22:1_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(22:1_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(22:1_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(22:1_22:2)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(22:1_22:2)+NH4-CO","882.7393","544.42102","546.43666","337.30991","335.29427","364.35763","366.37327","5.64739393939394","5.94739393939394","14147"
"","MGDG(22:1_22:6)+NH4-CO",0,0,0,0,0,0,0,"10.472946969697","10.772946969697","16438","","MGDG(22:1_22:6)+NH4-CO",0,0,0,0,0,0,0,"10.472946969697","10.772946969697","16438","","MGDG(22:1_22:6)+NH4-CO",0,0,0,0,0,0,0,"10.472946969697","10.772946969697","16438","","MGDG(22:1_22:6)+NH4-CO",0,0,0,0,0,0,0,"10.472946969697","10.772946969697","16438","","MGDG(22:1_22:6)+NH4-CO",0,0,0,0,0,0,0,"10.472946969697","10.772946969697","16438","","MGDG(22:1_22:6)+NH4-CO","874.67666","536.35838","546.43658","337.30991","327.23171","356.29499","366.37319","10.472946969697","10.772946969697","16438"
"","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(22:2_2:0)+NH4-CO","604.4419","268.13926","544.42078","335.29427","59.01275","88.07587","364.35739","0.454356944444444","0.754356944444444","4111"
"","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(22:2_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(22:2_2:0)+NH4-CO","604.4419","268.13926","544.42078","335.29427","59.01275","88.07587","364.35739","0.6766875","0.9766875","13230"
"","MGDG(22:2_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(22:2_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(22:2_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(22:2_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(22:2_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(22:2_3:0)+NH4-CO","618.45754","282.1549","544.42078","335.29427","73.02839","102.09151","364.35739","0.371820833333333","0.671820833333333","3775"
"","MGDG(22:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(22:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(22:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(22:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(22:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(22:2_4:0)+NH4-CO","632.4732","296.17056","544.4208","335.29427","87.04403","116.10717","364.35741","0.381401515151515","0.681401515151515","9873"
"","MGDG(22:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(22:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(22:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(22:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(22:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(22:2_5:0)+NH4-CO","646.48885","310.18621","544.42081","335.29427","101.05967","130.12282","364.35742","0.453883333333333","0.753883333333333","8095"
"","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(22:2_10:0)+NH4-CO","716.5671","380.26446","544.42086","335.29427","171.13787","200.20107","364.35747","4.9459625","5.2459625","1270"
"","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(22:2_10:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(22:2_10:0)+NH4-CO","716.5671","380.26446","544.42086","335.29427","171.13787","200.20107","364.35747","6.05895555555555","6.35895555555555","2400"
