"MSDIAL_OxPG","[M-H]-","1","2","3","4","5"
"MSDIAL_PG 18:0_20:5;O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CC;ZKZSFEKAXOTRBG-OWUFSUKINA-N;C44H77O11P","811.51307","283.2635","811.5131","299.2017","317.2122","1"
"MSDIAL_PG 18:0_20:6;O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCC1OC1\C=C\C=C\C=C/C\C=C/C\C=C/CC;NCZCRRJGZIYCHR-GTJZUOQONA-N;C44H75O11P","809.49742","283.2635","809.4974","315.1966","1","1"
"MSDIAL_PG 18:0_20:5;2O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCC(O)\C=C\C=C/C=C/C(O)C\C=C/C\C=C/CC;BLNAJEHRRYHYRD-YDAWSWDDNA-N;C44H77O12P","827.50799","283.2635","315.1966","827.508","297.186","333.2071"
"MSDIAL_PG 18:0_20:5;3O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCC(O)\C=C\C=C/C=C/C(O)C\C=C/C=C/C(O)CC;MUWQRNVOALHWLR-STPXBLHJNA-N;C44H77O13P","843.50290","283.2635","843.5029","313.1809","331.1915","349.2021"
"MSDIAL_PG 18:0_20:5;3O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCC\C=C/CC1C2CC(OO2)C1\C=C\C(O)C\C=C/CC;LGBXKTUZSJUGNZ-UJNQZSPMNA-N;C44H77O13P","843.50290","283.2635","843.5029","331.1915","349.2021","1"
"MSDIAL_PG 18:0_20:5;4O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCC\C=C/CC1C2CC(OO2)C1\C=C\C(C\C=C/CC)OO;YFMQYGPORATVJU-UJNQZSPMNA-N;C44H77O14P","859.49782","283.2635","859.4978","347.1864","329.1758","365.197"
"MSDIAL_PG 18:0_22:5;O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CC1OC1CC;XIQQDFMZWFTVBK-GCHHYRJUNA-N;C46H79O11P","837.52872","283.2635","837.5287","343.2279","1","1"
"MSDIAL_PG 18:0_22:5;2O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CC(O)C(O)CC;RRAKSYQVKLWDSW-GCHHYRJUNA-N;C46H81O12P","855.53929","283.2635","343.2279","855.5393","325.2173","361.2384"
"MSDIAL_PG 18:0_22:6;O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C/C(C)O;WQQONIWBHZETBY-JADASICXNA-N;C46H79O11P","837.52872","283.2635","837.5287","325.2173","343.2279","1"
"MSDIAL_PG 18:0_22:6;2O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CC\C=C\C\C=C\C\C=C\C=C/C(O)C\C=C\C\C=C/C(C)O;RLLOMPFWXHDYET-MOPCUWBDNA-N;C46H79O12P","853.52364","283.2635","341.2122","853.5236","323.2017","359.2228"
