OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O2]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[M+H-nH2O2-R1COOH]+,[M+H-nH2O2-R2COOH]+,[M+H-nH2O2-R3COOH]+
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_16:1)+NH4,1046.71395,885.6028404,893.6654404,625.4463304,625.4463304,703.4204904,593.4565104,593.4565104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_18:0)+NH4,1076.76085,915.6497404,923.7123404,655.4932304,655.4932304,703.4204904,623.5034104,623.5034104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_18:1)+NH4,1074.74525,913.6341404,921.6967404,653.4776304,653.4776304,703.4204904,621.4878104,621.4878104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_18:2)+NH4,1072.72955,911.6184404,919.6810404,651.4619304,651.4619304,703.4204904,619.4721104,619.4721104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_18:3)+NH4,1070.71395,909.6028404,917.6654404,649.4463304,649.4463304,703.4204904,617.4565104,617.4565104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_18:4)+NH4,1068.69825,907.5871404,915.6497404,647.4306304,647.4306304,703.4204904,615.4408104,615.4408104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_20:4)+NH4,1096.72955,935.6184404,943.6810404,675.4619304,675.4619304,703.4204904,643.4721104,643.4721104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_20:5)+NH4,1094.71395,933.6028404,941.6654404,673.4463304,673.4463304,703.4204904,641.4565104,641.4565104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_22:5)+NH4,1122.74525,961.6341404,969.6967404,701.4776304,701.4776304,703.4204904,669.4878104,669.4878104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_22:6)+NH4,1120.72955,959.6184404,967.6810404,699.4619304,699.4619304,703.4204904,667.4721104,667.4721104,639.4408504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_14:0)+NH4,1018.68265,857.5715404,865.6341404,597.4150304,599.4306304,701.4048904,565.4252104,567.4408104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_14:1)+NH4,1016.66705,855.5559404,863.6185404,595.3994304,597.4150304,701.4048904,563.4096104,565.4252104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_16:0)+NH4,1046.71395,885.6028404,893.6654404,625.4463304,627.4619304,701.4048904,593.4565104,595.4721104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_16:1)+NH4,1044.69835,883.5872404,891.6498404,623.4307304,625.4463304,701.4048904,591.4409104,593.4565104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_18:0)+NH4,1074.74525,913.6341404,921.6967404,653.4776304,655.4932304,701.4048904,621.4878104,623.5034104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_18:1)+NH4,1072.72965,911.6185404,919.6811404,651.4620304,653.4776304,701.4048904,619.4722104,621.4878104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_18:2)+NH4,1070.71395,909.6028404,917.6654404,649.4463304,651.4619304,701.4048904,617.4565104,619.4721104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_18:3)+NH4,1068.69835,907.5872404,915.6498404,647.4307304,649.4463304,701.4048904,615.4409104,617.4565104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_18:4)+NH4,1066.68265,905.5715404,913.6341404,645.4150304,647.4306304,701.4048904,613.4252104,615.4408104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_20:4)+NH4,1094.71395,933.6028404,941.6654404,673.4463304,675.4619304,701.4048904,641.4565104,643.4721104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_20:5)+NH4,1092.69835,931.5872404,939.6498404,671.4307304,673.4463304,701.4048904,639.4409104,641.4565104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_22:5)+NH4,1120.72965,959.6185404,967.6811404,699.4620304,701.4776304,701.4048904,667.4722104,669.4878104,637.4252504
OxTG(20:4(OOHOOH)_20:5(OOHOOH)_22:6)+NH4,1118.71395,957.6028404,965.6654404,697.4463304,699.4619304,701.4048904,665.4565104,667.4721104,637.4252504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_14:0)+NH4,1054.77655,893.6654404,901.7280404,633.5089304,599.4306304,737.4987904,601.5191104,567.4408104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_14:1)+NH4,1052.76095,891.6498404,899.7124404,631.4933304,597.4150304,737.4987904,599.5035104,565.4252104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_16:0)+NH4,1082.80785,921.6967404,929.7593404,661.5402304,627.4619304,737.4987904,629.5504104,595.4721104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_16:1)+NH4,1080.79225,919.6811404,927.7437404,659.5246304,625.4463304,737.4987904,627.5348104,593.4565104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_18:0)+NH4,1110.83915,949.7280404,957.7906404,689.5715304,655.4932304,737.4987904,657.5817104,623.5034104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_18:1)+NH4,1108.82355,947.7124404,955.7750404,687.5559304,653.4776304,737.4987904,655.5661104,621.4878104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_18:2)+NH4,1106.80785,945.6967404,953.7593404,685.5402304,651.4619304,737.4987904,653.5504104,619.4721104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_18:3)+NH4,1104.79225,943.6811404,951.7437404,683.5246304,649.4463304,737.4987904,651.5348104,617.4565104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_18:4)+NH4,1102.77655,941.6654404,949.7280404,681.5089304,647.4306304,737.4987904,649.5191104,615.4408104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_20:4)+NH4,1130.80785,969.6967404,977.7593404,709.5402304,675.4619304,737.4987904,677.5504104,643.4721104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_20:5)+NH4,1128.79225,967.6811404,975.7437404,707.5246304,673.4463304,737.4987904,675.5348104,641.4565104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_22:5)+NH4,1156.82355,995.7124404,1003.77504,735.5559304,701.4776304,737.4987904,703.5661104,669.4878104,673.5191504
OxTG(20:4(OOHOOH)_22:1(OOHOOH)_22:6)+NH4,1154.80785,993.6967404,1001.75934,733.5402304,699.4619304,737.4987904,701.5504104,667.4721104,673.5191504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_14:0)+NH4,1052.76085,891.6497404,899.7123404,631.4932304,599.4306304,735.4830904,599.5034104,567.4408104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_14:1)+NH4,1050.74525,889.6341404,897.6967404,629.4776304,597.4150304,735.4830904,597.4878104,565.4252104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_16:0)+NH4,1080.79215,919.6810404,927.7436404,659.5245304,627.4619304,735.4830904,627.5347104,595.4721104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_16:1)+NH4,1078.77655,917.6654404,925.7280404,657.5089304,625.4463304,735.4830904,625.5191104,593.4565104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_18:0)+NH4,1108.82345,947.7123404,955.7749404,687.5558304,655.4932304,735.4830904,655.5660104,623.5034104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_18:1)+NH4,1106.80785,945.6967404,953.7593404,685.5402304,653.4776304,735.4830904,653.5504104,621.4878104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_18:2)+NH4,1104.79215,943.6810404,951.7436404,683.5245304,651.4619304,735.4830904,651.5347104,619.4721104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_18:3)+NH4,1102.77655,941.6654404,949.7280404,681.5089304,649.4463304,735.4830904,649.5191104,617.4565104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_18:4)+NH4,1100.76085,939.6497404,947.7123404,679.4932304,647.4306304,735.4830904,647.5034104,615.4408104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_20:4)+NH4,1128.79215,967.6810404,975.7436404,707.5245304,675.4619304,735.4830904,675.5347104,643.4721104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_20:5)+NH4,1126.77655,965.6654404,973.7280404,705.5089304,673.4463304,735.4830904,673.5191104,641.4565104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_22:5)+NH4,1154.80785,993.6967404,1001.75934,733.5402304,701.4776304,735.4830904,701.5504104,669.4878104,671.5034504
OxTG(20:4(OOHOOH)_22:2(OOHOOH)_22:6)+NH4,1152.79215,991.6810404,999.7436404,731.5245304,699.4619304,735.4830904,699.5347104,667.4721104,671.5034504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_14:0)+NH4,1050.74525,889.6341404,897.6967404,629.4776304,599.4306304,733.4674904,597.4878104,567.4408104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_14:1)+NH4,1048.72965,887.6185404,895.6811404,627.4620304,597.4150304,733.4674904,595.4722104,565.4252104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_16:0)+NH4,1078.77655,917.6654404,925.7280404,657.5089304,627.4619304,733.4674904,625.5191104,595.4721104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_16:1)+NH4,1076.76095,915.6498404,923.7124404,655.4933304,625.4463304,733.4674904,623.5035104,593.4565104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_18:0)+NH4,1106.80785,945.6967404,953.7593404,685.5402304,655.4932304,733.4674904,653.5504104,623.5034104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_18:1)+NH4,1104.79225,943.6811404,951.7437404,683.5246304,653.4776304,733.4674904,651.5348104,621.4878104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_18:2)+NH4,1102.77655,941.6654404,949.7280404,681.5089304,651.4619304,733.4674904,649.5191104,619.4721104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_18:3)+NH4,1100.76095,939.6498404,947.7124404,679.4933304,649.4463304,733.4674904,647.5035104,617.4565104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_18:4)+NH4,1098.74525,937.6341404,945.6967404,677.4776304,647.4306304,733.4674904,645.4878104,615.4408104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_20:4)+NH4,1126.77655,965.6654404,973.7280404,705.5089304,675.4619304,733.4674904,673.5191104,643.4721104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_20:5)+NH4,1124.76095,963.6498404,971.7124404,703.4933304,673.4463304,733.4674904,671.5035104,641.4565104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_22:5)+NH4,1152.79225,991.6811404,999.7437404,731.5246304,701.4776304,733.4674904,699.5348104,669.4878104,669.4878504
OxTG(20:4(OOHOOH)_22:3(OOHOOH)_22:6)+NH4,1150.77655,989.6654404,997.7280404,729.5089304,699.4619304,733.4674904,697.5191104,667.4721104,669.4878504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_14:0)+NH4,1048.72955,887.6184404,895.6810404,627.4619304,599.4306304,731.4517904,595.4721104,567.4408104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_14:1)+NH4,1046.71395,885.6028404,893.6654404,625.4463304,597.4150304,731.4517904,593.4565104,565.4252104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_16:0)+NH4,1076.76085,915.6497404,923.7123404,655.4932304,627.4619304,731.4517904,623.5034104,595.4721104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_16:1)+NH4,1074.74525,913.6341404,921.6967404,653.4776304,625.4463304,731.4517904,621.4878104,593.4565104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_18:0)+NH4,1104.79215,943.6810404,951.7436404,683.5245304,655.4932304,731.4517904,651.5347104,623.5034104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_18:1)+NH4,1102.77655,941.6654404,949.7280404,681.5089304,653.4776304,731.4517904,649.5191104,621.4878104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_18:2)+NH4,1100.76085,939.6497404,947.7123404,679.4932304,651.4619304,731.4517904,647.5034104,619.4721104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_18:3)+NH4,1098.74525,937.6341404,945.6967404,677.4776304,649.4463304,731.4517904,645.4878104,617.4565104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_18:4)+NH4,1096.72955,935.6184404,943.6810404,675.4619304,647.4306304,731.4517904,643.4721104,615.4408104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_20:4)+NH4,1124.76085,963.6497404,971.7123404,703.4932304,675.4619304,731.4517904,671.5034104,643.4721104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_20:5)+NH4,1122.74525,961.6341404,969.6967404,701.4776304,673.4463304,731.4517904,669.4878104,641.4565104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_22:5)+NH4,1150.77655,989.6654404,997.7280404,729.5089304,701.4776304,731.4517904,697.5191104,669.4878104,667.4721504
OxTG(20:4(OOHOOH)_22:4(OOHOOH)_22:6)+NH4,1148.76085,987.6497404,995.7123404,727.4932304,699.4619304,731.4517904,695.5034104,667.4721104,667.4721504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_14:0)+NH4,1046.71395,885.6028404,893.6654404,625.4463304,599.4306304,729.4361904,593.4565104,567.4408104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_14:1)+NH4,1044.69835,883.5872404,891.6498404,623.4307304,597.4150304,729.4361904,591.4409104,565.4252104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_16:0)+NH4,1074.74525,913.6341404,921.6967404,653.4776304,627.4619304,729.4361904,621.4878104,595.4721104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_16:1)+NH4,1072.72965,911.6185404,919.6811404,651.4620304,625.4463304,729.4361904,619.4722104,593.4565104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_18:0)+NH4,1102.77655,941.6654404,949.7280404,681.5089304,655.4932304,729.4361904,649.5191104,623.5034104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_18:1)+NH4,1100.76095,939.6498404,947.7124404,679.4933304,653.4776304,729.4361904,647.5035104,621.4878104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_18:2)+NH4,1098.74525,937.6341404,945.6967404,677.4776304,651.4619304,729.4361904,645.4878104,619.4721104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_18:3)+NH4,1096.72965,935.6185404,943.6811404,675.4620304,649.4463304,729.4361904,643.4722104,617.4565104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_18:4)+NH4,1094.71395,933.6028404,941.6654404,673.4463304,647.4306304,729.4361904,641.4565104,615.4408104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_20:4)+NH4,1122.74525,961.6341404,969.6967404,701.4776304,675.4619304,729.4361904,669.4878104,643.4721104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_20:5)+NH4,1120.72965,959.6185404,967.6811404,699.4620304,673.4463304,729.4361904,667.4722104,641.4565104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_22:5)+NH4,1148.76095,987.6498404,995.7124404,727.4933304,701.4776304,729.4361904,695.5035104,669.4878104,665.4565504
OxTG(20:4(OOHOOH)_22:5(OOHOOH)_22:6)+NH4,1146.74525,985.6341404,993.6967404,725.4776304,699.4619304,729.4361904,693.4878104,667.4721104,665.4565504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_14:0)+NH4,1044.69825,883.5871404,891.6497404,623.4306304,599.4306304,727.4204904,591.4408104,567.4408104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_14:1)+NH4,1042.68265,881.5715404,889.6341404,621.4150304,597.4150304,727.4204904,589.4252104,565.4252104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_16:0)+NH4,1072.72955,911.6184404,919.6810404,651.4619304,627.4619304,727.4204904,619.4721104,595.4721104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_16:1)+NH4,1070.71395,909.6028404,917.6654404,649.4463304,625.4463304,727.4204904,617.4565104,593.4565104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_18:0)+NH4,1100.76085,939.6497404,947.7123404,679.4932304,655.4932304,727.4204904,647.5034104,623.5034104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_18:1)+NH4,1098.74525,937.6341404,945.6967404,677.4776304,653.4776304,727.4204904,645.4878104,621.4878104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_18:2)+NH4,1096.72955,935.6184404,943.6810404,675.4619304,651.4619304,727.4204904,643.4721104,619.4721104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_18:3)+NH4,1094.71395,933.6028404,941.6654404,673.4463304,649.4463304,727.4204904,641.4565104,617.4565104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_18:4)+NH4,1092.69825,931.5871404,939.6497404,671.4306304,647.4306304,727.4204904,639.4408104,615.4408104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_20:4)+NH4,1120.72955,959.6184404,967.6810404,699.4619304,675.4619304,727.4204904,667.4721104,643.4721104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_20:5)+NH4,1118.71395,957.6028404,965.6654404,697.4463304,673.4463304,727.4204904,665.4565104,641.4565104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_22:5)+NH4,1146.74525,985.6341404,993.6967404,725.4776304,701.4776304,727.4204904,693.4878104,669.4878104,663.4408504
OxTG(20:4(OOHOOH)_22:6(OOHOOH)_22:6)+NH4,1144.72955,983.6184404,991.6810404,723.4619304,699.4619304,727.4204904,691.4721104,667.4721104,663.4408504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_14:0)+NH4,1082.80785,921.6967404,929.7593404,661.5402304,599.4306304,765.5300904,629.5504104,567.4408104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_14:1)+NH4,1080.79225,919.6811404,927.7437404,659.5246304,597.4150304,765.5300904,627.5348104,565.4252104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_16:0)+NH4,1110.83915,949.7280404,957.7906404,689.5715304,627.4619304,765.5300904,657.5817104,595.4721104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_16:1)+NH4,1108.82355,947.7124404,955.7750404,687.5559304,625.4463304,765.5300904,655.5661104,593.4565104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_18:0)+NH4,1138.87045,977.7593404,985.8219404,717.6028304,655.4932304,765.5300904,685.6130104,623.5034104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_18:1)+NH4,1136.85485,975.7437404,983.8063404,715.5872304,653.4776304,765.5300904,683.5974104,621.4878104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_18:2)+NH4,1134.83915,973.7280404,981.7906404,713.5715304,651.4619304,765.5300904,681.5817104,619.4721104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_18:3)+NH4,1132.82355,971.7124404,979.7750404,711.5559304,649.4463304,765.5300904,679.5661104,617.4565104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_18:4)+NH4,1130.80785,969.6967404,977.7593404,709.5402304,647.4306304,765.5300904,677.5504104,615.4408104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_20:4)+NH4,1158.83915,997.7280404,1005.79064,737.5715304,675.4619304,765.5300904,705.5817104,643.4721104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_20:5)+NH4,1156.82355,995.7124404,1003.77504,735.5559304,673.4463304,765.5300904,703.5661104,641.4565104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_22:5)+NH4,1184.85485,1023.74374,1031.80634,763.5872304,701.4776304,765.5300904,731.5974104,669.4878104,701.5504504
OxTG(20:4(OOHOOH)_24:1(OOHOOH)_22:6)+NH4,1182.83915,1021.72804,1029.79064,761.5715304,699.4619304,765.5300904,729.5817104,667.4721104,701.5504504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_14:0)+NH4,1016.66705,855.5559404,863.6185404,597.4150304,597.4150304,699.3892904,565.4252104,565.4252104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_14:1)+NH4,1014.65145,853.5403404,861.6029404,595.3994304,595.3994304,699.3892904,563.4096104,563.4096104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_16:0)+NH4,1044.69835,883.5872404,891.6498404,625.4463304,625.4463304,699.3892904,593.4565104,593.4565104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_16:1)+NH4,1042.68275,881.5716404,889.6342404,623.4307304,623.4307304,699.3892904,591.4409104,591.4409104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_18:0)+NH4,1072.72965,911.6185404,919.6811404,653.4776304,653.4776304,699.3892904,621.4878104,621.4878104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_18:1)+NH4,1070.71405,909.6029404,917.6655404,651.4620304,651.4620304,699.3892904,619.4722104,619.4722104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_18:2)+NH4,1068.69835,907.5872404,915.6498404,649.4463304,649.4463304,699.3892904,617.4565104,617.4565104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_18:3)+NH4,1066.68275,905.5716404,913.6342404,647.4307304,647.4307304,699.3892904,615.4409104,615.4409104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_18:4)+NH4,1064.66705,903.5559404,911.6185404,645.4150304,645.4150304,699.3892904,613.4252104,613.4252104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_20:4)+NH4,1092.69835,931.5872404,939.6498404,673.4463304,673.4463304,699.3892904,641.4565104,641.4565104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_20:5)+NH4,1090.68275,929.5716404,937.6342404,671.4307304,671.4307304,699.3892904,639.4409104,639.4409104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_22:5)+NH4,1118.71405,957.6029404,965.6655404,699.4620304,699.4620304,699.3892904,667.4722104,667.4722104,635.4096504
OxTG(20:5(OOHOOH)_20:5(OOHOOH)_22:6)+NH4,1116.69835,955.5872404,963.6498404,697.4463304,697.4463304,699.3892904,665.4565104,665.4565104,635.4096504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_14:0)+NH4,1052.76095,891.6498404,899.7124404,633.5089304,597.4150304,735.4831904,601.5191104,565.4252104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_14:1)+NH4,1050.74535,889.6342404,897.6968404,631.4933304,595.3994304,735.4831904,599.5035104,563.4096104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_16:0)+NH4,1080.79225,919.6811404,927.7437404,661.5402304,625.4463304,735.4831904,629.5504104,593.4565104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_16:1)+NH4,1078.77665,917.6655404,925.7281404,659.5246304,623.4307304,735.4831904,627.5348104,591.4409104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_18:0)+NH4,1108.82355,947.7124404,955.7750404,689.5715304,653.4776304,735.4831904,657.5817104,621.4878104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_18:1)+NH4,1106.80795,945.6968404,953.7594404,687.5559304,651.4620304,735.4831904,655.5661104,619.4722104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_18:2)+NH4,1104.79225,943.6811404,951.7437404,685.5402304,649.4463304,735.4831904,653.5504104,617.4565104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_18:3)+NH4,1102.77665,941.6655404,949.7281404,683.5246304,647.4307304,735.4831904,651.5348104,615.4409104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_18:4)+NH4,1100.76095,939.6498404,947.7124404,681.5089304,645.4150304,735.4831904,649.5191104,613.4252104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_20:4)+NH4,1128.79225,967.6811404,975.7437404,709.5402304,673.4463304,735.4831904,677.5504104,641.4565104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_20:5)+NH4,1126.77665,965.6655404,973.7281404,707.5246304,671.4307304,735.4831904,675.5348104,639.4409104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_22:5)+NH4,1154.80795,993.6968404,1001.75944,735.5559304,699.4620304,735.4831904,703.5661104,667.4722104,671.5035504
OxTG(20:5(OOHOOH)_22:1(OOHOOH)_22:6)+NH4,1152.79225,991.6811404,999.7437404,733.5402304,697.4463304,735.4831904,701.5504104,665.4565104,671.5035504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_14:0)+NH4,1050.74525,889.6341404,897.6967404,631.4932304,597.4150304,733.4674904,599.5034104,565.4252104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_14:1)+NH4,1048.72965,887.6185404,895.6811404,629.4776304,595.3994304,733.4674904,597.4878104,563.4096104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_16:0)+NH4,1078.77655,917.6654404,925.7280404,659.5245304,625.4463304,733.4674904,627.5347104,593.4565104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_16:1)+NH4,1076.76095,915.6498404,923.7124404,657.5089304,623.4307304,733.4674904,625.5191104,591.4409104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_18:0)+NH4,1106.80785,945.6967404,953.7593404,687.5558304,653.4776304,733.4674904,655.5660104,621.4878104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_18:1)+NH4,1104.79225,943.6811404,951.7437404,685.5402304,651.4620304,733.4674904,653.5504104,619.4722104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_18:2)+NH4,1102.77655,941.6654404,949.7280404,683.5245304,649.4463304,733.4674904,651.5347104,617.4565104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_18:3)+NH4,1100.76095,939.6498404,947.7124404,681.5089304,647.4307304,733.4674904,649.5191104,615.4409104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_18:4)+NH4,1098.74525,937.6341404,945.6967404,679.4932304,645.4150304,733.4674904,647.5034104,613.4252104,669.4878504
OxTG(20:5(OOHOOH)_22:2(OOHOOH)_20:4)+NH4,1126.77655,965.6654404,973.7280404,707.5245304,673.4463304,733.4674904,675.5347104,641.4565104,669.4878504
