CL,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T2_RCOO-,T3_RCOO-,T4_RCOO-,PA(R1+R2),PA(R1+R2)-NL_T1RCOOH,PA(R1+R2)-NL_T2RCOOH,PA(R1+R2)-NL_T1Ketene,PA(R1+R2)-NL_T2Ketene,PA(R1+R2)+56,PA(R1+R2)+136,PA(R3+R4),PA(R3+R4)-NL_T3RCOOH,PA(R3+R4)-NL_T4RCOOH,PA(R3+R4)-NL_T3Ketene,PA(R3+R4)-NL_T4Ketene,PA(R3+R4)+56,PA(R3+R4)+136
CL(20:1_20:2_20:3_22:6)-H,1580.058849,152.995833,171.006398,309.279904,307.264254,305.248604,327.232954,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,769.481379,463.225499,441.241149,481.236064,459.251714,825.507593,905.473924
CL(20:1_20:2_20:4_20:4)-H,1554.043199,152.995833,171.006398,309.279904,307.264254,303.232954,303.232954,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,743.465729,439.225499,439.225499,457.236064,457.236064,799.491943,879.458274
CL(20:1_20:2_20:4_22:0)-H,1590.137099,152.995833,171.006398,309.279904,307.264254,303.232954,339.326854,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:1_20:2_20:4_22:5)-H,1580.058849,152.995833,171.006398,309.279904,307.264254,303.232954,329.248604,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,769.481379,465.241149,439.225499,483.251714,457.236064,825.507593,905.473924
CL(20:1_20:2_20:4_22:6)-H,1578.043199,152.995833,171.006398,309.279904,307.264254,303.232954,327.232954,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,767.465729,463.225499,439.225499,481.236064,457.236064,823.491943,903.458274
CL(20:1_20:2_22:5_22:0)-H,1616.152749,152.995833,171.006398,309.279904,307.264254,329.248604,339.326854,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:1_20:2_22:5_22:5)-H,1606.074499,152.995833,171.006398,309.279904,307.264254,329.248604,329.248604,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:1_20:2_22:5_22:6)-H,1604.058849,152.995833,171.006398,309.279904,307.264254,329.248604,327.232954,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:1_20:2_22:6_22:0)-H,1614.137099,152.995833,171.006398,309.279904,307.264254,327.232954,339.326854,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:1_20:2_22:6_22:6)-H,1602.043199,152.995833,171.006398,309.279904,307.264254,327.232954,327.232954,753.543979,443.256799,445.272449,461.267364,463.283014,809.570193,889.536524,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:1_20:3_20:3_20:3)-H,1556.058849,152.995833,171.006398,309.279904,305.248604,305.248604,305.248604,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574
CL(20:1_20:3_20:3_20:4)-H,1554.043199,152.995833,171.006398,309.279904,305.248604,305.248604,303.232954,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,745.481379,439.225499,441.241149,457.236064,459.251714,801.507593,881.473924
CL(20:1_20:3_20:3_22:0)-H,1590.137099,152.995833,171.006398,309.279904,305.248604,305.248604,339.326854,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,781.575279,475.319399,441.241149,493.329964,459.251714,837.601493,917.567824
CL(20:1_20:3_20:3_22:5)-H,1580.058849,152.995833,171.006398,309.279904,305.248604,305.248604,329.248604,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,771.497029,465.241149,441.241149,483.251714,459.251714,827.523243,907.489574
CL(20:1_20:3_20:3_22:6)-H,1578.043199,152.995833,171.006398,309.279904,305.248604,305.248604,327.232954,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,769.481379,463.225499,441.241149,481.236064,459.251714,825.507593,905.473924
CL(20:1_20:3_20:4_20:4)-H,1552.027549,152.995833,171.006398,309.279904,305.248604,303.232954,303.232954,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,743.465729,439.225499,439.225499,457.236064,457.236064,799.491943,879.458274
CL(20:1_20:3_20:4_22:0)-H,1588.121449,152.995833,171.006398,309.279904,305.248604,303.232954,339.326854,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:1_20:3_20:4_22:5)-H,1578.043199,152.995833,171.006398,309.279904,305.248604,303.232954,329.248604,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,769.481379,465.241149,439.225499,483.251714,457.236064,825.507593,905.473924
CL(20:1_20:3_20:4_22:6)-H,1576.027549,152.995833,171.006398,309.279904,305.248604,303.232954,327.232954,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,767.465729,463.225499,439.225499,481.236064,457.236064,823.491943,903.458274
CL(20:1_20:3_22:5_22:0)-H,1614.137099,152.995833,171.006398,309.279904,305.248604,329.248604,339.326854,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:1_20:3_22:5_22:5)-H,1604.058849,152.995833,171.006398,309.279904,305.248604,329.248604,329.248604,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:1_20:3_22:5_22:6)-H,1602.043199,152.995833,171.006398,309.279904,305.248604,329.248604,327.232954,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:1_20:3_22:6_22:0)-H,1612.121449,152.995833,171.006398,309.279904,305.248604,327.232954,339.326854,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:1_20:3_22:6_22:6)-H,1600.027549,152.995833,171.006398,309.279904,305.248604,327.232954,327.232954,751.528329,441.241149,445.272449,459.251714,463.283014,807.554543,887.520874,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:1_20:4_20:4_20:4)-H,1550.011899,152.995833,171.006398,309.279904,303.232954,303.232954,303.232954,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,743.465729,439.225499,439.225499,457.236064,457.236064,799.491943,879.458274
CL(20:1_20:4_20:4_22:0)-H,1586.105799,152.995833,171.006398,309.279904,303.232954,303.232954,339.326854,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:1_20:4_20:4_22:5)-H,1576.027549,152.995833,171.006398,309.279904,303.232954,303.232954,329.248604,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,769.481379,465.241149,439.225499,483.251714,457.236064,825.507593,905.473924
CL(20:1_20:4_20:4_22:6)-H,1574.011899,152.995833,171.006398,309.279904,303.232954,303.232954,327.232954,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,767.465729,463.225499,439.225499,481.236064,457.236064,823.491943,903.458274
CL(20:1_20:4_22:5_22:0)-H,1612.121449,152.995833,171.006398,309.279904,303.232954,329.248604,339.326854,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:1_20:4_22:5_22:5)-H,1602.043199,152.995833,171.006398,309.279904,303.232954,329.248604,329.248604,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:1_20:4_22:5_22:6)-H,1600.027549,152.995833,171.006398,309.279904,303.232954,329.248604,327.232954,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:1_20:4_22:6_22:0)-H,1610.105799,152.995833,171.006398,309.279904,303.232954,327.232954,339.326854,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:1_20:4_22:6_22:6)-H,1598.011899,152.995833,171.006398,309.279904,303.232954,327.232954,327.232954,749.512679,439.225499,445.272449,457.236064,463.283014,805.538893,885.505224,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:1_22:0_20:1_20:1)-H,1598.199699,152.995833,171.006398,309.279904,339.326854,309.279904,309.279904,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,755.559629,445.272449,445.272449,463.283014,463.283014,811.585843,891.552174
CL(20:1_22:0_20:1_22:0)-H,1628.246649,152.995833,171.006398,309.279904,339.326854,309.279904,339.326854,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124
CL(20:1_22:0_20:2_22:0)-H,1626.230999,152.995833,171.006398,309.279904,339.326854,307.264254,339.326854,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474
CL(20:1_22:0_20:3_22:0)-H,1624.215349,152.995833,171.006398,309.279904,339.326854,305.248604,339.326854,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,781.575279,475.319399,441.241149,493.329964,459.251714,837.601493,917.567824
CL(20:1_22:0_20:4_22:0)-H,1622.199699,152.995833,171.006398,309.279904,339.326854,303.232954,339.326854,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:1_22:0_22:5_22:0)-H,1648.215349,152.995833,171.006398,309.279904,339.326854,329.248604,339.326854,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:1_22:0_22:5_22:5)-H,1638.137099,152.995833,171.006398,309.279904,339.326854,329.248604,329.248604,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:1_22:0_22:5_22:6)-H,1636.121449,152.995833,171.006398,309.279904,339.326854,329.248604,327.232954,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:1_22:0_22:6_22:0)-H,1646.199699,152.995833,171.006398,309.279904,339.326854,327.232954,339.326854,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:1_22:0_22:6_22:6)-H,1634.105799,152.995833,171.006398,309.279904,339.326854,327.232954,327.232954,785.606579,475.319399,445.272449,493.329964,463.283014,841.632793,921.599124,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:1_22:5_22:5_22:5)-H,1628.058849,152.995833,171.006398,309.279904,329.248604,329.248604,329.248604,775.528329,465.241149,445.272449,483.251714,463.283014,831.554543,911.520874,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:1_22:5_22:5_22:6)-H,1626.043199,152.995833,171.006398,309.279904,329.248604,329.248604,327.232954,775.528329,465.241149,445.272449,483.251714,463.283014,831.554543,911.520874,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:1_22:5_22:6_22:6)-H,1624.027549,152.995833,171.006398,309.279904,329.248604,327.232954,327.232954,775.528329,465.241149,445.272449,483.251714,463.283014,831.554543,911.520874,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:1_22:6_22:6_22:6)-H,1622.011899,152.995833,171.006398,309.279904,327.232954,327.232954,327.232954,773.512679,463.225499,445.272449,481.236064,463.283014,829.538893,909.505224,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:2_20:2_20:2_20:2)-H,1560.090149,152.995833,171.006398,307.264254,307.264254,307.264254,307.264254,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874
CL(20:2_20:2_20:2_20:3)-H,1558.074499,152.995833,171.006398,307.264254,307.264254,307.264254,305.248604,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224
CL(20:2_20:2_20:2_20:4)-H,1556.058849,152.995833,171.006398,307.264254,307.264254,307.264254,303.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574
CL(20:2_20:2_20:2_22:5)-H,1582.074499,152.995833,171.006398,307.264254,307.264254,307.264254,329.248604,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,773.512679,465.241149,443.256799,483.251714,461.267364,829.538893,909.505224
CL(20:2_20:2_20:2_22:6)-H,1580.058849,152.995833,171.006398,307.264254,307.264254,307.264254,327.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,771.497029,463.225499,443.256799,481.236064,461.267364,827.523243,907.489574
CL(20:2_20:2_20:3_20:3)-H,1556.058849,152.995833,171.006398,307.264254,307.264254,305.248604,305.248604,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574
CL(20:2_20:2_20:3_20:4)-H,1554.043199,152.995833,171.006398,307.264254,307.264254,305.248604,303.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,745.481379,439.225499,441.241149,457.236064,459.251714,801.507593,881.473924
CL(20:2_20:2_20:3_22:0)-H,1590.137099,152.995833,171.006398,307.264254,307.264254,305.248604,339.326854,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,781.575279,475.319399,441.241149,493.329964,459.251714,837.601493,917.567824
CL(20:2_20:2_20:3_22:5)-H,1580.058849,152.995833,171.006398,307.264254,307.264254,305.248604,329.248604,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,771.497029,465.241149,441.241149,483.251714,459.251714,827.523243,907.489574
CL(20:2_20:2_20:3_22:6)-H,1578.043199,152.995833,171.006398,307.264254,307.264254,305.248604,327.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,769.481379,463.225499,441.241149,481.236064,459.251714,825.507593,905.473924
CL(20:2_20:2_20:4_20:4)-H,1552.027549,152.995833,171.006398,307.264254,307.264254,303.232954,303.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,743.465729,439.225499,439.225499,457.236064,457.236064,799.491943,879.458274
CL(20:2_20:2_20:4_22:0)-H,1588.121449,152.995833,171.006398,307.264254,307.264254,303.232954,339.326854,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:2_20:2_20:4_22:5)-H,1578.043199,152.995833,171.006398,307.264254,307.264254,303.232954,329.248604,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,769.481379,465.241149,439.225499,483.251714,457.236064,825.507593,905.473924
CL(20:2_20:2_20:4_22:6)-H,1576.027549,152.995833,171.006398,307.264254,307.264254,303.232954,327.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,767.465729,463.225499,439.225499,481.236064,457.236064,823.491943,903.458274
CL(20:2_20:2_22:5_22:0)-H,1614.137099,152.995833,171.006398,307.264254,307.264254,329.248604,339.326854,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:2_20:2_22:5_22:5)-H,1604.058849,152.995833,171.006398,307.264254,307.264254,329.248604,329.248604,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:2_20:2_22:5_22:6)-H,1602.043199,152.995833,171.006398,307.264254,307.264254,329.248604,327.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:2_20:2_22:6_22:0)-H,1612.121449,152.995833,171.006398,307.264254,307.264254,327.232954,339.326854,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:2_20:2_22:6_22:6)-H,1600.027549,152.995833,171.006398,307.264254,307.264254,327.232954,327.232954,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:2_20:3_20:3_20:3)-H,1554.043199,152.995833,171.006398,307.264254,305.248604,305.248604,305.248604,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574
CL(20:2_20:3_20:3_20:4)-H,1552.027549,152.995833,171.006398,307.264254,305.248604,305.248604,303.232954,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,745.481379,439.225499,441.241149,457.236064,459.251714,801.507593,881.473924
CL(20:2_20:3_20:3_22:0)-H,1588.121449,152.995833,171.006398,307.264254,305.248604,305.248604,339.326854,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,781.575279,475.319399,441.241149,493.329964,459.251714,837.601493,917.567824
CL(20:2_20:3_20:3_22:5)-H,1578.043199,152.995833,171.006398,307.264254,305.248604,305.248604,329.248604,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,771.497029,465.241149,441.241149,483.251714,459.251714,827.523243,907.489574
CL(20:2_20:3_20:3_22:6)-H,1576.027549,152.995833,171.006398,307.264254,305.248604,305.248604,327.232954,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,769.481379,463.225499,441.241149,481.236064,459.251714,825.507593,905.473924
CL(20:2_20:3_20:4_20:4)-H,1550.011899,152.995833,171.006398,307.264254,305.248604,303.232954,303.232954,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,743.465729,439.225499,439.225499,457.236064,457.236064,799.491943,879.458274
CL(20:2_20:3_20:4_22:0)-H,1586.105799,152.995833,171.006398,307.264254,305.248604,303.232954,339.326854,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:2_20:3_20:4_22:5)-H,1576.027549,152.995833,171.006398,307.264254,305.248604,303.232954,329.248604,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,769.481379,465.241149,439.225499,483.251714,457.236064,825.507593,905.473924
CL(20:2_20:3_20:4_22:6)-H,1574.011899,152.995833,171.006398,307.264254,305.248604,303.232954,327.232954,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,767.465729,463.225499,439.225499,481.236064,457.236064,823.491943,903.458274
CL(20:2_20:3_22:5_22:0)-H,1612.121449,152.995833,171.006398,307.264254,305.248604,329.248604,339.326854,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:2_20:3_22:5_22:5)-H,1602.043199,152.995833,171.006398,307.264254,305.248604,329.248604,329.248604,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:2_20:3_22:5_22:6)-H,1600.027549,152.995833,171.006398,307.264254,305.248604,329.248604,327.232954,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:2_20:3_22:6_22:0)-H,1610.105799,152.995833,171.006398,307.264254,305.248604,327.232954,339.326854,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:2_20:3_22:6_22:6)-H,1598.011899,152.995833,171.006398,307.264254,305.248604,327.232954,327.232954,749.512679,441.241149,443.256799,459.251714,461.267364,805.538893,885.505224,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:2_20:4_20:4_20:4)-H,1547.996249,152.995833,171.006398,307.264254,303.232954,303.232954,303.232954,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,743.465729,439.225499,439.225499,457.236064,457.236064,799.491943,879.458274
CL(20:2_20:4_20:4_22:0)-H,1584.090149,152.995833,171.006398,307.264254,303.232954,303.232954,339.326854,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:2_20:4_20:4_22:5)-H,1574.011899,152.995833,171.006398,307.264254,303.232954,303.232954,329.248604,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,769.481379,465.241149,439.225499,483.251714,457.236064,825.507593,905.473924
CL(20:2_20:4_20:4_22:6)-H,1571.996249,152.995833,171.006398,307.264254,303.232954,303.232954,327.232954,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,767.465729,463.225499,439.225499,481.236064,457.236064,823.491943,903.458274
CL(20:2_20:4_22:5_22:0)-H,1610.105799,152.995833,171.006398,307.264254,303.232954,329.248604,339.326854,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:2_20:4_22:5_22:5)-H,1600.027549,152.995833,171.006398,307.264254,303.232954,329.248604,329.248604,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:2_20:4_22:5_22:6)-H,1598.011899,152.995833,171.006398,307.264254,303.232954,329.248604,327.232954,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:2_20:4_22:6_22:0)-H,1608.090149,152.995833,171.006398,307.264254,303.232954,327.232954,339.326854,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:2_20:4_22:6_22:6)-H,1595.996249,152.995833,171.006398,307.264254,303.232954,327.232954,327.232954,747.497029,439.225499,443.256799,457.236064,461.267364,803.523243,883.489574,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:2_22:0_20:2_20:2)-H,1592.152749,152.995833,171.006398,307.264254,339.326854,307.264254,307.264254,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,751.528329,443.256799,443.256799,461.267364,461.267364,807.554543,887.520874
CL(20:2_22:0_20:2_22:0)-H,1624.215349,152.995833,171.006398,307.264254,339.326854,307.264254,339.326854,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474
CL(20:2_22:0_20:3_22:0)-H,1622.199699,152.995833,171.006398,307.264254,339.326854,305.248604,339.326854,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,781.575279,475.319399,441.241149,493.329964,459.251714,837.601493,917.567824
CL(20:2_22:0_20:4_22:0)-H,1620.184049,152.995833,171.006398,307.264254,339.326854,303.232954,339.326854,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,779.559629,475.319399,439.225499,493.329964,457.236064,835.585843,915.552174
CL(20:2_22:0_22:5_22:0)-H,1646.199699,152.995833,171.006398,307.264254,339.326854,329.248604,339.326854,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,805.575279,475.319399,465.241149,493.329964,483.251714,861.601493,941.567824
CL(20:2_22:0_22:5_22:5)-H,1636.121449,152.995833,171.006398,307.264254,339.326854,329.248604,329.248604,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:2_22:0_22:5_22:6)-H,1634.105799,152.995833,171.006398,307.264254,339.326854,329.248604,327.232954,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:2_22:0_22:6_22:0)-H,1644.184049,152.995833,171.006398,307.264254,339.326854,327.232954,339.326854,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,803.559629,475.319399,463.225499,493.329964,481.236064,859.585843,939.552174
CL(20:2_22:0_22:6_22:6)-H,1632.090149,152.995833,171.006398,307.264254,339.326854,327.232954,327.232954,783.590929,475.319399,443.256799,493.329964,461.267364,839.617143,919.583474,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:2_22:5_22:5_22:5)-H,1626.043199,152.995833,171.006398,307.264254,329.248604,329.248604,329.248604,773.512679,465.241149,443.256799,483.251714,461.267364,829.538893,909.505224,795.497029,465.241149,465.241149,483.251714,483.251714,851.523243,931.489574
CL(20:2_22:5_22:5_22:6)-H,1624.027549,152.995833,171.006398,307.264254,329.248604,329.248604,327.232954,773.512679,465.241149,443.256799,483.251714,461.267364,829.538893,909.505224,793.481379,463.225499,465.241149,481.236064,483.251714,849.507593,929.473924
CL(20:2_22:5_22:6_22:6)-H,1622.011899,152.995833,171.006398,307.264254,329.248604,327.232954,327.232954,773.512679,465.241149,443.256799,483.251714,461.267364,829.538893,909.505224,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:2_22:6_22:6_22:6)-H,1619.996249,152.995833,171.006398,307.264254,327.232954,327.232954,327.232954,771.497029,463.225499,443.256799,481.236064,461.267364,827.523243,907.489574,791.465729,463.225499,463.225499,481.236064,481.236064,847.491943,927.458274
CL(20:3_20:3_20:3_20:3)-H,1552.027549,152.995833,171.006398,305.248604,305.248604,305.248604,305.248604,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574
CL(20:3_20:3_20:3_20:4)-H,1550.011899,152.995833,171.006398,305.248604,305.248604,305.248604,303.232954,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574,745.481379,439.225499,441.241149,457.236064,459.251714,801.507593,881.473924
CL(20:3_20:3_20:3_22:5)-H,1576.027549,152.995833,171.006398,305.248604,305.248604,305.248604,329.248604,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574,771.497029,465.241149,441.241149,483.251714,459.251714,827.523243,907.489574
CL(20:3_20:3_20:3_22:6)-H,1574.011899,152.995833,171.006398,305.248604,305.248604,305.248604,327.232954,747.497029,441.241149,441.241149,459.251714,459.251714,803.523243,883.489574,769.481379,463.225499,441.241149,481.236064,459.251714,825.507593,905.473924
