OxTG,[M+NH4]+,NL_R1COOH,NL_R2COOH,NL_R3COOH
OxTG(20:4_20:5_12:1(COOH))+NH4,890.6505104,569.3837364,571.3993364,645.4877764
OxTG(20:4_20:5_12:2(COOH))+NH4,888.6348604,567.3680864,569.3836864,645.4877764
OxTG(20:4_20:5_12:3(COOH))+NH4,886.6192104,565.3524364,567.3680364,645.4877764
OxTG(20:4_20:5_13:1(COOH))+NH4,904.6661604,583.3993864,585.4149864,645.4877764
OxTG(20:4_20:5_13:2(COOH))+NH4,902.6505104,581.3837364,583.3993364,645.4877764
OxTG(20:4_20:5_13:3(COOH))+NH4,900.6348604,579.3680864,581.3836864,645.4877764
OxTG(20:4_20:5_14:1(COOH))+NH4,918.6818104,597.4150364,599.4306364,645.4877764
OxTG(20:4_20:5_14:2(COOH))+NH4,916.6661604,595.3993864,597.4149864,645.4877764
OxTG(20:4_20:5_14:3(COOH))+NH4,914.6505104,593.3837364,595.3993364,645.4877764
OxTG(20:4_20:5_15:1(COOH))+NH4,932.6974604,611.4306864,613.4462864,645.4877764
OxTG(20:4_20:5_15:2(COOH))+NH4,930.6818104,609.4150364,611.4306364,645.4877764
OxTG(20:4_20:5_15:3(COOH))+NH4,928.6661604,607.3993864,609.4149864,645.4877764
OxTG(20:4_20:5_15:4(COOH))+NH4,926.6505104,605.3837364,607.3993364,645.4877764
OxTG(20:4_20:5_16:1(COOH))+NH4,946.7131104,625.4463364,627.4619364,645.4877764
OxTG(20:4_20:5_16:2(COOH))+NH4,944.6974604,623.4306864,625.4462864,645.4877764
OxTG(20:4_20:5_16:3(COOH))+NH4,942.6818104,621.4150364,623.4306364,645.4877764
OxTG(20:4_20:5_16:4(COOH))+NH4,940.6661604,619.3993864,621.4149864,645.4877764
OxTG(20:4_20:5_17:4(COOH))+NH4,954.6818104,633.4150364,635.4306364,645.4877764
OxTG(20:4_20:5_18:4(COOH))+NH4,968.6974604,647.4306864,649.4462864,645.4877764
OxTG(20:4_20:5_18:5(COOH))+NH4,966.6818104,645.4150364,647.4306364,645.4877764
OxTG(20:4_20:5_19:4(COOH))+NH4,982.7131104,661.4463364,663.4619364,645.4877764
OxTG(20:4_20:5_19:5(COOH))+NH4,980.6974604,659.4306864,661.4462864,645.4877764
OxTG(20:4_22:5_3:0(COOH))+NH4,794.5566004,473.2898264,447.2741264,673.5190764
OxTG(20:4_22:5_4:0(COOH))+NH4,808.5722504,487.3054764,461.2897764,673.5190764
OxTG(20:4_22:5_5:0(COOH))+NH4,822.5879004,501.3211264,475.3054264,673.5190764
OxTG(20:4_22:5_6:0(COOH))+NH4,836.6035504,515.3367764,489.3210764,673.5190764
OxTG(20:4_22:5_7:0(COOH))+NH4,850.6192004,529.3524264,503.3367264,673.5190764
OxTG(20:4_22:5_8:0(COOH))+NH4,864.6348504,543.3680764,517.3523764,673.5190764
OxTG(20:4_22:5_9:0(COOH))+NH4,878.6505004,557.3837264,531.3680264,673.5190764
OxTG(20:4_22:5_10:0(COOH))+NH4,892.6661504,571.3993764,545.3836764,673.5190764
OxTG(20:4_22:5_11:0(COOH))+NH4,906.6818004,585.4150264,559.3993264,673.5190764
OxTG(20:4_22:5_12:0(COOH))+NH4,920.6974504,599.4306764,573.4149764,673.5190764
OxTG(20:4_22:5_13:0(COOH))+NH4,934.7131004,613.4463264,587.4306264,673.5190764
OxTG(20:4_22:5_14:0(COOH))+NH4,948.7287504,627.4619764,601.4462764,673.5190764
OxTG(20:4_22:5_15:0(COOH))+NH4,962.7444004,641.4776264,615.4619264,673.5190764
OxTG(20:4_22:5_6:1(COOH))+NH4,834.5879104,513.3211364,487.3054364,673.5190764
OxTG(20:4_22:5_7:1(COOH))+NH4,848.6035604,527.3367864,501.3210864,673.5190764
OxTG(20:4_22:5_8:1(COOH))+NH4,862.6192104,541.3524364,515.3367364,673.5190764
OxTG(20:4_22:5_9:1(COOH))+NH4,876.6348604,555.3680864,529.3523864,673.5190764
OxTG(20:4_22:5_9:2(COOH))+NH4,874.6192104,553.3524364,527.3367364,673.5190764
OxTG(20:4_22:5_10:1(COOH))+NH4,890.6505104,569.3837364,543.3680364,673.5190764
OxTG(20:4_22:5_10:2(COOH))+NH4,888.6348604,567.3680864,541.3523864,673.5190764
OxTG(20:4_22:5_11:1(COOH))+NH4,904.6661604,583.3993864,557.3836864,673.5190764
OxTG(20:4_22:5_11:2(COOH))+NH4,902.6505104,581.3837364,555.3680364,673.5190764
OxTG(20:4_22:5_12:1(COOH))+NH4,918.6818104,597.4150364,571.3993364,673.5190764
OxTG(20:4_22:5_12:2(COOH))+NH4,916.6661604,595.3993864,569.3836864,673.5190764
OxTG(20:4_22:5_12:3(COOH))+NH4,914.6505104,593.3837364,567.3680364,673.5190764
OxTG(20:4_22:5_13:1(COOH))+NH4,932.6974604,611.4306864,585.4149864,673.5190764
OxTG(20:4_22:5_13:2(COOH))+NH4,930.6818104,609.4150364,583.3993364,673.5190764
OxTG(20:4_22:5_13:3(COOH))+NH4,928.6661604,607.3993864,581.3836864,673.5190764
OxTG(20:4_22:5_14:1(COOH))+NH4,946.7131104,625.4463364,599.4306364,673.5190764
OxTG(20:4_22:5_14:2(COOH))+NH4,944.6974604,623.4306864,597.4149864,673.5190764
OxTG(20:4_22:5_14:3(COOH))+NH4,942.6818104,621.4150364,595.3993364,673.5190764
OxTG(20:4_22:5_15:1(COOH))+NH4,960.7287604,639.4619864,613.4462864,673.5190764
OxTG(20:4_22:5_15:2(COOH))+NH4,958.7131104,637.4463364,611.4306364,673.5190764
OxTG(20:4_22:5_15:3(COOH))+NH4,956.6974604,635.4306864,609.4149864,673.5190764
OxTG(20:4_22:5_15:4(COOH))+NH4,954.6818104,633.4150364,607.3993364,673.5190764
OxTG(20:4_22:5_16:1(COOH))+NH4,974.7444104,653.4776364,627.4619364,673.5190764
OxTG(20:4_22:5_16:2(COOH))+NH4,972.7287604,651.4619864,625.4462864,673.5190764
OxTG(20:4_22:5_16:3(COOH))+NH4,970.7131104,649.4463364,623.4306364,673.5190764
OxTG(20:4_22:5_16:4(COOH))+NH4,968.6974604,647.4306864,621.4149864,673.5190764
OxTG(20:4_22:5_17:4(COOH))+NH4,982.7131104,661.4463364,635.4306364,673.5190764
OxTG(20:4_22:5_18:4(COOH))+NH4,996.7287604,675.4619864,649.4462864,673.5190764
OxTG(20:4_22:5_18:5(COOH))+NH4,994.7131104,673.4463364,647.4306364,673.5190764
OxTG(20:4_22:5_19:4(COOH))+NH4,1010.74441,689.4776364,663.4619364,673.5190764
OxTG(20:4_22:5_19:5(COOH))+NH4,1008.72876,687.4619864,661.4462864,673.5190764
OxTG(20:4_22:6_3:0(COOH))+NH4,792.5409004,471.2741264,447.2741264,671.5033764
OxTG(20:4_22:6_4:0(COOH))+NH4,806.5565504,485.2897764,461.2897764,671.5033764
OxTG(20:4_22:6_5:0(COOH))+NH4,820.5722004,499.3054264,475.3054264,671.5033764
OxTG(20:4_22:6_6:0(COOH))+NH4,834.5878504,513.3210764,489.3210764,671.5033764
OxTG(20:4_22:6_7:0(COOH))+NH4,848.6035004,527.3367264,503.3367264,671.5033764
OxTG(20:4_22:6_8:0(COOH))+NH4,862.6191504,541.3523764,517.3523764,671.5033764
OxTG(20:4_22:6_9:0(COOH))+NH4,876.6348004,555.3680264,531.3680264,671.5033764
OxTG(20:4_22:6_10:0(COOH))+NH4,890.6504504,569.3836764,545.3836764,671.5033764
OxTG(20:4_22:6_11:0(COOH))+NH4,904.6661004,583.3993264,559.3993264,671.5033764
OxTG(20:4_22:6_12:0(COOH))+NH4,918.6817504,597.4149764,573.4149764,671.5033764
OxTG(20:4_22:6_13:0(COOH))+NH4,932.6974004,611.4306264,587.4306264,671.5033764
OxTG(20:4_22:6_14:0(COOH))+NH4,946.7130504,625.4462764,601.4462764,671.5033764
OxTG(20:4_22:6_15:0(COOH))+NH4,960.7287004,639.4619264,615.4619264,671.5033764
OxTG(20:4_22:6_6:1(COOH))+NH4,832.5722104,511.3054364,487.3054364,671.5033764
OxTG(20:4_22:6_7:1(COOH))+NH4,846.5878604,525.3210864,501.3210864,671.5033764
OxTG(20:4_22:6_8:1(COOH))+NH4,860.6035104,539.3367364,515.3367364,671.5033764
OxTG(20:4_22:6_9:1(COOH))+NH4,874.6191604,553.3523864,529.3523864,671.5033764
OxTG(20:4_22:6_9:2(COOH))+NH4,872.6035104,551.3367364,527.3367364,671.5033764
OxTG(20:4_22:6_10:1(COOH))+NH4,888.6348104,567.3680364,543.3680364,671.5033764
OxTG(20:4_22:6_10:2(COOH))+NH4,886.6191604,565.3523864,541.3523864,671.5033764
OxTG(20:4_22:6_11:1(COOH))+NH4,902.6504604,581.3836864,557.3836864,671.5033764
OxTG(20:4_22:6_11:2(COOH))+NH4,900.6348104,579.3680364,555.3680364,671.5033764
OxTG(20:4_22:6_12:1(COOH))+NH4,916.6661104,595.3993364,571.3993364,671.5033764
OxTG(20:4_22:6_12:2(COOH))+NH4,914.6504604,593.3836864,569.3836864,671.5033764
OxTG(20:4_22:6_12:3(COOH))+NH4,912.6348104,591.3680364,567.3680364,671.5033764
OxTG(20:4_22:6_13:1(COOH))+NH4,930.6817604,609.4149864,585.4149864,671.5033764
OxTG(20:4_22:6_13:2(COOH))+NH4,928.6661104,607.3993364,583.3993364,671.5033764
OxTG(20:4_22:6_13:3(COOH))+NH4,926.6504604,605.3836864,581.3836864,671.5033764
OxTG(20:4_22:6_14:1(COOH))+NH4,944.6974104,623.4306364,599.4306364,671.5033764
OxTG(20:4_22:6_14:2(COOH))+NH4,942.6817604,621.4149864,597.4149864,671.5033764
OxTG(20:4_22:6_14:3(COOH))+NH4,940.6661104,619.3993364,595.3993364,671.5033764
OxTG(20:4_22:6_15:1(COOH))+NH4,958.7130604,637.4462864,613.4462864,671.5033764
OxTG(20:4_22:6_15:2(COOH))+NH4,956.6974104,635.4306364,611.4306364,671.5033764
OxTG(20:4_22:6_15:3(COOH))+NH4,954.6817604,633.4149864,609.4149864,671.5033764
OxTG(20:4_22:6_15:4(COOH))+NH4,952.6661104,631.3993364,607.3993364,671.5033764
OxTG(20:4_22:6_16:1(COOH))+NH4,972.7287104,651.4619364,627.4619364,671.5033764
OxTG(20:4_22:6_16:2(COOH))+NH4,970.7130604,649.4462864,625.4462864,671.5033764
OxTG(20:4_22:6_16:3(COOH))+NH4,968.6974104,647.4306364,623.4306364,671.5033764
OxTG(20:4_22:6_16:4(COOH))+NH4,966.6817604,645.4149864,621.4149864,671.5033764
OxTG(20:4_22:6_17:4(COOH))+NH4,980.6974104,659.4306364,635.4306364,671.5033764
OxTG(20:4_22:6_18:4(COOH))+NH4,994.7130604,673.4462864,649.4462864,671.5033764
OxTG(20:4_22:6_18:5(COOH))+NH4,992.6974104,671.4306364,647.4306364,671.5033764
OxTG(20:4_22:6_19:4(COOH))+NH4,1008.72871,687.4619364,663.4619364,671.5033764
OxTG(20:4_22:6_19:5(COOH))+NH4,1006.71306,685.4462864,661.4462864,671.5033764
OxTG(20:5_20:5_3:0(COOH))+NH4,764.5097004,445.2585264,445.2585264,643.4721764
OxTG(20:5_20:5_4:0(COOH))+NH4,778.5253504,459.2741764,459.2741764,643.4721764
OxTG(20:5_20:5_5:0(COOH))+NH4,792.5410004,473.2898264,473.2898264,643.4721764
OxTG(20:5_20:5_6:0(COOH))+NH4,806.5566504,487.3054764,487.3054764,643.4721764
OxTG(20:5_20:5_7:0(COOH))+NH4,820.5723004,501.3211264,501.3211264,643.4721764
OxTG(20:5_20:5_8:0(COOH))+NH4,834.5879504,515.3367764,515.3367764,643.4721764
OxTG(20:5_20:5_9:0(COOH))+NH4,848.6036004,529.3524264,529.3524264,643.4721764
OxTG(20:5_20:5_10:0(COOH))+NH4,862.6192504,543.3680764,543.3680764,643.4721764
OxTG(20:5_20:5_11:0(COOH))+NH4,876.6349004,557.3837264,557.3837264,643.4721764
OxTG(20:5_20:5_12:0(COOH))+NH4,890.6505504,571.3993764,571.3993764,643.4721764
OxTG(20:5_20:5_13:0(COOH))+NH4,904.6662004,585.4150264,585.4150264,643.4721764
OxTG(20:5_20:5_14:0(COOH))+NH4,918.6818504,599.4306764,599.4306764,643.4721764
OxTG(20:5_20:5_15:0(COOH))+NH4,932.6975004,613.4463264,613.4463264,643.4721764
OxTG(20:5_20:5_6:1(COOH))+NH4,804.5410104,485.2898364,485.2898364,643.4721764
OxTG(20:5_20:5_7:1(COOH))+NH4,818.5566604,499.3054864,499.3054864,643.4721764
OxTG(20:5_20:5_8:1(COOH))+NH4,832.5723104,513.3211364,513.3211364,643.4721764
OxTG(20:5_20:5_9:1(COOH))+NH4,846.5879604,527.3367864,527.3367864,643.4721764
OxTG(20:5_20:5_9:2(COOH))+NH4,844.5723104,525.3211364,525.3211364,643.4721764
OxTG(20:5_20:5_10:1(COOH))+NH4,860.6036104,541.3524364,541.3524364,643.4721764
OxTG(20:5_20:5_10:2(COOH))+NH4,858.5879604,539.3367864,539.3367864,643.4721764
OxTG(20:5_20:5_11:1(COOH))+NH4,874.6192604,555.3680864,555.3680864,643.4721764
OxTG(20:5_20:5_11:2(COOH))+NH4,872.6036104,553.3524364,553.3524364,643.4721764
OxTG(20:5_20:5_12:1(COOH))+NH4,888.6349104,569.3837364,569.3837364,643.4721764
OxTG(20:5_20:5_12:2(COOH))+NH4,886.6192604,567.3680864,567.3680864,643.4721764
OxTG(20:5_20:5_12:3(COOH))+NH4,884.6036104,565.3524364,565.3524364,643.4721764
OxTG(20:5_20:5_13:1(COOH))+NH4,902.6505604,583.3993864,583.3993864,643.4721764
OxTG(20:5_20:5_13:2(COOH))+NH4,900.6349104,581.3837364,581.3837364,643.4721764
OxTG(20:5_20:5_13:3(COOH))+NH4,898.6192604,579.3680864,579.3680864,643.4721764
OxTG(20:5_20:5_14:1(COOH))+NH4,916.6662104,597.4150364,597.4150364,643.4721764
OxTG(20:5_20:5_14:2(COOH))+NH4,914.6505604,595.3993864,595.3993864,643.4721764
OxTG(20:5_20:5_14:3(COOH))+NH4,912.6349104,593.3837364,593.3837364,643.4721764
OxTG(20:5_20:5_15:1(COOH))+NH4,930.6818604,611.4306864,611.4306864,643.4721764
OxTG(20:5_20:5_15:2(COOH))+NH4,928.6662104,609.4150364,609.4150364,643.4721764
OxTG(20:5_20:5_15:3(COOH))+NH4,926.6505604,607.3993864,607.3993864,643.4721764
OxTG(20:5_20:5_15:4(COOH))+NH4,924.6349104,605.3837364,605.3837364,643.4721764
OxTG(20:5_20:5_16:1(COOH))+NH4,944.6975104,625.4463364,625.4463364,643.4721764
OxTG(20:5_20:5_16:2(COOH))+NH4,942.6818604,623.4306864,623.4306864,643.4721764
OxTG(20:5_20:5_16:3(COOH))+NH4,940.6662104,621.4150364,621.4150364,643.4721764
OxTG(20:5_20:5_16:4(COOH))+NH4,938.6505604,619.3993864,619.3993864,643.4721764
OxTG(20:5_20:5_17:4(COOH))+NH4,952.6662104,633.4150364,633.4150364,643.4721764
OxTG(20:5_20:5_18:4(COOH))+NH4,966.6818604,647.4306864,647.4306864,643.4721764
OxTG(20:5_20:5_18:5(COOH))+NH4,964.6662104,645.4150364,645.4150364,643.4721764
OxTG(20:5_20:5_19:4(COOH))+NH4,980.6975104,661.4463364,661.4463364,643.4721764
OxTG(20:5_20:5_19:5(COOH))+NH4,978.6818604,659.4306864,659.4306864,643.4721764
OxTG(20:5_22:5_3:0(COOH))+NH4,792.5410004,473.2898264,445.2585264,671.5034764
OxTG(20:5_22:5_4:0(COOH))+NH4,806.5566504,487.3054764,459.2741764,671.5034764
OxTG(20:5_22:5_5:0(COOH))+NH4,820.5723004,501.3211264,473.2898264,671.5034764
OxTG(20:5_22:5_6:0(COOH))+NH4,834.5879504,515.3367764,487.3054764,671.5034764
OxTG(20:5_22:5_7:0(COOH))+NH4,848.6036004,529.3524264,501.3211264,671.5034764
OxTG(20:5_22:5_8:0(COOH))+NH4,862.6192504,543.3680764,515.3367764,671.5034764
OxTG(20:5_22:5_9:0(COOH))+NH4,876.6349004,557.3837264,529.3524264,671.5034764
OxTG(20:5_22:5_10:0(COOH))+NH4,890.6505504,571.3993764,543.3680764,671.5034764
OxTG(20:5_22:5_11:0(COOH))+NH4,904.6662004,585.4150264,557.3837264,671.5034764
OxTG(20:5_22:5_12:0(COOH))+NH4,918.6818504,599.4306764,571.3993764,671.5034764
OxTG(20:5_22:5_13:0(COOH))+NH4,932.6975004,613.4463264,585.4150264,671.5034764
OxTG(20:5_22:5_14:0(COOH))+NH4,946.7131504,627.4619764,599.4306764,671.5034764
OxTG(20:5_22:5_15:0(COOH))+NH4,960.7288004,641.4776264,613.4463264,671.5034764
OxTG(20:5_22:5_6:1(COOH))+NH4,832.5723104,513.3211364,485.2898364,671.5034764
OxTG(20:5_22:5_7:1(COOH))+NH4,846.5879604,527.3367864,499.3054864,671.5034764
OxTG(20:5_22:5_8:1(COOH))+NH4,860.6036104,541.3524364,513.3211364,671.5034764
OxTG(20:5_22:5_9:1(COOH))+NH4,874.6192604,555.3680864,527.3367864,671.5034764
OxTG(20:5_22:5_9:2(COOH))+NH4,872.6036104,553.3524364,525.3211364,671.5034764
OxTG(20:5_22:5_10:1(COOH))+NH4,888.6349104,569.3837364,541.3524364,671.5034764
OxTG(20:5_22:5_10:2(COOH))+NH4,886.6192604,567.3680864,539.3367864,671.5034764
OxTG(20:5_22:5_11:1(COOH))+NH4,902.6505604,583.3993864,555.3680864,671.5034764
OxTG(20:5_22:5_11:2(COOH))+NH4,900.6349104,581.3837364,553.3524364,671.5034764
OxTG(20:5_22:5_12:1(COOH))+NH4,916.6662104,597.4150364,569.3837364,671.5034764
OxTG(20:5_22:5_12:2(COOH))+NH4,914.6505604,595.3993864,567.3680864,671.5034764
OxTG(20:5_22:5_12:3(COOH))+NH4,912.6349104,593.3837364,565.3524364,671.5034764
OxTG(20:5_22:5_13:1(COOH))+NH4,930.6818604,611.4306864,583.3993864,671.5034764
OxTG(20:5_22:5_13:2(COOH))+NH4,928.6662104,609.4150364,581.3837364,671.5034764
OxTG(20:5_22:5_13:3(COOH))+NH4,926.6505604,607.3993864,579.3680864,671.5034764
OxTG(20:5_22:5_14:1(COOH))+NH4,944.6975104,625.4463364,597.4150364,671.5034764
OxTG(20:5_22:5_14:2(COOH))+NH4,942.6818604,623.4306864,595.3993864,671.5034764
OxTG(20:5_22:5_14:3(COOH))+NH4,940.6662104,621.4150364,593.3837364,671.5034764
OxTG(20:5_22:5_15:1(COOH))+NH4,958.7131604,639.4619864,611.4306864,671.5034764
OxTG(20:5_22:5_15:2(COOH))+NH4,956.6975104,637.4463364,609.4150364,671.5034764
OxTG(20:5_22:5_15:3(COOH))+NH4,954.6818604,635.4306864,607.3993864,671.5034764
OxTG(20:5_22:5_15:4(COOH))+NH4,952.6662104,633.4150364,605.3837364,671.5034764
OxTG(20:5_22:5_16:1(COOH))+NH4,972.7288104,653.4776364,625.4463364,671.5034764
OxTG(20:5_22:5_16:2(COOH))+NH4,970.7131604,651.4619864,623.4306864,671.5034764
OxTG(20:5_22:5_16:3(COOH))+NH4,968.6975104,649.4463364,621.4150364,671.5034764
OxTG(20:5_22:5_16:4(COOH))+NH4,966.6818604,647.4306864,619.3993864,671.5034764
OxTG(20:5_22:5_17:4(COOH))+NH4,980.6975104,661.4463364,633.4150364,671.5034764
OxTG(20:5_22:5_18:4(COOH))+NH4,994.7131604,675.4619864,647.4306864,671.5034764
OxTG(20:5_22:5_18:5(COOH))+NH4,992.6975104,673.4463364,645.4150364,671.5034764
OxTG(20:5_22:5_19:4(COOH))+NH4,1008.72881,689.4776364,661.4463364,671.5034764
OxTG(20:5_22:5_19:5(COOH))+NH4,1006.71316,687.4619864,659.4306864,671.5034764
OxTG(20:5_22:6_3:0(COOH))+NH4,790.5253004,471.2741264,445.2585264,669.4877764
OxTG(20:5_22:6_4:0(COOH))+NH4,804.5409504,485.2897764,459.2741764,669.4877764
OxTG(20:5_22:6_5:0(COOH))+NH4,818.5566004,499.3054264,473.2898264,669.4877764
OxTG(20:5_22:6_6:0(COOH))+NH4,832.5722504,513.3210764,487.3054764,669.4877764
OxTG(20:5_22:6_7:0(COOH))+NH4,846.5879004,527.3367264,501.3211264,669.4877764
OxTG(20:5_22:6_8:0(COOH))+NH4,860.6035504,541.3523764,515.3367764,669.4877764
OxTG(20:5_22:6_9:0(COOH))+NH4,874.6192004,555.3680264,529.3524264,669.4877764
OxTG(20:5_22:6_10:0(COOH))+NH4,888.6348504,569.3836764,543.3680764,669.4877764
OxTG(20:5_22:6_11:0(COOH))+NH4,902.6505004,583.3993264,557.3837264,669.4877764
OxTG(20:5_22:6_12:0(COOH))+NH4,916.6661504,597.4149764,571.3993764,669.4877764
OxTG(20:5_22:6_13:0(COOH))+NH4,930.6818004,611.4306264,585.4150264,669.4877764
OxTG(20:5_22:6_14:0(COOH))+NH4,944.6974504,625.4462764,599.4306764,669.4877764
OxTG(20:5_22:6_15:0(COOH))+NH4,958.7131004,639.4619264,613.4463264,669.4877764
OxTG(20:5_22:6_6:1(COOH))+NH4,830.5566104,511.3054364,485.2898364,669.4877764
OxTG(20:5_22:6_7:1(COOH))+NH4,844.5722604,525.3210864,499.3054864,669.4877764
OxTG(20:5_22:6_8:1(COOH))+NH4,858.5879104,539.3367364,513.3211364,669.4877764
OxTG(20:5_22:6_9:1(COOH))+NH4,872.6035604,553.3523864,527.3367864,669.4877764
OxTG(20:5_22:6_9:2(COOH))+NH4,870.5879104,551.3367364,525.3211364,669.4877764
OxTG(20:5_22:6_10:1(COOH))+NH4,886.6192104,567.3680364,541.3524364,669.4877764
OxTG(20:5_22:6_10:2(COOH))+NH4,884.6035604,565.3523864,539.3367864,669.4877764
OxTG(20:5_22:6_11:1(COOH))+NH4,900.6348604,581.3836864,555.3680864,669.4877764
OxTG(20:5_22:6_11:2(COOH))+NH4,898.6192104,579.3680364,553.3524364,669.4877764
OxTG(20:5_22:6_12:1(COOH))+NH4,914.6505104,595.3993364,569.3837364,669.4877764
OxTG(20:5_22:6_12:2(COOH))+NH4,912.6348604,593.3836864,567.3680864,669.4877764
OxTG(20:5_22:6_12:3(COOH))+NH4,910.6192104,591.3680364,565.3524364,669.4877764
OxTG(20:5_22:6_13:1(COOH))+NH4,928.6661604,609.4149864,583.3993864,669.4877764
OxTG(20:5_22:6_13:2(COOH))+NH4,926.6505104,607.3993364,581.3837364,669.4877764
OxTG(20:5_22:6_13:3(COOH))+NH4,924.6348604,605.3836864,579.3680864,669.4877764
OxTG(20:5_22:6_14:1(COOH))+NH4,942.6818104,623.4306364,597.4150364,669.4877764
OxTG(20:5_22:6_14:2(COOH))+NH4,940.6661604,621.4149864,595.3993864,669.4877764
OxTG(20:5_22:6_14:3(COOH))+NH4,938.6505104,619.3993364,593.3837364,669.4877764
OxTG(20:5_22:6_15:1(COOH))+NH4,956.6974604,637.4462864,611.4306864,669.4877764
OxTG(20:5_22:6_15:2(COOH))+NH4,954.6818104,635.4306364,609.4150364,669.4877764
OxTG(20:5_22:6_15:3(COOH))+NH4,952.6661604,633.4149864,607.3993864,669.4877764
OxTG(20:5_22:6_15:4(COOH))+NH4,950.6505104,631.3993364,605.3837364,669.4877764
OxTG(20:5_22:6_16:1(COOH))+NH4,970.7131104,651.4619364,625.4463364,669.4877764
OxTG(20:5_22:6_16:2(COOH))+NH4,968.6974604,649.4462864,623.4306864,669.4877764
OxTG(20:5_22:6_16:3(COOH))+NH4,966.6818104,647.4306364,621.4150364,669.4877764
OxTG(20:5_22:6_16:4(COOH))+NH4,964.6661604,645.4149864,619.3993864,669.4877764
OxTG(20:5_22:6_17:4(COOH))+NH4,978.6818104,659.4306364,633.4150364,669.4877764
OxTG(20:5_22:6_18:4(COOH))+NH4,992.6974604,673.4462864,647.4306864,669.4877764
OxTG(20:5_22:6_18:5(COOH))+NH4,990.6818104,671.4306364,645.4150364,669.4877764
OxTG(20:5_22:6_19:4(COOH))+NH4,1006.71311,687.4619364,661.4463364,669.4877764
OxTG(20:5_22:6_19:5(COOH))+NH4,1004.69746,685.4462864,659.4306864,669.4877764
OxTG(22:5_22:5_3:0(COOH))+NH4,820.5723004,473.2898264,473.2898264,699.5347764
OxTG(22:5_22:5_4:0(COOH))+NH4,834.5879504,487.3054764,487.3054764,699.5347764
OxTG(22:5_22:5_5:0(COOH))+NH4,848.6036004,501.3211264,501.3211264,699.5347764
OxTG(22:5_22:5_6:0(COOH))+NH4,862.6192504,515.3367764,515.3367764,699.5347764
OxTG(22:5_22:5_7:0(COOH))+NH4,876.6349004,529.3524264,529.3524264,699.5347764
OxTG(22:5_22:5_8:0(COOH))+NH4,890.6505504,543.3680764,543.3680764,699.5347764
OxTG(22:5_22:5_9:0(COOH))+NH4,904.6662004,557.3837264,557.3837264,699.5347764
OxTG(22:5_22:5_10:0(COOH))+NH4,918.6818504,571.3993764,571.3993764,699.5347764
OxTG(22:5_22:5_11:0(COOH))+NH4,932.6975004,585.4150264,585.4150264,699.5347764
OxTG(22:5_22:5_12:0(COOH))+NH4,946.7131504,599.4306764,599.4306764,699.5347764
OxTG(22:5_22:5_13:0(COOH))+NH4,960.7288004,613.4463264,613.4463264,699.5347764
OxTG(22:5_22:5_14:0(COOH))+NH4,974.7444504,627.4619764,627.4619764,699.5347764
OxTG(22:5_22:5_15:0(COOH))+NH4,988.7601004,641.4776264,641.4776264,699.5347764
OxTG(22:5_22:5_6:1(COOH))+NH4,860.6036104,513.3211364,513.3211364,699.5347764
OxTG(22:5_22:5_7:1(COOH))+NH4,874.6192604,527.3367864,527.3367864,699.5347764
OxTG(22:5_22:5_8:1(COOH))+NH4,888.6349104,541.3524364,541.3524364,699.5347764
OxTG(22:5_22:5_9:1(COOH))+NH4,902.6505604,555.3680864,555.3680864,699.5347764
OxTG(22:5_22:5_9:2(COOH))+NH4,900.6349104,553.3524364,553.3524364,699.5347764
OxTG(22:5_22:5_10:1(COOH))+NH4,916.6662104,569.3837364,569.3837364,699.5347764
OxTG(22:5_22:5_10:2(COOH))+NH4,914.6505604,567.3680864,567.3680864,699.5347764
OxTG(22:5_22:5_11:1(COOH))+NH4,930.6818604,583.3993864,583.3993864,699.5347764
OxTG(22:5_22:5_11:2(COOH))+NH4,928.6662104,581.3837364,581.3837364,699.5347764
OxTG(22:5_22:5_12:1(COOH))+NH4,944.6975104,597.4150364,597.4150364,699.5347764
OxTG(22:5_22:5_12:2(COOH))+NH4,942.6818604,595.3993864,595.3993864,699.5347764
OxTG(22:5_22:5_12:3(COOH))+NH4,940.6662104,593.3837364,593.3837364,699.5347764
OxTG(22:5_22:5_13:1(COOH))+NH4,958.7131604,611.4306864,611.4306864,699.5347764
OxTG(22:5_22:5_13:2(COOH))+NH4,956.6975104,609.4150364,609.4150364,699.5347764
OxTG(22:5_22:5_13:3(COOH))+NH4,954.6818604,607.3993864,607.3993864,699.5347764
OxTG(22:5_22:5_14:1(COOH))+NH4,972.7288104,625.4463364,625.4463364,699.5347764
OxTG(22:5_22:5_14:2(COOH))+NH4,970.7131604,623.4306864,623.4306864,699.5347764
OxTG(22:5_22:5_14:3(COOH))+NH4,968.6975104,621.4150364,621.4150364,699.5347764
OxTG(22:5_22:5_15:1(COOH))+NH4,986.7444604,639.4619864,639.4619864,699.5347764
OxTG(22:5_22:5_15:2(COOH))+NH4,984.7288104,637.4463364,637.4463364,699.5347764
OxTG(22:5_22:5_15:3(COOH))+NH4,982.7131604,635.4306864,635.4306864,699.5347764
OxTG(22:5_22:5_15:4(COOH))+NH4,980.6975104,633.4150364,633.4150364,699.5347764
OxTG(22:5_22:5_16:1(COOH))+NH4,1000.76011,653.4776364,653.4776364,699.5347764
OxTG(22:5_22:5_16:2(COOH))+NH4,998.7444604,651.4619864,651.4619864,699.5347764
