OxTG,[M+NH4]+,NL_R1COOH,NL_R2COOH,NL_R3COOH
OxTG(16:0_20:4_7:0(COOH))+NH4,776.6035004,503.3367264,455.3367264,599.5033764
OxTG(16:0_20:4_8:0(COOH))+NH4,790.6191504,517.3523764,469.3523764,599.5033764
OxTG(16:0_20:4_9:0(COOH))+NH4,804.6348004,531.3680264,483.3680264,599.5033764
OxTG(16:0_20:4_10:0(COOH))+NH4,818.6504504,545.3836764,497.3836764,599.5033764
OxTG(16:0_20:4_11:0(COOH))+NH4,832.6661004,559.3993264,511.3993264,599.5033764
OxTG(16:0_20:4_12:0(COOH))+NH4,846.6817504,573.4149764,525.4149764,599.5033764
OxTG(16:0_20:4_13:0(COOH))+NH4,860.6974004,587.4306264,539.4306264,599.5033764
OxTG(16:0_20:4_14:0(COOH))+NH4,874.7130504,601.4462764,553.4462764,599.5033764
OxTG(16:0_20:4_15:0(COOH))+NH4,888.7287004,615.4619264,567.4619264,599.5033764
OxTG(16:0_20:4_6:1(COOH))+NH4,760.5722104,487.3054364,439.3054364,599.5033764
OxTG(16:0_20:4_7:1(COOH))+NH4,774.5878604,501.3210864,453.3210864,599.5033764
OxTG(16:0_20:4_8:1(COOH))+NH4,788.6035104,515.3367364,467.3367364,599.5033764
OxTG(16:0_20:4_9:1(COOH))+NH4,802.6191604,529.3523864,481.3523864,599.5033764
OxTG(16:0_20:4_9:2(COOH))+NH4,800.6035104,527.3367364,479.3367364,599.5033764
OxTG(16:0_20:4_10:1(COOH))+NH4,816.6348104,543.3680364,495.3680364,599.5033764
OxTG(16:0_20:4_10:2(COOH))+NH4,814.6191604,541.3523864,493.3523864,599.5033764
OxTG(16:0_20:4_11:1(COOH))+NH4,830.6504604,557.3836864,509.3836864,599.5033764
OxTG(16:0_20:4_11:2(COOH))+NH4,828.6348104,555.3680364,507.3680364,599.5033764
OxTG(16:0_20:4_12:1(COOH))+NH4,844.6661104,571.3993364,523.3993364,599.5033764
OxTG(16:0_20:4_12:2(COOH))+NH4,842.6504604,569.3836864,521.3836864,599.5033764
OxTG(16:0_20:4_12:3(COOH))+NH4,840.6348104,567.3680364,519.3680364,599.5033764
OxTG(16:0_20:4_13:1(COOH))+NH4,858.6817604,585.4149864,537.4149864,599.5033764
OxTG(16:0_20:4_13:2(COOH))+NH4,856.6661104,583.3993364,535.3993364,599.5033764
OxTG(16:0_20:4_13:3(COOH))+NH4,854.6504604,581.3836864,533.3836864,599.5033764
OxTG(16:0_20:4_14:1(COOH))+NH4,872.6974104,599.4306364,551.4306364,599.5033764
OxTG(16:0_20:4_14:2(COOH))+NH4,870.6817604,597.4149864,549.4149864,599.5033764
OxTG(16:0_20:4_14:3(COOH))+NH4,868.6661104,595.3993364,547.3993364,599.5033764
OxTG(16:0_20:4_15:1(COOH))+NH4,886.7130604,613.4462864,565.4462864,599.5033764
OxTG(16:0_20:4_15:2(COOH))+NH4,884.6974104,611.4306364,563.4306364,599.5033764
OxTG(16:0_20:4_15:3(COOH))+NH4,882.6817604,609.4149864,561.4149864,599.5033764
OxTG(16:0_20:4_15:4(COOH))+NH4,880.6661104,607.3993364,559.3993364,599.5033764
OxTG(16:0_20:4_16:1(COOH))+NH4,900.7287104,627.4619364,579.4619364,599.5033764
OxTG(16:0_20:4_16:2(COOH))+NH4,898.7130604,625.4462864,577.4462864,599.5033764
OxTG(16:0_20:4_16:3(COOH))+NH4,896.6974104,623.4306364,575.4306364,599.5033764
OxTG(16:0_20:4_16:4(COOH))+NH4,894.6817604,621.4149864,573.4149864,599.5033764
OxTG(16:0_20:4_17:4(COOH))+NH4,908.6974104,635.4306364,587.4306364,599.5033764
OxTG(16:0_20:4_18:4(COOH))+NH4,922.7130604,649.4462864,601.4462864,599.5033764
OxTG(16:0_20:4_18:5(COOH))+NH4,920.6974104,647.4306364,599.4306364,599.5033764
OxTG(16:0_20:4_19:4(COOH))+NH4,936.7287104,663.4619364,615.4619364,599.5033764
OxTG(16:0_20:4_19:5(COOH))+NH4,934.7130604,661.4462864,613.4462864,599.5033764
OxTG(16:0_20:5_3:0(COOH))+NH4,718.5253004,445.2585264,399.2741264,597.4877764
OxTG(16:0_20:5_4:0(COOH))+NH4,732.5409504,459.2741764,413.2897764,597.4877764
OxTG(16:0_20:5_5:0(COOH))+NH4,746.5566004,473.2898264,427.3054264,597.4877764
OxTG(16:0_20:5_6:0(COOH))+NH4,760.5722504,487.3054764,441.3210764,597.4877764
OxTG(16:0_20:5_7:0(COOH))+NH4,774.5879004,501.3211264,455.3367264,597.4877764
OxTG(16:0_20:5_8:0(COOH))+NH4,788.6035504,515.3367764,469.3523764,597.4877764
OxTG(16:0_20:5_9:0(COOH))+NH4,802.6192004,529.3524264,483.3680264,597.4877764
OxTG(16:0_20:5_10:0(COOH))+NH4,816.6348504,543.3680764,497.3836764,597.4877764
OxTG(16:0_20:5_11:0(COOH))+NH4,830.6505004,557.3837264,511.3993264,597.4877764
OxTG(16:0_20:5_12:0(COOH))+NH4,844.6661504,571.3993764,525.4149764,597.4877764
OxTG(16:0_20:5_13:0(COOH))+NH4,858.6818004,585.4150264,539.4306264,597.4877764
OxTG(16:0_20:5_14:0(COOH))+NH4,872.6974504,599.4306764,553.4462764,597.4877764
OxTG(16:0_20:5_15:0(COOH))+NH4,886.7131004,613.4463264,567.4619264,597.4877764
OxTG(16:0_20:5_6:1(COOH))+NH4,758.5566104,485.2898364,439.3054364,597.4877764
OxTG(16:0_20:5_7:1(COOH))+NH4,772.5722604,499.3054864,453.3210864,597.4877764
OxTG(16:0_20:5_8:1(COOH))+NH4,786.5879104,513.3211364,467.3367364,597.4877764
OxTG(16:0_20:5_9:1(COOH))+NH4,800.6035604,527.3367864,481.3523864,597.4877764
OxTG(16:0_20:5_9:2(COOH))+NH4,798.5879104,525.3211364,479.3367364,597.4877764
OxTG(16:0_20:5_10:1(COOH))+NH4,814.6192104,541.3524364,495.3680364,597.4877764
OxTG(16:0_20:5_10:2(COOH))+NH4,812.6035604,539.3367864,493.3523864,597.4877764
OxTG(16:0_20:5_11:1(COOH))+NH4,828.6348604,555.3680864,509.3836864,597.4877764
OxTG(16:0_20:5_11:2(COOH))+NH4,826.6192104,553.3524364,507.3680364,597.4877764
OxTG(16:0_20:5_12:1(COOH))+NH4,842.6505104,569.3837364,523.3993364,597.4877764
OxTG(16:0_20:5_12:2(COOH))+NH4,840.6348604,567.3680864,521.3836864,597.4877764
OxTG(16:0_20:5_12:3(COOH))+NH4,838.6192104,565.3524364,519.3680364,597.4877764
OxTG(16:0_20:5_13:1(COOH))+NH4,856.6661604,583.3993864,537.4149864,597.4877764
OxTG(16:0_20:5_13:2(COOH))+NH4,854.6505104,581.3837364,535.3993364,597.4877764
OxTG(16:0_20:5_13:3(COOH))+NH4,852.6348604,579.3680864,533.3836864,597.4877764
OxTG(16:0_20:5_14:1(COOH))+NH4,870.6818104,597.4150364,551.4306364,597.4877764
OxTG(16:0_20:5_14:2(COOH))+NH4,868.6661604,595.3993864,549.4149864,597.4877764
OxTG(16:0_20:5_14:3(COOH))+NH4,866.6505104,593.3837364,547.3993364,597.4877764
OxTG(16:0_20:5_15:1(COOH))+NH4,884.6974604,611.4306864,565.4462864,597.4877764
OxTG(16:0_20:5_15:2(COOH))+NH4,882.6818104,609.4150364,563.4306364,597.4877764
OxTG(16:0_20:5_15:3(COOH))+NH4,880.6661604,607.3993864,561.4149864,597.4877764
OxTG(16:0_20:5_15:4(COOH))+NH4,878.6505104,605.3837364,559.3993364,597.4877764
OxTG(16:0_20:5_16:1(COOH))+NH4,898.7131104,625.4463364,579.4619364,597.4877764
OxTG(16:0_20:5_16:2(COOH))+NH4,896.6974604,623.4306864,577.4462864,597.4877764
OxTG(16:0_20:5_16:3(COOH))+NH4,894.6818104,621.4150364,575.4306364,597.4877764
OxTG(16:0_20:5_16:4(COOH))+NH4,892.6661604,619.3993864,573.4149864,597.4877764
OxTG(16:0_20:5_17:4(COOH))+NH4,906.6818104,633.4150364,587.4306364,597.4877764
OxTG(16:0_20:5_18:4(COOH))+NH4,920.6974604,647.4306864,601.4462864,597.4877764
OxTG(16:0_20:5_18:5(COOH))+NH4,918.6818104,645.4150364,599.4306364,597.4877764
OxTG(16:0_20:5_19:4(COOH))+NH4,934.7131104,661.4463364,615.4619364,597.4877764
OxTG(16:0_20:5_19:5(COOH))+NH4,932.6974604,659.4306864,613.4462864,597.4877764
OxTG(16:0_22:5_3:0(COOH))+NH4,746.5566004,473.2898264,399.2741264,625.5190764
OxTG(16:0_22:5_4:0(COOH))+NH4,760.5722504,487.3054764,413.2897764,625.5190764
OxTG(16:0_22:5_5:0(COOH))+NH4,774.5879004,501.3211264,427.3054264,625.5190764
OxTG(16:0_22:5_6:0(COOH))+NH4,788.6035504,515.3367764,441.3210764,625.5190764
OxTG(16:0_22:5_7:0(COOH))+NH4,802.6192004,529.3524264,455.3367264,625.5190764
OxTG(16:0_22:5_8:0(COOH))+NH4,816.6348504,543.3680764,469.3523764,625.5190764
OxTG(16:0_22:5_9:0(COOH))+NH4,830.6505004,557.3837264,483.3680264,625.5190764
OxTG(16:0_22:5_10:0(COOH))+NH4,844.6661504,571.3993764,497.3836764,625.5190764
OxTG(16:0_22:5_11:0(COOH))+NH4,858.6818004,585.4150264,511.3993264,625.5190764
OxTG(16:0_22:5_12:0(COOH))+NH4,872.6974504,599.4306764,525.4149764,625.5190764
OxTG(16:0_22:5_13:0(COOH))+NH4,886.7131004,613.4463264,539.4306264,625.5190764
OxTG(16:0_22:5_14:0(COOH))+NH4,900.7287504,627.4619764,553.4462764,625.5190764
OxTG(16:0_22:5_15:0(COOH))+NH4,914.7444004,641.4776264,567.4619264,625.5190764
OxTG(16:0_22:5_6:1(COOH))+NH4,786.5879104,513.3211364,439.3054364,625.5190764
OxTG(16:0_22:5_7:1(COOH))+NH4,800.6035604,527.3367864,453.3210864,625.5190764
OxTG(16:0_22:5_8:1(COOH))+NH4,814.6192104,541.3524364,467.3367364,625.5190764
OxTG(16:0_22:5_9:1(COOH))+NH4,828.6348604,555.3680864,481.3523864,625.5190764
OxTG(16:0_22:5_9:2(COOH))+NH4,826.6192104,553.3524364,479.3367364,625.5190764
OxTG(16:0_22:5_10:1(COOH))+NH4,842.6505104,569.3837364,495.3680364,625.5190764
OxTG(16:0_22:5_10:2(COOH))+NH4,840.6348604,567.3680864,493.3523864,625.5190764
OxTG(16:0_22:5_11:1(COOH))+NH4,856.6661604,583.3993864,509.3836864,625.5190764
OxTG(16:0_22:5_11:2(COOH))+NH4,854.6505104,581.3837364,507.3680364,625.5190764
OxTG(16:0_22:5_12:1(COOH))+NH4,870.6818104,597.4150364,523.3993364,625.5190764
OxTG(16:0_22:5_12:2(COOH))+NH4,868.6661604,595.3993864,521.3836864,625.5190764
OxTG(16:0_22:5_12:3(COOH))+NH4,866.6505104,593.3837364,519.3680364,625.5190764
OxTG(16:0_22:5_13:1(COOH))+NH4,884.6974604,611.4306864,537.4149864,625.5190764
OxTG(16:0_22:5_13:2(COOH))+NH4,882.6818104,609.4150364,535.3993364,625.5190764
OxTG(16:0_22:5_13:3(COOH))+NH4,880.6661604,607.3993864,533.3836864,625.5190764
OxTG(16:0_22:5_14:1(COOH))+NH4,898.7131104,625.4463364,551.4306364,625.5190764
OxTG(16:0_22:5_14:2(COOH))+NH4,896.6974604,623.4306864,549.4149864,625.5190764
OxTG(16:0_22:5_14:3(COOH))+NH4,894.6818104,621.4150364,547.3993364,625.5190764
OxTG(16:0_22:5_15:1(COOH))+NH4,912.7287604,639.4619864,565.4462864,625.5190764
OxTG(16:0_22:5_15:2(COOH))+NH4,910.7131104,637.4463364,563.4306364,625.5190764
OxTG(16:0_22:5_15:3(COOH))+NH4,908.6974604,635.4306864,561.4149864,625.5190764
OxTG(16:0_22:5_15:4(COOH))+NH4,906.6818104,633.4150364,559.3993364,625.5190764
OxTG(16:0_22:5_16:1(COOH))+NH4,926.7444104,653.4776364,579.4619364,625.5190764
OxTG(16:0_22:5_16:2(COOH))+NH4,924.7287604,651.4619864,577.4462864,625.5190764
OxTG(16:0_22:5_16:3(COOH))+NH4,922.7131104,649.4463364,575.4306364,625.5190764
OxTG(16:0_22:5_16:4(COOH))+NH4,920.6974604,647.4306864,573.4149864,625.5190764
OxTG(16:0_22:5_17:4(COOH))+NH4,934.7131104,661.4463364,587.4306364,625.5190764
OxTG(16:0_22:5_18:4(COOH))+NH4,948.7287604,675.4619864,601.4462864,625.5190764
OxTG(16:0_22:5_18:5(COOH))+NH4,946.7131104,673.4463364,599.4306364,625.5190764
OxTG(16:0_22:5_19:4(COOH))+NH4,962.7444104,689.4776364,615.4619364,625.5190764
OxTG(16:0_22:5_19:5(COOH))+NH4,960.7287604,687.4619864,613.4462864,625.5190764
OxTG(16:0_22:6_3:0(COOH))+NH4,744.5409004,471.2741264,399.2741264,623.5033764
OxTG(16:0_22:6_4:0(COOH))+NH4,758.5565504,485.2897764,413.2897764,623.5033764
OxTG(16:0_22:6_5:0(COOH))+NH4,772.5722004,499.3054264,427.3054264,623.5033764
OxTG(16:0_22:6_6:0(COOH))+NH4,786.5878504,513.3210764,441.3210764,623.5033764
OxTG(16:0_22:6_7:0(COOH))+NH4,800.6035004,527.3367264,455.3367264,623.5033764
OxTG(16:0_22:6_8:0(COOH))+NH4,814.6191504,541.3523764,469.3523764,623.5033764
OxTG(16:0_22:6_9:0(COOH))+NH4,828.6348004,555.3680264,483.3680264,623.5033764
OxTG(16:0_22:6_10:0(COOH))+NH4,842.6504504,569.3836764,497.3836764,623.5033764
OxTG(16:0_22:6_11:0(COOH))+NH4,856.6661004,583.3993264,511.3993264,623.5033764
OxTG(16:0_22:6_12:0(COOH))+NH4,870.6817504,597.4149764,525.4149764,623.5033764
OxTG(16:0_22:6_13:0(COOH))+NH4,884.6974004,611.4306264,539.4306264,623.5033764
OxTG(16:0_22:6_14:0(COOH))+NH4,898.7130504,625.4462764,553.4462764,623.5033764
OxTG(16:0_22:6_15:0(COOH))+NH4,912.7287004,639.4619264,567.4619264,623.5033764
OxTG(16:0_22:6_6:1(COOH))+NH4,784.5722104,511.3054364,439.3054364,623.5033764
OxTG(16:0_22:6_7:1(COOH))+NH4,798.5878604,525.3210864,453.3210864,623.5033764
OxTG(16:0_22:6_8:1(COOH))+NH4,812.6035104,539.3367364,467.3367364,623.5033764
OxTG(16:0_22:6_9:1(COOH))+NH4,826.6191604,553.3523864,481.3523864,623.5033764
OxTG(16:0_22:6_9:2(COOH))+NH4,824.6035104,551.3367364,479.3367364,623.5033764
OxTG(16:0_22:6_10:1(COOH))+NH4,840.6348104,567.3680364,495.3680364,623.5033764
OxTG(16:0_22:6_10:2(COOH))+NH4,838.6191604,565.3523864,493.3523864,623.5033764
OxTG(16:0_22:6_11:1(COOH))+NH4,854.6504604,581.3836864,509.3836864,623.5033764
OxTG(16:0_22:6_11:2(COOH))+NH4,852.6348104,579.3680364,507.3680364,623.5033764
OxTG(16:0_22:6_12:1(COOH))+NH4,868.6661104,595.3993364,523.3993364,623.5033764
OxTG(16:0_22:6_12:2(COOH))+NH4,866.6504604,593.3836864,521.3836864,623.5033764
OxTG(16:0_22:6_12:3(COOH))+NH4,864.6348104,591.3680364,519.3680364,623.5033764
OxTG(16:0_22:6_13:1(COOH))+NH4,882.6817604,609.4149864,537.4149864,623.5033764
OxTG(16:0_22:6_13:2(COOH))+NH4,880.6661104,607.3993364,535.3993364,623.5033764
OxTG(16:0_22:6_13:3(COOH))+NH4,878.6504604,605.3836864,533.3836864,623.5033764
OxTG(16:0_22:6_14:1(COOH))+NH4,896.6974104,623.4306364,551.4306364,623.5033764
OxTG(16:0_22:6_14:2(COOH))+NH4,894.6817604,621.4149864,549.4149864,623.5033764
OxTG(16:0_22:6_14:3(COOH))+NH4,892.6661104,619.3993364,547.3993364,623.5033764
OxTG(16:0_22:6_15:1(COOH))+NH4,910.7130604,637.4462864,565.4462864,623.5033764
OxTG(16:0_22:6_15:2(COOH))+NH4,908.6974104,635.4306364,563.4306364,623.5033764
OxTG(16:0_22:6_15:3(COOH))+NH4,906.6817604,633.4149864,561.4149864,623.5033764
OxTG(16:0_22:6_15:4(COOH))+NH4,904.6661104,631.3993364,559.3993364,623.5033764
OxTG(16:0_22:6_16:1(COOH))+NH4,924.7287104,651.4619364,579.4619364,623.5033764
OxTG(16:0_22:6_16:2(COOH))+NH4,922.7130604,649.4462864,577.4462864,623.5033764
OxTG(16:0_22:6_16:3(COOH))+NH4,920.6974104,647.4306364,575.4306364,623.5033764
OxTG(16:0_22:6_16:4(COOH))+NH4,918.6817604,645.4149864,573.4149864,623.5033764
OxTG(16:0_22:6_17:4(COOH))+NH4,932.6974104,659.4306364,587.4306364,623.5033764
OxTG(16:0_22:6_18:4(COOH))+NH4,946.7130604,673.4462864,601.4462864,623.5033764
OxTG(16:0_22:6_18:5(COOH))+NH4,944.6974104,671.4306364,599.4306364,623.5033764
OxTG(16:0_22:6_19:4(COOH))+NH4,960.7287104,687.4619364,615.4619364,623.5033764
OxTG(16:0_22:6_19:5(COOH))+NH4,958.7130604,685.4462864,613.4462864,623.5033764
OxTG(16:1_16:1_3:0(COOH))+NH4,668.5097004,397.2585264,397.2585264,547.4721764
OxTG(16:1_16:1_4:0(COOH))+NH4,682.5253504,411.2741764,411.2741764,547.4721764
OxTG(16:1_16:1_5:0(COOH))+NH4,696.5410004,425.2898264,425.2898264,547.4721764
OxTG(16:1_16:1_6:0(COOH))+NH4,710.5566504,439.3054764,439.3054764,547.4721764
OxTG(16:1_16:1_7:0(COOH))+NH4,724.5723004,453.3211264,453.3211264,547.4721764
OxTG(16:1_16:1_8:0(COOH))+NH4,738.5879504,467.3367764,467.3367764,547.4721764
OxTG(16:1_16:1_9:0(COOH))+NH4,752.6036004,481.3524264,481.3524264,547.4721764
OxTG(16:1_16:1_10:0(COOH))+NH4,766.6192504,495.3680764,495.3680764,547.4721764
OxTG(16:1_16:1_11:0(COOH))+NH4,780.6349004,509.3837264,509.3837264,547.4721764
OxTG(16:1_16:1_12:0(COOH))+NH4,794.6505504,523.3993764,523.3993764,547.4721764
OxTG(16:1_16:1_13:0(COOH))+NH4,808.6662004,537.4150264,537.4150264,547.4721764
OxTG(16:1_16:1_14:0(COOH))+NH4,822.6818504,551.4306764,551.4306764,547.4721764
OxTG(16:1_16:1_15:0(COOH))+NH4,836.6975004,565.4463264,565.4463264,547.4721764
OxTG(16:1_16:1_6:1(COOH))+NH4,708.5410104,437.2898364,437.2898364,547.4721764
OxTG(16:1_16:1_7:1(COOH))+NH4,722.5566604,451.3054864,451.3054864,547.4721764
OxTG(16:1_16:1_8:1(COOH))+NH4,736.5723104,465.3211364,465.3211364,547.4721764
OxTG(16:1_16:1_9:1(COOH))+NH4,750.5879604,479.3367864,479.3367864,547.4721764
OxTG(16:1_16:1_9:2(COOH))+NH4,748.5723104,477.3211364,477.3211364,547.4721764
OxTG(16:1_16:1_10:1(COOH))+NH4,764.6036104,493.3524364,493.3524364,547.4721764
OxTG(16:1_16:1_10:2(COOH))+NH4,762.5879604,491.3367864,491.3367864,547.4721764
OxTG(16:1_16:1_11:1(COOH))+NH4,778.6192604,507.3680864,507.3680864,547.4721764
OxTG(16:1_16:1_11:2(COOH))+NH4,776.6036104,505.3524364,505.3524364,547.4721764
OxTG(16:1_16:1_12:1(COOH))+NH4,792.6349104,521.3837364,521.3837364,547.4721764
OxTG(16:1_16:1_12:2(COOH))+NH4,790.6192604,519.3680864,519.3680864,547.4721764
OxTG(16:1_16:1_12:3(COOH))+NH4,788.6036104,517.3524364,517.3524364,547.4721764
OxTG(16:1_16:1_13:1(COOH))+NH4,806.6505604,535.3993864,535.3993864,547.4721764
OxTG(16:1_16:1_13:2(COOH))+NH4,804.6349104,533.3837364,533.3837364,547.4721764
OxTG(16:1_16:1_13:3(COOH))+NH4,802.6192604,531.3680864,531.3680864,547.4721764
OxTG(16:1_16:1_14:1(COOH))+NH4,820.6662104,549.4150364,549.4150364,547.4721764
OxTG(16:1_16:1_14:2(COOH))+NH4,818.6505604,547.3993864,547.3993864,547.4721764
OxTG(16:1_16:1_14:3(COOH))+NH4,816.6349104,545.3837364,545.3837364,547.4721764
OxTG(16:1_16:1_15:1(COOH))+NH4,834.6818604,563.4306864,563.4306864,547.4721764
OxTG(16:1_16:1_15:2(COOH))+NH4,832.6662104,561.4150364,561.4150364,547.4721764
OxTG(16:1_16:1_15:3(COOH))+NH4,830.6505604,559.3993864,559.3993864,547.4721764
OxTG(16:1_16:1_15:4(COOH))+NH4,828.6349104,557.3837364,557.3837364,547.4721764
OxTG(16:1_16:1_16:1(COOH))+NH4,848.6975104,577.4463364,577.4463364,547.4721764
OxTG(16:1_16:1_16:2(COOH))+NH4,846.6818604,575.4306864,575.4306864,547.4721764
OxTG(16:1_16:1_16:3(COOH))+NH4,844.6662104,573.4150364,573.4150364,547.4721764
OxTG(16:1_16:1_16:4(COOH))+NH4,842.6505604,571.3993864,571.3993864,547.4721764
OxTG(16:1_16:1_17:4(COOH))+NH4,856.6662104,585.4150364,585.4150364,547.4721764
OxTG(16:1_16:1_18:4(COOH))+NH4,870.6818604,599.4306864,599.4306864,547.4721764
OxTG(16:1_16:1_18:5(COOH))+NH4,868.6662104,597.4150364,597.4150364,547.4721764
OxTG(16:1_16:1_19:4(COOH))+NH4,884.6975104,613.4463364,613.4463364,547.4721764
OxTG(16:1_16:1_19:5(COOH))+NH4,882.6818604,611.4306864,611.4306864,547.4721764
OxTG(16:1_18:0_3:0(COOH))+NH4,698.5566004,427.3054264,397.2585264,577.5190764
OxTG(16:1_18:0_4:0(COOH))+NH4,712.5722504,441.3210764,411.2741764,577.5190764
OxTG(16:1_18:0_5:0(COOH))+NH4,726.5879004,455.3367264,425.2898264,577.5190764
OxTG(16:1_18:0_6:0(COOH))+NH4,740.6035504,469.3523764,439.3054764,577.5190764
OxTG(16:1_18:0_7:0(COOH))+NH4,754.6192004,483.3680264,453.3211264,577.5190764
OxTG(16:1_18:0_8:0(COOH))+NH4,768.6348504,497.3836764,467.3367764,577.5190764
OxTG(16:1_18:0_9:0(COOH))+NH4,782.6505004,511.3993264,481.3524264,577.5190764
OxTG(16:1_18:0_10:0(COOH))+NH4,796.6661504,525.4149764,495.3680764,577.5190764
OxTG(16:1_18:0_11:0(COOH))+NH4,810.6818004,539.4306264,509.3837264,577.5190764
OxTG(16:1_18:0_12:0(COOH))+NH4,824.6974504,553.4462764,523.3993764,577.5190764
OxTG(16:1_18:0_13:0(COOH))+NH4,838.7131004,567.4619264,537.4150264,577.5190764
OxTG(16:1_18:0_14:0(COOH))+NH4,852.7287504,581.4775764,551.4306764,577.5190764
OxTG(16:1_18:0_15:0(COOH))+NH4,866.7444004,595.4932264,565.4463264,577.5190764
OxTG(16:1_18:0_6:1(COOH))+NH4,738.5879104,467.3367364,437.2898364,577.5190764
OxTG(16:1_18:0_7:1(COOH))+NH4,752.6035604,481.3523864,451.3054864,577.5190764
OxTG(16:1_18:0_8:1(COOH))+NH4,766.6192104,495.3680364,465.3211364,577.5190764
OxTG(16:1_18:0_9:1(COOH))+NH4,780.6348604,509.3836864,479.3367864,577.5190764
OxTG(16:1_18:0_9:2(COOH))+NH4,778.6192104,507.3680364,477.3211364,577.5190764
OxTG(16:1_18:0_10:1(COOH))+NH4,794.6505104,523.3993364,493.3524364,577.5190764
OxTG(16:1_18:0_10:2(COOH))+NH4,792.6348604,521.3836864,491.3367864,577.5190764
OxTG(16:1_18:0_11:1(COOH))+NH4,808.6661604,537.4149864,507.3680864,577.5190764
OxTG(16:1_18:0_11:2(COOH))+NH4,806.6505104,535.3993364,505.3524364,577.5190764
OxTG(16:1_18:0_12:1(COOH))+NH4,822.6818104,551.4306364,521.3837364,577.5190764
OxTG(16:1_18:0_12:2(COOH))+NH4,820.6661604,549.4149864,519.3680864,577.5190764
OxTG(16:1_18:0_12:3(COOH))+NH4,818.6505104,547.3993364,517.3524364,577.5190764
OxTG(16:1_18:0_13:1(COOH))+NH4,836.6974604,565.4462864,535.3993864,577.5190764
OxTG(16:1_18:0_13:2(COOH))+NH4,834.6818104,563.4306364,533.3837364,577.5190764
OxTG(16:1_18:0_13:3(COOH))+NH4,832.6661604,561.4149864,531.3680864,577.5190764
OxTG(16:1_18:0_14:1(COOH))+NH4,850.7131104,579.4619364,549.4150364,577.5190764
OxTG(16:1_18:0_14:2(COOH))+NH4,848.6974604,577.4462864,547.3993864,577.5190764
OxTG(16:1_18:0_14:3(COOH))+NH4,846.6818104,575.4306364,545.3837364,577.5190764
OxTG(16:1_18:0_15:1(COOH))+NH4,864.7287604,593.4775864,563.4306864,577.5190764
OxTG(16:1_18:0_15:2(COOH))+NH4,862.7131104,591.4619364,561.4150364,577.5190764
OxTG(16:1_18:0_15:3(COOH))+NH4,860.6974604,589.4462864,559.3993864,577.5190764
OxTG(16:1_18:0_15:4(COOH))+NH4,858.6818104,587.4306364,557.3837364,577.5190764
OxTG(16:1_18:0_16:1(COOH))+NH4,878.7444104,607.4932364,577.4463364,577.5190764
OxTG(16:1_18:0_16:2(COOH))+NH4,876.7287604,605.4775864,575.4306864,577.5190764
OxTG(16:1_18:0_16:3(COOH))+NH4,874.7131104,603.4619364,573.4150364,577.5190764
OxTG(16:1_18:0_16:4(COOH))+NH4,872.6974604,601.4462864,571.3993864,577.5190764
OxTG(16:1_18:0_17:4(COOH))+NH4,886.7131104,615.4619364,585.4150364,577.5190764
OxTG(16:1_18:0_18:4(COOH))+NH4,900.7287604,629.4775864,599.4306864,577.5190764
OxTG(16:1_18:0_18:5(COOH))+NH4,898.7131104,627.4619364,597.4150364,577.5190764
OxTG(16:1_18:0_19:4(COOH))+NH4,914.7444104,643.4932364,613.4463364,577.5190764
OxTG(16:1_18:0_19:5(COOH))+NH4,912.7287604,641.4775864,611.4306864,577.5190764
OxTG(16:1_18:1_3:0(COOH))+NH4,696.5410004,425.2898264,397.2585264,575.5034764
OxTG(16:1_18:1_4:0(COOH))+NH4,710.5566504,439.3054764,411.2741764,575.5034764
OxTG(16:1_18:1_5:0(COOH))+NH4,724.5723004,453.3211264,425.2898264,575.5034764
OxTG(16:1_18:1_6:0(COOH))+NH4,738.5879504,467.3367764,439.3054764,575.5034764
OxTG(16:1_18:1_7:0(COOH))+NH4,752.6036004,481.3524264,453.3211264,575.5034764
OxTG(16:1_18:1_8:0(COOH))+NH4,766.6192504,495.3680764,467.3367764,575.5034764
OxTG(16:1_18:1_9:0(COOH))+NH4,780.6349004,509.3837264,481.3524264,575.5034764
OxTG(16:1_18:1_10:0(COOH))+NH4,794.6505504,523.3993764,495.3680764,575.5034764
OxTG(16:1_18:1_11:0(COOH))+NH4,808.6662004,537.4150264,509.3837264,575.5034764
OxTG(16:1_18:1_12:0(COOH))+NH4,822.6818504,551.4306764,523.3993764,575.5034764
OxTG(16:1_18:1_13:0(COOH))+NH4,836.6975004,565.4463264,537.4150264,575.5034764
OxTG(16:1_18:1_14:0(COOH))+NH4,850.7131504,579.4619764,551.4306764,575.5034764
OxTG(16:1_18:1_15:0(COOH))+NH4,864.7288004,593.4776264,565.4463264,575.5034764
OxTG(16:1_18:1_6:1(COOH))+NH4,736.5723104,465.3211364,437.2898364,575.5034764
OxTG(16:1_18:1_7:1(COOH))+NH4,750.5879604,479.3367864,451.3054864,575.5034764
OxTG(16:1_18:1_8:1(COOH))+NH4,764.6036104,493.3524364,465.3211364,575.5034764
OxTG(16:1_18:1_9:1(COOH))+NH4,778.6192604,507.3680864,479.3367864,575.5034764
OxTG(16:1_18:1_9:2(COOH))+NH4,776.6036104,505.3524364,477.3211364,575.5034764
OxTG(16:1_18:1_10:1(COOH))+NH4,792.6349104,521.3837364,493.3524364,575.5034764
