"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Number of Scans","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Max Intensity","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Average m/z","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.64624027777778","5.94624027777778","10781","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.64624027777778","5.94624027777778","10781","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.64624027777778","5.94624027777778","10781","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.64624027777778","5.94624027777778","10781","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.64624027777778","5.94624027777778","10781","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","5.64624027777778","5.94624027777778","10781"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.4949277777778","12.7949277777778","10824","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.4949277777778","12.7949277777778","10824","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.4949277777778","12.7949277777778","10824","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.4949277777778","12.7949277777778","10824","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.4949277777778","12.7949277777778","10824","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","12.4949277777778","12.7949277777778","10824"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.9298166666667","15.2298166666667","12102","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.9298166666667","15.2298166666667","12102","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.9298166666667","15.2298166666667","12102","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.9298166666667","15.2298166666667","12102","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.9298166666667","15.2298166666667","12102","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","14.9298166666667","15.2298166666667","12102"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.68126527777778","8.98126527777778","12285","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.68126527777778","8.98126527777778","12285","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.68126527777778","8.98126527777778","12285","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.68126527777778","8.98126527777778","12285","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.68126527777778","8.98126527777778","12285","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","8.68126527777778","8.98126527777778","12285"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.6663416666667","14.9663416666667","12337","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.6663416666667","14.9663416666667","12337","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.6663416666667","14.9663416666667","12337","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.6663416666667","14.9663416666667","12337","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.6663416666667","14.9663416666667","12337","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","14.6663416666667","14.9663416666667","12337"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"1.38499722222222","1.68499722222222","12396","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"1.38499722222222","1.68499722222222","12396","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"1.38499722222222","1.68499722222222","12396","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"1.38499722222222","1.68499722222222","12396","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"1.38499722222222","1.68499722222222","12396","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","1.38499722222222","1.68499722222222","12396"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"2.66301527777778","2.96301527777778","13860","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"2.66301527777778","2.96301527777778","13860","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"2.66301527777778","2.96301527777778","13860","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"2.66301527777778","2.96301527777778","13860","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"2.66301527777778","2.96301527777778","13860","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","2.66301527777778","2.96301527777778","13860"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.27024861111111","8.57024861111111","13993","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.27024861111111","8.57024861111111","13993","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.27024861111111","8.57024861111111","13993","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.27024861111111","8.57024861111111","13993","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"8.27024861111111","8.57024861111111","13993","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","8.27024861111111","8.57024861111111","13993"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.6743888888889","12.9743888888889","14193","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.6743888888889","12.9743888888889","14193","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.6743888888889","12.9743888888889","14193","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.6743888888889","12.9743888888889","14193","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"12.6743888888889","12.9743888888889","14193","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","12.6743888888889","12.9743888888889","14193"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.3141111111111","14.6141111111111","14216","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.3141111111111","14.6141111111111","14216","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.3141111111111","14.6141111111111","14216","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.3141111111111","14.6141111111111","14216","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.3141111111111","14.6141111111111","14216","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","14.3141111111111","14.6141111111111","14216"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.8981361111111","15.1981361111111","15646","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.8981361111111","15.1981361111111","15646","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.8981361111111","15.1981361111111","15646","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.8981361111111","15.1981361111111","15646","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"14.8981361111111","15.1981361111111","15646","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","14.8981361111111","15.1981361111111","15646"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.670425","5.970425","15729","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.670425","5.970425","15729","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.670425","5.970425","15729","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.670425","5.970425","15729","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.670425","5.970425","15729","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","5.670425","5.970425","15729"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"4.90852361111111","5.20852361111111","17043","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"4.90852361111111","5.20852361111111","17043","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"4.90852361111111","5.20852361111111","17043","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"4.90852361111111","5.20852361111111","17043","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"4.90852361111111","5.20852361111111","17043","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","4.90852361111111","5.20852361111111","17043"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"10.6894902777778","10.9894902777778","17765","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"10.6894902777778","10.9894902777778","17765","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"10.6894902777778","10.9894902777778","17765","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"10.6894902777778","10.9894902777778","17765","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"10.6894902777778","10.9894902777778","17765","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","10.6894902777778","10.9894902777778","17765"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"15.0993513888889","15.3993513888889","18126","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"15.0993513888889","15.3993513888889","18126","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"15.0993513888889","15.3993513888889","18126","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"15.0993513888889","15.3993513888889","18126","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"15.0993513888889","15.3993513888889","18126","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","15.0993513888889","15.3993513888889","18126"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"9.29433472222222","9.59433472222222","18266","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"9.29433472222222","9.59433472222222","18266","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"9.29433472222222","9.59433472222222","18266","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"9.29433472222222","9.59433472222222","18266","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"9.29433472222222","9.59433472222222","18266","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","9.29433472222222","9.59433472222222","18266"
