"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Number of Scans","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Max Intensity","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Average m/z","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"0.524334722222222","0.824334722222222","18940","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"0.524334722222222","0.824334722222222","18940","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"0.524334722222222","0.824334722222222","18940","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"0.524334722222222","0.824334722222222","18940","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"0.524334722222222","0.824334722222222","18940","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","0.524334722222222","0.824334722222222","18940"
"","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.43840277777778","5.73840277777778","19159","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.43840277777778","5.73840277777778","19159","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.43840277777778","5.73840277777778","19159","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.43840277777778","5.73840277777778","19159","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6",0,0,0,0,0,0,"5.43840277777778","5.73840277777778","19159","","MSDIAL_LDGTS 10:0;[M+H]+;CCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IAOFCGFTOJIOTI-UHFFFAOYNA-N;C20H39NO6","390.28501","236.1492","218.1387","390.2850","372.2744","144.1019","5.43840277777778","5.73840277777778","19159"
"","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",0,0,0,0,0,0,"0.622963888888889","0.922963888888889","2705","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",0,0,0,0,0,0,"0.622963888888889","0.922963888888889","2705","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",0,0,0,0,0,0,"0.622963888888889","0.922963888888889","2705","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",0,0,0,0,0,0,"0.622963888888889","0.922963888888889","2705","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",0,0,0,0,0,0,"0.622963888888889","0.922963888888889","2705","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6","404.30066","236.1492","218.1387","404.3007","386.2901","144.1019","0.622963888888889","0.922963888888889","2705"
"","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",0,0,0,0,0,0,"0.477942424242424","0.777942424242424","10533","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",0.5695362,0,0,0.5695362,0,0,"0.477942424242424","0.777942424242424","10533","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",1,0,0,1,0,0,"0.477942424242424","0.777942424242424","10533","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",917.6158,0,0,917.6158,0,0,"0.477942424242424","0.777942424242424","10533","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6",404.3002,0,0,404.3002,0,0,"0.477942424242424","0.777942424242424","10533","","MSDIAL_LDGTS 11:0;[M+H]+;CCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;LRYMXDKLZHQMTN-UHFFFAOYNA-N;C21H41NO6","404.30066","236.1492","218.1387","404.3007","386.2901","144.1019","0.477942424242424","0.777942424242424","10533"
"","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.726779166666667","1.02677916666667","4644","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.726779166666667","1.02677916666667","4644","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.726779166666667","1.02677916666667","4644","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.726779166666667","1.02677916666667","4644","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.726779166666667","1.02677916666667","4644","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6","418.31631","236.1492","218.1387","418.3163","400.3058","144.1019","0.726779166666667","1.02677916666667","4644"
"","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.486072916666667","0.786072916666667","10810","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.486072916666667","0.786072916666667","10810","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.486072916666667","0.786072916666667","10810","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.486072916666667","0.786072916666667","10810","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6",0,0,0,0,0,0,"0.486072916666667","0.786072916666667","10810","","MSDIAL_LDGTS 12:0;[M+H]+;CCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;XJRZVQKRBVJAJO-UHFFFAOYNA-N;C22H43NO6","418.31631","236.1492","218.1387","418.3163","400.3058","144.1019","0.486072916666667","0.786072916666667","10810"
"","MSDIAL_LDGTS 13:0;[M+H]+;CCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;BPUSJGQTRZDSGT-UHFFFAOYNA-N;C23H45NO6",0,0,0,0,0,0,"0.88173333333333","1.18173333333333","1310","","MSDIAL_LDGTS 13:0;[M+H]+;CCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;BPUSJGQTRZDSGT-UHFFFAOYNA-N;C23H45NO6",0,0,0,0,0,0,"0.88173333333333","1.18173333333333","1310","","MSDIAL_LDGTS 13:0;[M+H]+;CCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;BPUSJGQTRZDSGT-UHFFFAOYNA-N;C23H45NO6",0,0,0,0,0,0,"0.88173333333333","1.18173333333333","1310","","MSDIAL_LDGTS 13:0;[M+H]+;CCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;BPUSJGQTRZDSGT-UHFFFAOYNA-N;C23H45NO6",0,0,0,0,0,0,"0.88173333333333","1.18173333333333","1310","","MSDIAL_LDGTS 13:0;[M+H]+;CCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;BPUSJGQTRZDSGT-UHFFFAOYNA-N;C23H45NO6",0,0,0,0,0,0,"0.88173333333333","1.18173333333333","1310","","MSDIAL_LDGTS 13:0;[M+H]+;CCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;BPUSJGQTRZDSGT-UHFFFAOYNA-N;C23H45NO6","432.33196","236.1492","218.1387","432.3320","414.3214","144.1019","0.88173333333333","1.18173333333333","1310"
"","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.679163888888889","0.979163888888889","1433","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.679163888888889","0.979163888888889","1433","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.679163888888889","0.979163888888889","1433","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.679163888888889","0.979163888888889","1433","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.679163888888889","0.979163888888889","1433","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6","430.31631","236.1492","218.1387","430.3163","412.3058","144.1019","0.679163888888889","0.979163888888889","1433"
"","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.463009090909091","0.763009090909091","4888","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.463009090909091","0.763009090909091","4888","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.463009090909091","0.763009090909091","4888","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.463009090909091","0.763009090909091","4888","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6",0,0,0,0,0,0,"0.463009090909091","0.763009090909091","4888","","MSDIAL_LDGTS 13:1;[M+H]+;CCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;NQGDNLMEVCZPSB-FPLPWBNLNA-N;C23H43NO6","430.31631","236.1492","218.1387","430.3163","412.3058","144.1019","0.463009090909091","0.763009090909091","4888"
"","MSDIAL_LDGTS 14:0;[M+H]+;CCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;YMICRIPDSIPBJQ-UHFFFAOYNA-N;C24H47NO6",0,0,0,0,0,0,"1.09290138888889","1.39290138888889","4987","","MSDIAL_LDGTS 14:0;[M+H]+;CCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;YMICRIPDSIPBJQ-UHFFFAOYNA-N;C24H47NO6",0,0,0,0,0,0,"1.09290138888889","1.39290138888889","4987","","MSDIAL_LDGTS 14:0;[M+H]+;CCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;YMICRIPDSIPBJQ-UHFFFAOYNA-N;C24H47NO6",0,0,0,0,0,0,"1.09290138888889","1.39290138888889","4987","","MSDIAL_LDGTS 14:0;[M+H]+;CCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;YMICRIPDSIPBJQ-UHFFFAOYNA-N;C24H47NO6",0,0,0,0,0,0,"1.09290138888889","1.39290138888889","4987","","MSDIAL_LDGTS 14:0;[M+H]+;CCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;YMICRIPDSIPBJQ-UHFFFAOYNA-N;C24H47NO6",0,0,0,0,0,0,"1.09290138888889","1.39290138888889","4987","","MSDIAL_LDGTS 14:0;[M+H]+;CCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;YMICRIPDSIPBJQ-UHFFFAOYNA-N;C24H47NO6","446.34761","236.1492","218.1387","446.3476","428.3370","144.1019","1.09290138888889","1.39290138888889","4987"
"","MSDIAL_LDGTS 14:1;[M+H]+;CCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;DXOSUGMTWIRLER-HJWRWDBZNA-N;C24H45NO6",0,0,0,0,0,0,"0.500125","0.800125","5470","","MSDIAL_LDGTS 14:1;[M+H]+;CCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;DXOSUGMTWIRLER-HJWRWDBZNA-N;C24H45NO6",0,0,0,0,0,0,"0.500125","0.800125","5470","","MSDIAL_LDGTS 14:1;[M+H]+;CCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;DXOSUGMTWIRLER-HJWRWDBZNA-N;C24H45NO6",0,0,0,0,0,0,"0.500125","0.800125","5470","","MSDIAL_LDGTS 14:1;[M+H]+;CCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;DXOSUGMTWIRLER-HJWRWDBZNA-N;C24H45NO6",0,0,0,0,0,0,"0.500125","0.800125","5470","","MSDIAL_LDGTS 14:1;[M+H]+;CCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;DXOSUGMTWIRLER-HJWRWDBZNA-N;C24H45NO6",0,0,0,0,0,0,"0.500125","0.800125","5470","","MSDIAL_LDGTS 14:1;[M+H]+;CCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;DXOSUGMTWIRLER-HJWRWDBZNA-N;C24H45NO6","444.33196","236.1492","218.1387","444.3320","426.3214","144.1019","0.500125","0.800125","5470"
"","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.36646111111111","1.66646111111111","4319","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.36646111111111","1.66646111111111","4319","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.36646111111111","1.66646111111111","4319","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.36646111111111","1.66646111111111","4319","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.36646111111111","1.66646111111111","4319","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6","460.36326","236.1492","218.1387","460.3633","442.3527","144.1019","1.36646111111111","1.66646111111111","4319"
"","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.14737121212121","1.44737121212121","11164","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.14737121212121","1.44737121212121","11164","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.14737121212121","1.44737121212121","11164","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.14737121212121","1.44737121212121","11164","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.14737121212121","1.44737121212121","11164","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6","460.36326","236.1492","218.1387","460.3633","442.3527","144.1019","1.14737121212121","1.44737121212121","11164"
"","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.74808611111111","2.04808611111111","11187","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.74808611111111","2.04808611111111","11187","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.74808611111111","2.04808611111111","11187","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.74808611111111","2.04808611111111","11187","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6",0,0,0,0,0,0,"1.74808611111111","2.04808611111111","11187","","MSDIAL_LDGTS 15:0;[M+H]+;CCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;HIGKAWZLGUPJDV-UHFFFAOYNA-N;C25H49NO6","460.36326","236.1492","218.1387","460.3633","442.3527","144.1019","1.74808611111111","2.04808611111111","11187"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.653302777777778","0.953302777777778","1057","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.653302777777778","0.953302777777778","1057","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.653302777777778","0.953302777777778","1057","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.653302777777778","0.953302777777778","1057","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.653302777777778","0.953302777777778","1057","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","0.653302777777778","0.953302777777778","1057"
