"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_GDCAE","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_GDCAE","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_GDCAE","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_GDCAE","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_GDCAE","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_GDCAE","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.76966527777778","10.0696652777778","9208","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.76966527777778","10.0696652777778","9208","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.76966527777778","10.0696652777778","9208","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.76966527777778","10.0696652777778","9208","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.76966527777778","10.0696652777778","9208","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","9.76966527777778","10.0696652777778","9208"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"8.76411805555556","9.06411805555556","14277","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"8.76411805555556","9.06411805555556","14277","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"8.76411805555556","9.06411805555556","14277","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"8.76411805555556","9.06411805555556","14277","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"8.76411805555556","9.06411805555556","14277","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","8.76411805555556","9.06411805555556","14277"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77795416666667","10.0779541666667","14285","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77795416666667","10.0779541666667","14285","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77795416666667","10.0779541666667","14285","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77795416666667","10.0779541666667","14285","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77795416666667","10.0779541666667","14285","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","9.77795416666667","10.0779541666667","14285"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"15.1054027777778","15.4054027777778","15148","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"15.1054027777778","15.4054027777778","15148","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"15.1054027777778","15.4054027777778","15148","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"15.1054027777778","15.4054027777778","15148","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"15.1054027777778","15.4054027777778","15148","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","15.1054027777778","15.4054027777778","15148"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77233611111111","10.0723361111111","15150","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77233611111111","10.0723361111111","15150","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77233611111111","10.0723361111111","15150","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77233611111111","10.0723361111111","15150","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"9.77233611111111","10.0723361111111","15150","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","9.77233611111111","10.0723361111111","15150"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.7057555555556","11.0057555555556","15156","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.7057555555556","11.0057555555556","15156","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.7057555555556","11.0057555555556","15156","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.7057555555556","11.0057555555556","15156","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.7057555555556","11.0057555555556","15156","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","10.7057555555556","11.0057555555556","15156"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.3292041666667","10.6292041666667","15157","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.3292041666667","10.6292041666667","15157","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.3292041666667","10.6292041666667","15157","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.3292041666667","10.6292041666667","15157","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"10.3292041666667","10.6292041666667","15157","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","10.3292041666667","10.6292041666667","15157"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"11.5661636363636","11.8661636363636","15159","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"11.5661636363636","11.8661636363636","15159","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"11.5661636363636","11.8661636363636","15159","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"11.5661636363636","11.8661636363636","15159","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"11.5661636363636","11.8661636363636","15159","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","11.5661636363636","11.8661636363636","15159"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.0727888888889","14.3727888888889","15160","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.0727888888889","14.3727888888889","15160","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.0727888888889","14.3727888888889","15160","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.0727888888889","14.3727888888889","15160","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.0727888888889","14.3727888888889","15160","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","14.0727888888889","14.3727888888889","15160"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"13.3241583333333","13.6241583333333","15176","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"13.3241583333333","13.6241583333333","15176","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"13.3241583333333","13.6241583333333","15176","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"13.3241583333333","13.6241583333333","15176","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"13.3241583333333","13.6241583333333","15176","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","13.3241583333333","13.6241583333333","15176"
"","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.3201625","14.6201625","15180","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.3201625","14.6201625","15180","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.3201625","14.6201625","15180","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.3201625","14.6201625","15180","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6",0,0,0,"14.3201625","14.6201625","15180","","MSDIAL_ST 24:1;O4;G/20:5;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC1CCC2(C)C(CCC3C4CCC(C(C)CCC(=O)NCC(O)=O)C4(C)C(O)CC23)C1;YOIHYPSKTUEXCF-WMPRHZDHNA-N;C46H71NO6","751.56196","414.3003","751.5620","14.3201625","14.6201625","15180"
