"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"11.7097694444444","12.0097694444444","9205","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7","916.79638","397.3829","916.7964","11.7097694444444","12.0097694444444","9205"
"","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"13.5482861111111","13.8482861111111","11467","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"13.5482861111111","13.8482861111111","11467","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"13.5482861111111","13.8482861111111","11467","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"13.5482861111111","13.8482861111111","11467","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7",0,0,0,"13.5482861111111","13.8482861111111","11467","","MSDIAL_ST 29:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;LCBWKXCFZKVXRJ-UHFFFAOYNA-N;C57H102O7","916.79638","397.3829","916.7964","13.5482861111111","13.8482861111111","11467"
"","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"12.9613541666667","13.2613541666667","881","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7","914.78073","397.3829","914.7807","12.9613541666667","13.2613541666667","881"
"","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7","914.78073","397.3829","914.7807","11.4728777777778","11.7728777777778","1856"
"","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:1;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;NLDJDDXLBKWWMS-MSUUIHNZNA-N;C57H100O7","914.78073","397.3829","914.7807","11.7000847222222","12.0000847222222","2124"
"","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7","912.76508","397.3829","912.7651","12.3927611111111","12.6927611111111","808"
"","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7","912.76508","397.3829","912.7651","11.2841180555556","11.5841180555556","2874"
"","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7","912.76508","397.3829","912.7651","10.9549583333333","11.2549583333333","3648"
"","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:1;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;GYZNBUCGTPBPSE-AUGURXLVNA-N;C57H98O7","912.76508","397.3829","912.7651","10.4810319444444","10.7810319444444","4325"
"","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7","910.74943","397.3829","910.7495","11.8365208333333","12.1365208333333","1841"
"","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7","910.74943","397.3829","910.7495","12.552696969697","12.852696969697","6928"
