"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Number of Scans","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Average m/z","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment"
"","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5","473.39490","284.2220","76.03931","191.1794","209.1900","456.3683","473.3949","1.441425","1.741425","7685"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","10.0116097222222","10.3116097222222","13461"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","6.98211212121212","7.28211212121212","14255"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","8.28403888888889","8.58403888888889","14306"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","11.6574222222222","11.9574222222222","14496"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","15.0575075757576","15.3575075757576","14501"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"7.04131527777778","7.34131527777778","15134","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"7.04131527777778","7.34131527777778","15134","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"7.04131527777778","7.34131527777778","15134","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"7.04131527777778","7.34131527777778","15134","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"7.04131527777778","7.34131527777778","15134","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","7.04131527777778","7.34131527777778","15134"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2734125","15.5734125","15354","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2734125","15.5734125","15354","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2734125","15.5734125","15354","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2734125","15.5734125","15354","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2734125","15.5734125","15354","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","15.2734125","15.5734125","15354"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.1661121212121","10.4661121212121","16173","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.1661121212121","10.4661121212121","16173","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.1661121212121","10.4661121212121","16173","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.1661121212121","10.4661121212121","16173","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.1661121212121","10.4661121212121","16173","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","10.1661121212121","10.4661121212121","16173"
"","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.1849652777778","11.4849652777778","17316","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.1849652777778","11.4849652777778","17316","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.1849652777778","11.4849652777778","17316","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.1849652777778","11.4849652777778","17316","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.1849652777778","11.4849652777778","17316","","MSDIAL_NAGly 18:2/20:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;YFANGCNJQDYLRX-DURLKXOLNA-N;C40H73NO5","665.58270","368.3159","76.03931","275.2733","293.2839","648.5562","665.5827","11.1849652777778","11.4849652777778","17316"
"","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28951388888889","9.58951388888889","8136","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28951388888889","9.58951388888889","8136","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28951388888889","9.58951388888889","8136","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28951388888889","9.58951388888889","8136","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28951388888889","9.58951388888889","8136","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5","679.59835","382.3316","76.03931","289.2890","307.2995","662.5718","679.5983","9.28951388888889","9.58951388888889","8136"
"","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28394166666667","9.58394166666667","17591","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28394166666667","9.58394166666667","17591","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28394166666667","9.58394166666667","17591","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28394166666667","9.58394166666667","17591","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5",0,0,0,0,0,0,0,"9.28394166666667","9.58394166666667","17591","","MSDIAL_NAGly 18:2/21:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCCCCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;RYXKAEIHJYAAPR-BIXSNLIQNA-N;C41H75NO5","679.59835","382.3316","76.03931","289.2890","307.2995","662.5718","679.5983","9.28394166666667","9.58394166666667","17591"
"","MSDIAL_NAGly 18:2/22:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCC/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;QPUIWPZLZXRHML-POCFROGNNA-N;C42H75NO5",0,0,0,0,0,0,0,"7.02528888888889","7.32528888888889","2493","","MSDIAL_NAGly 18:2/22:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCC/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;QPUIWPZLZXRHML-POCFROGNNA-N;C42H75NO5",0,0,0,0,0,0,0,"7.02528888888889","7.32528888888889","2493","","MSDIAL_NAGly 18:2/22:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCC/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;QPUIWPZLZXRHML-POCFROGNNA-N;C42H75NO5",0,0,0,0,0,0,0,"7.02528888888889","7.32528888888889","2493","","MSDIAL_NAGly 18:2/22:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCC/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;QPUIWPZLZXRHML-POCFROGNNA-N;C42H75NO5",0,0,0,0,0,0,0,"7.02528888888889","7.32528888888889","2493","","MSDIAL_NAGly 18:2/22:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCC/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;QPUIWPZLZXRHML-POCFROGNNA-N;C42H75NO5",0,0,0,0,0,0,0,"7.02528888888889","7.32528888888889","2493","","MSDIAL_NAGly 18:2/22:1;[M+NH4]+;OC(=O)CN%20.CCCCCCCC/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCC/C=C\C/C=C\CCCCCCCC(=O)O%10;QPUIWPZLZXRHML-POCFROGNNA-N;C42H75NO5","691.59835","394.3316","76.03931","301.2890","319.2995","674.5718","691.5983","7.02528888888889","7.32528888888889","2493"
