"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","RT at Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Number of Scans","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Average m/z","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment"
"","PMeOH(35:4)+NH4",0,0,0,"5.81705138888889","6.11705138888889","9458","","PMeOH(35:4)+NH4",0,0,0,"5.81705138888889","6.11705138888889","9458","","PMeOH(35:4)+NH4",0,0,0,"5.81705138888889","6.11705138888889","9458","","PMeOH(35:4)+NH4",0,0,0,"5.81705138888889","6.11705138888889","9458","","PMeOH(35:4)+NH4",0,0,0,"5.81705138888889","6.11705138888889","9458","","PMeOH(35:4)+NH4","714.50682","585.4877","169.026","5.81705138888889","6.11705138888889","9458"
"","PMeOH(35:5)+NH4",0,0,0,"11.34785","11.64785","4546","","PMeOH(35:5)+NH4",0,0,0,"11.34785","11.64785","4546","","PMeOH(35:5)+NH4",0,0,0,"11.34785","11.64785","4546","","PMeOH(35:5)+NH4",0,0,0,"11.34785","11.64785","4546","","PMeOH(35:5)+NH4",0,0,0,"11.34785","11.64785","4546","","PMeOH(35:5)+NH4","712.49112","583.472","169.026","11.34785","11.64785","4546"
"","PMeOH(35:5)+NH4",0,0,0,"10.6121015151515","10.9121015151515","7992","","PMeOH(35:5)+NH4",0,0,0,"10.6121015151515","10.9121015151515","7992","","PMeOH(35:5)+NH4",0,0,0,"10.6121015151515","10.9121015151515","7992","","PMeOH(35:5)+NH4",0,0,0,"10.6121015151515","10.9121015151515","7992","","PMeOH(35:5)+NH4",0,0,0,"10.6121015151515","10.9121015151515","7992","","PMeOH(35:5)+NH4","712.49112","583.472","169.026","10.6121015151515","10.9121015151515","7992"
"","PMeOH(35:6)+NH4",0,0,0,"4.09470606060606","4.39470606060606","12595","","PMeOH(35:6)+NH4",0,0,0,"4.09470606060606","4.39470606060606","12595","","PMeOH(35:6)+NH4",0,0,0,"4.09470606060606","4.39470606060606","12595","","PMeOH(35:6)+NH4",0,0,0,"4.09470606060606","4.39470606060606","12595","","PMeOH(35:6)+NH4",0,0,0,"4.09470606060606","4.39470606060606","12595","","PMeOH(35:6)+NH4","710.47552","581.4564","169.026","4.09470606060606","4.39470606060606","12595"
"","PMeOH(36:1)+NH4",1,0,0,"7.24374583333333","7.54374583333333","75","","PMeOH(36:1)+NH4",7.444524,0,0,"7.24374583333333","7.54374583333333","75","","PMeOH(36:1)+NH4",2,0,0,"7.24374583333333","7.54374583333333","75","","PMeOH(36:1)+NH4",3586960,0,0,"7.24374583333333","7.54374583333333","75","","PMeOH(36:1)+NH4",734.5693,0,0,"7.24374583333333","7.54374583333333","75","","PMeOH(36:1)+NH4","734.56952","605.5504","169.026","7.24374583333333","7.54374583333333","75"
"","PMeOH(36:1)+NH4",0,0,0,"9.16413611111111","9.46413611111111","5965","","PMeOH(36:1)+NH4",0,0,0,"9.16413611111111","9.46413611111111","5965","","PMeOH(36:1)+NH4",0,0,0,"9.16413611111111","9.46413611111111","5965","","PMeOH(36:1)+NH4",0,0,0,"9.16413611111111","9.46413611111111","5965","","PMeOH(36:1)+NH4",0,0,0,"9.16413611111111","9.46413611111111","5965","","PMeOH(36:1)+NH4","734.56952","605.5504","169.026","9.16413611111111","9.46413611111111","5965"
"","PMeOH(36:1)+NH4",1,0,0,"7.05414444444444","7.35414444444444","9118","","PMeOH(36:1)+NH4",7.332081,0,0,"7.05414444444444","7.35414444444444","9118","","PMeOH(36:1)+NH4",1,0,0,"7.05414444444444","7.35414444444444","9118","","PMeOH(36:1)+NH4",1701472,0,0,"7.05414444444444","7.35414444444444","9118","","PMeOH(36:1)+NH4",734.5693,0,0,"7.05414444444444","7.35414444444444","9118","","PMeOH(36:1)+NH4","734.56952","605.5504","169.026","7.05414444444444","7.35414444444444","9118"
"","PMeOH(36:1)+NH4",1,0,0,"7.05408472222222","7.35408472222222","12681","","PMeOH(36:1)+NH4",7.332081,0,0,"7.05408472222222","7.35408472222222","12681","","PMeOH(36:1)+NH4",1,0,0,"7.05408472222222","7.35408472222222","12681","","PMeOH(36:1)+NH4",1701472,0,0,"7.05408472222222","7.35408472222222","12681","","PMeOH(36:1)+NH4",734.5693,0,0,"7.05408472222222","7.35408472222222","12681","","PMeOH(36:1)+NH4","734.56952","605.5504","169.026","7.05408472222222","7.35408472222222","12681"
"","PMeOH(36:1)+NH4",0,0,0,"6.77939583333333","7.07939583333333","18813","","PMeOH(36:1)+NH4",0,0,0,"6.77939583333333","7.07939583333333","18813","","PMeOH(36:1)+NH4",0,0,0,"6.77939583333333","7.07939583333333","18813","","PMeOH(36:1)+NH4",0,0,0,"6.77939583333333","7.07939583333333","18813","","PMeOH(36:1)+NH4",0,0,0,"6.77939583333333","7.07939583333333","18813","","PMeOH(36:1)+NH4","734.56952","605.5504","169.026","6.77939583333333","7.07939583333333","18813"
"","PMeOH(36:2)+NH4",1,0,0,"6.12905972222222","6.42905972222222","86","","PMeOH(36:2)+NH4",6.312529,0,0,"6.12905972222222","6.42905972222222","86","","PMeOH(36:2)+NH4",2,0,0,"6.12905972222222","6.42905972222222","86","","PMeOH(36:2)+NH4",3831567,0,0,"6.12905972222222","6.42905972222222","86","","PMeOH(36:2)+NH4",732.5542,0,0,"6.12905972222222","6.42905972222222","86","","PMeOH(36:2)+NH4","732.55382","603.5347","169.026","6.12905972222222","6.42905972222222","86"
"","PMeOH(36:2)+NH4",1,0,0,"6.504625","6.804625","1076","","PMeOH(36:2)+NH4",6.566255,0,0,"6.504625","6.804625","1076","","PMeOH(36:2)+NH4",2,0,0,"6.504625","6.804625","1076","","PMeOH(36:2)+NH4",130463.9,0,0,"6.504625","6.804625","1076","","PMeOH(36:2)+NH4",732.55515,0,0,"6.504625","6.804625","1076","","PMeOH(36:2)+NH4","732.55382","603.5347","169.026","6.504625","6.804625","1076"
"","PMeOH(36:2)+NH4",1,0,0,"6.50722222222222","6.80722222222222","17141","","PMeOH(36:2)+NH4",6.566255,0,0,"6.50722222222222","6.80722222222222","17141","","PMeOH(36:2)+NH4",2,0,0,"6.50722222222222","6.80722222222222","17141","","PMeOH(36:2)+NH4",130463.9,0,0,"6.50722222222222","6.80722222222222","17141","","PMeOH(36:2)+NH4",732.55515,0,0,"6.50722222222222","6.80722222222222","17141","","PMeOH(36:2)+NH4","732.55382","603.5347","169.026","6.50722222222222","6.80722222222222","17141"
"","PMeOH(36:3)+NH4",1,0,0,"5.11436666666667","5.41436666666667","115","","PMeOH(36:3)+NH4",5.306864,0,0,"5.11436666666667","5.41436666666667","115","","PMeOH(36:3)+NH4",1,0,0,"5.11436666666667","5.41436666666667","115","","PMeOH(36:3)+NH4",2756709,0,0,"5.11436666666667","5.41436666666667","115","","PMeOH(36:3)+NH4",730.5391,0,0,"5.11436666666667","5.41436666666667","115","","PMeOH(36:3)+NH4","730.53812","601.519","169.026","5.11436666666667","5.41436666666667","115"
"","PMeOH(36:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PMeOH(36:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PMeOH(36:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PMeOH(36:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PMeOH(36:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PMeOH(36:3)+NH4","730.53812","601.519","169.026","7.26953472222222","7.56953472222222","14318"
"","PMeOH(36:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PMeOH(36:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PMeOH(36:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PMeOH(36:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PMeOH(36:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PMeOH(36:3)+NH4","730.53812","601.519","169.026","7.06696388888889","7.36696388888889","14438"
"","PMeOH(36:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PMeOH(36:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PMeOH(36:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PMeOH(36:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PMeOH(36:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PMeOH(36:4)+NH4","728.52252","599.5034","169.026","4.89671944444444","5.19671944444444","2343"
"","PMeOH(36:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PMeOH(36:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PMeOH(36:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PMeOH(36:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PMeOH(36:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PMeOH(36:4)+NH4","728.52252","599.5034","169.026","4.13304027777778","4.43304027777778","2406"
"","PMeOH(36:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PMeOH(36:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PMeOH(36:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PMeOH(36:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PMeOH(36:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PMeOH(36:4)+NH4","728.52252","599.5034","169.026","5.25916060606061","5.55916060606061","10785"
"","PMeOH(36:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PMeOH(36:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PMeOH(36:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PMeOH(36:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PMeOH(36:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PMeOH(36:4)+NH4","728.52252","599.5034","169.026","4.37494090909091","4.67494090909091","13143"
"","PMeOH(36:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PMeOH(36:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PMeOH(36:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PMeOH(36:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PMeOH(36:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PMeOH(36:4)+NH4","728.52252","599.5034","169.026","4.71662407407407","5.01662407407407","13552"
"","PMeOH(36:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PMeOH(36:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PMeOH(36:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PMeOH(36:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PMeOH(36:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PMeOH(36:4)+NH4","728.52252","599.5034","169.026","5.27255757575758","5.57255757575758","14056"
"","PMeOH(37:1)+NH4",1,0,0,"7.62339444444445","7.92339444444445","674","","PMeOH(37:1)+NH4",7.805631,0,0,"7.62339444444445","7.92339444444445","674","","PMeOH(37:1)+NH4",1,0,0,"7.62339444444445","7.92339444444445","674","","PMeOH(37:1)+NH4",335252.6,0,0,"7.62339444444445","7.92339444444445","674","","PMeOH(37:1)+NH4",748.5861,0,0,"7.62339444444445","7.92339444444445","674","","PMeOH(37:1)+NH4","748.58512","619.566","169.026","7.62339444444445","7.92339444444445","674"
"","PMeOH(37:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PMeOH(37:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PMeOH(37:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PMeOH(37:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PMeOH(37:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PMeOH(37:1)+NH4","748.58512","619.566","169.026","7.81935138888889","8.11935138888889","686"
"","PMeOH(37:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PMeOH(37:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PMeOH(37:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PMeOH(37:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PMeOH(37:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PMeOH(37:1)+NH4","748.58512","619.566","169.026","9.65409166666667","9.95409166666667","4105"
"","PMeOH(37:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PMeOH(37:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PMeOH(37:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PMeOH(37:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PMeOH(37:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PMeOH(37:1)+NH4","748.58512","619.566","169.026","8.09175","8.39175","11689"
"","PMeOH(37:2)+NH4",1,0,0,"6.74571388888889","7.04571388888889","181","","PMeOH(37:2)+NH4",6.918066,0,0,"6.74571388888889","7.04571388888889","181","","PMeOH(37:2)+NH4",1,0,0,"6.74571388888889","7.04571388888889","181","","PMeOH(37:2)+NH4",1807902,0,0,"6.74571388888889","7.04571388888889","181","","PMeOH(37:2)+NH4",746.5698,0,0,"6.74571388888889","7.04571388888889","181","","PMeOH(37:2)+NH4","746.56952","617.5504","169.026","6.74571388888889","7.04571388888889","181"
"","PMeOH(37:2)+NH4",1,0,0,"8.71344583333333","9.01344583333333","707","","PMeOH(37:2)+NH4",8.923824,0,0,"8.71344583333333","9.01344583333333","707","","PMeOH(37:2)+NH4",1,0,0,"8.71344583333333","9.01344583333333","707","","PMeOH(37:2)+NH4",3548.037,0,0,"8.71344583333333","9.01344583333333","707","","PMeOH(37:2)+NH4",746.5717,0,0,"8.71344583333333","9.01344583333333","707","","PMeOH(37:2)+NH4","746.56952","617.5504","169.026","8.71344583333333","9.01344583333333","707"
"","PMeOH(37:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PMeOH(37:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PMeOH(37:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PMeOH(37:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PMeOH(37:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PMeOH(37:2)+NH4","746.56952","617.5504","169.026","7.43429861111111","7.73429861111111","871"
"","PMeOH(37:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PMeOH(37:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PMeOH(37:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PMeOH(37:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PMeOH(37:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PMeOH(37:2)+NH4","746.56952","617.5504","169.026","12.741253030303","13.041253030303","3250"
"","PMeOH(37:3)+NH4",1,0,0,"5.77137638888889","6.07137638888889","145","","PMeOH(37:3)+NH4",5.927817,0,0,"5.77137638888889","6.07137638888889","145","","PMeOH(37:3)+NH4",2,0,0,"5.77137638888889","6.07137638888889","145","","PMeOH(37:3)+NH4",1879190,0,0,"5.77137638888889","6.07137638888889","145","","PMeOH(37:3)+NH4",744.5545,0,0,"5.77137638888889","6.07137638888889","145","","PMeOH(37:3)+NH4","744.55382","615.5347","169.026","5.77137638888889","6.07137638888889","145"
"","PMeOH(37:3)+NH4",1,0,0,"7.85418888888889","8.15418888888889","206","","PMeOH(37:3)+NH4",8.027212,0,0,"7.85418888888889","8.15418888888889","206","","PMeOH(37:3)+NH4",2,0,0,"7.85418888888889","8.15418888888889","206","","PMeOH(37:3)+NH4",38583.23,0,0,"7.85418888888889","8.15418888888889","206","","PMeOH(37:3)+NH4",744.55535,0,0,"7.85418888888889","8.15418888888889","206","","PMeOH(37:3)+NH4","744.55382","615.5347","169.026","7.85418888888889","8.15418888888889","206"
"","PMeOH(37:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PMeOH(37:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PMeOH(37:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PMeOH(37:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PMeOH(37:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PMeOH(37:3)+NH4","744.55382","615.5347","169.026","12.8203347222222","13.1203347222222","1675"
"","PMeOH(37:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PMeOH(37:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PMeOH(37:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PMeOH(37:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PMeOH(37:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PMeOH(37:3)+NH4","744.55382","615.5347","169.026","5.5644375","5.8644375","1727"
"","PMeOH(37:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PMeOH(37:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PMeOH(37:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PMeOH(37:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PMeOH(37:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PMeOH(37:3)+NH4","744.55382","615.5347","169.026","7.68141111111111","7.98141111111111","12683"
"","PMeOH(37:4)+NH4",1,0,0,"6.76129722222222","7.06129722222222","513","","PMeOH(37:4)+NH4",6.923258,0,0,"6.76129722222222","7.06129722222222","513","","PMeOH(37:4)+NH4",1,0,0,"6.76129722222222","7.06129722222222","513","","PMeOH(37:4)+NH4",17079.83,0,0,"6.76129722222222","7.06129722222222","513","","PMeOH(37:4)+NH4",742.5391,0,0,"6.76129722222222","7.06129722222222","513","","PMeOH(37:4)+NH4","742.53812","613.519","169.026","6.76129722222222","7.06129722222222","513"
"","PMeOH(37:4)+NH4",1,0,0,"4.94340138888889","5.24340138888889","567","","PMeOH(37:4)+NH4",5.043269,0,0,"4.94340138888889","5.24340138888889","567","","PMeOH(37:4)+NH4",2,0,0,"4.94340138888889","5.24340138888889","567","","PMeOH(37:4)+NH4",156091.8,0,0,"4.94340138888889","5.24340138888889","567","","PMeOH(37:4)+NH4",742.53995,0,0,"4.94340138888889","5.24340138888889","567","","PMeOH(37:4)+NH4","742.53812","613.519","169.026","4.94340138888889","5.24340138888889","567"
"","PMeOH(37:4)+NH4",1,0,0,"8.64927361111111","8.94927361111111","1069","","PMeOH(37:4)+NH4",8.820799,0,0,"8.64927361111111","8.94927361111111","1069","","PMeOH(37:4)+NH4",1,0,0,"8.64927361111111","8.94927361111111","1069","","PMeOH(37:4)+NH4",232992.8,0,0,"8.64927361111111","8.94927361111111","1069","","PMeOH(37:4)+NH4",742.5367,0,0,"8.64927361111111","8.94927361111111","1069","","PMeOH(37:4)+NH4","742.53812","613.519","169.026","8.64927361111111","8.94927361111111","1069"
"","PMeOH(37:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PMeOH(37:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PMeOH(37:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PMeOH(37:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PMeOH(37:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PMeOH(37:4)+NH4","742.53812","613.519","169.026","12.2701305555556","12.5701305555556","1469"
"","PMeOH(37:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PMeOH(37:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PMeOH(37:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PMeOH(37:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PMeOH(37:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PMeOH(37:4)+NH4","742.53812","613.519","169.026","11.6326597222222","11.9326597222222","2244"
"","PMeOH(37:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PMeOH(37:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PMeOH(37:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PMeOH(37:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PMeOH(37:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PMeOH(37:4)+NH4","742.53812","613.519","169.026","6.94883888888889","7.24883888888889","9128"
"","PMeOH(37:5)+NH4",1,0,0,"6.49417777777778","6.79417777777778","510","","PMeOH(37:5)+NH4",6.663421,0,0,"6.49417777777778","6.79417777777778","510","","PMeOH(37:5)+NH4",1,0,0,"6.49417777777778","6.79417777777778","510","","PMeOH(37:5)+NH4",15678.96,0,0,"6.49417777777778","6.79417777777778","510","","PMeOH(37:5)+NH4",740.5244,0,0,"6.49417777777778","6.79417777777778","510","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","6.49417777777778","6.79417777777778","510"
"","PMeOH(37:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PMeOH(37:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PMeOH(37:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PMeOH(37:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PMeOH(37:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","12.0553930555556","12.3553930555556","751"
"","PMeOH(37:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PMeOH(37:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PMeOH(37:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PMeOH(37:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PMeOH(37:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","11.3749777777778","11.6749777777778","956"
"","PMeOH(37:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PMeOH(37:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PMeOH(37:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PMeOH(37:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PMeOH(37:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","11.7085983333333","12.0085983333333","2502"
"","PMeOH(37:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PMeOH(37:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PMeOH(37:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PMeOH(37:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PMeOH(37:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","11.0355611111111","11.3355611111111","4469"
"","PMeOH(37:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PMeOH(37:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PMeOH(37:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PMeOH(37:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PMeOH(37:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","12.3847166666667","12.6847166666667","4897"
"","PMeOH(37:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(37:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(37:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(37:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(37:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","3.94111111111111","4.24111111111111","6526"
"","PMeOH(37:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(37:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(37:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(37:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(37:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PMeOH(37:5)+NH4","740.52252","611.5034","169.026","12.6628075757576","12.9628075757576","9404"
"","PMeOH(37:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(37:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(37:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(37:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(37:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PMeOH(37:6)+NH4","738.50682","609.4877","169.026","4.89671944444444","5.19671944444444","1361"
"","PMeOH(37:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(37:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(37:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(37:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(37:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PMeOH(37:6)+NH4","738.50682","609.4877","169.026","5.64302916666667","5.94302916666667","2966"
"","PMeOH(37:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(37:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(37:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(37:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(37:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PMeOH(37:6)+NH4","738.50682","609.4877","169.026","11.5508597222222","11.8508597222222","4621"
"","PMeOH(37:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(37:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(37:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(37:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(37:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PMeOH(37:6)+NH4","738.50682","609.4877","169.026","10.8503902777778","11.1503902777778","6163"
