"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","RT at Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Number of Scans","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Max Intensity","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Average m/z","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PMeOH","[M+NH4]+","[M-CH5O4P+H]+","[C4H9O5P+H]+","RT_min","RT_max","Comment"
"","PMeOH(37:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(37:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(37:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(37:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(37:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PMeOH(37:6)+NH4","738.50682","609.4877","169.026","5.32869444444445","5.62869444444445","7251"
"","PMeOH(37:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(37:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(37:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(37:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(37:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PMeOH(37:7)+NH4","736.49112","607.472","169.026","4.87367878787879","5.17367878787879","5064"
"","PMeOH(38:1)+NH4",1,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(38:1)+NH4",8.523543,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(38:1)+NH4",2,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(38:1)+NH4",13663840,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(38:1)+NH4",762.60045,0,0,"8.38228472222222","8.68228472222222","37","","PMeOH(38:1)+NH4","762.60072","633.5816","169.026","8.38228472222222","8.68228472222222","37"
"","PMeOH(38:2)+NH4",1,0,0,"7.32078888888889","7.62078888888889","5","","PMeOH(38:2)+NH4",7.474944,0,0,"7.32078888888889","7.62078888888889","5","","PMeOH(38:2)+NH4",3,0,0,"7.32078888888889","7.62078888888889","5","","PMeOH(38:2)+NH4",52416060,0,0,"7.32078888888889","7.62078888888889","5","","PMeOH(38:2)+NH4",760.584733333333,0,0,"7.32078888888889","7.62078888888889","5","","PMeOH(38:2)+NH4","760.58512","631.566","169.026","7.32078888888889","7.62078888888889","5"
"","PMeOH(38:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PMeOH(38:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PMeOH(38:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PMeOH(38:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PMeOH(38:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PMeOH(38:2)+NH4","760.58512","631.566","169.026","11.3210166666667","11.6210166666667","10004"
"","PMeOH(38:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PMeOH(38:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PMeOH(38:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PMeOH(38:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PMeOH(38:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PMeOH(38:2)+NH4","760.58512","631.566","169.026","15.3130347222222","15.6130347222222","15516"
"","PMeOH(38:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PMeOH(38:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PMeOH(38:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PMeOH(38:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PMeOH(38:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PMeOH(38:2)+NH4","760.58512","631.566","169.026","15.033275","15.333275","16771"
"","PMeOH(38:3)+NH4",1,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(38:3)+NH4",6.530702,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(38:3)+NH4",3,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(38:3)+NH4",76887860,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(38:3)+NH4",758.5694,0,0,"6.39557777777778","6.69557777777778","1","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","6.39557777777778","6.69557777777778","1"
"","PMeOH(38:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(38:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(38:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(38:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(38:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","12.7955347222222","13.0955347222222","4884"
"","PMeOH(38:3)+NH4",1,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(38:3)+NH4",6.40851,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(38:3)+NH4",2,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(38:3)+NH4",2120362,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(38:3)+NH4",758.57015,0,0,"6.14551666666667","6.44551666666667","11258","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","6.14551666666667","6.44551666666667","11258"
"","PMeOH(38:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(38:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(38:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(38:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(38:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","13.0929541666667","13.3929541666667","11691"
"","PMeOH(38:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(38:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(38:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(38:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(38:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","15.2943069444444","15.5943069444444","13208"
"","PMeOH(38:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(38:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(38:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(38:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(38:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","14.6633819444444","14.9633819444444","13268"
"","PMeOH(38:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(38:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(38:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(38:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(38:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","14.9958208333333","15.2958208333333","13318"
"","PMeOH(38:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(38:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(38:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(38:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(38:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","4.90295333333333","5.20295333333333","15986"
"","PMeOH(38:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(38:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(38:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(38:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(38:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","11.5830111111111","11.8830111111111","16038"
"","PMeOH(38:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(38:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(38:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(38:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(38:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","1.81707121212121","2.11707121212121","16289"
"","PMeOH(38:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(38:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(38:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(38:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(38:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","4.92687424242424","5.22687424242424","17293"
"","PMeOH(38:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(38:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(38:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(38:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(38:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","15.5564458333333","15.8564458333333","18422"
"","PMeOH(38:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(38:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(38:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(38:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(38:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PMeOH(38:3)+NH4","758.56952","629.5504","169.026","16.0573486111111","16.3573486111111","18822"
"","PMeOH(38:4)+NH4",1,0,0,"5.52218333333333","5.82218333333333","118","","PMeOH(38:4)+NH4",5.629702,0,0,"5.52218333333333","5.82218333333333","118","","PMeOH(38:4)+NH4",2,0,0,"5.52218333333333","5.82218333333333","118","","PMeOH(38:4)+NH4",1925215,0,0,"5.52218333333333","5.82218333333333","118","","PMeOH(38:4)+NH4",756.5541,0,0,"5.52218333333333","5.82218333333333","118","","PMeOH(38:4)+NH4","756.55382","627.5347","169.026","5.52218333333333","5.82218333333333","118"
"","PMeOH(38:4)+NH4",1,0,0,"5.27282638888889","5.57282638888889","126","","PMeOH(38:4)+NH4",5.493016,0,0,"5.27282638888889","5.57282638888889","126","","PMeOH(38:4)+NH4",2,0,0,"5.27282638888889","5.57282638888889","126","","PMeOH(38:4)+NH4",1492379,0,0,"5.27282638888889","5.57282638888889","126","","PMeOH(38:4)+NH4",756.5548,0,0,"5.27282638888889","5.57282638888889","126","","PMeOH(38:4)+NH4","756.55382","627.5347","169.026","5.27282638888889","5.57282638888889","126"
"","PMeOH(38:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PMeOH(38:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PMeOH(38:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PMeOH(38:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PMeOH(38:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PMeOH(38:4)+NH4","756.55382","627.5347","169.026","7.21744861111111","7.51744861111111","1128"
"","PMeOH(38:5)+NH4",1,0,0,"4.9153","5.2153","93","","PMeOH(38:5)+NH4",5.089102,0,0,"4.9153","5.2153","93","","PMeOH(38:5)+NH4",2,0,0,"4.9153","5.2153","93","","PMeOH(38:5)+NH4",3221773,0,0,"4.9153","5.2153","93","","PMeOH(38:5)+NH4",754.53955,0,0,"4.9153","5.2153","93","","PMeOH(38:5)+NH4","754.53812","625.519","169.026","4.9153","5.2153","93"
"","PMeOH(38:5)+NH4",1,0,0,"6.09123194444444","6.39123194444444","1172","","PMeOH(38:5)+NH4",6.297675,0,0,"6.09123194444444","6.39123194444444","1172","","PMeOH(38:5)+NH4",1,0,0,"6.09123194444444","6.39123194444444","1172","","PMeOH(38:5)+NH4",137490.3,0,0,"6.09123194444444","6.39123194444444","1172","","PMeOH(38:5)+NH4",754.5372,0,0,"6.09123194444444","6.39123194444444","1172","","PMeOH(38:5)+NH4","754.53812","625.519","169.026","6.09123194444444","6.39123194444444","1172"
"","PMeOH(38:5)+NH4",1,0,0,"5.17276666666667","5.47276666666667","17809","","PMeOH(38:5)+NH4",5.226175,0,0,"5.17276666666667","5.47276666666667","17809","","PMeOH(38:5)+NH4",1,0,0,"5.17276666666667","5.47276666666667","17809","","PMeOH(38:5)+NH4",209502.9,0,0,"5.17276666666667","5.47276666666667","17809","","PMeOH(38:5)+NH4",754.5404,0,0,"5.17276666666667","5.47276666666667","17809","","PMeOH(38:5)+NH4","754.53812","625.519","169.026","5.17276666666667","5.47276666666667","17809"
"","PMeOH(38:6)+NH4",1,0,0,"4.00602083333333","4.30602083333333","2565","","PMeOH(38:6)+NH4",4.205145,0,0,"4.00602083333333","4.30602083333333","2565","","PMeOH(38:6)+NH4",1,0,0,"4.00602083333333","4.30602083333333","2565","","PMeOH(38:6)+NH4",22641.24,0,0,"4.00602083333333","4.30602083333333","2565","","PMeOH(38:6)+NH4",752.5236,0,0,"4.00602083333333","4.30602083333333","2565","","PMeOH(38:6)+NH4","752.52252","623.5034","169.026","4.00602083333333","4.30602083333333","2565"
"","PMeOH(38:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PMeOH(38:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PMeOH(38:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PMeOH(38:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PMeOH(38:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PMeOH(38:6)+NH4","752.52252","623.5034","169.026","4.51394848484849","4.81394848484849","7442"
"","PMeOH(39:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(39:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(39:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(39:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(39:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PMeOH(39:1)+NH4","776.61652","647.5974","169.026","8.69191944444444","8.99191944444444","1751"
"","PMeOH(39:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PMeOH(39:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PMeOH(39:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PMeOH(39:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PMeOH(39:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PMeOH(39:1)+NH4","776.61652","647.5974","169.026","8.9055625","9.2055625","2277"
"","PMeOH(39:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(39:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(39:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(39:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(39:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PMeOH(39:1)+NH4","776.61652","647.5974","169.026","8.32618333333333","8.62618333333333","5148"
"","PMeOH(39:2)+NH4",1,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(39:2)+NH4",8.0324,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(39:2)+NH4",2,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(39:2)+NH4",1312308,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(39:2)+NH4",774.6008,0,0,"7.90268472222222","8.20268472222222","177","","PMeOH(39:2)+NH4","774.60072","645.5816","169.026","7.90268472222222","8.20268472222222","177"
"","PMeOH(39:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(39:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(39:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(39:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(39:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PMeOH(39:2)+NH4","774.60072","645.5816","169.026","8.56510416666667","8.86510416666667","3248"
"","PMeOH(39:3)+NH4",1,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(39:3)+NH4",7.102481,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(39:3)+NH4",2,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(39:3)+NH4",2004370,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(39:3)+NH4",772.58535,0,0,"6.99751944444444","7.29751944444444","89","","PMeOH(39:3)+NH4","772.58512","643.566","169.026","6.99751944444444","7.29751944444444","89"
"","PMeOH(39:3)+NH4",1,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(39:3)+NH4",6.979968,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(39:3)+NH4",2,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(39:3)+NH4",2258199,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(39:3)+NH4",772.58515,0,0,"6.80782777777778","7.10782777777778","143","","PMeOH(39:3)+NH4","772.58512","643.566","169.026","6.80782777777778","7.10782777777778","143"
"","PMeOH(39:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(39:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(39:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(39:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(39:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PMeOH(39:3)+NH4","772.58512","643.566","169.026","8.86654722222222","9.16654722222222","14628"
"","PMeOH(39:4)+NH4",1,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(39:4)+NH4",6.256794,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(39:4)+NH4",2,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(39:4)+NH4",685172,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(39:4)+NH4",770.57025,0,0,"6.08608472222222","6.38608472222222","402","","PMeOH(39:4)+NH4","770.56952","641.5504","169.026","6.08608472222222","6.38608472222222","402"
"","PMeOH(39:4)+NH4",1,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(39:4)+NH4",6.000633,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(39:4)+NH4",2,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(39:4)+NH4",397629,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(39:4)+NH4",770.5707,0,0,"5.87367083333333","6.17367083333333","501","","PMeOH(39:4)+NH4","770.56952","641.5504","169.026","5.87367083333333","6.17367083333333","501"
"","PMeOH(39:4)+NH4",0,0,0,"8.126675","8.426675","963","","PMeOH(39:4)+NH4",0,0,0,"8.126675","8.426675","963","","PMeOH(39:4)+NH4",0,0,0,"8.126675","8.426675","963","","PMeOH(39:4)+NH4",0,0,0,"8.126675","8.426675","963","","PMeOH(39:4)+NH4",0,0,0,"8.126675","8.426675","963","","PMeOH(39:4)+NH4","770.56952","641.5504","169.026","8.126675","8.426675","963"
"","PMeOH(39:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(39:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(39:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(39:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(39:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PMeOH(39:4)+NH4","770.56952","641.5504","169.026","12.3626638888889","12.6626638888889","5667"
"","PMeOH(39:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(39:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(39:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(39:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(39:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PMeOH(39:4)+NH4","770.56952","641.5504","169.026","12.9687472222222","13.2687472222222","10172"
"","PMeOH(39:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(39:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(39:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(39:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(39:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PMeOH(39:4)+NH4","770.56952","641.5504","169.026","6.53908472222222","6.83908472222222","12701"
"","PMeOH(39:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(39:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(39:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(39:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(39:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PMeOH(39:4)+NH4","770.56952","641.5504","169.026","8.48022272727273","8.78022272727273","15540"
"","PMeOH(39:5)+NH4",1,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(39:5)+NH4",5.796961,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(39:5)+NH4",2,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(39:5)+NH4",545673.8,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(39:5)+NH4",768.5553,0,0,"5.57732083333333","5.87732083333333","296","","PMeOH(39:5)+NH4","768.55382","639.5347","169.026","5.57732083333333","5.87732083333333","296"
"","PMeOH(39:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(39:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(39:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(39:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(39:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PMeOH(39:5)+NH4","768.55382","639.5347","169.026","12.6864611111111","12.9864611111111","1121"
"","PMeOH(39:5)+NH4",1,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(39:5)+NH4",7.779676,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(39:5)+NH4",1,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(39:5)+NH4",29444.28,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(39:5)+NH4",768.5544,0,0,"7.66248611111111","7.96248611111111","9089","","PMeOH(39:5)+NH4","768.55382","639.5347","169.026","7.66248611111111","7.96248611111111","9089"
"","PMeOH(39:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(39:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(39:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(39:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(39:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PMeOH(39:5)+NH4","768.55382","639.5347","169.026","12.4146458333333","12.7146458333333","9396"
"","PMeOH(39:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PMeOH(39:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PMeOH(39:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PMeOH(39:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PMeOH(39:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PMeOH(39:5)+NH4","768.55382","639.5347","169.026","11.860525","12.160525","9422"
"","PMeOH(39:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PMeOH(39:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PMeOH(39:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PMeOH(39:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PMeOH(39:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PMeOH(39:5)+NH4","768.55382","639.5347","169.026","4.9403625","5.2403625","18329"
"","PMeOH(39:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PMeOH(39:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PMeOH(39:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PMeOH(39:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PMeOH(39:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PMeOH(39:5)+NH4","768.55382","639.5347","169.026","5.3576125","5.6576125","18346"
"","PMeOH(39:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PMeOH(39:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PMeOH(39:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PMeOH(39:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PMeOH(39:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PMeOH(39:6)+NH4","766.53812","637.519","169.026","6.54070694444444","6.84070694444444","730"
"","PMeOH(39:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PMeOH(39:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PMeOH(39:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PMeOH(39:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PMeOH(39:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PMeOH(39:6)+NH4","766.53812","637.519","169.026","12.1012472222222","12.4012472222222","947"
