"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_PhytoSph","[M+H]+","1","2","3","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_PhytoSph","[M+H]+","1","2","3","RT_min","RT_max","Comment","Number of Scans","MSDIAL_PhytoSph","[M+H]+","1","2","3","RT_min","RT_max","Comment","Max Intensity","MSDIAL_PhytoSph","[M+H]+","1","2","3","RT_min","RT_max","Comment","Average m/z","MSDIAL_PhytoSph","[M+H]+","1","2","3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_PhytoSph","[M+H]+","1","2","3","RT_min","RT_max","Comment"
"","MSDIAL_SPB 27:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;YUWQNIRWFWGKQX-UHFFFAOYNA-N;C27H57NO3",0,0,0,0,"4.16594545454546","4.46594545454546","17094","","MSDIAL_SPB 27:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;YUWQNIRWFWGKQX-UHFFFAOYNA-N;C27H57NO3",0,0,0,0,"4.16594545454546","4.46594545454546","17094","","MSDIAL_SPB 27:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;YUWQNIRWFWGKQX-UHFFFAOYNA-N;C27H57NO3",0,0,0,0,"4.16594545454546","4.46594545454546","17094","","MSDIAL_SPB 27:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;YUWQNIRWFWGKQX-UHFFFAOYNA-N;C27H57NO3",0,0,0,0,"4.16594545454546","4.46594545454546","17094","","MSDIAL_SPB 27:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;YUWQNIRWFWGKQX-UHFFFAOYNA-N;C27H57NO3",0,0,0,0,"4.16594545454546","4.46594545454546","17094","","MSDIAL_SPB 27:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;YUWQNIRWFWGKQX-UHFFFAOYNA-N;C27H57NO3","444.44112","408.4200","390.4094","378.4094","4.16594545454546","4.46594545454546","17094"
"","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"9.00676944444444","9.30676944444444","7133","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"9.00676944444444","9.30676944444444","7133","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"9.00676944444444","9.30676944444444","7133","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"9.00676944444444","9.30676944444444","7133","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"9.00676944444444","9.30676944444444","7133","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3","458.45677","422.4356","404.4251","392.4251","9.00676944444444","9.30676944444444","7133"
"","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"2.72854583333333","3.02854583333333","8201","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"2.72854583333333","3.02854583333333","8201","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"2.72854583333333","3.02854583333333","8201","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"2.72854583333333","3.02854583333333","8201","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3",0,0,0,0,"2.72854583333333","3.02854583333333","8201","","MSDIAL_SPB 28:0;3O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCC(C(C(CO)N)O)O;GSFNNLFCYZTTCC-UHFFFAOYNA-N;C28H59NO3","458.45677","422.4356","404.4251","392.4251","2.72854583333333","3.02854583333333","8201"
