"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_CAR","[M]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_CAR","[M]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_CAR","[M]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_CAR","[M]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_CAR","[M]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_CAR","[M]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_CAR 5:0;[M]+;CCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;VSNFQQXVMPSASB-UHFFFAOYNA-O;C12H24NO4",0,0,0,"0.184875","0.484875","5166","","MSDIAL_CAR 5:0;[M]+;CCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;VSNFQQXVMPSASB-UHFFFAOYNA-O;C12H24NO4",0,0,0,"0.184875","0.484875","5166","","MSDIAL_CAR 5:0;[M]+;CCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;VSNFQQXVMPSASB-UHFFFAOYNA-O;C12H24NO4",0,0,0,"0.184875","0.484875","5166","","MSDIAL_CAR 5:0;[M]+;CCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;VSNFQQXVMPSASB-UHFFFAOYNA-O;C12H24NO4",0,0,0,"0.184875","0.484875","5166","","MSDIAL_CAR 5:0;[M]+;CCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;VSNFQQXVMPSASB-UHFFFAOYNA-O;C12H24NO4",0,0,0,"0.184875","0.484875","5166","","MSDIAL_CAR 5:0;[M]+;CCCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;VSNFQQXVMPSASB-UHFFFAOYNA-O;C12H24NO4","246.16998","246.1700","85.02841","0.184875","0.484875","5166"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"14.7172666666667","15.0172666666667","4478","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"14.7172666666667","15.0172666666667","4478","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"14.7172666666667","15.0172666666667","4478","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"14.7172666666667","15.0172666666667","4478","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"14.7172666666667","15.0172666666667","4478","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","14.7172666666667","15.0172666666667","4478"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.8986378787879","10.1986378787879","5581","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.8986378787879","10.1986378787879","5581","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.8986378787879","10.1986378787879","5581","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.8986378787879","10.1986378787879","5581","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.8986378787879","10.1986378787879","5581","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","9.8986378787879","10.1986378787879","5581"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.95081944444445","9.25081944444445","5721","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.95081944444445","9.25081944444445","5721","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.95081944444445","9.25081944444445","5721","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.95081944444445","9.25081944444445","5721","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.95081944444445","9.25081944444445","5721","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","8.95081944444445","9.25081944444445","5721"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"10.2452152777778","10.5452152777778","5854","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"10.2452152777778","10.5452152777778","5854","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"10.2452152777778","10.5452152777778","5854","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"10.2452152777778","10.5452152777778","5854","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"10.2452152777778","10.5452152777778","5854","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","10.2452152777778","10.5452152777778","5854"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.27050833333333","9.57050833333333","5984","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.27050833333333","9.57050833333333","5984","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.27050833333333","9.57050833333333","5984","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.27050833333333","9.57050833333333","5984","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"9.27050833333333","9.57050833333333","5984","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","9.27050833333333","9.57050833333333","5984"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.19234027777778","5.49234027777778","6317","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.19234027777778","5.49234027777778","6317","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.19234027777778","5.49234027777778","6317","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.19234027777778","5.49234027777778","6317","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.19234027777778","5.49234027777778","6317","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","5.19234027777778","5.49234027777778","6317"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.63463888888889","5.93463888888889","6729","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.63463888888889","5.93463888888889","6729","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.63463888888889","5.93463888888889","6729","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.63463888888889","5.93463888888889","6729","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"5.63463888888889","5.93463888888889","6729","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","5.63463888888889","5.93463888888889","6729"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.25722777777778","8.55722777777778","6848","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.25722777777778","8.55722777777778","6848","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.25722777777778","8.55722777777778","6848","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.25722777777778","8.55722777777778","6848","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"8.25722777777778","8.55722777777778","6848","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","8.25722777777778","8.55722777777778","6848"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"7.75308055555556","8.05308055555556","7791","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"7.75308055555556","8.05308055555556","7791","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"7.75308055555556","8.05308055555556","7791","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"7.75308055555556","8.05308055555556","7791","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"7.75308055555556","8.05308055555556","7791","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","7.75308055555556","8.05308055555556","7791"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"0.142472222222222","0.442472222222222","9067","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"0.142472222222222","0.442472222222222","9067","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"0.142472222222222","0.442472222222222","9067","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"0.142472222222222","0.442472222222222","9067","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"0.142472222222222","0.442472222222222","9067","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","0.142472222222222","0.442472222222222","9067"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"13.0766347222222","13.3766347222222","9734","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"13.0766347222222","13.3766347222222","9734","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"13.0766347222222","13.3766347222222","9734","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"13.0766347222222","13.3766347222222","9734","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"13.0766347222222","13.3766347222222","9734","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","13.0766347222222","13.3766347222222","9734"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.39391527777778","1.69391527777778","10469","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.39391527777778","1.69391527777778","10469","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.39391527777778","1.69391527777778","10469","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.39391527777778","1.69391527777778","10469","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.39391527777778","1.69391527777778","10469","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","1.39391527777778","1.69391527777778","10469"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.67759166666667","1.97759166666667","10605","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.67759166666667","1.97759166666667","10605","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.67759166666667","1.97759166666667","10605","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.67759166666667","1.97759166666667","10605","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.67759166666667","1.97759166666667","10605","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","1.67759166666667","1.97759166666667","10605"
"","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.16082222222222","1.46082222222222","11225","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.16082222222222","1.46082222222222","11225","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.16082222222222","1.46082222222222","11225","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.16082222222222","1.46082222222222","11225","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4",0,0,0,"1.16082222222222","1.46082222222222","11225","","MSDIAL_CAR 23:6;[M]+;CC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCCC(=O)OC(CC(O)=O)C[N+](C)(C)C;IWCFUXTUAKHKRY-BUHCESQUNA-O;C30H48NO4","486.35779","486.3578","85.02841","1.16082222222222","1.46082222222222","11225"
