"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","ether-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","RT at Max Intensity","ether-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Number of Scans","ether-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Max Intensity","ether-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Average m/z","ether-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","ether-PS","[M+H]+","MH-PC","RT_min","RT_max","Comment"
"","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H",0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(40:5)+H","824.58012","639.57117","3.88472638888889","4.18472638888889","18235"
"","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H",0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","4.53785277777778","4.83785277777778","4463"
"","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H",0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.08639027777778","3.38639027777778","6937"
"","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H",0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.66438472222222","3.96438472222222","7119"
"","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H",0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","5.19026666666667","5.49026666666667","8412"
"","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H",0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.69199166666667","3.99199166666667","13592"
"","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H",0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","4.92135972222222","5.22135972222222","15390"
"","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H",0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(40:6)+H","822.56442","637.55547","3.31961805555556","3.61961805555556","16893"
"","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H",0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(42:0)+H","862.68962","677.68067","11.3090888888889","11.6090888888889","7568"
"","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H",0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(42:1)+H","860.67402","675.66507","9.9108183333333","10.2108183333333","15403"
"","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmanyl-PS(42:3)+H","856.64272","671.63377","8.39007638888889","8.69007638888889","1144"
"","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmanyl-PS(42:4)+H","854.62702","669.61807","7.37157222222222","7.67157222222222","2030"
"","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H",0,0,"5.00195","5.30195","7165","","Plasmanyl-PS(42:4)+H","854.62702","669.61807","5.00195","5.30195","7165"
"","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmanyl-PS(42:5)+H","852.61142","667.60247","4.85873611111111","5.15873611111111","14708"
"","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmanyl-PS(42:6)+H","850.59572","665.58677","5.00715277777778","5.30715277777778","3523"
"","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmanyl-PS(42:6)+H","850.59572","665.58677","4.11489305555556","4.41489305555556","7684"
"","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmanyl-PS(42:6)+H","850.59572","665.58677","4.72343472222222","5.02343472222222","12291"
"","Plasmanyl-PS(44:1)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmanyl-PS(44:1)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmanyl-PS(44:1)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmanyl-PS(44:1)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmanyl-PS(44:1)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmanyl-PS(44:1)+H","888.70532","703.69637","11.3129722222222","11.6129722222222","3643"
"","Plasmanyl-PS(45:0)+H",0,0,"13.2255375","13.5255375","2766","","Plasmanyl-PS(45:0)+H",0,0,"13.2255375","13.5255375","2766","","Plasmanyl-PS(45:0)+H",0,0,"13.2255375","13.5255375","2766","","Plasmanyl-PS(45:0)+H",0,0,"13.2255375","13.5255375","2766","","Plasmanyl-PS(45:0)+H",0,0,"13.2255375","13.5255375","2766","","Plasmanyl-PS(45:0)+H","904.73662","719.72767","13.2255375","13.5255375","2766"
"","Plasmanyl-PS(45:0)+H",0,0,"12.1869458333333","12.4869458333333","4858","","Plasmanyl-PS(45:0)+H",0,0,"12.1869458333333","12.4869458333333","4858","","Plasmanyl-PS(45:0)+H",0,0,"12.1869458333333","12.4869458333333","4858","","Plasmanyl-PS(45:0)+H",0,0,"12.1869458333333","12.4869458333333","4858","","Plasmanyl-PS(45:0)+H",0,0,"12.1869458333333","12.4869458333333","4858","","Plasmanyl-PS(45:0)+H","904.73662","719.72767","12.1869458333333","12.4869458333333","4858"
"","Plasmanyl-PS(46:0)+H",0,0,"12.2164583333333","12.5164583333333","270","","Plasmanyl-PS(46:0)+H",0,0,"12.2164583333333","12.5164583333333","270","","Plasmanyl-PS(46:0)+H",0,0,"12.2164583333333","12.5164583333333","270","","Plasmanyl-PS(46:0)+H",0,0,"12.2164583333333","12.5164583333333","270","","Plasmanyl-PS(46:0)+H",0,0,"12.2164583333333","12.5164583333333","270","","Plasmanyl-PS(46:0)+H","918.75222","733.74327","12.2164583333333","12.5164583333333","270"
