"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexBRS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7",0,0,0,"14.748925","15.048925","10583","","MSDIAL_ST 28:2;O;Hex;FA 8:0;[M+NH4]+;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;WSVYCKAYKFRIMW-UHFFFAOYNA-N;C42H70O7","704.54598","381.3516","704.5460","14.748925","15.048925","10583"
"","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7","914.78073","381.3516","914.7807","11.4728777777778","11.7728777777778","1856"
"","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 28:2;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;ZLMDMYKUGKMBBT-UHFFFAOYNA-N;C57H100O7","914.78073","381.3516","914.7807","11.7000847222222","12.0000847222222","2124"
"","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.6602333333333","11.9602333333333","6688","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.6602333333333","11.9602333333333","6688","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.6602333333333","11.9602333333333","6688","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.6602333333333","11.9602333333333","6688","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.6602333333333","11.9602333333333","6688","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7","928.79638","381.3516","928.7964","11.6602333333333","11.9602333333333","6688"
"","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.7940388888889","12.0940388888889","10204","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.7940388888889","12.0940388888889","10204","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.7940388888889","12.0940388888889","10204","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.7940388888889","12.0940388888889","10204","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7",0,0,0,"11.7940388888889","12.0940388888889","10204","","MSDIAL_ST 28:2;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;UUGIKQMIYPZXJG-UHFFFAOYNA-N;C58H102O7","928.79638","381.3516","928.7964","11.7940388888889","12.0940388888889","10204"
"","MSDIAL_ST 28:2;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;KLZQZWDUCNCIJL-CYESLAFNNA-N;C58H98O7",0,0,0,"12.0363972222222","12.3363972222222","17451","","MSDIAL_ST 28:2;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;KLZQZWDUCNCIJL-CYESLAFNNA-N;C58H98O7",0,0,0,"12.0363972222222","12.3363972222222","17451","","MSDIAL_ST 28:2;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;KLZQZWDUCNCIJL-CYESLAFNNA-N;C58H98O7",0,0,0,"12.0363972222222","12.3363972222222","17451","","MSDIAL_ST 28:2;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;KLZQZWDUCNCIJL-CYESLAFNNA-N;C58H98O7",0,0,0,"12.0363972222222","12.3363972222222","17451","","MSDIAL_ST 28:2;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;KLZQZWDUCNCIJL-CYESLAFNNA-N;C58H98O7",0,0,0,"12.0363972222222","12.3363972222222","17451","","MSDIAL_ST 28:2;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;KLZQZWDUCNCIJL-CYESLAFNNA-N;C58H98O7","924.76508","381.3516","924.7651","12.0363972222222","12.3363972222222","17451"
"","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7","942.81203","381.3516","942.8120","11.1707651515151","11.4707651515151","10034"
"","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 28:2;O;Hex;FA 25:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XEJSDANMAICVAS-UHFFFAOYNA-N;C59H104O7","942.81203","381.3516","942.8120","11.4804180555556","11.7804180555556","14476"
"","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"12.3927611111111","12.6927611111111","2322","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"12.3927611111111","12.6927611111111","2322","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"12.3927611111111","12.6927611111111","2322","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"12.3927611111111","12.6927611111111","2322","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"12.3927611111111","12.6927611111111","2322","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7","956.82768","381.3516","956.8277","12.3927611111111","12.6927611111111","2322"
"","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"11.0539833333333","11.3539833333333","5319","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"11.0539833333333","11.3539833333333","5319","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"11.0539833333333","11.3539833333333","5319","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"11.0539833333333","11.3539833333333","5319","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7",0,0,0,"11.0539833333333","11.3539833333333","5319","","MSDIAL_ST 28:2;O;Hex;FA 26:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;NWIGQYLXPJPMFI-UHFFFAOYNA-N;C60H106O7","956.82768","381.3516","956.8277","11.0539833333333","11.3539833333333","5319"
"","MSDIAL_ST 28:2;O;Hex;FA 26:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XUPJOJZLWDVFSP-FLRTXRPZNA-N;C60H104O7",0,0,0,"11.8862652777778","12.1862652777778","5910","","MSDIAL_ST 28:2;O;Hex;FA 26:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XUPJOJZLWDVFSP-FLRTXRPZNA-N;C60H104O7",0,0,0,"11.8862652777778","12.1862652777778","5910","","MSDIAL_ST 28:2;O;Hex;FA 26:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XUPJOJZLWDVFSP-FLRTXRPZNA-N;C60H104O7",0,0,0,"11.8862652777778","12.1862652777778","5910","","MSDIAL_ST 28:2;O;Hex;FA 26:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XUPJOJZLWDVFSP-FLRTXRPZNA-N;C60H104O7",0,0,0,"11.8862652777778","12.1862652777778","5910","","MSDIAL_ST 28:2;O;Hex;FA 26:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XUPJOJZLWDVFSP-FLRTXRPZNA-N;C60H104O7",0,0,0,"11.8862652777778","12.1862652777778","5910","","MSDIAL_ST 28:2;O;Hex;FA 26:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(C)C(C)C)C(O)C(O)C1O;XUPJOJZLWDVFSP-FLRTXRPZNA-N;C60H104O7","954.81203","381.3516","954.8120","11.8862652777778","12.1862652777778","5910"
