"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","RT at Max Intensity","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Number of Scans","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Max Intensity","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Average m/z","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment"
"","PEtOH(37:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PEtOH(37:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PEtOH(37:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PEtOH(37:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PEtOH(37:3)+NH4",0,0,0,"15.2943069444444","15.5943069444444","13208","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","15.2943069444444","15.5943069444444","13208"
"","PEtOH(37:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PEtOH(37:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PEtOH(37:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PEtOH(37:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PEtOH(37:3)+NH4",0,0,0,"14.6633819444444","14.9633819444444","13268","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","14.6633819444444","14.9633819444444","13268"
"","PEtOH(37:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PEtOH(37:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PEtOH(37:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PEtOH(37:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PEtOH(37:3)+NH4",0,0,0,"14.9958208333333","15.2958208333333","13318","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","14.9958208333333","15.2958208333333","13318"
"","PEtOH(37:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PEtOH(37:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PEtOH(37:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PEtOH(37:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PEtOH(37:3)+NH4",0,0,0,"4.90295333333333","5.20295333333333","15986","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","4.90295333333333","5.20295333333333","15986"
"","PEtOH(37:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PEtOH(37:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PEtOH(37:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PEtOH(37:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PEtOH(37:3)+NH4",0,0,0,"11.5830111111111","11.8830111111111","16038","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","11.5830111111111","11.8830111111111","16038"
"","PEtOH(37:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PEtOH(37:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PEtOH(37:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PEtOH(37:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PEtOH(37:3)+NH4",0,0,0,"1.81707121212121","2.11707121212121","16289","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","1.81707121212121","2.11707121212121","16289"
"","PEtOH(37:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PEtOH(37:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PEtOH(37:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PEtOH(37:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PEtOH(37:3)+NH4",0,0,0,"4.92687424242424","5.22687424242424","17293","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","4.92687424242424","5.22687424242424","17293"
"","PEtOH(37:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PEtOH(37:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PEtOH(37:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PEtOH(37:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PEtOH(37:3)+NH4",0,0,0,"15.5564458333333","15.8564458333333","18422","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","15.5564458333333","15.8564458333333","18422"
"","PEtOH(37:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PEtOH(37:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PEtOH(37:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PEtOH(37:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PEtOH(37:3)+NH4",0,0,0,"16.0573486111111","16.3573486111111","18822","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","16.0573486111111","16.3573486111111","18822"
"","PEtOH(37:4)+NH4",1,0,0,"5.52218333333333","5.82218333333333","118","","PEtOH(37:4)+NH4",5.629702,0,0,"5.52218333333333","5.82218333333333","118","","PEtOH(37:4)+NH4",2,0,0,"5.52218333333333","5.82218333333333","118","","PEtOH(37:4)+NH4",1925215,0,0,"5.52218333333333","5.82218333333333","118","","PEtOH(37:4)+NH4",756.5541,0,0,"5.52218333333333","5.82218333333333","118","","PEtOH(37:4)+NH4","756.55387","613.5191","183.0417","5.52218333333333","5.82218333333333","118"
"","PEtOH(37:4)+NH4",1,0,0,"5.27282638888889","5.57282638888889","126","","PEtOH(37:4)+NH4",5.493016,0,0,"5.27282638888889","5.57282638888889","126","","PEtOH(37:4)+NH4",2,0,0,"5.27282638888889","5.57282638888889","126","","PEtOH(37:4)+NH4",1492379,0,0,"5.27282638888889","5.57282638888889","126","","PEtOH(37:4)+NH4",756.5548,0,0,"5.27282638888889","5.57282638888889","126","","PEtOH(37:4)+NH4","756.55387","613.5191","183.0417","5.27282638888889","5.57282638888889","126"
"","PEtOH(37:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PEtOH(37:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PEtOH(37:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PEtOH(37:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PEtOH(37:4)+NH4",0,0,0,"7.21744861111111","7.51744861111111","1128","","PEtOH(37:4)+NH4","756.55387","613.5191","183.0417","7.21744861111111","7.51744861111111","1128"
"","PEtOH(37:5)+NH4",1,0,0,"4.9153","5.2153","93","","PEtOH(37:5)+NH4",5.089102,0,0,"4.9153","5.2153","93","","PEtOH(37:5)+NH4",2,0,0,"4.9153","5.2153","93","","PEtOH(37:5)+NH4",3221773,0,0,"4.9153","5.2153","93","","PEtOH(37:5)+NH4",754.53955,0,0,"4.9153","5.2153","93","","PEtOH(37:5)+NH4","754.53817","611.5034","183.0417","4.9153","5.2153","93"
"","PEtOH(37:5)+NH4",1,0,0,"6.09123194444444","6.39123194444444","1172","","PEtOH(37:5)+NH4",6.297675,0,0,"6.09123194444444","6.39123194444444","1172","","PEtOH(37:5)+NH4",1,0,0,"6.09123194444444","6.39123194444444","1172","","PEtOH(37:5)+NH4",137490.3,0,0,"6.09123194444444","6.39123194444444","1172","","PEtOH(37:5)+NH4",754.5372,0,0,"6.09123194444444","6.39123194444444","1172","","PEtOH(37:5)+NH4","754.53817","611.5034","183.0417","6.09123194444444","6.39123194444444","1172"
"","PEtOH(37:5)+NH4",1,0,0,"5.17276666666667","5.47276666666667","17809","","PEtOH(37:5)+NH4",5.226175,0,0,"5.17276666666667","5.47276666666667","17809","","PEtOH(37:5)+NH4",1,0,0,"5.17276666666667","5.47276666666667","17809","","PEtOH(37:5)+NH4",209502.9,0,0,"5.17276666666667","5.47276666666667","17809","","PEtOH(37:5)+NH4",754.5404,0,0,"5.17276666666667","5.47276666666667","17809","","PEtOH(37:5)+NH4","754.53817","611.5034","183.0417","5.17276666666667","5.47276666666667","17809"
"","PEtOH(37:6)+NH4",1,0,0,"5.11699166666667","5.41699166666667","861","","PEtOH(37:6)+NH4",5.317206,0,0,"5.11699166666667","5.41699166666667","861","","PEtOH(37:6)+NH4",1,0,0,"5.11699166666667","5.41699166666667","861","","PEtOH(37:6)+NH4",293391.5,0,0,"5.11699166666667","5.41699166666667","861","","PEtOH(37:6)+NH4",752.5223,0,0,"5.11699166666667","5.41699166666667","861","","PEtOH(37:6)+NH4","752.52247","609.4877","183.0417","5.11699166666667","5.41699166666667","861"
"","PEtOH(37:6)+NH4",1,0,0,"4.00602083333333","4.30602083333333","2565","","PEtOH(37:6)+NH4",4.205145,0,0,"4.00602083333333","4.30602083333333","2565","","PEtOH(37:6)+NH4",1,0,0,"4.00602083333333","4.30602083333333","2565","","PEtOH(37:6)+NH4",22641.24,0,0,"4.00602083333333","4.30602083333333","2565","","PEtOH(37:6)+NH4",752.5236,0,0,"4.00602083333333","4.30602083333333","2565","","PEtOH(37:6)+NH4","752.52247","609.4877","183.0417","4.00602083333333","4.30602083333333","2565"
"","PEtOH(37:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PEtOH(37:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PEtOH(37:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PEtOH(37:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PEtOH(37:6)+NH4",0,0,0,"4.51394848484849","4.81394848484849","7442","","PEtOH(37:6)+NH4","752.52247","609.4877","183.0417","4.51394848484849","4.81394848484849","7442"
"","PEtOH(38:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(38:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(38:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(38:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(38:1)+NH4",0,0,0,"8.69191944444444","8.99191944444444","1751","","PEtOH(38:1)+NH4","776.61647","633.5817","183.0417","8.69191944444444","8.99191944444444","1751"
"","PEtOH(38:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PEtOH(38:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PEtOH(38:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PEtOH(38:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PEtOH(38:1)+NH4",0,0,0,"8.9055625","9.2055625","2277","","PEtOH(38:1)+NH4","776.61647","633.5817","183.0417","8.9055625","9.2055625","2277"
"","PEtOH(38:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(38:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(38:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(38:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(38:1)+NH4",0,0,0,"8.32618333333333","8.62618333333333","5148","","PEtOH(38:1)+NH4","776.61647","633.5817","183.0417","8.32618333333333","8.62618333333333","5148"
"","PEtOH(38:2)+NH4",1,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(38:2)+NH4",8.0324,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(38:2)+NH4",2,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(38:2)+NH4",1312308,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(38:2)+NH4",774.6008,0,0,"7.90268472222222","8.20268472222222","177","","PEtOH(38:2)+NH4","774.60077","631.566","183.0417","7.90268472222222","8.20268472222222","177"
"","PEtOH(38:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(38:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(38:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(38:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(38:2)+NH4",0,0,0,"8.56510416666667","8.86510416666667","3248","","PEtOH(38:2)+NH4","774.60077","631.566","183.0417","8.56510416666667","8.86510416666667","3248"
"","PEtOH(38:3)+NH4",1,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(38:3)+NH4",7.102481,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(38:3)+NH4",2,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(38:3)+NH4",2004370,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(38:3)+NH4",772.58535,0,0,"6.99751944444444","7.29751944444444","89","","PEtOH(38:3)+NH4","772.58517","629.5504","183.0417","6.99751944444444","7.29751944444444","89"
"","PEtOH(38:3)+NH4",1,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(38:3)+NH4",6.979968,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(38:3)+NH4",2,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(38:3)+NH4",2258199,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(38:3)+NH4",772.58515,0,0,"6.80782777777778","7.10782777777778","143","","PEtOH(38:3)+NH4","772.58517","629.5504","183.0417","6.80782777777778","7.10782777777778","143"
"","PEtOH(38:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(38:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(38:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(38:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(38:3)+NH4",0,0,0,"8.86654722222222","9.16654722222222","14628","","PEtOH(38:3)+NH4","772.58517","629.5504","183.0417","8.86654722222222","9.16654722222222","14628"
"","PEtOH(38:4)+NH4",1,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(38:4)+NH4",6.256794,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(38:4)+NH4",2,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(38:4)+NH4",685172,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(38:4)+NH4",770.57025,0,0,"6.08608472222222","6.38608472222222","402","","PEtOH(38:4)+NH4","770.56947","627.5347","183.0417","6.08608472222222","6.38608472222222","402"
"","PEtOH(38:4)+NH4",1,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(38:4)+NH4",6.000633,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(38:4)+NH4",2,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(38:4)+NH4",397629,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(38:4)+NH4",770.5707,0,0,"5.87367083333333","6.17367083333333","501","","PEtOH(38:4)+NH4","770.56947","627.5347","183.0417","5.87367083333333","6.17367083333333","501"
"","PEtOH(38:4)+NH4",0,0,0,"8.126675","8.426675","963","","PEtOH(38:4)+NH4",0,0,0,"8.126675","8.426675","963","","PEtOH(38:4)+NH4",0,0,0,"8.126675","8.426675","963","","PEtOH(38:4)+NH4",0,0,0,"8.126675","8.426675","963","","PEtOH(38:4)+NH4",0,0,0,"8.126675","8.426675","963","","PEtOH(38:4)+NH4","770.56947","627.5347","183.0417","8.126675","8.426675","963"
"","PEtOH(38:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(38:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(38:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(38:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(38:4)+NH4",0,0,0,"12.3626638888889","12.6626638888889","5667","","PEtOH(38:4)+NH4","770.56947","627.5347","183.0417","12.3626638888889","12.6626638888889","5667"
"","PEtOH(38:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(38:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(38:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(38:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(38:4)+NH4",0,0,0,"12.9687472222222","13.2687472222222","10172","","PEtOH(38:4)+NH4","770.56947","627.5347","183.0417","12.9687472222222","13.2687472222222","10172"
"","PEtOH(38:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(38:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(38:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(38:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(38:4)+NH4",0,0,0,"6.53908472222222","6.83908472222222","12701","","PEtOH(38:4)+NH4","770.56947","627.5347","183.0417","6.53908472222222","6.83908472222222","12701"
"","PEtOH(38:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(38:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(38:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(38:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(38:4)+NH4",0,0,0,"8.48022272727273","8.78022272727273","15540","","PEtOH(38:4)+NH4","770.56947","627.5347","183.0417","8.48022272727273","8.78022272727273","15540"
"","PEtOH(38:5)+NH4",1,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(38:5)+NH4",5.796961,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(38:5)+NH4",2,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(38:5)+NH4",545673.8,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(38:5)+NH4",768.5553,0,0,"5.57732083333333","5.87732083333333","296","","PEtOH(38:5)+NH4","768.55387","625.5191","183.0417","5.57732083333333","5.87732083333333","296"
"","PEtOH(38:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(38:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(38:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(38:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(38:5)+NH4",0,0,0,"12.6864611111111","12.9864611111111","1121","","PEtOH(38:5)+NH4","768.55387","625.5191","183.0417","12.6864611111111","12.9864611111111","1121"
"","PEtOH(38:5)+NH4",1,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(38:5)+NH4",7.779676,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(38:5)+NH4",1,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(38:5)+NH4",29444.28,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(38:5)+NH4",768.5544,0,0,"7.66248611111111","7.96248611111111","9089","","PEtOH(38:5)+NH4","768.55387","625.5191","183.0417","7.66248611111111","7.96248611111111","9089"
"","PEtOH(38:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(38:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(38:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(38:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(38:5)+NH4",0,0,0,"12.4146458333333","12.7146458333333","9396","","PEtOH(38:5)+NH4","768.55387","625.5191","183.0417","12.4146458333333","12.7146458333333","9396"
"","PEtOH(38:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PEtOH(38:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PEtOH(38:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PEtOH(38:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PEtOH(38:5)+NH4",0,0,0,"11.860525","12.160525","9422","","PEtOH(38:5)+NH4","768.55387","625.5191","183.0417","11.860525","12.160525","9422"
"","PEtOH(38:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PEtOH(38:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PEtOH(38:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PEtOH(38:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PEtOH(38:5)+NH4",0,0,0,"4.9403625","5.2403625","18329","","PEtOH(38:5)+NH4","768.55387","625.5191","183.0417","4.9403625","5.2403625","18329"
"","PEtOH(38:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PEtOH(38:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PEtOH(38:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PEtOH(38:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PEtOH(38:5)+NH4",0,0,0,"5.3576125","5.6576125","18346","","PEtOH(38:5)+NH4","768.55387","625.5191","183.0417","5.3576125","5.6576125","18346"
"","PEtOH(38:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PEtOH(38:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PEtOH(38:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PEtOH(38:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PEtOH(38:6)+NH4",0,0,0,"6.54070694444444","6.84070694444444","730","","PEtOH(38:6)+NH4","766.53817","623.5034","183.0417","6.54070694444444","6.84070694444444","730"
"","PEtOH(38:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PEtOH(38:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PEtOH(38:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PEtOH(38:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PEtOH(38:6)+NH4",0,0,0,"12.1012472222222","12.4012472222222","947","","PEtOH(38:6)+NH4","766.53817","623.5034","183.0417","12.1012472222222","12.4012472222222","947"
"","PEtOH(38:6)+NH4",0,0,0,"6.90980694444444","7.20980694444444","1245","","PEtOH(38:6)+NH4",0,0,0,"6.90980694444444","7.20980694444444","1245","","PEtOH(38:6)+NH4",0,0,0,"6.90980694444444","7.20980694444444","1245","","PEtOH(38:6)+NH4",0,0,0,"6.90980694444444","7.20980694444444","1245","","PEtOH(38:6)+NH4",0,0,0,"6.90980694444444","7.20980694444444","1245","","PEtOH(38:6)+NH4","766.53817","623.5034","183.0417","6.90980694444444","7.20980694444444","1245"
"","PEtOH(38:6)+NH4",0,0,0,"11.41745","11.71745","1316","","PEtOH(38:6)+NH4",0,0,0,"11.41745","11.71745","1316","","PEtOH(38:6)+NH4",0,0,0,"11.41745","11.71745","1316","","PEtOH(38:6)+NH4",0,0,0,"11.41745","11.71745","1316","","PEtOH(38:6)+NH4",0,0,0,"11.41745","11.71745","1316","","PEtOH(38:6)+NH4","766.53817","623.5034","183.0417","11.41745","11.71745","1316"
"","PEtOH(38:6)+NH4",1,0,0,"4.70570694444444","5.00570694444444","9188","","PEtOH(38:6)+NH4",4.878976,0,0,"4.70570694444444","5.00570694444444","9188","","PEtOH(38:6)+NH4",1,0,0,"4.70570694444444","5.00570694444444","9188","","PEtOH(38:6)+NH4",51995.89,0,0,"4.70570694444444","5.00570694444444","9188","","PEtOH(38:6)+NH4",766.5398,0,0,"4.70570694444444","5.00570694444444","9188","","PEtOH(38:6)+NH4","766.53817","623.5034","183.0417","4.70570694444444","5.00570694444444","9188"
"","PEtOH(38:7)+NH4",0,0,0,"4.94856388888889","5.24856388888889","1074","","PEtOH(38:7)+NH4",0,0,0,"4.94856388888889","5.24856388888889","1074","","PEtOH(38:7)+NH4",0,0,0,"4.94856388888889","5.24856388888889","1074","","PEtOH(38:7)+NH4",0,0,0,"4.94856388888889","5.24856388888889","1074","","PEtOH(38:7)+NH4",0,0,0,"4.94856388888889","5.24856388888889","1074","","PEtOH(38:7)+NH4","764.52247","621.4877","183.0417","4.94856388888889","5.24856388888889","1074"
"","PEtOH(38:7)+NH4",0,0,0,"11.5779833333333","11.8779833333333","1830","","PEtOH(38:7)+NH4",0,0,0,"11.5779833333333","11.8779833333333","1830","","PEtOH(38:7)+NH4",0,0,0,"11.5779833333333","11.8779833333333","1830","","PEtOH(38:7)+NH4",0,0,0,"11.5779833333333","11.8779833333333","1830","","PEtOH(38:7)+NH4",0,0,0,"11.5779833333333","11.8779833333333","1830","","PEtOH(38:7)+NH4","764.52247","621.4877","183.0417","11.5779833333333","11.8779833333333","1830"
"","PEtOH(38:7)+NH4",0,0,0,"11.8072236111111","12.1072236111111","2283","","PEtOH(38:7)+NH4",0,0,0,"11.8072236111111","12.1072236111111","2283","","PEtOH(38:7)+NH4",0,0,0,"11.8072236111111","12.1072236111111","2283","","PEtOH(38:7)+NH4",0,0,0,"11.8072236111111","12.1072236111111","2283","","PEtOH(38:7)+NH4",0,0,0,"11.8072236111111","12.1072236111111","2283","","PEtOH(38:7)+NH4","764.52247","621.4877","183.0417","11.8072236111111","12.1072236111111","2283"
"","PEtOH(38:7)+NH4",0,0,0,"10.8738347222222","11.1738347222222","2395","","PEtOH(38:7)+NH4",0,0,0,"10.8738347222222","11.1738347222222","2395","","PEtOH(38:7)+NH4",0,0,0,"10.8738347222222","11.1738347222222","2395","","PEtOH(38:7)+NH4",0,0,0,"10.8738347222222","11.1738347222222","2395","","PEtOH(38:7)+NH4",0,0,0,"10.8738347222222","11.1738347222222","2395","","PEtOH(38:7)+NH4","764.52247","621.4877","183.0417","10.8738347222222","11.1738347222222","2395"
"","PEtOH(38:7)+NH4",0,0,0,"5.5747625","5.8747625","2560","","PEtOH(38:7)+NH4",0,0,0,"5.5747625","5.8747625","2560","","PEtOH(38:7)+NH4",0,0,0,"5.5747625","5.8747625","2560","","PEtOH(38:7)+NH4",0,0,0,"5.5747625","5.8747625","2560","","PEtOH(38:7)+NH4",0,0,0,"5.5747625","5.8747625","2560","","PEtOH(38:7)+NH4","764.52247","621.4877","183.0417","5.5747625","5.8747625","2560"
"","PEtOH(38:7)+NH4",0,0,0,"11.1108152777778","11.4108152777778","2887","","PEtOH(38:7)+NH4",0,0,0,"11.1108152777778","11.4108152777778","2887","","PEtOH(38:7)+NH4",0,0,0,"11.1108152777778","11.4108152777778","2887","","PEtOH(38:7)+NH4",0,0,0,"11.1108152777778","11.4108152777778","2887","","PEtOH(38:7)+NH4",0,0,0,"11.1108152777778","11.4108152777778","2887","","PEtOH(38:7)+NH4","764.52247","621.4877","183.0417","11.1108152777778","11.4108152777778","2887"
"","PEtOH(38:7)+NH4",0,0,0,"12.2327861111111","12.5327861111111","5733","","PEtOH(38:7)+NH4",0,0,0,"12.2327861111111","12.5327861111111","5733","","PEtOH(38:7)+NH4",0,0,0,"12.2327861111111","12.5327861111111","5733","","PEtOH(38:7)+NH4",0,0,0,"12.2327861111111","12.5327861111111","5733","","PEtOH(38:7)+NH4",0,0,0,"12.2327861111111","12.5327861111111","5733","","PEtOH(38:7)+NH4","764.52247","621.4877","183.0417","12.2327861111111","12.5327861111111","5733"
