"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","RT at Max Intensity","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Number of Scans","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Max Intensity","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Average m/z","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PEtOH","[M+NH4]+","[M-C2H7O4P+H]+","[C5H11O5P+H]+","RT_min","RT_max","Comment"
"","PEtOH(35:3)+NH4",1,0,0,"5.11436666666667","5.41436666666667","115","","PEtOH(35:3)+NH4",5.306864,0,0,"5.11436666666667","5.41436666666667","115","","PEtOH(35:3)+NH4",1,0,0,"5.11436666666667","5.41436666666667","115","","PEtOH(35:3)+NH4",2756709,0,0,"5.11436666666667","5.41436666666667","115","","PEtOH(35:3)+NH4",730.5391,0,0,"5.11436666666667","5.41436666666667","115","","PEtOH(35:3)+NH4","730.53817","587.5034","183.0417","5.11436666666667","5.41436666666667","115"
"","PEtOH(35:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PEtOH(35:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PEtOH(35:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PEtOH(35:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PEtOH(35:3)+NH4",0,0,0,"7.26953472222222","7.56953472222222","14318","","PEtOH(35:3)+NH4","730.53817","587.5034","183.0417","7.26953472222222","7.56953472222222","14318"
"","PEtOH(35:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PEtOH(35:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PEtOH(35:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PEtOH(35:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PEtOH(35:3)+NH4",0,0,0,"7.06696388888889","7.36696388888889","14438","","PEtOH(35:3)+NH4","730.53817","587.5034","183.0417","7.06696388888889","7.36696388888889","14438"
"","PEtOH(35:4)+NH4",0,0,0,"6.03330138888889","6.33330138888889","1803","","PEtOH(35:4)+NH4",0,0,0,"6.03330138888889","6.33330138888889","1803","","PEtOH(35:4)+NH4",0,0,0,"6.03330138888889","6.33330138888889","1803","","PEtOH(35:4)+NH4",0,0,0,"6.03330138888889","6.33330138888889","1803","","PEtOH(35:4)+NH4",0,0,0,"6.03330138888889","6.33330138888889","1803","","PEtOH(35:4)+NH4","728.52247","585.4877","183.0417","6.03330138888889","6.33330138888889","1803"
"","PEtOH(35:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PEtOH(35:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PEtOH(35:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PEtOH(35:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PEtOH(35:4)+NH4",0,0,0,"4.89671944444444","5.19671944444444","2343","","PEtOH(35:4)+NH4","728.52247","585.4877","183.0417","4.89671944444444","5.19671944444444","2343"
"","PEtOH(35:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PEtOH(35:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PEtOH(35:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PEtOH(35:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PEtOH(35:4)+NH4",0,0,0,"4.13304027777778","4.43304027777778","2406","","PEtOH(35:4)+NH4","728.52247","585.4877","183.0417","4.13304027777778","4.43304027777778","2406"
"","PEtOH(35:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PEtOH(35:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PEtOH(35:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PEtOH(35:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PEtOH(35:4)+NH4",0,0,0,"5.25916060606061","5.55916060606061","10785","","PEtOH(35:4)+NH4","728.52247","585.4877","183.0417","5.25916060606061","5.55916060606061","10785"
"","PEtOH(35:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PEtOH(35:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PEtOH(35:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PEtOH(35:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PEtOH(35:4)+NH4",0,0,0,"4.37494090909091","4.67494090909091","13143","","PEtOH(35:4)+NH4","728.52247","585.4877","183.0417","4.37494090909091","4.67494090909091","13143"
"","PEtOH(35:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PEtOH(35:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PEtOH(35:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PEtOH(35:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PEtOH(35:4)+NH4",0,0,0,"4.71662407407407","5.01662407407407","13552","","PEtOH(35:4)+NH4","728.52247","585.4877","183.0417","4.71662407407407","5.01662407407407","13552"
"","PEtOH(35:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PEtOH(35:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PEtOH(35:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PEtOH(35:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PEtOH(35:4)+NH4",0,0,0,"5.27255757575758","5.57255757575758","14056","","PEtOH(35:4)+NH4","728.52247","585.4877","183.0417","5.27255757575758","5.57255757575758","14056"
"","PEtOH(36:1)+NH4",1,0,0,"7.62339444444445","7.92339444444445","674","","PEtOH(36:1)+NH4",7.805631,0,0,"7.62339444444445","7.92339444444445","674","","PEtOH(36:1)+NH4",1,0,0,"7.62339444444445","7.92339444444445","674","","PEtOH(36:1)+NH4",335252.6,0,0,"7.62339444444445","7.92339444444445","674","","PEtOH(36:1)+NH4",748.5861,0,0,"7.62339444444445","7.92339444444445","674","","PEtOH(36:1)+NH4","748.58517","605.5504","183.0417","7.62339444444445","7.92339444444445","674"
"","PEtOH(36:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PEtOH(36:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PEtOH(36:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PEtOH(36:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PEtOH(36:1)+NH4",0,0,0,"7.81935138888889","8.11935138888889","686","","PEtOH(36:1)+NH4","748.58517","605.5504","183.0417","7.81935138888889","8.11935138888889","686"
"","PEtOH(36:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PEtOH(36:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PEtOH(36:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PEtOH(36:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PEtOH(36:1)+NH4",0,0,0,"9.65409166666667","9.95409166666667","4105","","PEtOH(36:1)+NH4","748.58517","605.5504","183.0417","9.65409166666667","9.95409166666667","4105"
"","PEtOH(36:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PEtOH(36:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PEtOH(36:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PEtOH(36:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PEtOH(36:1)+NH4",0,0,0,"8.09175","8.39175","11689","","PEtOH(36:1)+NH4","748.58517","605.5504","183.0417","8.09175","8.39175","11689"
"","PEtOH(36:2)+NH4",1,0,0,"6.74571388888889","7.04571388888889","181","","PEtOH(36:2)+NH4",6.918066,0,0,"6.74571388888889","7.04571388888889","181","","PEtOH(36:2)+NH4",1,0,0,"6.74571388888889","7.04571388888889","181","","PEtOH(36:2)+NH4",1807902,0,0,"6.74571388888889","7.04571388888889","181","","PEtOH(36:2)+NH4",746.5698,0,0,"6.74571388888889","7.04571388888889","181","","PEtOH(36:2)+NH4","746.56947","603.5347","183.0417","6.74571388888889","7.04571388888889","181"
"","PEtOH(36:2)+NH4",1,0,0,"8.71344583333333","9.01344583333333","707","","PEtOH(36:2)+NH4",8.923824,0,0,"8.71344583333333","9.01344583333333","707","","PEtOH(36:2)+NH4",1,0,0,"8.71344583333333","9.01344583333333","707","","PEtOH(36:2)+NH4",3548.037,0,0,"8.71344583333333","9.01344583333333","707","","PEtOH(36:2)+NH4",746.5717,0,0,"8.71344583333333","9.01344583333333","707","","PEtOH(36:2)+NH4","746.56947","603.5347","183.0417","8.71344583333333","9.01344583333333","707"
"","PEtOH(36:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PEtOH(36:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PEtOH(36:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PEtOH(36:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PEtOH(36:2)+NH4",0,0,0,"7.43429861111111","7.73429861111111","871","","PEtOH(36:2)+NH4","746.56947","603.5347","183.0417","7.43429861111111","7.73429861111111","871"
"","PEtOH(36:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PEtOH(36:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PEtOH(36:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PEtOH(36:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PEtOH(36:2)+NH4",0,0,0,"12.741253030303","13.041253030303","3250","","PEtOH(36:2)+NH4","746.56947","603.5347","183.0417","12.741253030303","13.041253030303","3250"
"","PEtOH(36:3)+NH4",1,0,0,"5.77137638888889","6.07137638888889","145","","PEtOH(36:3)+NH4",5.927817,0,0,"5.77137638888889","6.07137638888889","145","","PEtOH(36:3)+NH4",2,0,0,"5.77137638888889","6.07137638888889","145","","PEtOH(36:3)+NH4",1879190,0,0,"5.77137638888889","6.07137638888889","145","","PEtOH(36:3)+NH4",744.5545,0,0,"5.77137638888889","6.07137638888889","145","","PEtOH(36:3)+NH4","744.55387","601.5191","183.0417","5.77137638888889","6.07137638888889","145"
"","PEtOH(36:3)+NH4",1,0,0,"7.85418888888889","8.15418888888889","206","","PEtOH(36:3)+NH4",8.027212,0,0,"7.85418888888889","8.15418888888889","206","","PEtOH(36:3)+NH4",2,0,0,"7.85418888888889","8.15418888888889","206","","PEtOH(36:3)+NH4",38583.23,0,0,"7.85418888888889","8.15418888888889","206","","PEtOH(36:3)+NH4",744.55535,0,0,"7.85418888888889","8.15418888888889","206","","PEtOH(36:3)+NH4","744.55387","601.5191","183.0417","7.85418888888889","8.15418888888889","206"
"","PEtOH(36:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PEtOH(36:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PEtOH(36:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PEtOH(36:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PEtOH(36:3)+NH4",0,0,0,"12.8203347222222","13.1203347222222","1675","","PEtOH(36:3)+NH4","744.55387","601.5191","183.0417","12.8203347222222","13.1203347222222","1675"
"","PEtOH(36:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PEtOH(36:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PEtOH(36:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PEtOH(36:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PEtOH(36:3)+NH4",0,0,0,"5.5644375","5.8644375","1727","","PEtOH(36:3)+NH4","744.55387","601.5191","183.0417","5.5644375","5.8644375","1727"
"","PEtOH(36:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PEtOH(36:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PEtOH(36:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PEtOH(36:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PEtOH(36:3)+NH4",0,0,0,"7.68141111111111","7.98141111111111","12683","","PEtOH(36:3)+NH4","744.55387","601.5191","183.0417","7.68141111111111","7.98141111111111","12683"
"","PEtOH(36:4)+NH4",1,0,0,"6.76129722222222","7.06129722222222","513","","PEtOH(36:4)+NH4",6.923258,0,0,"6.76129722222222","7.06129722222222","513","","PEtOH(36:4)+NH4",1,0,0,"6.76129722222222","7.06129722222222","513","","PEtOH(36:4)+NH4",17079.83,0,0,"6.76129722222222","7.06129722222222","513","","PEtOH(36:4)+NH4",742.5391,0,0,"6.76129722222222","7.06129722222222","513","","PEtOH(36:4)+NH4","742.53817","599.5034","183.0417","6.76129722222222","7.06129722222222","513"
"","PEtOH(36:4)+NH4",1,0,0,"4.94340138888889","5.24340138888889","567","","PEtOH(36:4)+NH4",5.043269,0,0,"4.94340138888889","5.24340138888889","567","","PEtOH(36:4)+NH4",2,0,0,"4.94340138888889","5.24340138888889","567","","PEtOH(36:4)+NH4",156091.8,0,0,"4.94340138888889","5.24340138888889","567","","PEtOH(36:4)+NH4",742.53995,0,0,"4.94340138888889","5.24340138888889","567","","PEtOH(36:4)+NH4","742.53817","599.5034","183.0417","4.94340138888889","5.24340138888889","567"
"","PEtOH(36:4)+NH4",1,0,0,"8.64927361111111","8.94927361111111","1069","","PEtOH(36:4)+NH4",8.820799,0,0,"8.64927361111111","8.94927361111111","1069","","PEtOH(36:4)+NH4",1,0,0,"8.64927361111111","8.94927361111111","1069","","PEtOH(36:4)+NH4",232992.8,0,0,"8.64927361111111","8.94927361111111","1069","","PEtOH(36:4)+NH4",742.5367,0,0,"8.64927361111111","8.94927361111111","1069","","PEtOH(36:4)+NH4","742.53817","599.5034","183.0417","8.64927361111111","8.94927361111111","1069"
"","PEtOH(36:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PEtOH(36:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PEtOH(36:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PEtOH(36:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PEtOH(36:4)+NH4",0,0,0,"12.2701305555556","12.5701305555556","1469","","PEtOH(36:4)+NH4","742.53817","599.5034","183.0417","12.2701305555556","12.5701305555556","1469"
"","PEtOH(36:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PEtOH(36:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PEtOH(36:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PEtOH(36:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PEtOH(36:4)+NH4",0,0,0,"11.6326597222222","11.9326597222222","2244","","PEtOH(36:4)+NH4","742.53817","599.5034","183.0417","11.6326597222222","11.9326597222222","2244"
"","PEtOH(36:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PEtOH(36:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PEtOH(36:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PEtOH(36:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PEtOH(36:4)+NH4",0,0,0,"6.94883888888889","7.24883888888889","9128","","PEtOH(36:4)+NH4","742.53817","599.5034","183.0417","6.94883888888889","7.24883888888889","9128"
"","PEtOH(36:5)+NH4",1,0,0,"6.49417777777778","6.79417777777778","510","","PEtOH(36:5)+NH4",6.663421,0,0,"6.49417777777778","6.79417777777778","510","","PEtOH(36:5)+NH4",1,0,0,"6.49417777777778","6.79417777777778","510","","PEtOH(36:5)+NH4",15678.96,0,0,"6.49417777777778","6.79417777777778","510","","PEtOH(36:5)+NH4",740.5244,0,0,"6.49417777777778","6.79417777777778","510","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","6.49417777777778","6.79417777777778","510"
"","PEtOH(36:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(36:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(36:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(36:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(36:5)+NH4",0,0,0,"12.0553930555556","12.3553930555556","751","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","12.0553930555556","12.3553930555556","751"
"","PEtOH(36:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(36:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(36:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(36:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(36:5)+NH4",0,0,0,"11.3749777777778","11.6749777777778","956","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","11.3749777777778","11.6749777777778","956"
"","PEtOH(36:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(36:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(36:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(36:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(36:5)+NH4",0,0,0,"11.7085983333333","12.0085983333333","2502","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","11.7085983333333","12.0085983333333","2502"
"","PEtOH(36:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(36:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(36:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(36:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(36:5)+NH4",0,0,0,"11.0355611111111","11.3355611111111","4469","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","11.0355611111111","11.3355611111111","4469"
"","PEtOH(36:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(36:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(36:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(36:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(36:5)+NH4",0,0,0,"12.3847166666667","12.6847166666667","4897","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","12.3847166666667","12.6847166666667","4897"
"","PEtOH(36:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(36:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(36:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(36:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(36:5)+NH4",0,0,0,"3.94111111111111","4.24111111111111","6526","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","3.94111111111111","4.24111111111111","6526"
"","PEtOH(36:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(36:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(36:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(36:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(36:5)+NH4",0,0,0,"12.6628075757576","12.9628075757576","9404","","PEtOH(36:5)+NH4","740.52247","597.4877","183.0417","12.6628075757576","12.9628075757576","9404"
"","PEtOH(36:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PEtOH(36:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PEtOH(36:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PEtOH(36:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PEtOH(36:6)+NH4",0,0,0,"4.89671944444444","5.19671944444444","1361","","PEtOH(36:6)+NH4","738.50687","595.4721","183.0417","4.89671944444444","5.19671944444444","1361"
"","PEtOH(36:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PEtOH(36:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PEtOH(36:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PEtOH(36:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PEtOH(36:6)+NH4",0,0,0,"5.64302916666667","5.94302916666667","2966","","PEtOH(36:6)+NH4","738.50687","595.4721","183.0417","5.64302916666667","5.94302916666667","2966"
"","PEtOH(36:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PEtOH(36:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PEtOH(36:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PEtOH(36:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PEtOH(36:6)+NH4",0,0,0,"11.5508597222222","11.8508597222222","4621","","PEtOH(36:6)+NH4","738.50687","595.4721","183.0417","11.5508597222222","11.8508597222222","4621"
"","PEtOH(36:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PEtOH(36:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PEtOH(36:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PEtOH(36:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PEtOH(36:6)+NH4",0,0,0,"10.8503902777778","11.1503902777778","6163","","PEtOH(36:6)+NH4","738.50687","595.4721","183.0417","10.8503902777778","11.1503902777778","6163"
"","PEtOH(36:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PEtOH(36:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PEtOH(36:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PEtOH(36:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PEtOH(36:6)+NH4",0,0,0,"5.32869444444445","5.62869444444445","7251","","PEtOH(36:6)+NH4","738.50687","595.4721","183.0417","5.32869444444445","5.62869444444445","7251"
"","PEtOH(36:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PEtOH(36:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PEtOH(36:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PEtOH(36:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PEtOH(36:7)+NH4",0,0,0,"4.87367878787879","5.17367878787879","5064","","PEtOH(36:7)+NH4","736.49117","593.4564","183.0417","4.87367878787879","5.17367878787879","5064"
"","PEtOH(37:1)+NH4",1,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(37:1)+NH4",8.523543,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(37:1)+NH4",2,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(37:1)+NH4",13663840,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(37:1)+NH4",762.60045,0,0,"8.38228472222222","8.68228472222222","37","","PEtOH(37:1)+NH4","762.60077","619.566","183.0417","8.38228472222222","8.68228472222222","37"
"","PEtOH(37:2)+NH4",1,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(37:2)+NH4",7.474944,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(37:2)+NH4",3,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(37:2)+NH4",52416060,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(37:2)+NH4",760.584733333333,0,0,"7.32078888888889","7.62078888888889","5","","PEtOH(37:2)+NH4","760.58517","617.5504","183.0417","7.32078888888889","7.62078888888889","5"
"","PEtOH(37:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(37:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(37:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(37:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(37:2)+NH4",0,0,0,"11.3210166666667","11.6210166666667","10004","","PEtOH(37:2)+NH4","760.58517","617.5504","183.0417","11.3210166666667","11.6210166666667","10004"
"","PEtOH(37:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(37:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(37:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(37:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(37:2)+NH4",0,0,0,"15.3130347222222","15.6130347222222","15516","","PEtOH(37:2)+NH4","760.58517","617.5504","183.0417","15.3130347222222","15.6130347222222","15516"
"","PEtOH(37:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PEtOH(37:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PEtOH(37:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PEtOH(37:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PEtOH(37:2)+NH4",0,0,0,"15.033275","15.333275","16771","","PEtOH(37:2)+NH4","760.58517","617.5504","183.0417","15.033275","15.333275","16771"
"","PEtOH(37:3)+NH4",1,0,0,"6.39557777777778","6.69557777777778","1","","PEtOH(37:3)+NH4",6.530702,0,0,"6.39557777777778","6.69557777777778","1","","PEtOH(37:3)+NH4",3,0,0,"6.39557777777778","6.69557777777778","1","","PEtOH(37:3)+NH4",76887860,0,0,"6.39557777777778","6.69557777777778","1","","PEtOH(37:3)+NH4",758.5694,0,0,"6.39557777777778","6.69557777777778","1","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","6.39557777777778","6.69557777777778","1"
"","PEtOH(37:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PEtOH(37:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PEtOH(37:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PEtOH(37:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PEtOH(37:3)+NH4",0,0,0,"12.7955347222222","13.0955347222222","4884","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","12.7955347222222","13.0955347222222","4884"
"","PEtOH(37:3)+NH4",1,0,0,"6.14551666666667","6.44551666666667","11258","","PEtOH(37:3)+NH4",6.40851,0,0,"6.14551666666667","6.44551666666667","11258","","PEtOH(37:3)+NH4",2,0,0,"6.14551666666667","6.44551666666667","11258","","PEtOH(37:3)+NH4",2120362,0,0,"6.14551666666667","6.44551666666667","11258","","PEtOH(37:3)+NH4",758.57015,0,0,"6.14551666666667","6.44551666666667","11258","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","6.14551666666667","6.44551666666667","11258"
"","PEtOH(37:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PEtOH(37:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PEtOH(37:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PEtOH(37:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PEtOH(37:3)+NH4",0,0,0,"13.0929541666667","13.3929541666667","11691","","PEtOH(37:3)+NH4","758.56947","615.5347","183.0417","13.0929541666667","13.3929541666667","11691"
