"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Number of Scans","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Max Intensity","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Average m/z","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment"
"","MSDIAL_HexCer 19:1;2O/15:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCC\C=C/CCCCC;NBIVSNIMZJEJED-MANHSESENA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:1;2O/15:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCC\C=C/CCCCC;NBIVSNIMZJEJED-MANHSESENA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:1;2O/15:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCC\C=C/CCCCC;NBIVSNIMZJEJED-MANHSESENA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:1;2O/15:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCC\C=C/CCCCC;NBIVSNIMZJEJED-MANHSESENA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:1;2O/15:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCC\C=C/CCCCC;NBIVSNIMZJEJED-MANHSESENA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:1;2O/15:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCC\C=C/CCCCC;NBIVSNIMZJEJED-MANHSESENA-N;C40H75NO9","714.55146","696.5409","516.4775","278.2842","534.4880"," 714.5515","504.4775","266.2842","296.2948","4.87828888888889","5.17828888888889","3047"
"","MSDIAL_HexCer 19:1;2O/19:0;O;[M+H]+;CCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;JBVRJXPQOWYGTK-NHQGMKOONA-N;C44H85NO9",0,0,0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MSDIAL_HexCer 19:1;2O/19:0;O;[M+H]+;CCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;JBVRJXPQOWYGTK-NHQGMKOONA-N;C44H85NO9",0,0,0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MSDIAL_HexCer 19:1;2O/19:0;O;[M+H]+;CCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;JBVRJXPQOWYGTK-NHQGMKOONA-N;C44H85NO9",0,0,0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MSDIAL_HexCer 19:1;2O/19:0;O;[M+H]+;CCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;JBVRJXPQOWYGTK-NHQGMKOONA-N;C44H85NO9",0,0,0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MSDIAL_HexCer 19:1;2O/19:0;O;[M+H]+;CCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;JBVRJXPQOWYGTK-NHQGMKOONA-N;C44H85NO9",0,0,0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MSDIAL_HexCer 19:1;2O/19:0;O;[M+H]+;CCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;JBVRJXPQOWYGTK-NHQGMKOONA-N;C44H85NO9","772.62971","754.6191","574.5557","278.2842","592.5663"," 772.6297","562.5557","266.2842","296.2948","5.07296666666667","5.37296666666667","5335"
"","MSDIAL_HexCer 19:1;2O/23:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;LKFFTYGZOPSHMZ-JMUUFCRMNA-N;C48H93NO9",0,0,0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MSDIAL_HexCer 19:1;2O/23:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;LKFFTYGZOPSHMZ-JMUUFCRMNA-N;C48H93NO9",0,0,0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MSDIAL_HexCer 19:1;2O/23:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;LKFFTYGZOPSHMZ-JMUUFCRMNA-N;C48H93NO9",0,0,0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MSDIAL_HexCer 19:1;2O/23:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;LKFFTYGZOPSHMZ-JMUUFCRMNA-N;C48H93NO9",0,0,0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MSDIAL_HexCer 19:1;2O/23:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;LKFFTYGZOPSHMZ-JMUUFCRMNA-N;C48H93NO9",0,0,0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MSDIAL_HexCer 19:1;2O/23:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;LKFFTYGZOPSHMZ-JMUUFCRMNA-N;C48H93NO9","828.69231","810.6818","630.6183","278.2842","648.6289"," 828.6923","618.6183","266.2842","296.2948","8.73256944444444","9.03256944444444","7818"
"","MSDIAL_HexCer 19:1;2O/27:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;DGBNMHLDZUCUMA-IMMYYDDQNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 19:1;2O/27:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;DGBNMHLDZUCUMA-IMMYYDDQNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 19:1;2O/27:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;DGBNMHLDZUCUMA-IMMYYDDQNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 19:1;2O/27:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;DGBNMHLDZUCUMA-IMMYYDDQNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 19:1;2O/27:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;DGBNMHLDZUCUMA-IMMYYDDQNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 19:1;2O/27:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CCCCCCCCCCCCCC;DGBNMHLDZUCUMA-IMMYYDDQNA-N;C52H99NO9","882.73926","864.7287","684.6653","278.2842","702.6758"," 882.7393","672.6653","266.2842","296.2948","5.64739393939394","5.94739393939394","14147"
"","MSDIAL_HexCer 19:1;2O/30:2;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;FZHRLTBEGPGITK-MCIMMEOVNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 19:1;2O/30:2;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;FZHRLTBEGPGITK-MCIMMEOVNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 19:1;2O/30:2;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;FZHRLTBEGPGITK-MCIMMEOVNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 19:1;2O/30:2;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;FZHRLTBEGPGITK-MCIMMEOVNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 19:1;2O/30:2;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;FZHRLTBEGPGITK-MCIMMEOVNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 19:1;2O/30:2;O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;FZHRLTBEGPGITK-MCIMMEOVNA-N;C55H103NO9","922.77056","904.7600","724.6966","278.2842","742.7072"," 922.7706","712.6966","266.2842","296.2948","9.24179545454545","9.54179545454545","11101"
"","MSDIAL_HexCer 19:2;2O/15:0;O;[M+H]+;CCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCC;XUCAMDFGJQTOFJ-PQWGFPSMNA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:2;2O/15:0;O;[M+H]+;CCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCC;XUCAMDFGJQTOFJ-PQWGFPSMNA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:2;2O/15:0;O;[M+H]+;CCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCC;XUCAMDFGJQTOFJ-PQWGFPSMNA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:2;2O/15:0;O;[M+H]+;CCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCC;XUCAMDFGJQTOFJ-PQWGFPSMNA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:2;2O/15:0;O;[M+H]+;CCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCC;XUCAMDFGJQTOFJ-PQWGFPSMNA-N;C40H75NO9",0,0,0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MSDIAL_HexCer 19:2;2O/15:0;O;[M+H]+;CCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCC;XUCAMDFGJQTOFJ-PQWGFPSMNA-N;C40H75NO9","714.55146","696.5409","516.4775","276.2686","534.4880"," 714.5515","504.4775","264.2686","294.2791","4.87828888888889","5.17828888888889","3047"
"","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9","752.56711","734.5565","554.4932","276.2686","572.5037"," 752.5671","542.4932","264.2686","294.2791","13.0599930555556","13.3599930555556","9547"
"","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9","752.56711","734.5565","554.4932","276.2686","572.5037"," 752.5671","542.4932","264.2686","294.2791","9.70059722222222","10.0005972222222","9562"
"","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9","752.56711","734.5565","554.4932","276.2686","572.5037"," 752.5671","542.4932","264.2686","294.2791","12.3554805555556","12.6554805555556","9667"
"","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9","752.56711","734.5565","554.4932","276.2686","572.5037"," 752.5671","542.4932","264.2686","294.2791","10.2554484848485","10.5554484848485","9696"
"","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MSDIAL_HexCer 19:2;2O/18:2;O;[M+H]+;CCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCC\C=C/C=C\CCCCC;ZLGDOHHXAMIGOE-UQHIZILWNA-N;C43H77NO9","752.56711","734.5565","554.4932","276.2686","572.5037"," 752.5671","542.4932","264.2686","294.2791","10.6805013888889","10.9805013888889","9711"
