"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","RT at Max Intensity","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Number of Scans","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Max Intensity","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Average m/z","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment"
"","DGTS(41:0)+H",0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(41:0)+H",0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(41:0)+H",0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(41:0)+H",0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(41:0)+H",0,0,0,"13.2944041666667","13.5944041666667","11528","","DGTS(41:0)+H","838.7495","236.1492","144.1019","13.2944041666667","13.5944041666667","11528"
"","DGTS(41:0)+H",0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(41:0)+H",0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(41:0)+H",0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(41:0)+H",0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(41:0)+H",0,0,0,"13.3001236111111","13.6001236111111","12945","","DGTS(41:0)+H","838.7495","236.1492","144.1019","13.3001236111111","13.6001236111111","12945"
"","DGTS(36:7)+H",0,0,0,"4.10132083333333","4.40132083333333","3023","","DGTS(36:7)+H",0,0,0,"4.10132083333333","4.40132083333333","3023","","DGTS(36:7)+H",0,0,0,"4.10132083333333","4.40132083333333","3023","","DGTS(36:7)+H",0,0,0,"4.10132083333333","4.40132083333333","3023","","DGTS(36:7)+H",0,0,0,"4.10132083333333","4.40132083333333","3023","","DGTS(36:7)+H","754.5616","236.1492","144.1019","4.10132083333333","4.40132083333333","3023"
"","DGTS(38:3)+H",0,0,0,"9.13773611111111","9.43773611111111","4537","","DGTS(38:3)+H",0,0,0,"9.13773611111111","9.43773611111111","4537","","DGTS(38:3)+H",0,0,0,"9.13773611111111","9.43773611111111","4537","","DGTS(38:3)+H",0,0,0,"9.13773611111111","9.43773611111111","4537","","DGTS(38:3)+H",0,0,0,"9.13773611111111","9.43773611111111","4537","","DGTS(38:3)+H","790.6555","236.1492","144.1019","9.13773611111111","9.43773611111111","4537"
"","DGTS(41:1)+H",0,0,0,"12.647975","12.947975","2259","","DGTS(41:1)+H",0,0,0,"12.647975","12.947975","2259","","DGTS(41:1)+H",0,0,0,"12.647975","12.947975","2259","","DGTS(41:1)+H",0,0,0,"12.647975","12.947975","2259","","DGTS(41:1)+H",0,0,0,"12.647975","12.947975","2259","","DGTS(41:1)+H","836.7338","236.1492","144.1019","12.647975","12.947975","2259"
"","DGTS(41:1)+H",0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(41:1)+H",0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(41:1)+H",0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(41:1)+H",0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(41:1)+H",0,0,0,"11.3214930555556","11.6214930555556","3420","","DGTS(41:1)+H","836.7338","236.1492","144.1019","11.3214930555556","11.6214930555556","3420"
"","DGTS(41:1)+H",0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(41:1)+H",0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(41:1)+H",0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(41:1)+H",0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(41:1)+H",0,0,0,"11.5753291666667","11.8753291666667","4506","","DGTS(41:1)+H","836.7338","236.1492","144.1019","11.5753291666667","11.8753291666667","4506"
"","DGTS(41:1)+H",0,0,0,"9.8351375","10.1351375","6248","","DGTS(41:1)+H",0,0,0,"9.8351375","10.1351375","6248","","DGTS(41:1)+H",0,0,0,"9.8351375","10.1351375","6248","","DGTS(41:1)+H",0,0,0,"9.8351375","10.1351375","6248","","DGTS(41:1)+H",0,0,0,"9.8351375","10.1351375","6248","","DGTS(41:1)+H","836.7338","236.1492","144.1019","9.8351375","10.1351375","6248"
"","DGTS(41:2)+H",0,0,0,"12.0308347222222","12.3308347222222","3001","","DGTS(41:2)+H",0,0,0,"12.0308347222222","12.3308347222222","3001","","DGTS(41:2)+H",0,0,0,"12.0308347222222","12.3308347222222","3001","","DGTS(41:2)+H",0,0,0,"12.0308347222222","12.3308347222222","3001","","DGTS(41:2)+H",0,0,0,"12.0308347222222","12.3308347222222","3001","","DGTS(41:2)+H","834.7181","236.1492","144.1019","12.0308347222222","12.3308347222222","3001"
"","DGTS(41:2)+H",0,0,0,"12.2565486111111","12.5565486111111","3171","","DGTS(41:2)+H",0,0,0,"12.2565486111111","12.5565486111111","3171","","DGTS(41:2)+H",0,0,0,"12.2565486111111","12.5565486111111","3171","","DGTS(41:2)+H",0,0,0,"12.2565486111111","12.5565486111111","3171","","DGTS(41:2)+H",0,0,0,"12.2565486111111","12.5565486111111","3171","","DGTS(41:2)+H","834.7181","236.1492","144.1019","12.2565486111111","12.5565486111111","3171"
"","DGTS(41:2)+H",0,0,0,"10.8627291666667","11.1627291666667","6885","","DGTS(41:2)+H",0,0,0,"10.8627291666667","11.1627291666667","6885","","DGTS(41:2)+H",0,0,0,"10.8627291666667","11.1627291666667","6885","","DGTS(41:2)+H",0,0,0,"10.8627291666667","11.1627291666667","6885","","DGTS(41:2)+H",0,0,0,"10.8627291666667","11.1627291666667","6885","","DGTS(41:2)+H","834.7181","236.1492","144.1019","10.8627291666667","11.1627291666667","6885"
"","DGTS(41:2)+H",0,0,0,"10.5693","10.8693","7124","","DGTS(41:2)+H",0,0,0,"10.5693","10.8693","7124","","DGTS(41:2)+H",0,0,0,"10.5693","10.8693","7124","","DGTS(41:2)+H",0,0,0,"10.5693","10.8693","7124","","DGTS(41:2)+H",0,0,0,"10.5693","10.8693","7124","","DGTS(41:2)+H","834.7181","236.1492","144.1019","10.5693","10.8693","7124"
"","DGTS(42:0)+H",0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(42:0)+H",0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(42:0)+H",0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(42:0)+H",0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(42:0)+H",0,0,0,"11.9556611111111","12.2556611111111","8879","","DGTS(42:0)+H","852.7651","236.1492","144.1019","11.9556611111111","12.2556611111111","8879"
"","DGTS(37:7)+H",0,0,0,"7.82195138888889","8.12195138888889","117","","DGTS(37:7)+H",0,0,0,"7.82195138888889","8.12195138888889","117","","DGTS(37:7)+H",0,0,0,"7.82195138888889","8.12195138888889","117","","DGTS(37:7)+H",0,0,0,"7.82195138888889","8.12195138888889","117","","DGTS(37:7)+H",0,0,0,"7.82195138888889","8.12195138888889","117","","DGTS(37:7)+H","768.5773","236.1492","144.1019","7.82195138888889","8.12195138888889","117"
"","DGTS(41:3)+H",0,0,0,"11.7111652777778","12.0111652777778","3792","","DGTS(41:3)+H",0,0,0,"11.7111652777778","12.0111652777778","3792","","DGTS(41:3)+H",0,0,0,"11.7111652777778","12.0111652777778","3792","","DGTS(41:3)+H",0,0,0,"11.7111652777778","12.0111652777778","3792","","DGTS(41:3)+H",0,0,0,"11.7111652777778","12.0111652777778","3792","","DGTS(41:3)+H","832.7025","236.1492","144.1019","11.7111652777778","12.0111652777778","3792"
"","DGTS(41:3)+H",0,0,0,"12.1744106060606","12.4744106060606","11167","","DGTS(41:3)+H",0,0,0,"12.1744106060606","12.4744106060606","11167","","DGTS(41:3)+H",0,0,0,"12.1744106060606","12.4744106060606","11167","","DGTS(41:3)+H",0,0,0,"12.1744106060606","12.4744106060606","11167","","DGTS(41:3)+H",0,0,0,"12.1744106060606","12.4744106060606","11167","","DGTS(41:3)+H","832.7025","236.1492","144.1019","12.1744106060606","12.4744106060606","11167"
"","DGTS(42:1)+H",0,0,0,"11.3299916666667","11.6299916666667","8712","","DGTS(42:1)+H",0,0,0,"11.3299916666667","11.6299916666667","8712","","DGTS(42:1)+H",0,0,0,"11.3299916666667","11.6299916666667","8712","","DGTS(42:1)+H",0,0,0,"11.3299916666667","11.6299916666667","8712","","DGTS(42:1)+H",0,0,0,"11.3299916666667","11.6299916666667","8712","","DGTS(42:1)+H","850.7495","236.1492","144.1019","11.3299916666667","11.6299916666667","8712"
"","DGTS(42:1)+H",0,0,0,"9.81191666666667","10.1119166666667","10986","","DGTS(42:1)+H",0,0,0,"9.81191666666667","10.1119166666667","10986","","DGTS(42:1)+H",0,0,0,"9.81191666666667","10.1119166666667","10986","","DGTS(42:1)+H",0,0,0,"9.81191666666667","10.1119166666667","10986","","DGTS(42:1)+H",0,0,0,"9.81191666666667","10.1119166666667","10986","","DGTS(42:1)+H","850.7495","236.1492","144.1019","9.81191666666667","10.1119166666667","10986"
"","DGTS(42:1)+H",0,0,0,"9.81985909090909","10.1198590909091","14217","","DGTS(42:1)+H",0,0,0,"9.81985909090909","10.1198590909091","14217","","DGTS(42:1)+H",0,0,0,"9.81985909090909","10.1198590909091","14217","","DGTS(42:1)+H",0,0,0,"9.81985909090909","10.1198590909091","14217","","DGTS(42:1)+H",0,0,0,"9.81985909090909","10.1198590909091","14217","","DGTS(42:1)+H","850.7495","236.1492","144.1019","9.81985909090909","10.1198590909091","14217"
"","DGTS(42:4)+H",0,0,0,"11.7387333333333","12.0387333333333","11197","","DGTS(42:4)+H",0,0,0,"11.7387333333333","12.0387333333333","11197","","DGTS(42:4)+H",0,0,0,"11.7387333333333","12.0387333333333","11197","","DGTS(42:4)+H",0,0,0,"11.7387333333333","12.0387333333333","11197","","DGTS(42:4)+H",0,0,0,"11.7387333333333","12.0387333333333","11197","","DGTS(42:4)+H","844.7025","236.1492","144.1019","11.7387333333333","12.0387333333333","11197"
"","DGTS(43:1)+H",0,0,0,"12.2716272727273","12.5716272727273","2068","","DGTS(43:1)+H",0,0,0,"12.2716272727273","12.5716272727273","2068","","DGTS(43:1)+H",0,0,0,"12.2716272727273","12.5716272727273","2068","","DGTS(43:1)+H",0,0,0,"12.2716272727273","12.5716272727273","2068","","DGTS(43:1)+H",0,0,0,"12.2716272727273","12.5716272727273","2068","","DGTS(43:1)+H","864.7651","236.1492","144.1019","12.2716272727273","12.5716272727273","2068"
"","DGTS(43:1)+H",0,0,0,"13.2870763888889","13.5870763888889","2485","","DGTS(43:1)+H",0,0,0,"13.2870763888889","13.5870763888889","2485","","DGTS(43:1)+H",0,0,0,"13.2870763888889","13.5870763888889","2485","","DGTS(43:1)+H",0,0,0,"13.2870763888889","13.5870763888889","2485","","DGTS(43:1)+H",0,0,0,"13.2870763888889","13.5870763888889","2485","","DGTS(43:1)+H","864.7651","236.1492","144.1019","13.2870763888889","13.5870763888889","2485"
"","DGTS(34:7)+H",0,0,0,"3.20013888888889","3.50013888888889","7940","","DGTS(34:7)+H",0,0,0,"3.20013888888889","3.50013888888889","7940","","DGTS(34:7)+H",0,0,0,"3.20013888888889","3.50013888888889","7940","","DGTS(34:7)+H",0,0,0,"3.20013888888889","3.50013888888889","7940","","DGTS(34:7)+H",0,0,0,"3.20013888888889","3.50013888888889","7940","","DGTS(34:7)+H","726.5303","236.1492","144.1019","3.20013888888889","3.50013888888889","7940"
"","DGTS(43:2)+H",0,0,0,"12.9370861111111","13.2370861111111","1603","","DGTS(43:2)+H",0,0,0,"12.9370861111111","13.2370861111111","1603","","DGTS(43:2)+H",0,0,0,"12.9370861111111","13.2370861111111","1603","","DGTS(43:2)+H",0,0,0,"12.9370861111111","13.2370861111111","1603","","DGTS(43:2)+H",0,0,0,"12.9370861111111","13.2370861111111","1603","","DGTS(43:2)+H","862.7495","236.1492","144.1019","12.9370861111111","13.2370861111111","1603"
"","DGTS(43:2)+H",0,0,0,"11.3531347222222","11.6531347222222","2184","","DGTS(43:2)+H",0,0,0,"11.3531347222222","11.6531347222222","2184","","DGTS(43:2)+H",0,0,0,"11.3531347222222","11.6531347222222","2184","","DGTS(43:2)+H",0,0,0,"11.3531347222222","11.6531347222222","2184","","DGTS(43:2)+H",0,0,0,"11.3531347222222","11.6531347222222","2184","","DGTS(43:2)+H","862.7495","236.1492","144.1019","11.3531347222222","11.6531347222222","2184"
"","DGTS(43:2)+H",0,0,0,"9.8937777777778","10.1937777777778","13469","","DGTS(43:2)+H",0,0,0,"9.8937777777778","10.1937777777778","13469","","DGTS(43:2)+H",0,0,0,"9.8937777777778","10.1937777777778","13469","","DGTS(43:2)+H",0,0,0,"9.8937777777778","10.1937777777778","13469","","DGTS(43:2)+H",0,0,0,"9.8937777777778","10.1937777777778","13469","","DGTS(43:2)+H","862.7495","236.1492","144.1019","9.8937777777778","10.1937777777778","13469"
"","DGTS(43:2)+H",0,0,0,"11.5970916666667","11.8970916666667","14303","","DGTS(43:2)+H",0,0,0,"11.5970916666667","11.8970916666667","14303","","DGTS(43:2)+H",0,0,0,"11.5970916666667","11.8970916666667","14303","","DGTS(43:2)+H",0,0,0,"11.5970916666667","11.8970916666667","14303","","DGTS(43:2)+H",0,0,0,"11.5970916666667","11.8970916666667","14303","","DGTS(43:2)+H","862.7495","236.1492","144.1019","11.5970916666667","11.8970916666667","14303"
"","DGTS(43:2)+H",0,0,0,"12.7495875","13.0495875","15937","","DGTS(43:2)+H",0,0,0,"12.7495875","13.0495875","15937","","DGTS(43:2)+H",0,0,0,"12.7495875","13.0495875","15937","","DGTS(43:2)+H",0,0,0,"12.7495875","13.0495875","15937","","DGTS(43:2)+H",0,0,0,"12.7495875","13.0495875","15937","","DGTS(43:2)+H","862.7495","236.1492","144.1019","12.7495875","13.0495875","15937"
"","DGTS(32:7)+H",0,0,0,"4.48690972222222","4.78690972222222","4828","","DGTS(32:7)+H",0,0,0,"4.48690972222222","4.78690972222222","4828","","DGTS(32:7)+H",0,0,0,"4.48690972222222","4.78690972222222","4828","","DGTS(32:7)+H",0,0,0,"4.48690972222222","4.78690972222222","4828","","DGTS(32:7)+H",0,0,0,"4.48690972222222","4.78690972222222","4828","","DGTS(32:7)+H","698.499","236.1492","144.1019","4.48690972222222","4.78690972222222","4828"
"","DGTS(38:9)+H",0,0,0,"8.01333333333333","8.31333333333333","14247","","DGTS(38:9)+H",0,0,0,"8.01333333333333","8.31333333333333","14247","","DGTS(38:9)+H",0,0,0,"8.01333333333333","8.31333333333333","14247","","DGTS(38:9)+H",0,0,0,"8.01333333333333","8.31333333333333","14247","","DGTS(38:9)+H",0,0,0,"8.01333333333333","8.31333333333333","14247","","DGTS(38:9)+H","778.5616","236.1492","144.1019","8.01333333333333","8.31333333333333","14247"
"","DGTS(43:3)+H",0,0,0,"12.2860569444444","12.5860569444444","1696","","DGTS(43:3)+H",0,0,0,"12.2860569444444","12.5860569444444","1696","","DGTS(43:3)+H",0,0,0,"12.2860569444444","12.5860569444444","1696","","DGTS(43:3)+H",0,0,0,"12.2860569444444","12.5860569444444","1696","","DGTS(43:3)+H",0,0,0,"12.2860569444444","12.5860569444444","1696","","DGTS(43:3)+H","860.7338","236.1492","144.1019","12.2860569444444","12.5860569444444","1696"
"","DGTS(43:3)+H",0,0,0,"10.9532111111111","11.2532111111111","4440","","DGTS(43:3)+H",0,0,0,"10.9532111111111","11.2532111111111","4440","","DGTS(43:3)+H",0,0,0,"10.9532111111111","11.2532111111111","4440","","DGTS(43:3)+H",0,0,0,"10.9532111111111","11.2532111111111","4440","","DGTS(43:3)+H",0,0,0,"10.9532111111111","11.2532111111111","4440","","DGTS(43:3)+H","860.7338","236.1492","144.1019","10.9532111111111","11.2532111111111","4440"
"","DGTS(43:3)+H",0,0,0,"10.6758819444444","10.9758819444444","9730","","DGTS(43:3)+H",0,0,0,"10.6758819444444","10.9758819444444","9730","","DGTS(43:3)+H",0,0,0,"10.6758819444444","10.9758819444444","9730","","DGTS(43:3)+H",0,0,0,"10.6758819444444","10.9758819444444","9730","","DGTS(43:3)+H",0,0,0,"10.6758819444444","10.9758819444444","9730","","DGTS(43:3)+H","860.7338","236.1492","144.1019","10.6758819444444","10.9758819444444","9730"
"","DGTS(43:3)+H",0,0,0,"10.4705666666667","10.7705666666667","10037","","DGTS(43:3)+H",0,0,0,"10.4705666666667","10.7705666666667","10037","","DGTS(43:3)+H",0,0,0,"10.4705666666667","10.7705666666667","10037","","DGTS(43:3)+H",0,0,0,"10.4705666666667","10.7705666666667","10037","","DGTS(43:3)+H",0,0,0,"10.4705666666667","10.7705666666667","10037","","DGTS(43:3)+H","860.7338","236.1492","144.1019","10.4705666666667","10.7705666666667","10037"
"","DGTS(34:9)+H",0,0,0,"5.71002361111111","6.01002361111111","952","","DGTS(34:9)+H",0,0,0,"5.71002361111111","6.01002361111111","952","","DGTS(34:9)+H",0,0,0,"5.71002361111111","6.01002361111111","952","","DGTS(34:9)+H",0,0,0,"5.71002361111111","6.01002361111111","952","","DGTS(34:9)+H",0,0,0,"5.71002361111111","6.01002361111111","952","","DGTS(34:9)+H","722.499","236.1492","144.1019","5.71002361111111","6.01002361111111","952"
"","DGTS(43:4)+H",0,0,0,"11.7445388888889","12.0445388888889","2951","","DGTS(43:4)+H",0,0,0,"11.7445388888889","12.0445388888889","2951","","DGTS(43:4)+H",0,0,0,"11.7445388888889","12.0445388888889","2951","","DGTS(43:4)+H",0,0,0,"11.7445388888889","12.0445388888889","2951","","DGTS(43:4)+H",0,0,0,"11.7445388888889","12.0445388888889","2951","","DGTS(43:4)+H","858.7181","236.1492","144.1019","11.7445388888889","12.0445388888889","2951"
"","DGTS(43:4)+H",0,0,0,"10.2360212121212","10.5360212121212","8349","","DGTS(43:4)+H",0,0,0,"10.2360212121212","10.5360212121212","8349","","DGTS(43:4)+H",0,0,0,"10.2360212121212","10.5360212121212","8349","","DGTS(43:4)+H",0,0,0,"10.2360212121212","10.5360212121212","8349","","DGTS(43:4)+H",0,0,0,"10.2360212121212","10.5360212121212","8349","","DGTS(43:4)+H","858.7181","236.1492","144.1019","10.2360212121212","10.5360212121212","8349"
"","DGTS(43:4)+H",0,0,0,"10.1947680555556","10.4947680555556","14847","","DGTS(43:4)+H",0,0,0,"10.1947680555556","10.4947680555556","14847","","DGTS(43:4)+H",0,0,0,"10.1947680555556","10.4947680555556","14847","","DGTS(43:4)+H",0,0,0,"10.1947680555556","10.4947680555556","14847","","DGTS(43:4)+H",0,0,0,"10.1947680555556","10.4947680555556","14847","","DGTS(43:4)+H","858.7181","236.1492","144.1019","10.1947680555556","10.4947680555556","14847"
"","DGTS(43:5)+H",0,0,0,"10.4318303030303","10.7318303030303","9836","","DGTS(43:5)+H",0,0,0,"10.4318303030303","10.7318303030303","9836","","DGTS(43:5)+H",0,0,0,"10.4318303030303","10.7318303030303","9836","","DGTS(43:5)+H",0,0,0,"10.4318303030303","10.7318303030303","9836","","DGTS(43:5)+H",0,0,0,"10.4318303030303","10.7318303030303","9836","","DGTS(43:5)+H","856.7025","236.1492","144.1019","10.4318303030303","10.7318303030303","9836"
"","DGTS(43:5)+H",0,0,0,"10.4407930555556","10.7407930555556","17317","","DGTS(43:5)+H",0,0,0,"10.4407930555556","10.7407930555556","17317","","DGTS(43:5)+H",0,0,0,"10.4407930555556","10.7407930555556","17317","","DGTS(43:5)+H",0,0,0,"10.4407930555556","10.7407930555556","17317","","DGTS(43:5)+H",0,0,0,"10.4407930555556","10.7407930555556","17317","","DGTS(43:5)+H","856.7025","236.1492","144.1019","10.4407930555556","10.7407930555556","17317"
"","DGTS(44:1)+H",0,0,0,"11.9665166666667","12.2665166666667","5634","","DGTS(44:1)+H",0,0,0,"11.9665166666667","12.2665166666667","5634","","DGTS(44:1)+H",0,0,0,"11.9665166666667","12.2665166666667","5634","","DGTS(44:1)+H",0,0,0,"11.9665166666667","12.2665166666667","5634","","DGTS(44:1)+H",0,0,0,"11.9665166666667","12.2665166666667","5634","","DGTS(44:1)+H","878.7807","236.1492","144.1019","11.9665166666667","12.2665166666667","5634"
"","DGTS(44:1)+H",0,0,0,"12.240245","12.540245","6039","","DGTS(44:1)+H",0,0,0,"12.240245","12.540245","6039","","DGTS(44:1)+H",0,0,0,"12.240245","12.540245","6039","","DGTS(44:1)+H",0,0,0,"12.240245","12.540245","6039","","DGTS(44:1)+H",0,0,0,"12.240245","12.540245","6039","","DGTS(44:1)+H","878.7807","236.1492","144.1019","12.240245","12.540245","6039"
"","DGTS(44:1)+H",0,0,0,"12.1892277777778","12.4892277777778","18965","","DGTS(44:1)+H",0,0,0,"12.1892277777778","12.4892277777778","18965","","DGTS(44:1)+H",0,0,0,"12.1892277777778","12.4892277777778","18965","","DGTS(44:1)+H",0,0,0,"12.1892277777778","12.4892277777778","18965","","DGTS(44:1)+H",0,0,0,"12.1892277777778","12.4892277777778","18965","","DGTS(44:1)+H","878.7807","236.1492","144.1019","12.1892277777778","12.4892277777778","18965"
"","DGTS(44:2)+H",0,0,0,"11.324125","11.624125","5956","","DGTS(44:2)+H",0,0,0,"11.324125","11.624125","5956","","DGTS(44:2)+H",0,0,0,"11.324125","11.624125","5956","","DGTS(44:2)+H",0,0,0,"11.324125","11.624125","5956","","DGTS(44:2)+H",0,0,0,"11.324125","11.624125","5956","","DGTS(44:2)+H","876.7651","236.1492","144.1019","11.324125","11.624125","5956"
"","DGTS(44:2)+H",0,0,0,"11.6992861111111","11.9992861111111","19024","","DGTS(44:2)+H",0,0,0,"11.6992861111111","11.9992861111111","19024","","DGTS(44:2)+H",0,0,0,"11.6992861111111","11.9992861111111","19024","","DGTS(44:2)+H",0,0,0,"11.6992861111111","11.9992861111111","19024","","DGTS(44:2)+H",0,0,0,"11.6992861111111","11.9992861111111","19024","","DGTS(44:2)+H","876.7651","236.1492","144.1019","11.6992861111111","11.9992861111111","19024"
"","DGTS(44:4)+H",0,0,0,"12.0691569444444","12.3691569444444","7283","","DGTS(44:4)+H",0,0,0,"12.0691569444444","12.3691569444444","7283","","DGTS(44:4)+H",0,0,0,"12.0691569444444","12.3691569444444","7283","","DGTS(44:4)+H",0,0,0,"12.0691569444444","12.3691569444444","7283","","DGTS(44:4)+H",0,0,0,"12.0691569444444","12.3691569444444","7283","","DGTS(44:4)+H","872.7338","236.1492","144.1019","12.0691569444444","12.3691569444444","7283"
"","DGTS(44:4)+H",0,0,0,"12.0874944444444","12.3874944444444","15470","","DGTS(44:4)+H",0,0,0,"12.0874944444444","12.3874944444444","15470","","DGTS(44:4)+H",0,0,0,"12.0874944444444","12.3874944444444","15470","","DGTS(44:4)+H",0,0,0,"12.0874944444444","12.3874944444444","15470","","DGTS(44:4)+H",0,0,0,"12.0874944444444","12.3874944444444","15470","","DGTS(44:4)+H","872.7338","236.1492","144.1019","12.0874944444444","12.3874944444444","15470"
"","DGTS(45:0)+H",0,0,0,"13.2153916666667","13.5153916666667","5041","","DGTS(45:0)+H",0,0,0,"13.2153916666667","13.5153916666667","5041","","DGTS(45:0)+H",0,0,0,"13.2153916666667","13.5153916666667","5041","","DGTS(45:0)+H",0,0,0,"13.2153916666667","13.5153916666667","5041","","DGTS(45:0)+H",0,0,0,"13.2153916666667","13.5153916666667","5041","","DGTS(45:0)+H","894.812","236.1492","144.1019","13.2153916666667","13.5153916666667","5041"
"","DGTS(45:1)+H",0,0,0,"12.6502333333333","12.9502333333333","1778","","DGTS(45:1)+H",0,0,0,"12.6502333333333","12.9502333333333","1778","","DGTS(45:1)+H",0,0,0,"12.6502333333333","12.9502333333333","1778","","DGTS(45:1)+H",0,0,0,"12.6502333333333","12.9502333333333","1778","","DGTS(45:1)+H",0,0,0,"12.6502333333333","12.9502333333333","1778","","DGTS(45:1)+H","892.7964","236.1492","144.1019","12.6502333333333","12.9502333333333","1778"
"","DGTS(44:6)+H",0,0,0,"10.4943513888889","10.7943513888889","11140","","DGTS(44:6)+H",0,0,0,"10.4943513888889","10.7943513888889","11140","","DGTS(44:6)+H",0,0,0,"10.4943513888889","10.7943513888889","11140","","DGTS(44:6)+H",0,0,0,"10.4943513888889","10.7943513888889","11140","","DGTS(44:6)+H",0,0,0,"10.4943513888889","10.7943513888889","11140","","DGTS(44:6)+H","868.7025","236.1492","144.1019","10.4943513888889","10.7943513888889","11140"
"","DGTS(45:2)+H",0,0,0,"12.0498472222222","12.3498472222222","977","","DGTS(45:2)+H",0,0,0,"12.0498472222222","12.3498472222222","977","","DGTS(45:2)+H",0,0,0,"12.0498472222222","12.3498472222222","977","","DGTS(45:2)+H",0,0,0,"12.0498472222222","12.3498472222222","977","","DGTS(45:2)+H",0,0,0,"12.0498472222222","12.3498472222222","977","","DGTS(45:2)+H","890.7807","236.1492","144.1019","12.0498472222222","12.3498472222222","977"
"","DGTS(45:2)+H",0,0,0,"12.2727472222222","12.5727472222222","1203","","DGTS(45:2)+H",0,0,0,"12.2727472222222","12.5727472222222","1203","","DGTS(45:2)+H",0,0,0,"12.2727472222222","12.5727472222222","1203","","DGTS(45:2)+H",0,0,0,"12.2727472222222","12.5727472222222","1203","","DGTS(45:2)+H",0,0,0,"12.2727472222222","12.5727472222222","1203","","DGTS(45:2)+H","890.7807","236.1492","144.1019","12.2727472222222","12.5727472222222","1203"
"","DGTS(45:2)+H",1,0,0,"11.6719305555556","11.9719305555556","1419","","DGTS(45:2)+H",11.824,0,0,"11.6719305555556","11.9719305555556","1419","","DGTS(45:2)+H",1,0,0,"11.6719305555556","11.9719305555556","1419","","DGTS(45:2)+H",2363.071,0,0,"11.6719305555556","11.9719305555556","1419","","DGTS(45:2)+H",890.7828,0,0,"11.6719305555556","11.9719305555556","1419","","DGTS(45:2)+H","890.7807","236.1492","144.1019","11.6719305555556","11.9719305555556","1419"
"","DGTS(45:2)+H",0,0,0,"13.3667013888889","13.6667013888889","2095","","DGTS(45:2)+H",0,0,0,"13.3667013888889","13.6667013888889","2095","","DGTS(45:2)+H",0,0,0,"13.3667013888889","13.6667013888889","2095","","DGTS(45:2)+H",0,0,0,"13.3667013888889","13.6667013888889","2095","","DGTS(45:2)+H",0,0,0,"13.3667013888889","13.6667013888889","2095","","DGTS(45:2)+H","890.7807","236.1492","144.1019","13.3667013888889","13.6667013888889","2095"
"","DGTS(45:3)+H",0,0,0,"12.9528847222222","13.2528847222222","689","","DGTS(45:3)+H",0,0,0,"12.9528847222222","13.2528847222222","689","","DGTS(45:3)+H",0,0,0,"12.9528847222222","13.2528847222222","689","","DGTS(45:3)+H",0,0,0,"12.9528847222222","13.2528847222222","689","","DGTS(45:3)+H",0,0,0,"12.9528847222222","13.2528847222222","689","","DGTS(45:3)+H","888.7651","236.1492","144.1019","12.9528847222222","13.2528847222222","689"
"","DGTS(45:3)+H",0,0,0,"11.4463486111111","11.7463486111111","1345","","DGTS(45:3)+H",0,0,0,"11.4463486111111","11.7463486111111","1345","","DGTS(45:3)+H",0,0,0,"11.4463486111111","11.7463486111111","1345","","DGTS(45:3)+H",0,0,0,"11.4463486111111","11.7463486111111","1345","","DGTS(45:3)+H",0,0,0,"11.4463486111111","11.7463486111111","1345","","DGTS(45:3)+H","888.7651","236.1492","144.1019","11.4463486111111","11.7463486111111","1345"
