"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","RT at Max Intensity","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Number of Scans","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Max Intensity","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Average m/z","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment"
"","DGTS(45:4)+H",0,0,0,"12.3846930555556","12.6846930555556","818","","DGTS(45:4)+H",0,0,0,"12.3846930555556","12.6846930555556","818","","DGTS(45:4)+H",0,0,0,"12.3846930555556","12.6846930555556","818","","DGTS(45:4)+H",0,0,0,"12.3846930555556","12.6846930555556","818","","DGTS(45:4)+H",0,0,0,"12.3846930555556","12.6846930555556","818","","DGTS(45:4)+H","886.7495","236.1492","144.1019","12.3846930555556","12.6846930555556","818"
"","DGTS(45:4)+H",0,0,0,"11.0936611111111","11.3936611111111","3151","","DGTS(45:4)+H",0,0,0,"11.0936611111111","11.3936611111111","3151","","DGTS(45:4)+H",0,0,0,"11.0936611111111","11.3936611111111","3151","","DGTS(45:4)+H",0,0,0,"11.0936611111111","11.3936611111111","3151","","DGTS(45:4)+H",0,0,0,"11.0936611111111","11.3936611111111","3151","","DGTS(45:4)+H","886.7495","236.1492","144.1019","11.0936611111111","11.3936611111111","3151"
"","DGTS(45:4)+H",0,0,0,"11.2989545454545","11.5989545454545","9360","","DGTS(45:4)+H",0,0,0,"11.2989545454545","11.5989545454545","9360","","DGTS(45:4)+H",0,0,0,"11.2989545454545","11.5989545454545","9360","","DGTS(45:4)+H",0,0,0,"11.2989545454545","11.5989545454545","9360","","DGTS(45:4)+H",0,0,0,"11.2989545454545","11.5989545454545","9360","","DGTS(45:4)+H","886.7495","236.1492","144.1019","11.2989545454545","11.5989545454545","9360"
"","DGTS(40:11)+H",0,0,0,"7.225625","7.525625","9320","","DGTS(40:11)+H",0,0,0,"7.225625","7.525625","9320","","DGTS(40:11)+H",0,0,0,"7.225625","7.525625","9320","","DGTS(40:11)+H",0,0,0,"7.225625","7.525625","9320","","DGTS(40:11)+H",0,0,0,"7.225625","7.525625","9320","","DGTS(40:11)+H","802.5616","236.1492","144.1019","7.225625","7.525625","9320"
"","DGTS(45:5)+H",0,0,0,"11.8747236111111","12.1747236111111","2107","","DGTS(45:5)+H",0,0,0,"11.8747236111111","12.1747236111111","2107","","DGTS(45:5)+H",0,0,0,"11.8747236111111","12.1747236111111","2107","","DGTS(45:5)+H",0,0,0,"11.8747236111111","12.1747236111111","2107","","DGTS(45:5)+H",0,0,0,"11.8747236111111","12.1747236111111","2107","","DGTS(45:5)+H","884.7338","236.1492","144.1019","11.8747236111111","12.1747236111111","2107"
"","DGTS(45:5)+H",0,0,0,"12.5407621212121","12.8407621212121","4568","","DGTS(45:5)+H",0,0,0,"12.5407621212121","12.8407621212121","4568","","DGTS(45:5)+H",0,0,0,"12.5407621212121","12.8407621212121","4568","","DGTS(45:5)+H",0,0,0,"12.5407621212121","12.8407621212121","4568","","DGTS(45:5)+H",0,0,0,"12.5407621212121","12.8407621212121","4568","","DGTS(45:5)+H","884.7338","236.1492","144.1019","12.5407621212121","12.8407621212121","4568"
"","DGTS(45:5)+H",0,0,0,"11.0694138888889","11.3694138888889","8921","","DGTS(45:5)+H",0,0,0,"11.0694138888889","11.3694138888889","8921","","DGTS(45:5)+H",0,0,0,"11.0694138888889","11.3694138888889","8921","","DGTS(45:5)+H",0,0,0,"11.0694138888889","11.3694138888889","8921","","DGTS(45:5)+H",0,0,0,"11.0694138888889","11.3694138888889","8921","","DGTS(45:5)+H","884.7338","236.1492","144.1019","11.0694138888889","11.3694138888889","8921"
"","DGTS(45:5)+H",0,0,0,"10.3556625","10.6556625","10106","","DGTS(45:5)+H",0,0,0,"10.3556625","10.6556625","10106","","DGTS(45:5)+H",0,0,0,"10.3556625","10.6556625","10106","","DGTS(45:5)+H",0,0,0,"10.3556625","10.6556625","10106","","DGTS(45:5)+H",0,0,0,"10.3556625","10.6556625","10106","","DGTS(45:5)+H","884.7338","236.1492","144.1019","10.3556625","10.6556625","10106"
"","DGTS(45:5)+H",0,0,0,"10.4491236111111","10.7491236111111","15412","","DGTS(45:5)+H",0,0,0,"10.4491236111111","10.7491236111111","15412","","DGTS(45:5)+H",0,0,0,"10.4491236111111","10.7491236111111","15412","","DGTS(45:5)+H",0,0,0,"10.4491236111111","10.7491236111111","15412","","DGTS(45:5)+H",0,0,0,"10.4491236111111","10.7491236111111","15412","","DGTS(45:5)+H","884.7338","236.1492","144.1019","10.4491236111111","10.7491236111111","15412"
"","DGTS(46:0)+H",0,0,0,"12.0091555555556","12.3091555555556","16470","","DGTS(46:0)+H",0,0,0,"12.0091555555556","12.3091555555556","16470","","DGTS(46:0)+H",0,0,0,"12.0091555555556","12.3091555555556","16470","","DGTS(46:0)+H",0,0,0,"12.0091555555556","12.3091555555556","16470","","DGTS(46:0)+H",0,0,0,"12.0091555555556","12.3091555555556","16470","","DGTS(46:0)+H","908.8277","236.1492","144.1019","12.0091555555556","12.3091555555556","16470"
"","DGTS(46:1)+H",0,0,0,"12.6424545454545","12.9424545454545","5390","","DGTS(46:1)+H",0,0,0,"12.6424545454545","12.9424545454545","5390","","DGTS(46:1)+H",0,0,0,"12.6424545454545","12.9424545454545","5390","","DGTS(46:1)+H",0,0,0,"12.6424545454545","12.9424545454545","5390","","DGTS(46:1)+H",0,0,0,"12.6424545454545","12.9424545454545","5390","","DGTS(46:1)+H","906.812","236.1492","144.1019","12.6424545454545","12.9424545454545","5390"
"","DGTS(46:1)+H",0,0,0,"11.3197424242424","11.6197424242424","5708","","DGTS(46:1)+H",0,0,0,"11.3197424242424","11.6197424242424","5708","","DGTS(46:1)+H",0,0,0,"11.3197424242424","11.6197424242424","5708","","DGTS(46:1)+H",0,0,0,"11.3197424242424","11.6197424242424","5708","","DGTS(46:1)+H",0,0,0,"11.3197424242424","11.6197424242424","5708","","DGTS(46:1)+H","906.812","236.1492","144.1019","11.3197424242424","11.6197424242424","5708"
"","DGTS(46:1)+H",0,0,0,"12.6513045454545","12.9513045454545","14541","","DGTS(46:1)+H",0,0,0,"12.6513045454545","12.9513045454545","14541","","DGTS(46:1)+H",0,0,0,"12.6513045454545","12.9513045454545","14541","","DGTS(46:1)+H",0,0,0,"12.6513045454545","12.9513045454545","14541","","DGTS(46:1)+H",0,0,0,"12.6513045454545","12.9513045454545","14541","","DGTS(46:1)+H","906.812","236.1492","144.1019","12.6513045454545","12.9513045454545","14541"
"","DGTS(41:8)+H",0,0,0,"9.82033333333333","10.1203333333333","7206","","DGTS(41:8)+H",0,0,0,"9.82033333333333","10.1203333333333","7206","","DGTS(41:8)+H",0,0,0,"9.82033333333333","10.1203333333333","7206","","DGTS(41:8)+H",0,0,0,"9.82033333333333","10.1203333333333","7206","","DGTS(41:8)+H",0,0,0,"9.82033333333333","10.1203333333333","7206","","DGTS(41:8)+H","822.6242","236.1492","144.1019","9.82033333333333","10.1203333333333","7206"
"","DGTS(45:6)+H",0,0,0,"11.29205","11.59205","5040","","DGTS(45:6)+H",0,0,0,"11.29205","11.59205","5040","","DGTS(45:6)+H",0,0,0,"11.29205","11.59205","5040","","DGTS(45:6)+H",0,0,0,"11.29205","11.59205","5040","","DGTS(45:6)+H",0,0,0,"11.29205","11.59205","5040","","DGTS(45:6)+H","882.7181","236.1492","144.1019","11.29205","11.59205","5040"
"","DGTS(46:2)+H",0,0,0,"12.2620263888889","12.5620263888889","5185","","DGTS(46:2)+H",0,0,0,"12.2620263888889","12.5620263888889","5185","","DGTS(46:2)+H",0,0,0,"12.2620263888889","12.5620263888889","5185","","DGTS(46:2)+H",0,0,0,"12.2620263888889","12.5620263888889","5185","","DGTS(46:2)+H",0,0,0,"12.2620263888889","12.5620263888889","5185","","DGTS(46:2)+H","904.7964","236.1492","144.1019","12.2620263888889","12.5620263888889","5185"
"","DGTS(46:2)+H",0,0,0,"12.140675","12.440675","9842","","DGTS(46:2)+H",0,0,0,"12.140675","12.440675","9842","","DGTS(46:2)+H",0,0,0,"12.140675","12.440675","9842","","DGTS(46:2)+H",0,0,0,"12.140675","12.440675","9842","","DGTS(46:2)+H",0,0,0,"12.140675","12.440675","9842","","DGTS(46:2)+H","904.7964","236.1492","144.1019","12.140675","12.440675","9842"
"","DGTS(46:2)+H",0,0,0,"12.5319166666667","12.8319166666667","11744","","DGTS(46:2)+H",0,0,0,"12.5319166666667","12.8319166666667","11744","","DGTS(46:2)+H",0,0,0,"12.5319166666667","12.8319166666667","11744","","DGTS(46:2)+H",0,0,0,"12.5319166666667","12.8319166666667","11744","","DGTS(46:2)+H",0,0,0,"12.5319166666667","12.8319166666667","11744","","DGTS(46:2)+H","904.7964","236.1492","144.1019","12.5319166666667","12.8319166666667","11744"
"","DGTS(46:3)+H",0,0,0,"11.7693263888889","12.0693263888889","7661","","DGTS(46:3)+H",0,0,0,"11.7693263888889","12.0693263888889","7661","","DGTS(46:3)+H",0,0,0,"11.7693263888889","12.0693263888889","7661","","DGTS(46:3)+H",0,0,0,"11.7693263888889","12.0693263888889","7661","","DGTS(46:3)+H",0,0,0,"11.7693263888889","12.0693263888889","7661","","DGTS(46:3)+H","902.7807","236.1492","144.1019","11.7693263888889","12.0693263888889","7661"
"","DGTS(46:3)+H",0,0,0,"11.5416277777778","11.8416277777778","10462","","DGTS(46:3)+H",0,0,0,"11.5416277777778","11.8416277777778","10462","","DGTS(46:3)+H",0,0,0,"11.5416277777778","11.8416277777778","10462","","DGTS(46:3)+H",0,0,0,"11.5416277777778","11.8416277777778","10462","","DGTS(46:3)+H",0,0,0,"11.5416277777778","11.8416277777778","10462","","DGTS(46:3)+H","902.7807","236.1492","144.1019","11.5416277777778","11.8416277777778","10462"
"","DGTS(46:5)+H",0,0,0,"12.1834045454545","12.4834045454545","9832","","DGTS(46:5)+H",0,0,0,"12.1834045454545","12.4834045454545","9832","","DGTS(46:5)+H",0,0,0,"12.1834045454545","12.4834045454545","9832","","DGTS(46:5)+H",0,0,0,"12.1834045454545","12.4834045454545","9832","","DGTS(46:5)+H",0,0,0,"12.1834045454545","12.4834045454545","9832","","DGTS(46:5)+H","898.7495","236.1492","144.1019","12.1834045454545","12.4834045454545","9832"
"","DGTS(47:1)+H",0,0,0,"13.2976777777778","13.5976777777778","3770","","DGTS(47:1)+H",0,0,0,"13.2976777777778","13.5976777777778","3770","","DGTS(47:1)+H",0,0,0,"13.2976777777778","13.5976777777778","3770","","DGTS(47:1)+H",0,0,0,"13.2976777777778","13.5976777777778","3770","","DGTS(47:1)+H",0,0,0,"13.2976777777778","13.5976777777778","3770","","DGTS(47:1)+H","920.8277","236.1492","144.1019","13.2976777777778","13.5976777777778","3770"
"","DGTS(47:1)+H",0,0,0,"11.3399444444444","11.6399444444444","7351","","DGTS(47:1)+H",0,0,0,"11.3399444444444","11.6399444444444","7351","","DGTS(47:1)+H",0,0,0,"11.3399444444444","11.6399444444444","7351","","DGTS(47:1)+H",0,0,0,"11.3399444444444","11.6399444444444","7351","","DGTS(47:1)+H",0,0,0,"11.3399444444444","11.6399444444444","7351","","DGTS(47:1)+H","920.8277","236.1492","144.1019","11.3399444444444","11.6399444444444","7351"
"","DGTS(47:1)+H",0,0,0,"13.4042152777778","13.7042152777778","17212","","DGTS(47:1)+H",0,0,0,"13.4042152777778","13.7042152777778","17212","","DGTS(47:1)+H",0,0,0,"13.4042152777778","13.7042152777778","17212","","DGTS(47:1)+H",0,0,0,"13.4042152777778","13.7042152777778","17212","","DGTS(47:1)+H",0,0,0,"13.4042152777778","13.7042152777778","17212","","DGTS(47:1)+H","920.8277","236.1492","144.1019","13.4042152777778","13.7042152777778","17212"
"","DGTS(47:3)+H",0,0,0,"12.0858424242424","12.3858424242424","9173","","DGTS(47:3)+H",0,0,0,"12.0858424242424","12.3858424242424","9173","","DGTS(47:3)+H",0,0,0,"12.0858424242424","12.3858424242424","9173","","DGTS(47:3)+H",0,0,0,"12.0858424242424","12.3858424242424","9173","","DGTS(47:3)+H",0,0,0,"12.0858424242424","12.3858424242424","9173","","DGTS(47:3)+H","916.7964","236.1492","144.1019","12.0858424242424","12.3858424242424","9173"
"","DGTS(47:3)+H",0,0,0,"11.7097694444444","12.0097694444444","9205","","DGTS(47:3)+H",0,0,0,"11.7097694444444","12.0097694444444","9205","","DGTS(47:3)+H",0,0,0,"11.7097694444444","12.0097694444444","9205","","DGTS(47:3)+H",0,0,0,"11.7097694444444","12.0097694444444","9205","","DGTS(47:3)+H",0,0,0,"11.7097694444444","12.0097694444444","9205","","DGTS(47:3)+H","916.7964","236.1492","144.1019","11.7097694444444","12.0097694444444","9205"
"","DGTS(47:3)+H",0,0,0,"13.5482861111111","13.8482861111111","11467","","DGTS(47:3)+H",0,0,0,"13.5482861111111","13.8482861111111","11467","","DGTS(47:3)+H",0,0,0,"13.5482861111111","13.8482861111111","11467","","DGTS(47:3)+H",0,0,0,"13.5482861111111","13.8482861111111","11467","","DGTS(47:3)+H",0,0,0,"13.5482861111111","13.8482861111111","11467","","DGTS(47:3)+H","916.7964","236.1492","144.1019","13.5482861111111","13.8482861111111","11467"
"","DGTS(47:4)+H",0,0,0,"12.9613541666667","13.2613541666667","881","","DGTS(47:4)+H",0,0,0,"12.9613541666667","13.2613541666667","881","","DGTS(47:4)+H",0,0,0,"12.9613541666667","13.2613541666667","881","","DGTS(47:4)+H",0,0,0,"12.9613541666667","13.2613541666667","881","","DGTS(47:4)+H",0,0,0,"12.9613541666667","13.2613541666667","881","","DGTS(47:4)+H","914.7807","236.1492","144.1019","12.9613541666667","13.2613541666667","881"
"","DGTS(47:4)+H",0,0,0,"11.4728777777778","11.7728777777778","1856","","DGTS(47:4)+H",0,0,0,"11.4728777777778","11.7728777777778","1856","","DGTS(47:4)+H",0,0,0,"11.4728777777778","11.7728777777778","1856","","DGTS(47:4)+H",0,0,0,"11.4728777777778","11.7728777777778","1856","","DGTS(47:4)+H",0,0,0,"11.4728777777778","11.7728777777778","1856","","DGTS(47:4)+H","914.7807","236.1492","144.1019","11.4728777777778","11.7728777777778","1856"
"","DGTS(47:4)+H",0,0,0,"11.7000847222222","12.0000847222222","2124","","DGTS(47:4)+H",0,0,0,"11.7000847222222","12.0000847222222","2124","","DGTS(47:4)+H",0,0,0,"11.7000847222222","12.0000847222222","2124","","DGTS(47:4)+H",0,0,0,"11.7000847222222","12.0000847222222","2124","","DGTS(47:4)+H",0,0,0,"11.7000847222222","12.0000847222222","2124","","DGTS(47:4)+H","914.7807","236.1492","144.1019","11.7000847222222","12.0000847222222","2124"
"","DGTS(47:5)+H",0,0,0,"12.3927611111111","12.6927611111111","808","","DGTS(47:5)+H",0,0,0,"12.3927611111111","12.6927611111111","808","","DGTS(47:5)+H",0,0,0,"12.3927611111111","12.6927611111111","808","","DGTS(47:5)+H",0,0,0,"12.3927611111111","12.6927611111111","808","","DGTS(47:5)+H",0,0,0,"12.3927611111111","12.6927611111111","808","","DGTS(47:5)+H","912.7651","236.1492","144.1019","12.3927611111111","12.6927611111111","808"
"","DGTS(47:5)+H",0,0,0,"11.2841180555556","11.5841180555556","2874","","DGTS(47:5)+H",0,0,0,"11.2841180555556","11.5841180555556","2874","","DGTS(47:5)+H",0,0,0,"11.2841180555556","11.5841180555556","2874","","DGTS(47:5)+H",0,0,0,"11.2841180555556","11.5841180555556","2874","","DGTS(47:5)+H",0,0,0,"11.2841180555556","11.5841180555556","2874","","DGTS(47:5)+H","912.7651","236.1492","144.1019","11.2841180555556","11.5841180555556","2874"
"","DGTS(47:5)+H",0,0,0,"10.9549583333333","11.2549583333333","3648","","DGTS(47:5)+H",0,0,0,"10.9549583333333","11.2549583333333","3648","","DGTS(47:5)+H",0,0,0,"10.9549583333333","11.2549583333333","3648","","DGTS(47:5)+H",0,0,0,"10.9549583333333","11.2549583333333","3648","","DGTS(47:5)+H",0,0,0,"10.9549583333333","11.2549583333333","3648","","DGTS(47:5)+H","912.7651","236.1492","144.1019","10.9549583333333","11.2549583333333","3648"
"","DGTS(47:5)+H",0,0,0,"10.4810319444444","10.7810319444444","4325","","DGTS(47:5)+H",0,0,0,"10.4810319444444","10.7810319444444","4325","","DGTS(47:5)+H",0,0,0,"10.4810319444444","10.7810319444444","4325","","DGTS(47:5)+H",0,0,0,"10.4810319444444","10.7810319444444","4325","","DGTS(47:5)+H",0,0,0,"10.4810319444444","10.7810319444444","4325","","DGTS(47:5)+H","912.7651","236.1492","144.1019","10.4810319444444","10.7810319444444","4325"
"","DGTS(48:0)+H",0,0,0,"12.5274972222222","12.8274972222222","7559","","DGTS(48:0)+H",0,0,0,"12.5274972222222","12.8274972222222","7559","","DGTS(48:0)+H",0,0,0,"12.5274972222222","12.8274972222222","7559","","DGTS(48:0)+H",0,0,0,"12.5274972222222","12.8274972222222","7559","","DGTS(48:0)+H",0,0,0,"12.5274972222222","12.8274972222222","7559","","DGTS(48:0)+H","936.859","236.1492","144.1019","12.5274972222222","12.8274972222222","7559"
"","DGTS(43:7)+H",0,0,0,"7.81433472222222","8.11433472222222","5309","","DGTS(43:7)+H",0,0,0,"7.81433472222222","8.11433472222222","5309","","DGTS(43:7)+H",0,0,0,"7.81433472222222","8.11433472222222","5309","","DGTS(43:7)+H",0,0,0,"7.81433472222222","8.11433472222222","5309","","DGTS(43:7)+H",0,0,0,"7.81433472222222","8.11433472222222","5309","","DGTS(43:7)+H","852.6712","236.1492","144.1019","7.81433472222222","8.11433472222222","5309"
"","DGTS(48:1)+H",0,0,0,"12.0390347222222","12.3390347222222","3346","","DGTS(48:1)+H",0,0,0,"12.0390347222222","12.3390347222222","3346","","DGTS(48:1)+H",0,0,0,"12.0390347222222","12.3390347222222","3346","","DGTS(48:1)+H",0,0,0,"12.0390347222222","12.3390347222222","3346","","DGTS(48:1)+H",0,0,0,"12.0390347222222","12.3390347222222","3346","","DGTS(48:1)+H","934.8433","236.1492","144.1019","12.0390347222222","12.3390347222222","3346"
"","DGTS(48:1)+H",0,0,0,"12.2808305555556","12.5808305555556","9526","","DGTS(48:1)+H",0,0,0,"12.2808305555556","12.5808305555556","9526","","DGTS(48:1)+H",0,0,0,"12.2808305555556","12.5808305555556","9526","","DGTS(48:1)+H",0,0,0,"12.2808305555556","12.5808305555556","9526","","DGTS(48:1)+H",0,0,0,"12.2808305555556","12.5808305555556","9526","","DGTS(48:1)+H","934.8433","236.1492","144.1019","12.2808305555556","12.5808305555556","9526"
"","DGTS(48:1)+H",0,0,0,"11.8046227272727","12.1046227272727","9889","","DGTS(48:1)+H",0,0,0,"11.8046227272727","12.1046227272727","9889","","DGTS(48:1)+H",0,0,0,"11.8046227272727","12.1046227272727","9889","","DGTS(48:1)+H",0,0,0,"11.8046227272727","12.1046227272727","9889","","DGTS(48:1)+H",0,0,0,"11.8046227272727","12.1046227272727","9889","","DGTS(48:1)+H","934.8433","236.1492","144.1019","11.8046227272727","12.1046227272727","9889"
"","DGTS(48:1)+H",0,0,0,"11.8075015151515","12.1075015151515","16725","","DGTS(48:1)+H",0,0,0,"11.8075015151515","12.1075015151515","16725","","DGTS(48:1)+H",0,0,0,"11.8075015151515","12.1075015151515","16725","","DGTS(48:1)+H",0,0,0,"11.8075015151515","12.1075015151515","16725","","DGTS(48:1)+H",0,0,0,"11.8075015151515","12.1075015151515","16725","","DGTS(48:1)+H","934.8433","236.1492","144.1019","11.8075015151515","12.1075015151515","16725"
"","DGTS(47:6)+H",0,0,0,"11.8365208333333","12.1365208333333","1841","","DGTS(47:6)+H",0,0,0,"11.8365208333333","12.1365208333333","1841","","DGTS(47:6)+H",0,0,0,"11.8365208333333","12.1365208333333","1841","","DGTS(47:6)+H",0,0,0,"11.8365208333333","12.1365208333333","1841","","DGTS(47:6)+H",0,0,0,"11.8365208333333","12.1365208333333","1841","","DGTS(47:6)+H","910.7495","236.1492","144.1019","11.8365208333333","12.1365208333333","1841"
"","DGTS(47:6)+H",0,0,0,"12.552696969697","12.852696969697","6928","","DGTS(47:6)+H",0,0,0,"12.552696969697","12.852696969697","6928","","DGTS(47:6)+H",0,0,0,"12.552696969697","12.852696969697","6928","","DGTS(47:6)+H",0,0,0,"12.552696969697","12.852696969697","6928","","DGTS(47:6)+H",0,0,0,"12.552696969697","12.852696969697","6928","","DGTS(47:6)+H","910.7495","236.1492","144.1019","12.552696969697","12.852696969697","6928"
"","DGTS(47:6)+H",0,0,0,"11.2526636363636","11.5526636363636","7964","","DGTS(47:6)+H",0,0,0,"11.2526636363636","11.5526636363636","7964","","DGTS(47:6)+H",0,0,0,"11.2526636363636","11.5526636363636","7964","","DGTS(47:6)+H",0,0,0,"11.2526636363636","11.5526636363636","7964","","DGTS(47:6)+H",0,0,0,"11.2526636363636","11.5526636363636","7964","","DGTS(47:6)+H","910.7495","236.1492","144.1019","11.2526636363636","11.5526636363636","7964"
"","DGTS(47:6)+H",0,0,0,"10.2855041666667","10.5855041666667","12272","","DGTS(47:6)+H",0,0,0,"10.2855041666667","10.5855041666667","12272","","DGTS(47:6)+H",0,0,0,"10.2855041666667","10.5855041666667","12272","","DGTS(47:6)+H",0,0,0,"10.2855041666667","10.5855041666667","12272","","DGTS(47:6)+H",0,0,0,"10.2855041666667","10.5855041666667","12272","","DGTS(47:6)+H","910.7495","236.1492","144.1019","10.2855041666667","10.5855041666667","12272"
"","DGTS(47:6)+H",0,0,0,"11.3424683333333","11.6424683333333","15611","","DGTS(47:6)+H",0,0,0,"11.3424683333333","11.6424683333333","15611","","DGTS(47:6)+H",0,0,0,"11.3424683333333","11.6424683333333","15611","","DGTS(47:6)+H",0,0,0,"11.3424683333333","11.6424683333333","15611","","DGTS(47:6)+H",0,0,0,"11.3424683333333","11.6424683333333","15611","","DGTS(47:6)+H","910.7495","236.1492","144.1019","11.3424683333333","11.6424683333333","15611"
"","DGTS(48:2)+H",0,0,0,"11.3478513888889","11.6478513888889","3683","","DGTS(48:2)+H",0,0,0,"11.3478513888889","11.6478513888889","3683","","DGTS(48:2)+H",0,0,0,"11.3478513888889","11.6478513888889","3683","","DGTS(48:2)+H",0,0,0,"11.3478513888889","11.6478513888889","3683","","DGTS(48:2)+H",0,0,0,"11.3478513888889","11.6478513888889","3683","","DGTS(48:2)+H","932.8277","236.1492","144.1019","11.3478513888889","11.6478513888889","3683"
"","DGTS(48:2)+H",0,0,0,"11.6024083333333","11.9024083333333","5012","","DGTS(48:2)+H",0,0,0,"11.6024083333333","11.9024083333333","5012","","DGTS(48:2)+H",0,0,0,"11.6024083333333","11.9024083333333","5012","","DGTS(48:2)+H",0,0,0,"11.6024083333333","11.9024083333333","5012","","DGTS(48:2)+H",0,0,0,"11.6024083333333","11.9024083333333","5012","","DGTS(48:2)+H","932.8277","236.1492","144.1019","11.6024083333333","11.9024083333333","5012"
"","DGTS(48:4)+H",0,0,0,"11.6602333333333","11.9602333333333","6688","","DGTS(48:4)+H",0,0,0,"11.6602333333333","11.9602333333333","6688","","DGTS(48:4)+H",0,0,0,"11.6602333333333","11.9602333333333","6688","","DGTS(48:4)+H",0,0,0,"11.6602333333333","11.9602333333333","6688","","DGTS(48:4)+H",0,0,0,"11.6602333333333","11.9602333333333","6688","","DGTS(48:4)+H","928.7964","236.1492","144.1019","11.6602333333333","11.9602333333333","6688"
"","DGTS(48:4)+H",0,0,0,"11.7940388888889","12.0940388888889","10204","","DGTS(48:4)+H",0,0,0,"11.7940388888889","12.0940388888889","10204","","DGTS(48:4)+H",0,0,0,"11.7940388888889","12.0940388888889","10204","","DGTS(48:4)+H",0,0,0,"11.7940388888889","12.0940388888889","10204","","DGTS(48:4)+H",0,0,0,"11.7940388888889","12.0940388888889","10204","","DGTS(48:4)+H","928.7964","236.1492","144.1019","11.7940388888889","12.0940388888889","10204"
"","DGTS(48:3)+H",0,0,0,"12.2993513888889","12.5993513888889","3990","","DGTS(48:3)+H",0,0,0,"12.2993513888889","12.5993513888889","3990","","DGTS(48:3)+H",0,0,0,"12.2993513888889","12.5993513888889","3990","","DGTS(48:3)+H",0,0,0,"12.2993513888889","12.5993513888889","3990","","DGTS(48:3)+H",0,0,0,"12.2993513888889","12.5993513888889","3990","","DGTS(48:3)+H","930.812","236.1492","144.1019","12.2993513888889","12.5993513888889","3990"
"","DGTS(48:3)+H",0,0,0,"10.6931597222222","10.9931597222222","12598","","DGTS(48:3)+H",0,0,0,"10.6931597222222","10.9931597222222","12598","","DGTS(48:3)+H",0,0,0,"10.6931597222222","10.9931597222222","12598","","DGTS(48:3)+H",0,0,0,"10.6931597222222","10.9931597222222","12598","","DGTS(48:3)+H",0,0,0,"10.6931597222222","10.9931597222222","12598","","DGTS(48:3)+H","930.812","236.1492","144.1019","10.6931597222222","10.9931597222222","12598"
"","DGTS(48:3)+H",0,0,0,"10.9825138888889","11.2825138888889","19083","","DGTS(48:3)+H",0,0,0,"10.9825138888889","11.2825138888889","19083","","DGTS(48:3)+H",0,0,0,"10.9825138888889","11.2825138888889","19083","","DGTS(48:3)+H",0,0,0,"10.9825138888889","11.2825138888889","19083","","DGTS(48:3)+H",0,0,0,"10.9825138888889","11.2825138888889","19083","","DGTS(48:3)+H","930.812","236.1492","144.1019","10.9825138888889","11.2825138888889","19083"
"","DGTS(48:6)+H",0,0,0,"12.0363972222222","12.3363972222222","17451","","DGTS(48:6)+H",0,0,0,"12.0363972222222","12.3363972222222","17451","","DGTS(48:6)+H",0,0,0,"12.0363972222222","12.3363972222222","17451","","DGTS(48:6)+H",0,0,0,"12.0363972222222","12.3363972222222","17451","","DGTS(48:6)+H",0,0,0,"12.0363972222222","12.3363972222222","17451","","DGTS(48:6)+H","924.7651","236.1492","144.1019","12.0363972222222","12.3363972222222","17451"
"","DGTS(49:2)+H",0,0,0,"11.3696972222222","11.6696972222222","5295","","DGTS(49:2)+H",0,0,0,"11.3696972222222","11.6696972222222","5295","","DGTS(49:2)+H",0,0,0,"11.3696972222222","11.6696972222222","5295","","DGTS(49:2)+H",0,0,0,"11.3696972222222","11.6696972222222","5295","","DGTS(49:2)+H",0,0,0,"11.3696972222222","11.6696972222222","5295","","DGTS(49:2)+H","946.8433","236.1492","144.1019","11.3696972222222","11.6696972222222","5295"
"","DGTS(49:2)+H",0,0,0,"11.6125194444444","11.9125194444444","5604","","DGTS(49:2)+H",0,0,0,"11.6125194444444","11.9125194444444","5604","","DGTS(49:2)+H",0,0,0,"11.6125194444444","11.9125194444444","5604","","DGTS(49:2)+H",0,0,0,"11.6125194444444","11.9125194444444","5604","","DGTS(49:2)+H",0,0,0,"11.6125194444444","11.9125194444444","5604","","DGTS(49:2)+H","946.8433","236.1492","144.1019","11.6125194444444","11.9125194444444","5604"
"","DGTS(49:3)+H",0,0,0,"11.3952878787879","11.6952878787879","12303","","DGTS(49:3)+H",0,0,0,"11.3952878787879","11.6952878787879","12303","","DGTS(49:3)+H",0,0,0,"11.3952878787879","11.6952878787879","12303","","DGTS(49:3)+H",0,0,0,"11.3952878787879","11.6952878787879","12303","","DGTS(49:3)+H",0,0,0,"11.3952878787879","11.6952878787879","12303","","DGTS(49:3)+H","944.8277","236.1492","144.1019","11.3952878787879","11.6952878787879","12303"
