"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Number of Scans","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Average m/z","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment"
"","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2","244.22711","226.2165","79.05423","196.2060","208.2060","93.06988","0.439566666666667","0.739566666666667","13949"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6792708333333","14.9792708333333","10239","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6792708333333","14.9792708333333","10239","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6792708333333","14.9792708333333","10239","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6792708333333","14.9792708333333","10239","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6792708333333","14.9792708333333","10239","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","14.6792708333333","14.9792708333333","10239"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.0813819444444","15.3813819444444","10302","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.0813819444444","15.3813819444444","10302","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.0813819444444","15.3813819444444","10302","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.0813819444444","15.3813819444444","10302","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.0813819444444","15.3813819444444","10302","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","15.0813819444444","15.3813819444444","10302"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.7572833333333","13.0572833333333","10316","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.7572833333333","13.0572833333333","10316","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.7572833333333","13.0572833333333","10316","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.7572833333333","13.0572833333333","10316","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.7572833333333","13.0572833333333","10316","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","12.7572833333333","13.0572833333333","10316"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.1021222222222","14.4021222222222","11182","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.1021222222222","14.4021222222222","11182","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.1021222222222","14.4021222222222","11182","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.1021222222222","14.4021222222222","11182","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.1021222222222","14.4021222222222","11182","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","14.1021222222222","14.4021222222222","11182"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82572777777778","2.12572777777778","11595","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82572777777778","2.12572777777778","11595","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82572777777778","2.12572777777778","11595","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82572777777778","2.12572777777778","11595","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82572777777778","2.12572777777778","11595","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","1.82572777777778","2.12572777777778","11595"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"2.03770694444444","2.33770694444444","11761","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"2.03770694444444","2.33770694444444","11761","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"2.03770694444444","2.33770694444444","11761","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"2.03770694444444","2.33770694444444","11761","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"2.03770694444444","2.33770694444444","11761","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","2.03770694444444","2.33770694444444","11761"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6742097222222","14.9742097222222","12121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6742097222222","14.9742097222222","12121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6742097222222","14.9742097222222","12121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6742097222222","14.9742097222222","12121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.6742097222222","14.9742097222222","12121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","14.6742097222222","14.9742097222222","12121"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.2809625","8.5809625","12581","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.2809625","8.5809625","12581","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.2809625","8.5809625","12581","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.2809625","8.5809625","12581","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.2809625","8.5809625","12581","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","8.2809625","8.5809625","12581"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"16.1174652777778","16.4174652777778","12599","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"16.1174652777778","16.4174652777778","12599","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"16.1174652777778","16.4174652777778","12599","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"16.1174652777778","16.4174652777778","12599","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"16.1174652777778","16.4174652777778","12599","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","16.1174652777778","16.4174652777778","12599"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.5238930555556","12.8238930555556","13257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.5238930555556","12.8238930555556","13257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.5238930555556","12.8238930555556","13257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.5238930555556","12.8238930555556","13257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.5238930555556","12.8238930555556","13257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","12.5238930555556","12.8238930555556","13257"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.8098708333333","15.1098708333333","13337","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.8098708333333","15.1098708333333","13337","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.8098708333333","15.1098708333333","13337","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.8098708333333","15.1098708333333","13337","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.8098708333333","15.1098708333333","13337","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","14.8098708333333","15.1098708333333","13337"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5390097222222","15.8390097222222","13536","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5390097222222","15.8390097222222","13536","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5390097222222","15.8390097222222","13536","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5390097222222","15.8390097222222","13536","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5390097222222","15.8390097222222","13536","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","15.5390097222222","15.8390097222222","13536"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.2620393939394","15.5620393939394","13607","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.2620393939394","15.5620393939394","13607","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.2620393939394","15.5620393939394","13607","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.2620393939394","15.5620393939394","13607","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.2620393939394","15.5620393939394","13607","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","15.2620393939394","15.5620393939394","13607"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.8324277777778","16.1324277777778","13910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.8324277777778","16.1324277777778","13910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.8324277777778","16.1324277777778","13910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.8324277777778","16.1324277777778","13910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.8324277777778","16.1324277777778","13910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","15.8324277777778","16.1324277777778","13910"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.64621111111111","3.94621111111111","14121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.64621111111111","3.94621111111111","14121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.64621111111111","3.94621111111111","14121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.64621111111111","3.94621111111111","14121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.64621111111111","3.94621111111111","14121","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","3.64621111111111","3.94621111111111","14121"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1899972222222","10.4899972222222","14157","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1899972222222","10.4899972222222","14157","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1899972222222","10.4899972222222","14157","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1899972222222","10.4899972222222","14157","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1899972222222","10.4899972222222","14157","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","10.1899972222222","10.4899972222222","14157"
