"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Number of Scans","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Max Intensity","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Average m/z","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment"
"","MSDIAL_NAOrn 13:0/15:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC)CCCCCCC(=O)NC(CCCN)C(O)=O;YCJCVIKUDLOSHK-UHFFFAOYNA-N;C33H64N2O5",0,0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAOrn 13:0/15:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC)CCCCCCC(=O)NC(CCCN)C(O)=O;YCJCVIKUDLOSHK-UHFFFAOYNA-N;C33H64N2O5",0,0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAOrn 13:0/15:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC)CCCCCCC(=O)NC(CCCN)C(O)=O;YCJCVIKUDLOSHK-UHFFFAOYNA-N;C33H64N2O5",0,0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAOrn 13:0/15:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC)CCCCCCC(=O)NC(CCCN)C(O)=O;YCJCVIKUDLOSHK-UHFFFAOYNA-N;C33H64N2O5",0,0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAOrn 13:0/15:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC)CCCCCCC(=O)NC(CCCN)C(O)=O;YCJCVIKUDLOSHK-UHFFFAOYNA-N;C33H64N2O5",0,0,0,0,0,0,0,0,"10.5227466666667","10.8227466666667","8713","","MSDIAL_NAOrn 13:0/15:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC)CCCCCCC(=O)NC(CCCN)C(O)=O;YCJCVIKUDLOSHK-UHFFFAOYNA-N;C33H64N2O5","569.48880","115.0866","70.06513","337.2849","133.0972","355.2955","569.4888","223.2056","10.5227466666667","10.8227466666667","8713"
"","MSDIAL_NAOrn 13:0/15:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCC;UBYYFCZILWFMLA-NKFKGCMQNA-N;C33H62N2O5",0,0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAOrn 13:0/15:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCC;UBYYFCZILWFMLA-NKFKGCMQNA-N;C33H62N2O5",0,0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAOrn 13:0/15:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCC;UBYYFCZILWFMLA-NKFKGCMQNA-N;C33H62N2O5",0,0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAOrn 13:0/15:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCC;UBYYFCZILWFMLA-NKFKGCMQNA-N;C33H62N2O5",0,0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAOrn 13:0/15:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCC;UBYYFCZILWFMLA-NKFKGCMQNA-N;C33H62N2O5",0,0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAOrn 13:0/15:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCC;UBYYFCZILWFMLA-NKFKGCMQNA-N;C33H62N2O5","567.47315","115.0866","70.06513","335.2693","133.0972","353.2799","567.4731","221.1900","9.58410972222222","9.88410972222222","6366"
"","MSDIAL_NAOrn 13:0/19:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCCC)CCCCCCCC(=O)NC(CCCN)C(O)=O;NYISEXYYPFNTHC-UHFFFAOYNA-N;C37H72N2O5",0,0,0,0,0,0,0,0,"5.68210277777778","5.98210277777778","8861","","MSDIAL_NAOrn 13:0/19:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCCC)CCCCCCCC(=O)NC(CCCN)C(O)=O;NYISEXYYPFNTHC-UHFFFAOYNA-N;C37H72N2O5",0,0,0,0,0,0,0,0,"5.68210277777778","5.98210277777778","8861","","MSDIAL_NAOrn 13:0/19:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCCC)CCCCCCCC(=O)NC(CCCN)C(O)=O;NYISEXYYPFNTHC-UHFFFAOYNA-N;C37H72N2O5",0,0,0,0,0,0,0,0,"5.68210277777778","5.98210277777778","8861","","MSDIAL_NAOrn 13:0/19:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCCC)CCCCCCCC(=O)NC(CCCN)C(O)=O;NYISEXYYPFNTHC-UHFFFAOYNA-N;C37H72N2O5",0,0,0,0,0,0,0,0,"5.68210277777778","5.98210277777778","8861","","MSDIAL_NAOrn 13:0/19:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCCC)CCCCCCCC(=O)NC(CCCN)C(O)=O;NYISEXYYPFNTHC-UHFFFAOYNA-N;C37H72N2O5",0,0,0,0,0,0,0,0,"5.68210277777778","5.98210277777778","8861","","MSDIAL_NAOrn 13:0/19:0;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCCC)CCCCCCCC(=O)NC(CCCN)C(O)=O;NYISEXYYPFNTHC-UHFFFAOYNA-N;C37H72N2O5","625.55140","115.0866","70.06513","393.3476","133.0972","411.3581","625.5514","279.2682","5.68210277777778","5.98210277777778","8861"
"","MSDIAL_NAOrn 13:0/19:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;GSHQJQCMDBBUAH-QYQHSDTDNA-N;C37H70N2O5",0,0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAOrn 13:0/19:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;GSHQJQCMDBBUAH-QYQHSDTDNA-N;C37H70N2O5",0,0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAOrn 13:0/19:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;GSHQJQCMDBBUAH-QYQHSDTDNA-N;C37H70N2O5",0,0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAOrn 13:0/19:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;GSHQJQCMDBBUAH-QYQHSDTDNA-N;C37H70N2O5",0,0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAOrn 13:0/19:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;GSHQJQCMDBBUAH-QYQHSDTDNA-N;C37H70N2O5",0,0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAOrn 13:0/19:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;GSHQJQCMDBBUAH-QYQHSDTDNA-N;C37H70N2O5","623.53575","115.0866","70.06513","391.3319","133.0972","409.3425","623.5358","277.2526","5.17191111111111","5.47191111111111","8988"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","6.53134027777778","6.83134027777778","4518"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","5.7432303030303","6.0432303030303","5163"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","8.2415625","8.5415625","6452"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","6.89659722222222","7.19659722222222","7186"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","7.73253484848485","8.03253484848485","7241"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","6.253375","6.553375","11503"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","6.12672777777778","6.42672777777778","11666"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","5.83887638888889","6.13887638888889","14418"
"","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5",0,0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAOrn 13:0/21:1;[M+H]+;CCCCCCCCCCCCC(=O)OC(CCCCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/CCCCCCCCC;OYRJOEVLQGLHGJ-OLFWJLLRNA-N;C39H74N2O5","651.56705","115.0866","70.06513","419.3632","133.0972","437.3738","651.5671","305.2839","7.13303636363636","7.43303636363636","15745"
