"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Number of Scans","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Max Intensity","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Average m/z","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_NAOrn","[M+H]+","1","2","3","4","5","6","7","RT_min","RT_max","Comment"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.13405833333333","9.43405833333333","7587","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.13405833333333","9.43405833333333","7587","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.13405833333333","9.43405833333333","7587","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.13405833333333","9.43405833333333","7587","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.13405833333333","9.43405833333333","7587","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","9.13405833333333","9.43405833333333","7587"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3121333333333","12.6121333333333","8564","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3121333333333","12.6121333333333","8564","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3121333333333","12.6121333333333","8564","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3121333333333","12.6121333333333","8564","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3121333333333","12.6121333333333","8564","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","12.3121333333333","12.6121333333333","8564"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"11.3558361111111","11.6558361111111","8750","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"11.3558361111111","11.6558361111111","8750","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"11.3558361111111","11.6558361111111","8750","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"11.3558361111111","11.6558361111111","8750","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"11.3558361111111","11.6558361111111","8750","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","11.3558361111111","11.6558361111111","8750"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.57913055555556","9.87913055555556","12296","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.57913055555556","9.87913055555556","12296","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.57913055555556","9.87913055555556","12296","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.57913055555556","9.87913055555556","12296","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.57913055555556","9.87913055555556","12296","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","9.57913055555556","9.87913055555556","12296"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.63362083333333","8.93362083333333","13470","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.63362083333333","8.93362083333333","13470","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.63362083333333","8.93362083333333","13470","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.63362083333333","8.93362083333333","13470","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.63362083333333","8.93362083333333","13470","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","8.63362083333333","8.93362083333333","13470"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3441986111111","12.6441986111111","13816","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3441986111111","12.6441986111111","13816","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3441986111111","12.6441986111111","13816","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3441986111111","12.6441986111111","13816","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.3441986111111","12.6441986111111","13816","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","12.3441986111111","12.6441986111111","13816"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.1852","8.4852","14493","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.1852","8.4852","14493","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.1852","8.4852","14493","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.1852","8.4852","14493","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.1852","8.4852","14493","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","8.1852","8.4852","14493"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.12568055555555","9.42568055555555","16891","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.12568055555555","9.42568055555555","16891","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.12568055555555","9.42568055555555","16891","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.12568055555555","9.42568055555555","16891","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.12568055555555","9.42568055555555","16891","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","9.12568055555555","9.42568055555555","16891"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.2455513888889","12.5455513888889","17112","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.2455513888889","12.5455513888889","17112","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.2455513888889","12.5455513888889","17112","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.2455513888889","12.5455513888889","17112","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"12.2455513888889","12.5455513888889","17112","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","12.2455513888889","12.5455513888889","17112"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.09104848484849","7.39104848484849","17173","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.09104848484849","7.39104848484849","17173","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.09104848484849","7.39104848484849","17173","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.09104848484849","7.39104848484849","17173","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.09104848484849","7.39104848484849","17173","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","7.09104848484849","7.39104848484849","17173"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.2363196969697","7.5363196969697","17833","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.2363196969697","7.5363196969697","17833","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.2363196969697","7.5363196969697","17833","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.2363196969697","7.5363196969697","17833","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"7.2363196969697","7.5363196969697","17833","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","7.2363196969697","7.5363196969697","17833"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.28941944444445","8.58941944444445","18831","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.28941944444445","8.58941944444445","18831","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.28941944444445","8.58941944444445","18831","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.28941944444445","8.58941944444445","18831","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"8.28941944444445","8.58941944444445","18831","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","8.28941944444445","8.58941944444445","18831"
"","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.42515606060606","9.72515606060606","19064","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.42515606060606","9.72515606060606","19064","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.42515606060606","9.72515606060606","19064","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.42515606060606","9.72515606060606","19064","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5",0,0,0,0,0,0,0,0,"9.42515606060606","9.72515606060606","19064","","MSDIAL_NAOrn 18:0/19:2;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCCC(=O)NC(CCCN)C(O)=O)\C=C/C\C=C/CCCCCC;BPTJNFBPFPNDNI-XDVGOSGQNA-N;C42H78N2O5","691.59835","115.0866","70.06513","389.3163","133.0972","407.3268","691.5983","275.2369","9.42515606060606","9.72515606060606","19064"
