"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Number of Scans","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Max Intensity","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Average m/z","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+H]+","NL Head","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment"
"","PG(14:0_14:0)+H","0","0","1","1","1","1","1","4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H"," 0.000000","0","4.263561","4.263561"," 4.263561"," 4.263561"," 4.263561","4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H","0","0","1","1","1","1","1","4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H","     0.00","0","81898.52","81898.52","46431.48","57082.63","25302.740","4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H","  0.0000","0","285.2427","285.2427","71.08571","95.08569","123.117","4.09877222222222","4.39877222222222","816","","PG(14:0_14:0)+H","667.45451","496.44861","285.2424","285.2424","71.0856","95.0855","123.1168","4.09877222222222","4.39877222222222","816"
