"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","Cer-NDS(d18:0/23:0)+H","1","1","1","1","1","1","0","11.1802430555556","11.4802430555556","1490","","Cer-NDS(d18:0/23:0)+H","11.35746","11.357460","11.357460","11.357460","11.357460","11.357460","11.35746","11.1802430555556","11.4802430555556","1490","","Cer-NDS(d18:0/23:0)+H","1","1","1","1","1","1","1","11.1802430555556","11.4802430555556","1490","","Cer-NDS(d18:0/23:0)+H"," 78843.5700"," 292982.30"," 11349.74"," 52180.3900"," 20672.6500","  19323.6800"," 608.2300","11.1802430555556","11.4802430555556","1490","","Cer-NDS(d18:0/23:0)+H","638.6458","620.6351","602.6250","284.2952","266.2846","354.3735","254.2847","11.1802430555556","11.4802430555556","1490","","Cer-NDS(d18:0/23:0)+H","638.6446","620.634","602.6234","284.2948","266.2842","354.373","254.2842","11.1802430555556","11.4802430555556","1490"
"","Cer-NDS(d18:0/24:0)+H","1","1","1","1","1","1","1","11.5915416666667","11.8915416666667","784","","Cer-NDS(d18:0/24:0)+H","11.73425","11.734250","11.734250","11.734250","11.734250","11.734250","11.73425","11.5915416666667","11.8915416666667","784","","Cer-NDS(d18:0/24:0)+H","1","1","1","1","1","1","1","11.5915416666667","11.8915416666667","784","","Cer-NDS(d18:0/24:0)+H","199490.4000"," 788380.40"," 30546.16","167359.9000"," 59763.4000","  60728.7000","3079.2170","11.5915416666667","11.8915416666667","784","","Cer-NDS(d18:0/24:0)+H","652.6614","634.6508","616.6405","284.2952","266.2846","368.3893","254.2846","11.5915416666667","11.8915416666667","784","","Cer-NDS(d18:0/24:0)+H","652.6602","634.6497","616.6391","284.2948","266.2842","368.3887","254.2842","11.5915416666667","11.8915416666667","784"
