"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","Cer-NS(d18:1/25:0)+H","1","1","1","1","1","1","1","11.5449138888889","11.8449138888889","712","","Cer-NS(d18:1/25:0)+H","11.82918","11.684380","11.684380","11.829180","11.829180","11.829180","11.829180","11.5449138888889","11.8449138888889","712","","Cer-NS(d18:1/25:0)+H","1","2","2","2","2","2","2","11.5449138888889","11.8449138888889","712","","Cer-NS(d18:1/25:0)+H","   1941.9030"," 424839.7000"," 88524.15","  54320.4200","4.179666e+05","  9079.7240"," 31985.5400","11.5449138888889","11.8449138888889","712","","Cer-NS(d18:1/25:0)+H","664.6602","646.6509","628.6404","282.2796","264.2690","382.4056","252.2690","11.5449138888889","11.8449138888889","712","","Cer-NS(d18:1/25:0)+H","664.6602","646.6497","628.6391","282.2791","264.2686","382.4044","252.2686","11.5449138888889","11.8449138888889","712"
"","Cer-NS(d18:1/25:0)+H","1","1","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer-NS(d18:1/25:0)+H","11.82918","11.829180","11.829180","11.829180","11.829180","11.829180","11.829180","11.7034333333333","12.0034333333333","16549","","Cer-NS(d18:1/25:0)+H","1","1","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer-NS(d18:1/25:0)+H","   1941.9030"," 215676.7000"," 49119.42","  54320.4200","4.179666e+05","  9079.7240"," 31985.5400","11.7034333333333","12.0034333333333","16549","","Cer-NS(d18:1/25:0)+H","664.6602","646.6512","628.6406","282.2798","264.2691","382.4055","252.2691","11.7034333333333","12.0034333333333","16549","","Cer-NS(d18:1/25:0)+H","664.6602","646.6497","628.6391","282.2791","264.2686","382.4044","252.2686","11.7034333333333","12.0034333333333","16549"
"","Cer-NS(d18:2/22:0)+H","0","1","1","1","1","1","1","9.54950555555556","9.84950555555556","1092","","Cer-NS(d18:2/22:0)+H"," 0.00000"," 9.723732"," 9.723732"," 9.723732"," 9.723732"," 9.723732"," 9.723732","9.54950555555556","9.84950555555556","1092","","Cer-NS(d18:2/22:0)+H","0","1","1","1","1","1","1","9.54950555555556","9.84950555555556","1092","","Cer-NS(d18:2/22:0)+H","      0.0000"," 145523.6000"," 35235.78","  45722.5600","3.565298e+05","  8625.9840"," 30975.4800","9.54950555555556","9.84950555555556","1092","","Cer-NS(d18:2/22:0)+H","  0.0000","602.5880","584.5775","280.2638","262.2532","340.3578","250.2532","9.54950555555556","9.84950555555556","1092","","Cer-NS(d18:2/22:0)+H","620.5976","602.587","584.5765","280.2635","262.2529","340.3574","250.2529","9.54950555555556","9.84950555555556","1092"
"","Cer-NS(d18:2/23:0)+H","0","1","1","1","1","1","1","10.0310402777778","10.3310402777778","1142","","Cer-NS(d18:2/23:0)+H"," 0.00000","10.200270","10.200270","10.200270","10.200270","10.200270","10.200270","10.0310402777778","10.3310402777778","1142","","Cer-NS(d18:2/23:0)+H","0","1","1","1","1","1","1","10.0310402777778","10.3310402777778","1142","","Cer-NS(d18:2/23:0)+H","      0.0000"," 170842.6000"," 38676.83","  63282.3900","4.216509e+05","  8709.3910"," 44492.6000","10.0310402777778","10.3310402777778","1142","","Cer-NS(d18:2/23:0)+H","  0.0000","616.6035","598.5928","280.2637","262.2531","354.3734","250.2531","10.0310402777778","10.3310402777778","1142","","Cer-NS(d18:2/23:0)+H","634.6133","616.6027","598.5921","280.2635","262.2529","354.373","250.2529","10.0310402777778","10.3310402777778","1142"
"","Cer-NS(d18:2/24:0)+H","0","1","1","1","1","1","1","10.3596444444444","10.6596444444444","494","","Cer-NS(d18:2/24:0)+H"," 0.00000","10.460250","10.460250","10.579110","10.579110","10.579110","10.579110","10.3596444444444","10.6596444444444","494","","Cer-NS(d18:2/24:0)+H","0","2","2","2","2","1","2","10.3596444444444","10.6596444444444","494","","Cer-NS(d18:2/24:0)+H","      0.0000"," 334557.6000"," 90379.96","  14719.8500","9.295649e+04","  3034.9960","  7073.8840","10.3596444444444","10.6596444444444","494","","Cer-NS(d18:2/24:0)+H","  0.0000","630.6192","612.6087","280.2639","262.2533","368.3890","250.2531","10.3596444444444","10.6596444444444","494","","Cer-NS(d18:2/24:0)+H","648.6289","630.6183","612.6078","280.2635","262.2529","368.3887","250.2529","10.3596444444444","10.6596444444444","494"
"","Cer-NS(d18:2/24:0)+H","0","1","1","0","1","0","1","10.2047847222222","10.5047847222222","4758","","Cer-NS(d18:2/24:0)+H"," 0.00000","10.460250","10.460250","10.460250","10.460250"," 0.000000","10.460250","10.2047847222222","10.5047847222222","4758","","Cer-NS(d18:2/24:0)+H","0","1","1","1","1","0","1","10.2047847222222","10.5047847222222","4758","","Cer-NS(d18:2/24:0)+H","      0.0000"," 334557.6000"," 90379.96","    655.7364","4.446783e+03","     0.0000","  2349.5420","10.2047847222222","10.5047847222222","4758","","Cer-NS(d18:2/24:0)+H","  0.0000","630.6191","612.6087","280.2640","262.2535","  0.0000","250.2531","10.2047847222222","10.5047847222222","4758","","Cer-NS(d18:2/24:0)+H","648.6289","630.6183","612.6078","280.2635","262.2529","368.3887","250.2529","10.2047847222222","10.5047847222222","4758"
"","Cer-NS(d18:2/24:0)+H","1","1","1","1","1","1","1","10.4972958333333","10.7972958333333","9098","","Cer-NS(d18:2/24:0)+H","10.70582","10.705820","10.705820","10.705820","10.705820","10.705820","10.705820","10.4972958333333","10.7972958333333","9098","","Cer-NS(d18:2/24:0)+H","1","2","2","2","2","2","2","10.4972958333333","10.7972958333333","9098","","Cer-NS(d18:2/24:0)+H","   1106.1670"," 394643.0000"," 84226.80"," 121026.0000","8.371412e+05"," 16379.8800"," 67352.0900","10.4972958333333","10.7972958333333","9098","","Cer-NS(d18:2/24:0)+H","648.6307","630.6197","612.6091","280.2640","262.2533","368.3893","250.2533","10.4972958333333","10.7972958333333","9098","","Cer-NS(d18:2/24:0)+H","648.6289","630.6183","612.6078","280.2635","262.2529","368.3887","250.2529","10.4972958333333","10.7972958333333","9098"
"","Cer-NS(d18:2/24:1)+H","0","1","1","1","1","1","1","9.4889875","9.7889875","1340","","Cer-NS(d18:2/24:1)+H"," 0.00000"," 9.655471"," 9.655471"," 9.655471"," 9.655471"," 9.655471"," 9.655471","9.4889875","9.7889875","1340","","Cer-NS(d18:2/24:1)+H","0","1","1","1","1","1","1","9.4889875","9.7889875","1340","","Cer-NS(d18:2/24:1)+H","      0.0000"," 136597.3000"," 35508.75","  36536.3200","2.569300e+05","  1900.2710"," 21563.7400","9.4889875","9.7889875","1340","","Cer-NS(d18:2/24:1)+H","  0.0000","628.6038","610.5933","280.2638","262.2532","366.3737","250.2533","9.4889875","9.7889875","1340","","Cer-NS(d18:2/24:1)+H","646.6133","628.6027","610.5921","280.2635","262.2529","366.373","250.2529","9.4889875","9.7889875","1340"
"","Cer-NS(d19:1/23:0)+H","1","1","1","1","1","1","1","11.3082560606061","11.6082560606061","148","","Cer-NS(d19:1/23:0)+H","11.44406","11.444060","11.444060","11.315320","11.315320","11.315320","11.315320","11.3082560606061","11.6082560606061","148","","Cer-NS(d19:1/23:0)+H","3","3","3","1","3","1","2","11.3082560606061","11.6082560606061","148","","Cer-NS(d19:1/23:0)+H","  15923.2200","2796524.0000","620834.20","  23419.6300","1.706979e+05","  3010.0970"," 11392.8600","11.3082560606061","11.6082560606061","148","","Cer-NS(d19:1/23:0)+H","650.6451","632.6350","614.6246","296.2953","278.2848","354.3736","266.2849","11.3082560606061","11.6082560606061","148","","Cer-NS(d19:1/23:0)+H","650.6446","632.634","614.6234","296.2948","278.2842","354.373","266.2842","11.3082560606061","11.6082560606061","148"
"","Cer-NS(d19:1/23:0)+H","0","1","1","1","1","1","1","11.140325","11.440325","1404","","Cer-NS(d19:1/23:0)+H","11.31532","11.315320","11.315320","11.315320","11.315320","11.315320","11.315320","11.140325","11.440325","1404","","Cer-NS(d19:1/23:0)+H","1","1","1","1","1","1","1","11.140325","11.440325","1404","","Cer-NS(d19:1/23:0)+H","    734.6305"," 227217.7000"," 49396.18","  23419.6300","1.706979e+05","  3010.0970"," 11392.8600","11.140325","11.440325","1404","","Cer-NS(d19:1/23:0)+H","650.6444","632.6354","614.6249","296.2953","278.2847","354.3736","266.2847","11.140325","11.440325","1404","","Cer-NS(d19:1/23:0)+H","650.6446","632.634","614.6234","296.2948","278.2842","354.373","266.2842","11.140325","11.440325","1404"
"","Cer-NS(d19:1/24:0)+H","1","1","1","1","1","1","1","11.5449138888889","11.8449138888889","712","","Cer-NS(d19:1/24:0)+H","11.82918","11.684380","11.684380","11.684380","11.684380","11.684380","11.684380","11.5449138888889","11.8449138888889","712","","Cer-NS(d19:1/24:0)+H","1","2","2","2","2","2","2","11.5449138888889","11.8449138888889","712","","Cer-NS(d19:1/24:0)+H","   1941.9030"," 424839.7000"," 88524.15"," 142441.5000","1.052880e+06"," 20846.6100"," 82409.5300","11.5449138888889","11.8449138888889","712","","Cer-NS(d19:1/24:0)+H","664.6602","646.6509","628.6404","296.2953","278.2847","368.3893","266.2847","11.5449138888889","11.8449138888889","712","","Cer-NS(d19:1/24:0)+H","664.6602","646.6497","628.6391","296.2948","278.2842","368.3887","266.2842","11.5449138888889","11.8449138888889","712"
"","Cer-NS(d19:1/24:0)+H","1","1","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer-NS(d19:1/24:0)+H","11.82918","11.829180","11.829180","11.829180","11.829180","11.829180","11.829180","11.7034333333333","12.0034333333333","16549","","Cer-NS(d19:1/24:0)+H","1","1","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer-NS(d19:1/24:0)+H","   1941.9030"," 215676.7000"," 49119.42","  16759.2500","1.203244e+05","  2336.7670"," 10481.7400","11.7034333333333","12.0034333333333","16549","","Cer-NS(d19:1/24:0)+H","664.6602","646.6512","628.6406","296.2954","278.2848","368.3893","266.2848","11.7034333333333","12.0034333333333","16549","","Cer-NS(d19:1/24:0)+H","664.6602","646.6497","628.6391","296.2948","278.2842","368.3887","266.2842","11.7034333333333","12.0034333333333","16549"
"","Cer-NS(d20:1/22:0)+H","1","1","1","1","1","0","1","11.3082560606061","11.6082560606061","148","","Cer-NS(d20:1/22:0)+H","11.44406","11.444060","11.444060","11.444060","11.444060"," 0.000000","11.444060","11.3082560606061","11.6082560606061","148","","Cer-NS(d20:1/22:0)+H","3","3","3","2","2","0","2","11.3082560606061","11.6082560606061","148","","Cer-NS(d20:1/22:0)+H","  15923.2200","2796524.0000","620834.20","   4964.5840","3.405870e+04","     0.0000","  2694.8030","11.3082560606061","11.6082560606061","148","","Cer-NS(d20:1/22:0)+H","650.6451","632.6350","614.6246","310.3106","292.3001","  0.0000","280.3006","11.3082560606061","11.6082560606061","148","","Cer-NS(d20:1/22:0)+H","650.6446","632.634","614.6234","310.3105","292.2999","340.3574","280.2999","11.3082560606061","11.6082560606061","148"
"","Cer-NS(d20:1/23:0)+H","1","1","1","1","1","0","1","11.5449138888889","11.8449138888889","712","","Cer-NS(d20:1/23:0)+H","11.82918","11.684380","11.684380","11.829180","11.829180"," 0.000000","11.829180","11.5449138888889","11.8449138888889","712","","Cer-NS(d20:1/23:0)+H","1","2","2","1","2","0","1","11.5449138888889","11.8449138888889","712","","Cer-NS(d20:1/23:0)+H","   1941.9030"," 424839.7000"," 88524.15","   3693.7300","3.202836e+04","     0.0000","  2870.3210","11.5449138888889","11.8449138888889","712","","Cer-NS(d20:1/23:0)+H","664.6602","646.6509","628.6404","310.3112","292.3005","  0.0000","280.3005","11.5449138888889","11.8449138888889","712","","Cer-NS(d20:1/23:0)+H","664.6602","646.6497","628.6391","310.3105","292.2999","354.373","280.2999","11.5449138888889","11.8449138888889","712"
"","Cer-NS(d20:1/23:0)+H","1","1","1","1","1","0","1","11.7034333333333","12.0034333333333","16549","","Cer-NS(d20:1/23:0)+H","11.82918","11.829180","11.829180","11.829180","11.829180"," 0.000000","11.829180","11.7034333333333","12.0034333333333","16549","","Cer-NS(d20:1/23:0)+H","1","1","1","1","1","0","1","11.7034333333333","12.0034333333333","16549","","Cer-NS(d20:1/23:0)+H","   1941.9030"," 215676.7000"," 49119.42","   3693.7300","3.202836e+04","     0.0000","  2870.3210","11.7034333333333","12.0034333333333","16549","","Cer-NS(d20:1/23:0)+H","664.6602","646.6512","628.6406","310.3112","292.3004","  0.0000","280.3005","11.7034333333333","12.0034333333333","16549","","Cer-NS(d20:1/23:0)+H","664.6602","646.6497","628.6391","310.3105","292.2999","354.373","280.2999","11.7034333333333","12.0034333333333","16549"
