"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PEG","[M+?]+","fragment 1","fragment 2","RT_min","RT_max","Comment","RT at Max Intensity","PEG","[M+?]+","fragment 1","fragment 2","RT_min","RT_max","Comment","Number of Scans","PEG","[M+?]+","fragment 1","fragment 2","RT_min","RT_max","Comment","Max Intensity","PEG","[M+?]+","fragment 1","fragment 2","RT_min","RT_max","Comment","Average m/z","PEG","[M+?]+","fragment 1","fragment 2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PEG","[M+?]+","fragment 1","fragment 2","RT_min","RT_max","Comment"
"","PEG(n=3_NH4+_CH2=16_DBE=4_(1=O))","0","1","1","0.406216666666667","0.706216666666667","8494","","PEG(n=3_NH4+_CH2=16_DBE=4_(1=O))"," 0.0000000"," 0.4763662"," 0.4763662","0.406216666666667","0.706216666666667","8494","","PEG(n=3_NH4+_CH2=16_DBE=4_(1=O))","0","1","1","0.406216666666667","0.706216666666667","8494","","PEG(n=3_NH4+_CH2=16_DBE=4_(1=O))","0.000000e+00","  2634.8700"," 2867.0480","0.406216666666667","0.706216666666667","8494","","PEG(n=3_NH4+_CH2=16_DBE=4_(1=O))","   0.0000","89.05979","133.0860","0.406216666666667","0.706216666666667","8494","","PEG(n=3_NH4+_CH2=16_DBE=4_(1=O))","398.290","89.0602","133.0859","0.406216666666667","0.706216666666667","8494"
"","PEG(n=7_NH4+_CH2=5_DBE=3_(2-NH3))","0","1","1","1.40906944444444","1.70906944444444","514","","PEG(n=7_NH4+_CH2=5_DBE=3_(2-NH3))"," 0.0000000"," 1.6128840"," 1.6128840","1.40906944444444","1.70906944444444","514","","PEG(n=7_NH4+_CH2=5_DBE=3_(2-NH3))","0","1","1","1.40906944444444","1.70906944444444","514","","PEG(n=7_NH4+_CH2=5_DBE=3_(2-NH3))","0.000000e+00","  6667.0360"," 4575.7920","1.40906944444444","1.70906944444444","514","","PEG(n=7_NH4+_CH2=5_DBE=3_(2-NH3))","   0.0000","89.05988","133.0861","1.40906944444444","1.70906944444444","514","","PEG(n=7_NH4+_CH2=5_DBE=3_(2-NH3))","408.307","89.0602","133.0859","1.40906944444444","1.70906944444444","514"
"","PEG(n=3_NH4+_CH2=18_DBE=6_)","1","1","1","1.40906944444444","1.70906944444444","514","","PEG(n=3_NH4+_CH2=18_DBE=6_)"," 1.6128840"," 1.6128840"," 1.6128840","1.40906944444444","1.70906944444444","514","","PEG(n=3_NH4+_CH2=18_DBE=6_)","1","1","1","1.40906944444444","1.70906944444444","514","","PEG(n=3_NH4+_CH2=18_DBE=6_)","1.773168e+03","  6667.0360"," 4575.7920","1.40906944444444","1.70906944444444","514","","PEG(n=3_NH4+_CH2=18_DBE=6_)"," 408.3097","89.05988","133.0861","1.40906944444444","1.70906944444444","514","","PEG(n=3_NH4+_CH2=18_DBE=6_)","408.310","89.0602","133.0859","1.40906944444444","1.70906944444444","514"
"","PEG(n=3_NH4+_CH2=16_DBE=0_(1-OH))","0","1","1","1.37455694444444","1.67455694444444","2987","","PEG(n=3_NH4+_CH2=16_DBE=0_(1-OH))"," 1.6128840"," 1.6128840"," 1.6128840","1.37455694444444","1.67455694444444","2987","","PEG(n=3_NH4+_CH2=16_DBE=0_(1-OH))","1","1","1","1.37455694444444","1.67455694444444","2987","","PEG(n=3_NH4+_CH2=16_DBE=0_(1-OH))","3.991068e+02","  6667.0360"," 4575.7920","1.37455694444444","1.67455694444444","2987","","PEG(n=3_NH4+_CH2=16_DBE=0_(1-OH))"," 408.3664","89.05988","133.0861","1.37455694444444","1.67455694444444","2987","","PEG(n=3_NH4+_CH2=16_DBE=0_(1-OH))","408.368","89.0602","133.0859","1.37455694444444","1.67455694444444","2987"
"","PEG(n=3_NH4+_CH2=19_DBE=5_)","1","1","1","0.531104166666667","0.831104166666667","433","","PEG(n=3_NH4+_CH2=19_DBE=5_)"," 0.7041369"," 0.7041369"," 0.7041369","0.531104166666667","0.831104166666667","433","","PEG(n=3_NH4+_CH2=19_DBE=5_)","1","1","1","0.531104166666667","0.831104166666667","433","","PEG(n=3_NH4+_CH2=19_DBE=5_)","1.949175e+06","  1832.9380"," 2383.4730","0.531104166666667","0.831104166666667","433","","PEG(n=3_NH4+_CH2=19_DBE=5_)"," 424.3427","89.05984","133.0862","0.531104166666667","0.831104166666667","433","","PEG(n=3_NH4+_CH2=19_DBE=5_)","424.342","89.0602","133.0859","0.531104166666667","0.831104166666667","433"
"","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0","1","1","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))"," 0.0000000"," 0.7041369"," 0.7041369","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0","1","1","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0.000000e+00","  1832.9380"," 2383.4730","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","   0.0000","89.05984","133.0862","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","424.363","89.0602","133.0859","0.622733333333333","0.922733333333333","2501"
"","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0","1","1","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))"," 0.0000000"," 0.7041369"," 0.7041369","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0","1","1","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0.000000e+00","  1832.9380"," 2383.4730","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","   0.0000","89.05984","133.0862","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","424.363","89.0602","133.0859","0.652773611111111","0.952773611111111","9640"
"","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0","1","1","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))"," 0.0000000"," 3.6532480"," 3.6532480","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0","1","1","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","0.000000e+00","  1163.9990"," 1369.8720","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","   0.0000","89.05986","133.0860","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=16_DBE=0_(2-OH))","424.363","89.0602","133.0859","3.593925","3.893925","9763"
"","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0","1","1","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))"," 0.0000000"," 0.7041369"," 0.7041369","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0","1","1","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0.000000e+00","  1832.9380"," 2383.4730","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","   0.0000","89.05984","133.0862","0.622733333333333","0.922733333333333","2501","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","424.365","89.0602","133.0859","0.622733333333333","0.922733333333333","2501"
"","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0","1","1","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))"," 0.0000000"," 0.7041369"," 0.7041369","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0","1","1","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0.000000e+00","  1832.9380"," 2383.4730","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","   0.0000","89.05984","133.0862","0.652773611111111","0.952773611111111","9640","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","424.365","89.0602","133.0859","0.652773611111111","0.952773611111111","9640"
"","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0","1","1","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))"," 0.0000000"," 3.6532480"," 3.6532480","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0","1","1","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","0.000000e+00","  1163.9990"," 1369.8720","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","   0.0000","89.05986","133.0860","3.593925","3.893925","9763","","PEG(n=3_NH4+_CH2=19_DBE=5_(1-NH3))","424.365","89.0602","133.0859","3.593925","3.893925","9763"
"","PEG(n=3_NH4+_CH2=19_DBE=4_)","1","1","1","0.746168055555556","1.04616805555556","638","","PEG(n=3_NH4+_CH2=19_DBE=4_)"," 0.8888459"," 1.0283860"," 1.0283860","0.746168055555556","1.04616805555556","638","","PEG(n=3_NH4+_CH2=19_DBE=4_)","2","1","1","0.746168055555556","1.04616805555556","638","","PEG(n=3_NH4+_CH2=19_DBE=4_)","1.107602e+06","  2692.7500"," 1934.1550","0.746168055555556","1.04616805555556","638","","PEG(n=3_NH4+_CH2=19_DBE=4_)"," 426.3582","89.05984","133.0862","0.746168055555556","1.04616805555556","638","","PEG(n=3_NH4+_CH2=19_DBE=4_)","426.357","89.0602","133.0859","0.746168055555556","1.04616805555556","638"
"","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","1","1","1","0.158768055555556","0.458768055555556","550","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))"," 0.4211976"," 0.4211976"," 0.4211976","0.158768055555556","0.458768055555556","550","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","1","1","1","0.158768055555556","0.458768055555556","550","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","3.034473e+03"," 21747.8600","31850.6000","0.158768055555556","0.458768055555556","550","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))"," 432.2805","89.05977","133.0860","0.158768055555556","0.458768055555556","550","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","432.280","89.0602","133.0859","0.158768055555556","0.458768055555556","550"
"","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","1","1","1","0.346266666666667","0.646266666666667","6498","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))"," 0.4211976"," 0.4211976"," 0.4211976","0.346266666666667","0.646266666666667","6498","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","1","1","2","0.346266666666667","0.646266666666667","6498","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","3.034473e+03"," 21747.8600","31850.6000","0.346266666666667","0.646266666666667","6498","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))"," 432.2805","89.05977","133.0860","0.346266666666667","0.646266666666667","6498","","PEG(n=5_NH4+_CH2=8_DBE=0_(4-OH))","432.280","89.0602","133.0859","0.346266666666667","0.646266666666667","6498"
"","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","1","1","1","0.158768055555556","0.458768055555556","550","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))"," 0.4211976"," 0.4211976"," 0.4211976","0.158768055555556","0.458768055555556","550","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","1","1","1","0.158768055555556","0.458768055555556","550","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","3.034473e+03"," 21747.8600","31850.6000","0.158768055555556","0.458768055555556","550","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))"," 432.2805","89.05977","133.0860","0.158768055555556","0.458768055555556","550","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","432.281","89.0602","133.0859","0.158768055555556","0.458768055555556","550"
"","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","1","1","1","0.346266666666667","0.646266666666667","6498","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))"," 0.4211976"," 0.4211976"," 0.4211976","0.346266666666667","0.646266666666667","6498","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","1","1","2","0.346266666666667","0.646266666666667","6498","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","3.034473e+03"," 21747.8600","31850.6000","0.346266666666667","0.646266666666667","6498","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))"," 432.2805","89.05977","133.0860","0.346266666666667","0.646266666666667","6498","","PEG(n=6_NH4+_CH2=6_DBE=0_(3-OH))","432.281","89.0602","133.0859","0.346266666666667","0.646266666666667","6498"
"","PEG(n=3_NH4+_CH2=18_DBE=0_(1-OH))","0","1","1","2.03772083333333","2.33772083333333","13619","","PEG(n=3_NH4+_CH2=18_DBE=0_(1-OH))"," 2.0719280"," 2.2046490"," 2.2046490","2.03772083333333","2.33772083333333","13619","","PEG(n=3_NH4+_CH2=18_DBE=0_(1-OH))","1","3","3","2.03772083333333","2.33772083333333","13619","","PEG(n=3_NH4+_CH2=18_DBE=0_(1-OH))","5.358870e+02","  5809.0110"," 3194.2800","2.03772083333333","2.33772083333333","13619","","PEG(n=3_NH4+_CH2=18_DBE=0_(1-OH))"," 436.4002","89.05980","133.0861","2.03772083333333","2.33772083333333","13619","","PEG(n=3_NH4+_CH2=18_DBE=0_(1-OH))","436.399","89.0602","133.0859","2.03772083333333","2.33772083333333","13619"
"","PEG(n=5_NH4+_CH2=13_DBE=6_(2=O))","0","1","1","12.3069347222222","12.6069347222222","7247","","PEG(n=5_NH4+_CH2=13_DBE=6_(2=O))"," 0.0000000","12.5542100","12.4105100","12.3069347222222","12.6069347222222","7247","","PEG(n=5_NH4+_CH2=13_DBE=6_(2=O))","0","2","2","12.3069347222222","12.6069347222222","7247","","PEG(n=5_NH4+_CH2=13_DBE=6_(2=O))","0.000000e+00","  1893.3680"," 2168.9230","12.3069347222222","12.6069347222222","7247","","PEG(n=5_NH4+_CH2=13_DBE=6_(2=O))","   0.0000","89.05987","133.0862","12.3069347222222","12.6069347222222","7247","","PEG(n=5_NH4+_CH2=13_DBE=6_(2=O))","454.243","89.0602","133.0859","12.3069347222222","12.6069347222222","7247"
"","PEG(n=4_Na+_CH2=17_DBE=3_(1=O))","1","1","1","0.655901388888889","0.955901388888889","11508","","PEG(n=4_Na+_CH2=17_DBE=3_(1=O))"," 0.7552618"," 0.9044131"," 0.7552618","0.655901388888889","0.955901388888889","11508","","PEG(n=4_Na+_CH2=17_DBE=3_(1=O))","2","1","2","0.655901388888889","0.955901388888889","11508","","PEG(n=4_Na+_CH2=17_DBE=3_(1=O))","8.678410e+04","  1499.4420"," 2920.6120","0.655901388888889","0.955901388888889","11508","","PEG(n=4_Na+_CH2=17_DBE=3_(1=O))"," 463.3034","89.05978","133.0861","0.655901388888889","0.955901388888889","11508","","PEG(n=4_Na+_CH2=17_DBE=3_(1=O))","463.303","89.0602","133.0859","0.655901388888889","0.955901388888889","11508"
"","PEG(n=4_H+_CH2=19_DBE=6_(1=O))","1","1","1","0.655901388888889","0.955901388888889","11508","","PEG(n=4_H+_CH2=19_DBE=6_(1=O))"," 0.7552618"," 0.9044131"," 0.7552618","0.655901388888889","0.955901388888889","11508","","PEG(n=4_H+_CH2=19_DBE=6_(1=O))","2","1","2","0.655901388888889","0.955901388888889","11508","","PEG(n=4_H+_CH2=19_DBE=6_(1=O))","8.678410e+04","  1499.4420"," 2920.6120","0.655901388888889","0.955901388888889","11508","","PEG(n=4_H+_CH2=19_DBE=6_(1=O))"," 463.3034","89.05978","133.0861","0.655901388888889","0.955901388888889","11508","","PEG(n=4_H+_CH2=19_DBE=6_(1=O))","463.305","89.0602","133.0859","0.655901388888889","0.955901388888889","11508"
"","PEG(n=3_NH4+_CH2=19_DBE=0_(2-OH))","0","1","1","1.63033055555556","1.93033055555556","3347","","PEG(n=3_NH4+_CH2=19_DBE=0_(2-OH))"," 0.0000000"," 1.7114280"," 1.7114280","1.63033055555556","1.93033055555556","3347","","PEG(n=3_NH4+_CH2=19_DBE=0_(2-OH))","0","1","1","1.63033055555556","1.93033055555556","3347","","PEG(n=3_NH4+_CH2=19_DBE=0_(2-OH))","0.000000e+00","  5975.7440"," 8613.5770","1.63033055555556","1.93033055555556","3347","","PEG(n=3_NH4+_CH2=19_DBE=0_(2-OH))","   0.0000","89.05980","133.0861","1.63033055555556","1.93033055555556","3347","","PEG(n=3_NH4+_CH2=19_DBE=0_(2-OH))","466.410","89.0602","133.0859","1.63033055555556","1.93033055555556","3347"
"","PEG(n=4_NH4+_CH2=15_DBE=0_(4-OH))","1","1","1","0.155836111111111","0.455836111111111","1449","","PEG(n=4_NH4+_CH2=15_DBE=0_(4-OH))"," 0.3470930"," 0.3470930"," 0.3470930","0.155836111111111","0.455836111111111","1449","","PEG(n=4_NH4+_CH2=15_DBE=0_(4-OH))","1","1","1","0.155836111111111","0.455836111111111","1449","","PEG(n=4_NH4+_CH2=15_DBE=0_(4-OH))","8.493486e+04"," 24288.1700","25110.1400","0.155836111111111","0.455836111111111","1449","","PEG(n=4_NH4+_CH2=15_DBE=0_(4-OH))"," 486.3626","89.05983","133.0861","0.155836111111111","0.455836111111111","1449","","PEG(n=4_NH4+_CH2=15_DBE=0_(4-OH))","486.363","89.0602","133.0859","0.155836111111111","0.455836111111111","1449"
"","PEG(n=3_NH4+_CH2=19_DBE=5_(4-OH))","1","1","1","0.450670833333333","0.750670833333333","1055","","PEG(n=3_NH4+_CH2=19_DBE=5_(4-OH))"," 0.6279176"," 0.6279176"," 0.6279176","0.450670833333333","0.750670833333333","1055","","PEG(n=3_NH4+_CH2=19_DBE=5_(4-OH))","1","1","1","0.450670833333333","0.750670833333333","1055","","PEG(n=3_NH4+_CH2=19_DBE=5_(4-OH))","9.025836e+03","  4276.1700"," 5882.7370","0.450670833333333","0.750670833333333","1055","","PEG(n=3_NH4+_CH2=19_DBE=5_(4-OH))"," 488.3231","89.05988","133.0861","0.450670833333333","0.750670833333333","1055","","PEG(n=3_NH4+_CH2=19_DBE=5_(4-OH))","488.321","89.0602","133.0859","0.450670833333333","0.750670833333333","1055"
