"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","RT at Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Number of Scans","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Average m/z","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment"
"","OxCL(16:0_18:2(OH)_18:1_18:2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:2(OH)_18:1_18:2)-2H",5.740896,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:2(OH)_18:1_18:2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:2(OH)_18:1_18:2)-2H",182553.7,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:2(OH)_18:1_18:2)-2H",720.4832,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:2(OH)_18:1_18:2)-2H","720.4841","601.369925","462.257705","588.362095","457.247335","391.2254","431.22032","417.24106","415.2254","255.23281","295.22773","281.24847","279.23281","5.56829242424242","5.86829242424242","190"
"","OxCL(16:0_18:2(OH)_18:2_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2_18:3(OOH)2)-2H","750.45828","631.344105","492.231885","619.344105","457.247335","391.2254","431.22032","415.2254","441.16828","255.23281","295.22773","279.23281","305.17569","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OH)_18:2(OOH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)_18:3(OOH))-2H","750.45828","631.344105","492.231885","603.349185","457.247335","391.2254","431.22032","429.20467","427.18901","255.23281","295.22773","293.21208","291.19642","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OH)_18:2(OOH)2_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)2_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)2_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)2_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)2_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OH)_18:2(OOH)2_18:3)-2H","750.45828","631.344105","492.231885","587.354265","457.247335","391.2254","431.22032","443.18394","413.20974","255.23281","295.22773","307.19135","277.21715","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)_16:1(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OH)_20:4(OOH))-2H","750.45828","631.344105","484.234425","624.354475","465.244795","391.2254","429.20467","405.20466","453.20467","255.23281","293.21208","269.21207","317.21208","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_16:1(OOH)_20:4(OH))-2H","750.45828","631.344105","484.234425","616.357015","465.244795","391.2254","429.20467","403.18901","455.22032","255.23281","293.21208","267.19642","319.22773","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OH)_18:3(OOH))-2H","750.45828","631.344105","484.234425","611.346645","465.244795","391.2254","429.20467","431.22032","427.18901","255.23281","293.21208","295.22773","291.19642","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)_18:2(OOH)_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OOH)_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OOH)_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OOH)_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OOH)_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)_18:2(OOH)_18:3(OH))-2H","750.45828","631.344105","484.234425","603.349185","465.244795","391.2254","429.20467","429.20467","429.20466","255.23281","293.21208","293.21208","293.21207","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)2_16:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1_20:4(OH))-2H","750.45828","631.344105","468.239505","632.351935","481.239715","391.2254","443.18394","389.20974","455.22032","255.23281","307.19135","253.21715","319.22773","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)2_16:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_16:1(OH)_20:4)-2H","750.45828","631.344105","468.239505","624.354475","481.239715","391.2254","443.18394","405.20466","439.2254","255.23281","307.19135","269.21207","303.23281","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)2_18:2_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2_18:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2_18:3(OH))-2H","750.45828","631.344105","468.239505","619.344105","481.239715","391.2254","443.18394","415.2254","429.20466","255.23281","307.19135","279.23281","293.21207","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:2(OOH)2_18:2(OH)_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2(OH)_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2(OH)_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2(OH)_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2(OH)_18:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:2(OOH)2_18:2(OH)_18:3)-2H","750.45828","631.344105","468.239505","611.346645","481.239715","391.2254","443.18394","431.22032","413.20974","255.23281","307.19135","295.22773","277.21715","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:3_16:1(OH)_18:3(OOH)2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3_16:1(OH)_18:3(OOH)2)-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3_16:1(OH)_18:3(OOH)2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3_16:1(OH)_18:3(OOH)2)-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3_16:1(OH)_18:3(OOH)2)-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3_16:1(OH)_18:3(OOH)2)-2H","736.44262","617.328445","487.221515","610.338815","448.242045","391.2254","413.20974","405.20466","441.16828","255.23281","277.21715","269.21207","305.17569","3.77912272727273","4.07912272727273","310"
"","OxCL(16:0_18:3_16:1(OH)_20:1)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_16:1(OH)_20:1)-2H",5.740896,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_16:1(OH)_20:1)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_16:1(OH)_20:1)-2H",182553.7,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_16:1(OH)_20:1)-2H",720.4832,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_16:1(OH)_20:1)-2H","720.4841","601.369925","471.262995","594.380295","448.242045","391.2254","413.20974","405.20466","445.27238","255.23281","277.21715","269.21207","309.27979","5.56829242424242","5.86829242424242","190"
"","OxCL(16:0_18:3_16:1(OH)_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_16:1(OH)_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_16:1(OH)_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_16:1(OH)_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_16:1(OH)_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_16:1(OH)_20:3(OOH)2)-2H","750.45828","631.344105","501.237175","624.354475","448.242045","391.2254","413.20974","405.20466","469.1996","255.23281","277.21715","269.21207","333.20701","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:3_18:1_18:1(OH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_18:1_18:1(OH))-2H",5.740896,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_18:1_18:1(OH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_18:1_18:1(OH))-2H",182553.7,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_18:1_18:1(OH))-2H",720.4832,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3_18:1_18:1(OH))-2H","720.4841","601.369925","471.262995","588.362095","448.242045","391.2254","413.20974","417.24106","433.23598","255.23281","277.21715","281.24847","297.24339","5.56829242424242","5.86829242424242","190"
"","OxCL(16:0_18:3_18:1(OH)_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:1(OH)_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:1(OH)_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:1(OH)_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:1(OH)_18:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:1(OH)_18:3(OOH)2)-2H","750.45828","631.344105","501.237175","610.338815","448.242045","391.2254","413.20974","433.23598","441.16828","255.23281","277.21715","297.24339","305.17569","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:3_18:2(OH)_18:2(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:2(OH)_18:2(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:2(OH)_18:2(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:2(OH)_18:2(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:2(OH)_18:2(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3_18:2(OH)_18:2(OOH)2)-2H","750.45828","631.344105","501.237175","611.346645","448.242045","391.2254","413.20974","431.22032","443.18394","255.23281","277.21715","295.22773","307.19135","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:3(OH)_16:0_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:0_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:0_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:0_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:0_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:0_20:4(OOH)2)-2H","750.45828","631.344105","493.239715","631.344105","456.239505","391.2254","429.20466","391.2254","467.18394","255.23281","293.21207","255.23281","331.19135","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:3(OH)_16:1_18:3(OOH)2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1_18:3(OOH)2)-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1_18:3(OOH)2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1_18:3(OOH)2)-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1_18:3(OOH)2)-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1_18:3(OOH)2)-2H","736.44262","617.328445","479.224055","618.336275","456.239505","391.2254","429.20466","389.20974","441.16828","255.23281","293.21207","253.21715","305.17569","3.77912272727273","4.07912272727273","310"
"","OxCL(16:0_18:3(OH)_16:1_20:1)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3(OH)_16:1_20:1)-2H",5.740896,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3(OH)_16:1_20:1)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3(OH)_16:1_20:1)-2H",182553.7,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3(OH)_16:1_20:1)-2H",720.4832,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:3(OH)_16:1_20:1)-2H","720.4841","601.369925","463.265535","602.377755","456.239505","391.2254","429.20466","389.20974","445.27238","255.23281","293.21207","253.21715","309.27979","5.56829242424242","5.86829242424242","190"
"","OxCL(16:0_18:3(OH)_16:1_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1_20:3(OOH)2)-2H","750.45828","631.344105","493.239715","632.351935","456.239505","391.2254","429.20466","389.20974","469.1996","255.23281","293.21207","253.21715","333.20701","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:3(OH)_16:1(OOH)_18:3(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1(OOH)_18:3(OOH))-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1(OOH)_18:3(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1(OOH)_18:3(OOH))-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1(OOH)_18:3(OOH))-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_18:3(OH)_16:1(OOH)_18:3(OOH))-2H","736.44262","617.328445","479.224055","602.341355","456.239505","391.2254","429.20466","403.18901","427.18901","255.23281","293.21207","267.19642","291.19642","3.77912272727273","4.07912272727273","310"
"","OxCL(16:0_18:3(OH)_16:1(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_18:3(OH)_16:1(OOH)_20:3(OOH))-2H","750.45828","631.344105","493.239715","616.357015","456.239505","391.2254","429.20466","403.18901","455.22033","255.23281","293.21207","267.19642","319.22774","4.23709393939394","4.53709393939394","1287"
