"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","RT at Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Number of Scans","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Average m/z","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment"
"","OxCL(20:1_22:5_22:5_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5_22:6(OH))-2H","820.51542","674.377755","518.255165","664.393415","501.281195","445.27238","465.24106","465.24106","479.22032","309.27979","329.24847","329.24847","343.22773","5.43825606060606","5.73825606060606","894"
"","OxCL(20:1_22:5_22:5(OH)_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5(OH)_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5(OH)_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5(OH)_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5(OH)_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5_22:5(OH)_22:6)-2H","820.51542","674.377755","518.255165","656.395955","501.281195","445.27238","465.24106","481.23598","463.2254","309.27979","329.24847","345.24339","327.23281","5.43825606060606","5.73825606060606","894"
"","OxCL(20:1_22:5(OH)_20:1_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OH)_20:1_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OH)_20:1_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OH)_20:1_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OH)_20:1_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OH)_20:1_22:6(OOH)2)-2H","842.52092","696.383255","532.263205","696.383255","509.278655","445.27238","481.23598","445.27238","491.18394","309.27979","345.24339","309.27979","355.19135","4.99785303030303","5.29785303030303","1793"
"","OxCL(20:1_22:5(OH)_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:5(OH)_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:5(OH)_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:5(OH)_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:5(OH)_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:5(OH)_20:3_20:4)-2H","796.51542","650.377755","486.257705","652.393415","509.278655","445.27238","481.23598","441.24106","439.2254","309.27979","345.24339","305.24847","303.23281","5.74913636363636","6.04913636363636","976"
"","OxCL(20:1_22:5(OH)_22:5_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5(OH)_22:5_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5(OH)_22:5_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5(OH)_22:5_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5(OH)_22:5_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:5(OH)_22:5_22:6)-2H","820.51542","674.377755","510.257705","664.393415","509.278655","445.27238","481.23598","465.24106","463.2254","309.27979","345.24339","329.24847","327.23281","5.43825606060606","5.73825606060606","894"
"","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:3(OH))-2H","842.52092","696.383255","524.265745","683.411825","517.276115","445.27238","479.22033","453.20467","485.2673","309.27979","343.22774","317.21208","349.27471","4.99785303030303","5.29785303030303","1793"
"","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)_22:6(OOH)2)-2H","863.48981","717.352145","545.234635","704.380715","517.276115","445.27238","479.22033","453.20467","491.18394","309.27979","343.22774","317.21208","355.19135","0.231295454545454","0.531295454545454","3973"
"","OxCL(20:1_22:5(OOH)_20:4(OOH)2_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)2_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)2_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)2_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)2_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)_20:4(OOH)2_22:6(OOH))-2H","863.48981","717.352145","545.234635","688.385795","517.276115","445.27238","479.22033","467.18394","477.20467","309.27979","343.22774","331.19135","341.21208","0.231295454545454","0.531295454545454","3973"
"","OxCL(20:1_22:5(OOH)2_20:1_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:1_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:1_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:1_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:1_22:6(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:1_22:6(OH))-2H","842.52092","696.383255","508.270825","696.383255","533.271035","445.27238","493.1996","445.27238","479.22032","309.27979","357.20701","309.27979","343.22773","4.99785303030303","5.29785303030303","1793"
"","OxCL(20:1_22:5(OOH)2_20:4_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:4_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:4_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:4_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:4_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:5(OOH)2_20:4_22:3(OH))-2H","842.52092","696.383255","508.270825","699.406745","533.271035","445.27238","493.1996","439.2254","485.2673","309.27979","357.20701","303.23281","349.27471","4.99785303030303","5.29785303030303","1793"
"","OxCL(20:1_22:5(OOH)2_20:4_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4_22:6(OOH)2)-2H","863.48981","717.352145","529.239715","720.375635","533.271035","445.27238","493.1996","439.2254","491.18394","309.27979","357.20701","303.23281","355.19135","0.231295454545454","0.531295454545454","3973"
"","OxCL(20:1_22:5(OOH)2_20:4(OOH)_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)_22:6(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)_22:6(OOH))-2H","863.48981","717.352145","529.239715","704.380715","533.271035","445.27238","493.1996","453.20467","477.20467","309.27979","357.20701","317.21208","341.21208","0.231295454545454","0.531295454545454","3973"
"","OxCL(20:1_22:5(OOH)2_20:4(OOH)2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:5(OOH)2_20:4(OOH)2_22:6)-2H","863.48981","717.352145","529.239715","688.385795","533.271035","445.27238","493.1996","467.18394","463.2254","309.27979","357.20701","331.19135","327.23281","0.231295454545454","0.531295454545454","3973"
"","OxCL(20:1_22:6_20:3_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6_20:3_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6_20:3_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6_20:3_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6_20:3_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6_20:3_20:3(OH))-2H","796.51542","650.377755","495.262995","652.393415","500.273365","445.27238","463.2254","441.24106","457.23598","309.27979","327.23281","305.24847","321.24339","5.74913636363636","6.04913636363636","976"
"","OxCL(20:1_22:6_20:3(OOH)2_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6_20:3(OOH)2_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6_20:3(OOH)2_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6_20:3(OOH)2_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6_20:3(OOH)2_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6_20:3(OOH)2_22:3(OH))-2H","842.52092","696.383255","541.268495","666.409075","500.273365","445.27238","463.2254","469.1996","485.2673","309.27979","327.23281","333.20701","349.27471","4.99785303030303","5.29785303030303","1793"
"","OxCL(20:1_22:6_20:3(OOH)2_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:3(OOH)2_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:3(OOH)2_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:3(OOH)2_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:3(OOH)2_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:3(OOH)2_22:6(OOH)2)-2H","863.48981","717.352145","562.237385","687.377965","500.273365","445.27238","463.2254","469.1996","491.18394","309.27979","327.23281","333.20701","355.19135","0.231295454545454","0.531295454545454","3973"
"","OxCL(20:1_22:6_20:4(OOH)2_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:4(OOH)2_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:4(OOH)2_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:4(OOH)2_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:4(OOH)2_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6_20:4(OOH)2_22:5(OOH)2)-2H","863.48981","717.352145","562.237385","688.385795","500.273365","445.27238","463.2254","467.18394","493.1996","309.27979","327.23281","331.19135","357.20701","0.231295454545454","0.531295454545454","3973"
"","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H","822.53108","676.393415","521.278655","656.395955","500.273365","445.27238","463.2254","485.2673","465.24106","309.27979","327.23281","349.27471","329.24847","5.82562272727273","6.12562272727273","1568"
"","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxCL(20:1_22:6_22:3(OH)_22:5)-2H","822.53108","676.393415","521.278655","656.395955","500.273365","445.27238","463.2254","485.2673","465.24106","309.27979","327.23281","349.27471","329.24847","4.00810151515151","4.30810151515151","3225"
"","OxCL(20:1_22:6_22:5_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6_22:5_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6_22:5_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6_22:5_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6_22:5_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6_22:5_22:5(OH))-2H","820.51542","674.377755","519.262995","664.393415","500.273365","445.27238","463.2254","465.24106","481.23598","309.27979","327.23281","329.24847","345.24339","5.43825606060606","5.73825606060606","894"
"","OxCL(20:1_22:6(OH)_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6(OH)_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6(OH)_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6(OH)_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6(OH)_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxCL(20:1_22:6(OH)_20:3_20:3)-2H","796.51542","650.377755","487.265535","652.393415","508.270825","445.27238","479.22032","441.24106","441.24106","309.27979","343.22773","305.24847","305.24847","5.74913636363636","6.04913636363636","976"
"","OxCL(20:1_22:6(OH)_22:5_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6(OH)_22:5_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6(OH)_22:5_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6(OH)_22:5_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6(OH)_22:5_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxCL(20:1_22:6(OH)_22:5_22:5)-2H","820.51542","674.377755","511.265535","664.393415","508.270825","445.27238","479.22032","465.24106","465.24106","309.27979","343.22773","329.24847","329.24847","5.43825606060606","5.73825606060606","894"
"","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:3(OH))-2H","842.52092","696.383255","525.273575","682.403995","516.268285","445.27238","477.20467","455.22033","485.2673","309.27979","341.21208","319.22774","349.27471","4.99785303030303","5.29785303030303","1793"
"","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.231295454545454","0.531295454545454","3973","","OxCL(20:1_22:6(OOH)_20:3(OOH)_22:6(OOH)2)-2H","863.48981","717.352145","546.242465","703.372885","516.268285","445.27238","477.20467","455.22033","491.18394","309.27979","341.21208","319.22774","355.19135","0.231295454545454","0.531295454545454","3973"
