"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","HexCer-AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[C6H12O6-H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","HexCer-AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[C6H12O6-H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","HexCer-AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[C6H12O6-H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","HexCer-AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[C6H12O6-H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","HexCer-AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[C6H12O6-H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","HexCer-AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[C6H12O6-H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:0/26:2)-H","854.6721","692.6193","462.3942","432.3836","407.3531","179.0556","361.3476","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:0/26:2)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:0/26:2)-H","854.6721","692.6193","462.3942","432.3836","407.3531","179.0556","361.3476","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t17:1/24:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t17:1/24:0)-H",0,0,0,0,0,9.738637,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t17:1/24:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t17:1/24:0)-H",0,0,0,0,0,4363.335,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t17:1/24:0)-H",0,0,0,0,0,179.0563,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t17:1/24:0)-H","828.6565","666.6036","438.3942","408.3836","383.3531","179.0556","337.3476","9.57360303030303","9.87360303030303","520"
"","HexCer-AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t17:1/25:0)-H","842.6721","680.6193","452.4099","422.3993","397.3687","179.0556","351.3633","10.0420727272727","10.3420727272727","692"
"","HexCer-AP(t17:1/26:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t17:1/26:0)-H",0,0,0,0,0,10.65975,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t17:1/26:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t17:1/26:0)-H",0,0,0,0,0,11269.56,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t17:1/26:0)-H",0,0,0,0,0,179.0562,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t17:1/26:0)-H","856.6878","694.6349","466.4255","436.4149","411.3844","179.0556","365.3789","10.4955393939394","10.7955393939394","349"
"","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:1/26:1)-H","854.6721","692.6193","464.4099","434.3993","409.3687","179.0556","363.3633","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:1/26:1)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:1/26:1)-H","854.6721","692.6193","464.4099","434.3993","409.3687","179.0556","363.3633","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t17:2/26:0)-H","854.6721","692.6193","466.4255","436.4149","411.3844","179.0556","365.3789","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:2/26:0)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t17:2/26:0)-H","854.6721","692.6193","466.4255","436.4149","411.3844","179.0556","365.3789","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t18:0/23:1)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:0/23:1)-H",0,0,0,0,0,9.738637,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:0/23:1)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:0/23:1)-H",0,0,0,0,0,4363.335,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:0/23:1)-H",0,0,0,0,0,179.0563,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:0/23:1)-H","828.6565","666.6036","422.3629","392.3523","367.3218","179.0556","321.3163","9.57360303030303","9.87360303030303","520"
"","HexCer-AP(t18:0/24:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:0/24:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:0/24:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:0/24:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:0/24:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:0/24:1)-H","842.6721","680.6193","436.3785","406.368","381.3374","179.0556","335.3319","10.0420727272727","10.3420727272727","692"
"","HexCer-AP(t18:0/25:1)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:0/25:1)-H",0,0,0,0,0,10.65975,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:0/25:1)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:0/25:1)-H",0,0,0,0,0,11269.56,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:0/25:1)-H",0,0,0,0,0,179.0562,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:0/25:1)-H","856.6878","694.6349","450.3942","420.3836","395.3531","179.0556","349.3476","10.4955393939394","10.7955393939394","349"
"","HexCer-AP(t18:1/23:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:1/23:0)-H",0,0,0,0,0,9.738637,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:1/23:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:1/23:0)-H",0,0,0,0,0,4363.335,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:1/23:0)-H",0,0,0,0,0,179.0563,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t18:1/23:0)-H","828.6565","666.6036","424.3785","394.368","369.3374","179.0556","323.3319","9.57360303030303","9.87360303030303","520"
"","HexCer-AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t18:1/24:0)-H","842.6721","680.6193","438.3942","408.3836","383.3531","179.0556","337.3476","10.0420727272727","10.3420727272727","692"
"","HexCer-AP(t18:1/25:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:1/25:0)-H",0,0,0,0,0,10.65975,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:1/25:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:1/25:0)-H",0,0,0,0,0,11269.56,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:1/25:0)-H",0,0,0,0,0,179.0562,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t18:1/25:0)-H","856.6878","694.6349","452.4099","422.3993","397.3687","179.0556","351.3633","10.4955393939394","10.7955393939394","349"
"","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:1/25:1)-H","854.6721","692.6193","450.3942","420.3836","395.3531","179.0556","349.3476","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:1/25:1)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:1/25:1)-H","854.6721","692.6193","450.3942","420.3836","395.3531","179.0556","349.3476","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t18:2/25:0)-H","854.6721","692.6193","452.4099","422.3993","397.3687","179.0556","351.3633","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:2/25:0)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t18:2/25:0)-H","854.6721","692.6193","452.4099","422.3993","397.3687","179.0556","351.3633","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t19:0/22:1)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:0/22:1)-H",0,0,0,0,0,9.738637,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:0/22:1)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:0/22:1)-H",0,0,0,0,0,4363.335,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:0/22:1)-H",0,0,0,0,0,179.0563,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:0/22:1)-H","828.6565","666.6036","408.3472","378.3367","353.3061","179.0556","307.3006","9.57360303030303","9.87360303030303","520"
"","HexCer-AP(t19:0/23:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:0/23:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:0/23:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:0/23:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:0/23:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:0/23:1)-H","842.6721","680.6193","422.3629","392.3523","367.3218","179.0556","321.3163","10.0420727272727","10.3420727272727","692"
"","HexCer-AP(t19:0/24:1)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:0/24:1)-H",0,0,0,0,0,10.65975,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:0/24:1)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:0/24:1)-H",0,0,0,0,0,11269.56,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:0/24:1)-H",0,0,0,0,0,179.0562,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:0/24:1)-H","856.6878","694.6349","436.3785","406.368","381.3374","179.0556","335.3319","10.4955393939394","10.7955393939394","349"
"","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:0/24:2)-H","854.6721","692.6193","434.3629","404.3523","379.3218","179.0556","333.3163","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:0/24:2)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:0/24:2)-H","854.6721","692.6193","434.3629","404.3523","379.3218","179.0556","333.3163","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t19:1/22:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:1/22:0)-H",0,0,0,0,0,9.738637,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:1/22:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:1/22:0)-H",0,0,0,0,0,4363.335,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:1/22:0)-H",0,0,0,0,0,179.0563,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t19:1/22:0)-H","828.6565","666.6036","410.3629","380.3523","355.3218","179.0556","309.3163","9.57360303030303","9.87360303030303","520"
"","HexCer-AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t19:1/23:0)-H","842.6721","680.6193","424.3785","394.368","369.3374","179.0556","323.3319","10.0420727272727","10.3420727272727","692"
"","HexCer-AP(t19:1/24:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:1/24:0)-H",0,0,0,0,0,10.65975,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:1/24:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:1/24:0)-H",0,0,0,0,0,11269.56,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:1/24:0)-H",0,0,0,0,0,179.0562,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t19:1/24:0)-H","856.6878","694.6349","438.3942","408.3836","383.3531","179.0556","337.3476","10.4955393939394","10.7955393939394","349"
"","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:1/24:1)-H","854.6721","692.6193","436.3785","406.368","381.3374","179.0556","335.3319","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:1/24:1)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:1/24:1)-H","854.6721","692.6193","436.3785","406.368","381.3374","179.0556","335.3319","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,9.674962,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,1,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,3696.735,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,179.0563,0,"9.50652121212121","9.80652121212121","730","","HexCer-AP(t19:2/24:0)-H","854.6721","692.6193","438.3942","408.3836","383.3531","179.0556","337.3476","9.50652121212121","9.80652121212121","730"
"","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,9.674962,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,1,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,3696.735,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:2/24:0)-H",0,0,0,0,0,179.0563,0,"9.66252727272727","9.96252727272727","2994","","HexCer-AP(t19:2/24:0)-H","854.6721","692.6193","438.3942","408.3836","383.3531","179.0556","337.3476","9.66252727272727","9.96252727272727","2994"
"","HexCer-AP(t20:0/21:1)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:0/21:1)-H",0,0,0,0,0,9.738637,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:0/21:1)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:0/21:1)-H",0,0,0,0,0,4363.335,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:0/21:1)-H",0,0,0,0,0,179.0563,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:0/21:1)-H","828.6565","666.6036","394.3316","364.321","339.2905","179.0556","293.285","9.57360303030303","9.87360303030303","520"
"","HexCer-AP(t20:0/22:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:0/22:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:0/22:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:0/22:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:0/22:1)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:0/22:1)-H","842.6721","680.6193","408.3472","378.3367","353.3061","179.0556","307.3006","10.0420727272727","10.3420727272727","692"
"","HexCer-AP(t20:0/23:1)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:0/23:1)-H",0,0,0,0,0,10.65975,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:0/23:1)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:0/23:1)-H",0,0,0,0,0,11269.56,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:0/23:1)-H",0,0,0,0,0,179.0562,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:0/23:1)-H","856.6878","694.6349","422.3629","392.3523","367.3218","179.0556","321.3163","10.4955393939394","10.7955393939394","349"
"","HexCer-AP(t20:1/21:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:1/21:0)-H",0,0,0,0,0,9.738637,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:1/21:0)-H",0,0,0,0,0,1,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:1/21:0)-H",0,0,0,0,0,4363.335,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:1/21:0)-H",0,0,0,0,0,179.0563,0,"9.57360303030303","9.87360303030303","520","","HexCer-AP(t20:1/21:0)-H","828.6565","666.6036","396.3472","366.3367","341.3061","179.0556","295.3006","9.57360303030303","9.87360303030303","520"
"","HexCer-AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","HexCer-AP(t20:1/22:0)-H","842.6721","680.6193","410.3629","380.3523","355.3218","179.0556","309.3163","10.0420727272727","10.3420727272727","692"
"","HexCer-AP(t20:1/23:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:1/23:0)-H",0,0,0,0,0,10.65975,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:1/23:0)-H",0,0,0,0,0,1,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:1/23:0)-H",0,0,0,0,0,11269.56,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:1/23:0)-H",0,0,0,0,0,179.0562,0,"10.4955393939394","10.7955393939394","349","","HexCer-AP(t20:1/23:0)-H","856.6878","694.6349","424.3785","394.368","369.3374","179.0556","323.3319","10.4955393939394","10.7955393939394","349"
