"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer-AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer-AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Average m/z","Cer-AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment"
"","Cer-AP(t14:1/29:0)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-AP(t14:1/29:0)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-AP(t14:1/29:0)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-AP(t14:1/29:0)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-AP(t14:1/29:0)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-AP(t14:1/29:0)-H","694.6349","508.4724","453.4313","407.4258","167.1431","10.5101439393939","10.8101439393939","1160"
"","Cer-AP(t14:1/29:0)-H",1,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-AP(t14:1/29:0)-H",11.29021,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-AP(t14:1/29:0)-H",1,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-AP(t14:1/29:0)-H",8007.366,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-AP(t14:1/29:0)-H",694.6364,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-AP(t14:1/29:0)-H","694.6349","508.4724","453.4313","407.4258","167.1431","11.0714060606061","11.3714060606061","3271"
"","Cer-AP(t14:1/29:1)-H",0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:1/29:1)-H",10.4723,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:1/29:1)-H",2,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:1/29:1)-H",774.0684,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:1/29:1)-H",692.62145,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:1/29:1)-H","692.6193","506.4568","451.4157","405.4102","167.1431","10.3349015151515","10.6349015151515","366"
"","Cer-AP(t14:1/29:1)-H",0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:1/29:1)-H",10.4723,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:1/29:1)-H",2,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:1/29:1)-H",774.0684,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:1/29:1)-H",692.62145,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:1/29:1)-H","692.6193","506.4568","451.4157","405.4102","167.1431","10.1740090909091","10.4740090909091","470"
"","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-AP(t14:1/30:0)-H","708.6506","522.4881","467.447","421.4415","167.1431","11.3712712121212","11.6712712121212","402"
"","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-AP(t14:1/30:0)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-AP(t14:1/30:0)-H","708.6506","522.4881","467.447","421.4415","167.1431","11.5306954545455","11.8306954545455","2733"
"","Cer-AP(t14:1/30:1)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-AP(t14:1/30:1)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-AP(t14:1/30:1)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-AP(t14:1/30:1)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-AP(t14:1/30:1)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-AP(t14:1/30:1)-H","706.6349","520.4724","465.4313","419.4258","167.1431","10.4557772727273","10.7557772727273","1755"
"","Cer-AP(t14:1/31:0)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-AP(t14:1/31:0)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-AP(t14:1/31:0)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-AP(t14:1/31:0)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-AP(t14:1/31:0)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-AP(t14:1/31:0)-H","722.6663","536.5037","481.4626","435.4572","167.1431","11.9297696969697","12.2297696969697","759"
"","Cer-AP(t14:2/28:0)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-AP(t14:2/28:0)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-AP(t14:2/28:0)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-AP(t14:2/28:0)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-AP(t14:2/28:0)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-AP(t14:2/28:0)-H","678.6036","494.4568","439.4157","393.4102","165.1274","9.8607848484848","10.1607848484848","1372"
"","Cer-AP(t14:2/29:0)-H",0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:2/29:0)-H",10.4723,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:2/29:0)-H",2,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:2/29:0)-H",774.0684,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:2/29:0)-H",692.62145,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-AP(t14:2/29:0)-H","692.6193","508.4724","453.4313","407.4258","165.1274","10.3349015151515","10.6349015151515","366"
"","Cer-AP(t14:2/29:0)-H",0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:2/29:0)-H",10.4723,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:2/29:0)-H",2,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:2/29:0)-H",774.0684,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:2/29:0)-H",692.62145,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-AP(t14:2/29:0)-H","692.6193","508.4724","453.4313","407.4258","165.1274","10.1740090909091","10.4740090909091","470"
