"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NP","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NP","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Number of Scans","Cer-NP","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Max Intensity","Cer-NP","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Average m/z","Cer-NP","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NP","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment"
"","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-NP(t18:2/40:2)+HCO2","928.8333","882.8278","864.8173","846.8067","642.6183","630.6183","630.6183","612.6078","263.2006","587.5773","251.2006","586.5927","221.19","8.80238787878788","9.10238787878788","3040"
"","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-NP(t18:2/40:2)+HCO2","928.8333","882.8278","864.8173","846.8067","642.6183","630.6183","630.6183","612.6078","263.2006","587.5773","251.2006","586.5927","221.19","13.1360257575758","13.4360257575758","3415"
"","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-NP(t18:2/40:2)+HCO2","928.8333","882.8278","864.8173","846.8067","642.6183","630.6183","630.6183","612.6078","263.2006","587.5773","251.2006","586.5927","221.19","1.17546833333333","1.47546833333333","3619"
"","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-NP(t18:2/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-NP(t18:2/40:2)+HCO2","928.8333","882.8278","864.8173","846.8067","642.6183","630.6183","630.6183","612.6078","263.2006","587.5773","251.2006","586.5927","221.19","5.02597727272727","5.32597727272727","3818"
"","Cer-NP(t18:2/42:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t18:2/42:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t18:2/42:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t18:2/42:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t18:2/42:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t18:2/42:0)+HCO2","960.8959","914.8904","896.8799","878.8693","674.681","662.681","662.681","644.6704","263.2006","619.6398","251.2006","618.6553","221.19","15.1107681818182","15.4107681818182","1559"
"","Cer-NP(t19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t19:0/23:0)+HCO2","712.6455","666.64","648.6295","630.6189","408.3836","396.3836","396.3836","378.373","281.2475","353.3425","269.2475","352.3579","239.237","10.6707424242424","10.9707424242424","1131"
"","Cer-NP(t19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:0/23:1)+HCO2","710.6299","664.6244","646.6138","628.6033","406.368","394.368","394.368","376.3574","281.2475","351.3269","269.2475","350.3423","239.237","10.7806166666667","11.0806166666667","1422"
"","Cer-NP(t19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t19:1/23:0)+HCO2","710.6299","664.6244","646.6138","628.6033","408.3836","396.3836","396.3836","378.373","279.2319","353.3425","267.2319","352.3579","237.2213","10.7806166666667","11.0806166666667","1422"
"","Cer-NP(t19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:1/24:2)+HCO2","720.6142","674.6088","656.5981","638.5876","418.368","406.368","406.368","388.3574","279.2319","363.3269","267.2319","362.3423","237.2213","10.9162772727273","11.2162772727273","972"
"","Cer-NP(t19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:1/26:2)+HCO2","748.6455","702.64","684.6295","666.6189","446.3993","434.3993","434.3993","416.3887","279.2319","391.3582","267.2319","390.3736","237.2213","11.7283893939394","12.0283893939394","790"
"","Cer-NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t19:2/24:1)+HCO2","720.6142","674.6088","656.5981","638.5876","420.3836","408.3836","408.3836","390.373","277.2162","365.3425","265.2162","364.3579","235.2056","10.9162772727273","11.2162772727273","972"
"","Cer-NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-NP(t19:2/24:2)+HCO2","718.5986","672.5931","654.5825","636.572","418.368","406.368","406.368","388.3574","277.2162","363.3269","265.2162","362.3423","235.2056","10.0734984848485","10.3734984848485","908"
"","Cer-NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t19:2/25:1)+HCO2","734.6299","688.6244","670.6138","652.6033","434.3993","422.3993","422.3993","404.3887","277.2162","379.3582","265.2162","378.3736","235.2056","11.3263590909091","11.6263590909091","1402"
"","Cer-NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t19:2/26:1)+HCO2","748.6455","702.64","684.6295","666.6189","448.4149","436.4149","436.4149","418.4044","277.2162","393.3738","265.2162","392.3893","235.2056","11.7283893939394","12.0283893939394","790"
"","Cer-NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-NP(t19:2/26:2)+HCO2","746.6299","700.6244","682.6138","664.6033","446.3993","434.3993","434.3993","416.3887","277.2162","391.3582","265.2162","390.3736","235.2056","10.9594772727273","11.2594772727273","525"
"","Cer-NP(t20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-NP(t20:0/22:0)+HCO2","712.6455","666.64","648.6295","630.6189","394.368","382.368","382.368","364.3574","295.2632","339.3269","283.2632","338.3423","253.2526","10.6707424242424","10.9707424242424","1131"
"","Cer-NP(t20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:0/22:1)+HCO2","710.6299","664.6244","646.6138","628.6033","392.3523","380.3523","380.3523","362.3417","295.2632","337.3112","283.2632","336.3266","253.2526","10.7806166666667","11.0806166666667","1422"
"","Cer-NP(t20:0/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:0/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:0/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:0/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:0/40:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:0/40:2)+HCO2","960.8959","914.8904","896.8799","878.8693","642.6183","630.6183","630.6183","612.6078","295.2632","587.5773","283.2632","586.5927","253.2526","15.1107681818182","15.4107681818182","1559"
"","Cer-NP(t20:1/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:1/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:1/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:1/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:1/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-NP(t20:1/22:0)+HCO2","710.6299","664.6244","646.6138","628.6033","394.368","382.368","382.368","364.3574","293.2475","339.3269","281.2475","338.3423","251.237","10.7806166666667","11.0806166666667","1422"
"","Cer-NP(t20:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:1/24:2)+HCO2","734.6299","688.6244","670.6138","652.6033","418.368","406.368","406.368","388.3574","293.2475","363.3269","281.2475","362.3423","251.237","11.3263590909091","11.6263590909091","1402"
"","Cer-NP(t20:1/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:1/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:1/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:1/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:1/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-NP(t20:1/40:1)+HCO2","960.8959","914.8904","896.8799","878.8693","644.634","632.634","632.634","614.6235","293.2475","589.5929","281.2475","588.6083","251.237","15.1107681818182","15.4107681818182","1559"
"","Cer-NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-NP(t20:2/23:1)+HCO2","720.6142","674.6088","656.5981","638.5876","406.368","394.368","394.368","376.3574","291.2319","351.3269","279.2319","350.3423","249.2213","10.9162772727273","11.2162772727273","972"
"","Cer-NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-NP(t20:2/24:1)+HCO2","734.6299","688.6244","670.6138","652.6033","420.3836","408.3836","408.3836","390.373","291.2319","365.3425","279.2319","364.3579","249.2213","11.3263590909091","11.6263590909091","1402"
"","Cer-NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-NP(t20:2/24:2)+HCO2","732.6142","686.6088","668.5981","650.5876","418.368","406.368","406.368","388.3574","291.2319","363.3269","279.2319","362.3423","249.2213","10.5313909090909","10.8313909090909","1290"
"","Cer-NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-NP(t20:2/25:1)+HCO2","748.6455","702.64","684.6295","666.6189","434.3993","422.3993","422.3993","404.3887","291.2319","379.3582","279.2319","378.3736","249.2213","11.7283893939394","12.0283893939394","790"
"","Cer-NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-NP(t20:2/32:2)+HCO2","844.7394","798.7339","780.7234","762.7128","530.4932","518.4932","518.4932","500.4826","291.2319","475.4521","279.2319","474.4675","249.2213","12.0117515151515","12.3117515151515","1639"
"","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-NP(t20:2/38:2)+HCO2","928.8333","882.8278","864.8173","846.8067","614.5871","602.5871","602.5871","584.5765","291.2319","559.546","279.2319","558.5614","249.2213","13.6292787878788","13.9292787878788","450"
"","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,1,0,0,"14.1708757575758","14.4708757575758","503","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,14.2886,0,0,"14.1708757575758","14.4708757575758","503","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,1,0,0,"14.1708757575758","14.4708757575758","503","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,1182.477,0,0,"14.1708757575758","14.4708757575758","503","","Cer-NP(t20:2/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,279.2326,0,0,"14.1708757575758","14.4708757575758","503","","Cer-NP(t20:2/38:2)+HCO2","928.8333","882.8278","864.8173","846.8067","614.5871","602.5871","602.5871","584.5765","291.2319","559.546","279.2319","558.5614","249.2213","14.1708757575758","14.4708757575758","503"
