"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-BDS","[M+HCO2]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-BDS","[M+HCO2]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-BDS","[M+HCO2]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-BDS","[M+HCO2]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-BDS","[M+HCO2]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-BDS","[M+HCO2]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment"
"","Cer-BDS(d27:0/15:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d27:0/15:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d27:0/15:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d27:0/15:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d27:0/15:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d27:0/15:0)+HCO2","712.6455","666.64","468.4422","436.416","426.4317","365.3789","10.6707424242424","10.9707424242424","1131"
"","Cer-BDS(d27:0/15:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d27:0/15:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d27:0/15:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d27:0/15:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d27:0/15:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d27:0/15:1)+HCO2","710.6299","664.6244","468.4422","436.416","426.4317","365.3789","10.7806166666667","11.0806166666667","1422"
"","Cer-BDS(d28:0/14:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d28:0/14:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d28:0/14:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d28:0/14:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d28:0/14:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d28:0/14:0)+HCO2","712.6455","666.64","482.4579","450.4317","440.4473","379.3946","10.6707424242424","10.9707424242424","1131"
"","Cer-BDS(d28:0/14:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d28:0/14:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d28:0/14:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d28:0/14:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d28:0/14:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d28:0/14:1)+HCO2","710.6299","664.6244","482.4579","450.4317","440.4473","379.3946","10.7806166666667","11.0806166666667","1422"
"","Cer-BDS(d28:0/32:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d28:0/32:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d28:0/32:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d28:0/32:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d28:0/32:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d28:0/32:2)+HCO2","960.8959","914.8904","482.4579","450.4317","440.4473","379.3946","15.1107681818182","15.4107681818182","1559"
"","Cer-BDS(d29:0/13:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d29:0/13:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d29:0/13:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d29:0/13:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d29:0/13:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d29:0/13:0)+HCO2","712.6455","666.64","496.4735","464.4473","454.463","393.4102","10.6707424242424","10.9707424242424","1131"
"","Cer-BDS(d29:0/13:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d29:0/13:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d29:0/13:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d29:0/13:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d29:0/13:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d29:0/13:1)+HCO2","710.6299","664.6244","496.4735","464.4473","454.463","393.4102","10.7806166666667","11.0806166666667","1422"
"","Cer-BDS(d30:0/12:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d30:0/12:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d30:0/12:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d30:0/12:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d30:0/12:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-BDS(d30:0/12:0)+HCO2","712.6455","666.64","510.4892","478.463","468.4786","407.4258","10.6707424242424","10.9707424242424","1131"
"","Cer-BDS(d30:0/12:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d30:0/12:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d30:0/12:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d30:0/12:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d30:0/12:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BDS(d30:0/12:1)+HCO2","710.6299","664.6244","510.4892","478.463","468.4786","407.4258","10.7806166666667","11.0806166666667","1422"
"","Cer-BDS(d30:0/30:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d30:0/30:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d30:0/30:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d30:0/30:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d30:0/30:2)+HCO2",0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BDS(d30:0/30:2)+HCO2","960.8959","914.8904","510.4892","478.463","468.4786","407.4258","15.1107681818182","15.4107681818182","1559"
"","Cer_BS(d16:2/27:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:2/27:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:2/27:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:2/27:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:2/27:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d16:2/27:1)+HCO2","720.6142","674.6088","310.2388","278.2126","268.2282","207.1754","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d16:2/27:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:2/27:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:2/27:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:2/27:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:2/27:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d16:2/27:2)+HCO2","718.5986","672.5931","310.2388","278.2126","268.2282","207.1754","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d16:2/28:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:2/28:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:2/28:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:2/28:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:2/28:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d16:2/28:1)+HCO2","734.6299","688.6244","310.2388","278.2126","268.2282","207.1754","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d16:2/28:2)+HCO2","732.6142","686.6088","310.2388","278.2126","268.2282","207.1754","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d16:2/29:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:2/29:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:2/29:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:2/29:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:2/29:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d16:2/29:1)+HCO2","748.6455","702.64","310.2388","278.2126","268.2282","207.1754","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d16:2/29:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:2/29:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:2/29:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:2/29:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:2/29:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d16:2/29:2)+HCO2","746.6299","700.6244","310.2388","278.2126","268.2282","207.1754","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d16:2/29:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:2/29:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:2/29:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:2/29:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:2/29:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d16:2/29:3)+HCO2","744.6142","698.6088","310.2388","278.2126","268.2282","207.1754","10.0174166666667","10.3174166666667","1120"
"","Cer_BS(d16:2/31:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d16:2/31:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d16:2/31:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d16:2/31:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d16:2/31:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d16:2/31:7)+HCO2","764.5829","718.5775","310.2388","278.2126","268.2282","207.1754","7.76112727272727","8.06112727272727","1915"
"","Cer_BS(d16:2/33:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d16:2/33:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d16:2/33:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d16:2/33:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d16:2/33:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d16:2/33:7)+HCO2","792.6142","746.6088","310.2388","278.2126","268.2282","207.1754","8.84105909090909","9.14105909090909","1763"
"","Cer_BS(d16:2/36:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:2/36:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:2/36:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:2/36:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:2/36:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d16:2/36:2)+HCO2","844.7394","798.7339","310.2388","278.2126","268.2282","207.1754","12.0117515151515","12.3117515151515","1639"
"","Cer_BS(d17:2/22:7)+HCO2",0,0,0,0,0,0,"3.89474090909091","4.19474090909091","2613","","Cer_BS(d17:2/22:7)+HCO2",0,0,0,0,0,0,"3.89474090909091","4.19474090909091","2613","","Cer_BS(d17:2/22:7)+HCO2",0,0,0,0,0,0,"3.89474090909091","4.19474090909091","2613","","Cer_BS(d17:2/22:7)+HCO2",0,0,0,0,0,0,"3.89474090909091","4.19474090909091","2613","","Cer_BS(d17:2/22:7)+HCO2",0,0,0,0,0,0,"3.89474090909091","4.19474090909091","2613","","Cer_BS(d17:2/22:7)+HCO2","652.4577","606.4523","324.2544","292.2282","282.2439","221.1911","3.89474090909091","4.19474090909091","2613"
"","Cer_BS(d17:2/26:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:2/26:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:2/26:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:2/26:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:2/26:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d17:2/26:1)+HCO2","720.6142","674.6088","324.2544","292.2282","282.2439","221.1911","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d17:2/26:2)+HCO2","718.5986","672.5931","324.2544","292.2282","282.2439","221.1911","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d17:2/27:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:2/27:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:2/27:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:2/27:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:2/27:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d17:2/27:1)+HCO2","734.6299","688.6244","324.2544","292.2282","282.2439","221.1911","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d17:2/27:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:2/27:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:2/27:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:2/27:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:2/27:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d17:2/27:2)+HCO2","732.6142","686.6088","324.2544","292.2282","282.2439","221.1911","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d17:2/28:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:2/28:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:2/28:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:2/28:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:2/28:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d17:2/28:1)+HCO2","748.6455","702.64","324.2544","292.2282","282.2439","221.1911","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d17:2/28:2)+HCO2","746.6299","700.6244","324.2544","292.2282","282.2439","221.1911","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d17:2/28:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:2/28:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:2/28:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:2/28:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:2/28:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d17:2/28:3)+HCO2","744.6142","698.6088","324.2544","292.2282","282.2439","221.1911","10.0174166666667","10.3174166666667","1120"
"","Cer_BS(d17:2/30:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d17:2/30:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d17:2/30:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d17:2/30:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d17:2/30:7)+HCO2",0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Cer_BS(d17:2/30:7)+HCO2","764.5829","718.5775","324.2544","292.2282","282.2439","221.1911","7.76112727272727","8.06112727272727","1915"
"","Cer_BS(d17:2/32:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d17:2/32:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d17:2/32:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d17:2/32:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d17:2/32:7)+HCO2",0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Cer_BS(d17:2/32:7)+HCO2","792.6142","746.6088","324.2544","292.2282","282.2439","221.1911","8.84105909090909","9.14105909090909","1763"
"","Cer_BS(d17:2/35:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:2/35:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:2/35:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:2/35:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:2/35:2)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BS(d17:2/35:2)+HCO2","844.7394","798.7339","324.2544","292.2282","282.2439","221.1911","12.0117515151515","12.3117515151515","1639"
"","Cer_BS(d18:2/25:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:2/25:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:2/25:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:2/25:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:2/25:1)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BS(d18:2/25:1)+HCO2","720.6142","674.6088","338.2701","306.2439","296.2595","235.2068","10.9162772727273","11.2162772727273","972"
"","Cer_BS(d18:2/25:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:2/25:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:2/25:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:2/25:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:2/25:2)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BS(d18:2/25:2)+HCO2","718.5986","672.5931","338.2701","306.2439","296.2595","235.2068","10.0734984848485","10.3734984848485","908"
"","Cer_BS(d18:2/26:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:2/26:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:2/26:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:2/26:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:2/26:1)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BS(d18:2/26:1)+HCO2","734.6299","688.6244","338.2701","306.2439","296.2595","235.2068","11.3263590909091","11.6263590909091","1402"
"","Cer_BS(d18:2/26:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d18:2/26:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d18:2/26:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d18:2/26:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d18:2/26:2)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BS(d18:2/26:2)+HCO2","732.6142","686.6088","338.2701","306.2439","296.2595","235.2068","10.5313909090909","10.8313909090909","1290"
"","Cer_BS(d18:2/27:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d18:2/27:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d18:2/27:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d18:2/27:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d18:2/27:1)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BS(d18:2/27:1)+HCO2","748.6455","702.64","338.2701","306.2439","296.2595","235.2068","11.7283893939394","12.0283893939394","790"
"","Cer_BS(d18:2/27:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d18:2/27:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d18:2/27:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d18:2/27:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d18:2/27:2)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BS(d18:2/27:2)+HCO2","746.6299","700.6244","338.2701","306.2439","296.2595","235.2068","10.9594772727273","11.2594772727273","525"
"","Cer_BS(d18:2/27:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d18:2/27:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d18:2/27:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d18:2/27:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d18:2/27:3)+HCO2",0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_BS(d18:2/27:3)+HCO2","744.6142","698.6088","338.2701","306.2439","296.2595","235.2068","10.0174166666667","10.3174166666667","1120"
