"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-ADS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-ADS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-ADS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-ADS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-ADS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-ADS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","Cer-ADS(d22:0/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d22:0/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d22:0/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d22:0/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d22:0/38:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d22:0/38:2)+HCO2","960.8959","914.8904","896.8799","882.8642","866.8693","356.3534","600.572","338.3428","582.5614","324.3272","557.5303","295.3006","529.5354","15.1107681818182","15.4107681818182","1559"
"","Cer-ADS(d23:0/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d23:0/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d23:0/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d23:0/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d23:0/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d23:0/19:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","370.369","338.3059","352.3585","320.2953","338.3428","295.2643","309.3163","267.2693","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d23:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d23:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d23:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d23:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d23:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d23:0/19:1)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","370.369","336.2903","352.3585","318.2797","338.3428","293.2486","309.3163","265.2537","10.7806166666667","11.0806166666667","1422"
"","Cer-ADS(d24:0/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d24:0/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d24:0/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d24:0/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d24:0/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d24:0/18:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","384.3847","324.2903","366.3741","306.2797","352.3585","281.2486","323.3319","253.2537","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d24:0/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d24:0/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d24:0/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d24:0/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d24:0/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d24:0/18:1)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","384.3847","322.2746","366.3741","304.264","352.3585","279.233","323.3319","251.238","10.7806166666667","11.0806166666667","1422"
"","Cer-ADS(d24:0/36:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d24:0/36:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d24:0/36:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d24:0/36:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d24:0/36:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d24:0/36:2)+HCO2","960.8959","914.8904","896.8799","882.8642","866.8693","384.3847","572.5406","366.3741","554.5301","352.3585","529.499","323.3319","501.5041","15.1107681818182","15.4107681818182","1559"
"","Cer-ADS(d25:0/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d25:0/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d25:0/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d25:0/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d25:0/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d25:0/17:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","398.4004","310.2746","380.3898","292.264","366.3741","267.233","337.3476","239.238","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d26:0/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d26:0/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d26:0/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d26:0/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d26:0/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d26:0/16:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","412.416","296.259","394.4054","278.2484","380.3898","253.2173","351.3633","225.2224","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d26:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d26:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d26:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d26:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d26:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d26:0/16:1)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","412.416","294.2433","394.4054","276.2328","380.3898","251.2017","351.3633","223.2067","10.7806166666667","11.0806166666667","1422"
"","Cer-ADS(d26:0/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d26:0/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d26:0/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d26:0/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d26:0/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d26:0/34:2)+HCO2","960.8959","914.8904","896.8799","882.8642","866.8693","412.416","544.5094","394.4054","526.4988","380.3898","501.4677","351.3633","473.4728","15.1107681818182","15.4107681818182","1559"
"","Cer-ADS(d27:0/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d27:0/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d27:0/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d27:0/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d27:0/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d27:0/15:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","426.4317","282.2433","408.4211","264.2328","394.4054","239.2017","365.3789","211.2067","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d27:0/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d27:0/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d27:0/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d27:0/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d27:0/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d27:0/15:1)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","426.4317","280.2277","408.4211","262.2171","394.4054","237.186","365.3789","209.1911","10.7806166666667","11.0806166666667","1422"
"","Cer-ADS(d28:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d28:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d28:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d28:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d28:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d28:0/14:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","440.4473","268.2277","422.4367","250.2171","408.4211","225.186","379.3945","197.1911","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d28:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d28:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d28:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d28:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d28:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d28:0/14:1)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","440.4473","266.212","422.4367","248.2014","408.4211","223.1704","379.3945","195.1754","10.7806166666667","11.0806166666667","1422"
"","Cer-ADS(d28:0/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d28:0/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d28:0/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d28:0/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d28:0/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d28:0/32:2)+HCO2","960.8959","914.8904","896.8799","882.8642","866.8693","440.4473","516.4781","422.4367","498.4675","408.4211","473.4364","379.3945","445.4415","15.1107681818182","15.4107681818182","1559"
"","Cer-ADS(d29:0/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d29:0/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d29:0/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d29:0/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d29:0/13:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d29:0/13:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","454.463","254.212","436.4524","236.2014","422.4367","211.1704","393.4102","183.1754","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d29:0/13:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d29:0/13:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d29:0/13:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d29:0/13:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d29:0/13:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d29:0/13:1)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","454.463","252.1964","436.4524","234.1858","422.4367","209.1547","393.4102","181.1598","10.7806166666667","11.0806166666667","1422"
"","Cer-ADS(d30:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d30:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d30:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d30:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d30:0/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer-ADS(d30:0/12:0)+HCO2","712.6455","666.64","648.6295","634.6138","618.6189","468.4786","240.1964","450.468","222.1858","436.4524","197.1547","407.4258","169.1598","10.6707424242424","10.9707424242424","1131"
"","Cer-ADS(d30:0/12:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d30:0/12:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d30:0/12:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d30:0/12:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d30:0/12:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-ADS(d30:0/12:1)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","468.4786","238.1807","450.468","220.1702","436.4524","195.1391","407.4258","167.1441","10.7806166666667","11.0806166666667","1422"
"","Cer-ADS(d30:0/30:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d30:0/30:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d30:0/30:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d30:0/30:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d30:0/30:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-ADS(d30:0/30:2)+HCO2","960.8959","914.8904","896.8799","882.8642","866.8693","468.4786","488.4468","450.468","470.4362","436.4524","445.4051","407.4258","417.4102","15.1107681818182","15.4107681818182","1559"
