"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-AP","[M+HCO2]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-AP","[M+HCO2]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer-AP","[M+HCO2]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer-AP","[M+HCO2]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Average m/z","Cer-AP","[M+HCO2]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-AP","[M+HCO2]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment"
"","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t15:2/32:2)+HCO2","790.6561","744.6506","546.4881","491.447","445.4415","179.1431","11.9250136363636","12.2250136363636","586"
"","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t15:2/32:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t15:2/32:2)+HCO2","790.6561","744.6506","546.4881","491.447","445.4415","179.1431","11.7702621212121","12.0702621212121","3066"
"","Cer-AP(t16:1/28:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:1/28:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:1/28:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:1/28:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:1/28:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:1/28:2)+HCO2","750.6248","704.6193","490.4255","435.3844","389.3789","195.1743","11.0025560606061","11.3025560606061","394"
"","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:1/30:2)+HCO2","778.6561","732.6506","518.4568","463.4157","417.4102","195.1743","11.6581515151515","11.9581515151515","2922"
"","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:1/30:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:1/30:2)+HCO2","778.6561","732.6506","518.4568","463.4157","417.4102","195.1743","11.8050363636364","12.1050363636364","2984"
"","Cer-AP(t16:2/25:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t16:2/25:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t16:2/25:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t16:2/25:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t16:2/25:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t16:2/25:1)+HCO2","708.5778","662.5723","450.3942","395.3531","349.3476","193.1587","9.63075303030303","9.93075303030303","2513"
"","Cer-AP(t16:2/26:2)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-AP(t16:2/26:2)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-AP(t16:2/26:2)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-AP(t16:2/26:2)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-AP(t16:2/26:2)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-AP(t16:2/26:2)+HCO2","720.5778","674.5723","462.3942","407.3531","361.3476","193.1587","9.7723","10.0723","607"
"","Cer-AP(t16:2/27:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t16:2/27:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t16:2/27:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t16:2/27:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t16:2/27:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t16:2/27:1)+HCO2","736.6091","690.6036","478.4255","423.3844","377.3789","193.1587","10.5703878787879","10.8703878787879","306"
"","Cer-AP(t16:2/28:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:2/28:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:2/28:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:2/28:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:2/28:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t16:2/28:1)+HCO2","750.6248","704.6193","492.4411","437.4","391.3945","193.1587","11.0025560606061","11.3025560606061","394"
"","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-AP(t16:2/28:2)+HCO2","748.6091","702.6036","490.4255","435.3844","389.3789","193.1587","10.6981590909091","10.9981590909091","136"
"","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-AP(t16:2/28:2)+HCO2","748.6091","702.6036","490.4255","435.3844","389.3789","193.1587","10.5236848484849","10.8236848484849","675"
"","Cer-AP(t16:2/29:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t16:2/29:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t16:2/29:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t16:2/29:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t16:2/29:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t16:2/29:1)+HCO2","764.6404","718.6349","506.4568","451.4157","405.4102","193.1587","11.4196181818182","11.7196181818182","210"
"","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t16:2/30:1)+HCO2","778.6561","732.6506","520.4724","465.4313","419.4258","193.1587","11.6581515151515","11.9581515151515","2922"
"","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:2/30:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t16:2/30:1)+HCO2","778.6561","732.6506","520.4724","465.4313","419.4258","193.1587","11.8050363636364","12.1050363636364","2984"
"","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-AP(t16:2/30:2)+HCO2","776.6404","730.6349","518.4568","463.4157","417.4102","193.1587","11.3751787878788","11.6751787878788","222"
"","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-AP(t16:2/30:2)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-AP(t16:2/30:2)+HCO2","776.6404","730.6349","518.4568","463.4157","417.4102","193.1587","11.5348393939394","11.8348393939394","2693"
"","Cer-AP(t17:1/24:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:1/24:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:1/24:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:1/24:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:1/24:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:1/24:2)+HCO2","708.5778","662.5723","434.3629","379.3218","333.3163","209.19","9.63075303030303","9.93075303030303","2513"
"","Cer-AP(t17:1/26:2)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:1/26:2)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:1/26:2)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:1/26:2)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:1/26:2)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:1/26:2)+HCO2","736.6091","690.6036","462.3942","407.3531","361.3476","209.19","10.5703878787879","10.8703878787879","306"
"","Cer-AP(t17:1/28:2)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:1/28:2)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:1/28:2)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:1/28:2)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:1/28:2)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:1/28:2)+HCO2","764.6404","718.6349","490.4255","435.3844","389.3789","209.19","11.4196181818182","11.7196181818182","210"
"","Cer-AP(t17:2/18:2)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer-AP(t17:2/18:2)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer-AP(t17:2/18:2)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer-AP(t17:2/18:2)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer-AP(t17:2/18:2)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer-AP(t17:2/18:2)+HCO2","622.4683","576.4628","350.269","295.2279","249.2224","207.1743","5.76597878787879","6.06597878787879","703"
"","Cer-AP(t17:2/24:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:2/24:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:2/24:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:2/24:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:2/24:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t17:2/24:1)+HCO2","708.5778","662.5723","436.3785","381.3374","335.3319","207.1743","9.63075303030303","9.93075303030303","2513"
"","Cer-AP(t17:2/24:2)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer-AP(t17:2/24:2)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer-AP(t17:2/24:2)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer-AP(t17:2/24:2)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer-AP(t17:2/24:2)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer-AP(t17:2/24:2)+HCO2","706.5622","660.5567","434.3629","379.3218","333.3163","207.1743","9.27028333333333","9.57028333333333","359"
"","Cer-AP(t17:2/26:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:2/26:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:2/26:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:2/26:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:2/26:1)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer-AP(t17:2/26:1)+HCO2","736.6091","690.6036","464.4099","409.3687","363.3633","207.1743","10.5703878787879","10.8703878787879","306"
"","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-AP(t17:2/26:2)+HCO2","734.5935","688.588","462.3942","407.3531","361.3476","207.1743","10.2551090909091","10.5551090909091","171"
"","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-AP(t17:2/26:2)+HCO2","734.5935","688.588","462.3942","407.3531","361.3476","207.1743","10.0804848484848","10.3804848484848","4126"
"","Cer-AP(t17:2/27:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t17:2/27:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t17:2/27:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t17:2/27:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t17:2/27:1)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t17:2/27:1)+HCO2","750.6248","704.6193","478.4255","423.3844","377.3789","207.1743","11.0025560606061","11.3025560606061","394"
"","Cer-AP(t17:2/28:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:2/28:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:2/28:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:2/28:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:2/28:1)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-AP(t17:2/28:1)+HCO2","764.6404","718.6349","492.4411","437.4","391.3945","207.1743","11.4196181818182","11.7196181818182","210"
"","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-AP(t17:2/28:2)+HCO2","762.6248","716.6193","490.4255","435.3844","389.3789","207.1743","11.1295590909091","11.4295590909091","66"
"","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-AP(t17:2/28:2)+HCO2","762.6248","716.6193","490.4255","435.3844","389.3789","207.1743","10.5101439393939","10.8101439393939","492"
"","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-AP(t17:2/28:2)+HCO2","762.6248","716.6193","490.4255","435.3844","389.3789","207.1743","10.9706818181818","11.2706818181818","1958"
"","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t17:2/29:1)+HCO2","778.6561","732.6506","506.4568","451.4157","405.4102","207.1743","11.6581515151515","11.9581515151515","2922"
"","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t17:2/29:1)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t17:2/29:1)+HCO2","778.6561","732.6506","506.4568","451.4157","405.4102","207.1743","11.8050363636364","12.1050363636364","2984"
"","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-AP(t17:2/30:2)+HCO2","790.6561","744.6506","518.4568","463.4157","417.4102","207.1743","11.9250136363636","12.2250136363636","586"
"","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t17:2/30:2)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-AP(t17:2/30:2)+HCO2","790.6561","744.6506","518.4568","463.4157","417.4102","207.1743","11.7702621212121","12.0702621212121","3066"
"","Cer-AP(t18:1/26:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t18:1/26:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t18:1/26:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t18:1/26:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t18:1/26:2)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-AP(t18:1/26:2)+HCO2","750.6248","704.6193","462.3942","407.3531","361.3476","223.2056","11.0025560606061","11.3025560606061","394"
"","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-AP(t18:1/28:2)+HCO2","778.6561","732.6506","490.4255","435.3844","389.3789","223.2056","11.6581515151515","11.9581515151515","2922"
"","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t18:1/28:2)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-AP(t18:1/28:2)+HCO2","778.6561","732.6506","490.4255","435.3844","389.3789","223.2056","11.8050363636364","12.1050363636364","2984"
"","Cer-AP(t18:2/23:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t18:2/23:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t18:2/23:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t18:2/23:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t18:2/23:1)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer-AP(t18:2/23:1)+HCO2","708.5778","662.5723","422.3629","367.3218","321.3163","221.19","9.63075303030303","9.93075303030303","2513"
