"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NDS","[M+HCO2]-","[M-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[Sph-H]-","[FA+NCCO-3H]-","[FA+NCC-3H]-","[FA+N-H]-","[Sph-NCCO-3H]-","[FA-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NDS","[M+HCO2]-","[M-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[Sph-H]-","[FA+NCCO-3H]-","[FA+NCC-3H]-","[FA+N-H]-","[Sph-NCCO-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-NDS","[M+HCO2]-","[M-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[Sph-H]-","[FA+NCCO-3H]-","[FA+NCC-3H]-","[FA+N-H]-","[Sph-NCCO-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-NDS","[M+HCO2]-","[M-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[Sph-H]-","[FA+NCCO-3H]-","[FA+NCC-3H]-","[FA+N-H]-","[Sph-NCCO-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-NDS","[M+HCO2]-","[M-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[Sph-H]-","[FA+NCCO-3H]-","[FA+NCC-3H]-","[FA+N-H]-","[Sph-NCCO-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NDS","[M+HCO2]-","[M-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[Sph-H]-","[FA+NCCO-3H]-","[FA+NCC-3H]-","[FA+N-H]-","[Sph-NCCO-3H]-","[FA-3H]-","RT_min","RT_max","Comment"
"","Cer-NDS(d18:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d18:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d18:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d18:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d18:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d18:0/21:1)+HCO2","652.588","606.5825","574.5563","558.5614","300.2908","364.3216","348.3267","322.3116","239.238","305.3088","9.77759848484848","10.0775984848485","3025"
"","Cer-NDS(d18:0/22:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d18:0/22:0)+HCO2",0,10.73891,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d18:0/22:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d18:0/22:0)+HCO2",0,10931.03,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d18:0/22:0)+HCO2",0,622.6153,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d18:0/22:0)+HCO2","668.6193","622.6138","590.5876","574.5927","300.2908","380.3529","364.3579","338.3428","239.238","321.3401","10.5709893939394","10.8709893939394","708"
"","Cer-NDS(d18:0/22:1)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d18:0/22:1)+HCO2",0,10.37019,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d18:0/22:1)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d18:0/22:1)+HCO2",0,47550.63,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d18:0/22:1)+HCO2",0,620.5994,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d18:0/22:1)+HCO2","666.6036","620.5982","588.572","572.577","300.2908","378.3372","362.3423","336.3272","239.238","319.3245","10.2572696969697","10.5572696969697","287"
"","Cer-NDS(d18:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d18:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d18:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d18:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d18:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d18:0/23:0)+HCO2","682.6349","636.6295","604.6033","588.6083","300.2908","394.3685","378.3736","352.3585","239.238","335.3557","11.0019590909091","11.3019590909091","863"
"","Cer-NDS(d18:0/23:1)+HCO2",1,1,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d18:0/23:1)+HCO2",10.8619,10.8619,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d18:0/23:1)+HCO2",1,1,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d18:0/23:1)+HCO2",1057.556,65958.08,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d18:0/23:1)+HCO2",680.6201,634.6152,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d18:0/23:1)+HCO2","680.6193","634.6138","602.5876","586.5927","300.2908","392.3529","376.3579","350.3428","239.238","333.3401","10.6999696969697","10.9999696969697","227"
"","Cer-NDS(d18:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d18:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d18:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d18:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d18:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d18:0/23:1)+HCO2","680.6193","634.6138","602.5876","586.5927","300.2908","392.3529","376.3579","350.3428","239.238","333.3401","10.5248181818182","10.8248181818182","1553"
"","Cer-NDS(d18:0/24:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d18:0/24:0)+HCO2",0,11.55784,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d18:0/24:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d18:0/24:0)+HCO2",0,37248.86,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d18:0/24:0)+HCO2",0,650.6465,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d18:0/24:0)+HCO2","696.6506","650.6451","618.6189","602.624","300.2908","408.3842","392.3893","366.3741","239.238","349.3714","11.4208166666667","11.7208166666667","399"
"","Cer-NDS(d18:0/24:1)+HCO2",1,1,0,1,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d18:0/24:1)+HCO2",11.29021,11.29021,11.29021,11.29021,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d18:0/24:1)+HCO2",1,2,1,1,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d18:0/24:1)+HCO2",8007.366,335871.2,793.6923,2095.437,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d18:0/24:1)+HCO2",694.6364,648.63095,616.6044,600.6101,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d18:0/24:1)+HCO2","694.6349","648.6295","616.6033","600.6083","300.2908","406.3685","390.3736","364.3585","239.238","347.3557","11.1295590909091","11.4295590909091","108"
"","Cer-NDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d18:0/24:1)+HCO2","694.6349","648.6295","616.6033","600.6083","300.2908","406.3685","390.3736","364.3585","239.238","347.3557","10.5101439393939","10.8101439393939","1160"
"","Cer-NDS(d18:0/24:1)+HCO2",1,1,0,1,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d18:0/24:1)+HCO2",11.29021,11.29021,11.29021,11.29021,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d18:0/24:1)+HCO2",1,2,1,1,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d18:0/24:1)+HCO2",8007.366,335871.2,793.6923,2095.437,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d18:0/24:1)+HCO2",694.6364,648.63095,616.6044,600.6101,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d18:0/24:1)+HCO2","694.6349","648.6295","616.6033","600.6083","300.2908","406.3685","390.3736","364.3585","239.238","347.3557","11.0714060606061","11.3714060606061","3271"
"","Cer-NDS(d18:0/24:2)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NDS(d18:0/24:2)+HCO2",10.4723,10.4723,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NDS(d18:0/24:2)+HCO2",2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NDS(d18:0/24:2)+HCO2",774.0684,49953.16,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NDS(d18:0/24:2)+HCO2",692.62145,646.61545,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NDS(d18:0/24:2)+HCO2","692.6193","646.6138","614.5876","598.5927","300.2908","404.3529","388.3579","362.3428","239.238","345.3401","10.3349015151515","10.6349015151515","366"
"","Cer-NDS(d18:0/24:2)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NDS(d18:0/24:2)+HCO2",10.4723,10.4723,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NDS(d18:0/24:2)+HCO2",2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NDS(d18:0/24:2)+HCO2",774.0684,49953.16,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NDS(d18:0/24:2)+HCO2",692.62145,646.61545,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NDS(d18:0/24:2)+HCO2","692.6193","646.6138","614.5876","598.5927","300.2908","404.3529","388.3579","362.3428","239.238","345.3401","10.1740090909091","10.4740090909091","470"
"","Cer-NDS(d18:0/25:1)+HCO2",0,1,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NDS(d18:0/25:1)+HCO2",0,11.52146,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NDS(d18:0/25:1)+HCO2",0,2,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NDS(d18:0/25:1)+HCO2",0,44391.68,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NDS(d18:0/25:1)+HCO2",0,662.64675,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NDS(d18:0/25:1)+HCO2","708.6506","662.6451","630.6189","614.624","300.2908","420.3842","404.3893","378.3741","239.238","361.3714","11.3712712121212","11.6712712121212","402"
"","Cer-NDS(d18:0/25:1)+HCO2",0,1,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NDS(d18:0/25:1)+HCO2",0,11.66083,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NDS(d18:0/25:1)+HCO2",0,1,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NDS(d18:0/25:1)+HCO2",0,27088.57,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NDS(d18:0/25:1)+HCO2",0,662.6468,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NDS(d18:0/25:1)+HCO2","708.6506","662.6451","630.6189","614.624","300.2908","420.3842","404.3893","378.3741","239.238","361.3714","11.5306954545455","11.8306954545455","2733"
"","Cer-NDS(d18:0/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer-NDS(d18:0/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer-NDS(d18:0/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer-NDS(d18:0/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer-NDS(d18:0/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer-NDS(d18:0/26:0)+HCO2","724.6819","678.6765","646.6502","630.6553","300.2908","436.4155","420.4206","394.4054","239.238","377.4027","12.1783683333333","12.4783683333333","3694"
"","Cer-NDS(d18:0/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NDS(d18:0/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NDS(d18:0/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NDS(d18:0/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NDS(d18:0/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NDS(d18:0/26:1)+HCO2","722.6663","676.6608","644.6346","628.6396","300.2908","434.3998","418.4049","392.3898","239.238","375.3871","11.9297696969697","12.2297696969697","759"
"","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer-NDS(d18:0/35:0)+HCO2","850.8228","804.8173","772.7911","756.7961","300.2908","562.5563","546.5614","520.5463","239.238","503.5435","15.1353378787879","15.4353378787879","1451"
"","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer-NDS(d18:0/35:0)+HCO2","850.8228","804.8173","772.7911","756.7961","300.2908","562.5563","546.5614","520.5463","239.238","503.5435","14.7103075757576","15.0103075757576","1902"
"","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer-NDS(d18:0/35:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer-NDS(d18:0/35:0)+HCO2","850.8228","804.8173","772.7911","756.7961","300.2908","562.5563","546.5614","520.5463","239.238","503.5435","15.1195863636364","15.4195863636364","4139"
"","Cer-NDS(d19:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NDS(d19:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NDS(d19:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NDS(d19:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NDS(d19:0/19:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NDS(d19:0/19:1)+HCO2","638.5723","592.5669","560.5406","544.5457","314.3065","336.2903","320.2953","294.2802","253.2537","277.2775","9.27443484848485","9.57443484848485","1335"
"","Cer-NDS(d19:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d19:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d19:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d19:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d19:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NDS(d19:0/20:1)+HCO2","652.588","606.5825","574.5563","558.5614","314.3065","350.3059","334.311","308.2959","253.2537","291.2932","9.77759848484848","10.0775984848485","3025"
"","Cer-NDS(d19:0/21:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d19:0/21:0)+HCO2",0,10.73891,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d19:0/21:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d19:0/21:0)+HCO2",0,10931.03,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d19:0/21:0)+HCO2",0,622.6153,0,0,0,0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer-NDS(d19:0/21:0)+HCO2","668.6193","622.6138","590.5876","574.5927","314.3065","366.3372","350.3423","324.3272","253.2537","307.3245","10.5709893939394","10.8709893939394","708"
"","Cer-NDS(d19:0/21:1)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d19:0/21:1)+HCO2",0,10.37019,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d19:0/21:1)+HCO2",0,1,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d19:0/21:1)+HCO2",0,47550.63,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d19:0/21:1)+HCO2",0,620.5994,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NDS(d19:0/21:1)+HCO2","666.6036","620.5982","588.572","572.577","314.3065","364.3216","348.3267","322.3116","253.2537","305.3088","10.2572696969697","10.5572696969697","287"
"","Cer-NDS(d19:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d19:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d19:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d19:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d19:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer-NDS(d19:0/22:0)+HCO2","682.6349","636.6295","604.6033","588.6083","314.3065","380.3529","364.3579","338.3428","253.2537","321.3401","11.0019590909091","11.3019590909091","863"
"","Cer-NDS(d19:0/22:1)+HCO2",1,1,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d19:0/22:1)+HCO2",10.8619,10.8619,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d19:0/22:1)+HCO2",1,1,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d19:0/22:1)+HCO2",1057.556,65958.08,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d19:0/22:1)+HCO2",680.6201,634.6152,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NDS(d19:0/22:1)+HCO2","680.6193","634.6138","602.5876","586.5927","314.3065","378.3372","362.3423","336.3272","253.2537","319.3245","10.6999696969697","10.9999696969697","227"
"","Cer-NDS(d19:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d19:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d19:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d19:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d19:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NDS(d19:0/22:1)+HCO2","680.6193","634.6138","602.5876","586.5927","314.3065","378.3372","362.3423","336.3272","253.2537","319.3245","10.5248181818182","10.8248181818182","1553"
"","Cer-NDS(d19:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NDS(d19:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NDS(d19:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NDS(d19:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NDS(d19:0/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NDS(d19:0/22:2)+HCO2","678.6036","632.5982","600.572","584.577","314.3065","376.3216","360.3267","334.3116","253.2537","317.3088","9.8607848484848","10.1607848484848","1372"
"","Cer-NDS(d19:0/23:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d19:0/23:0)+HCO2",0,11.55784,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d19:0/23:0)+HCO2",0,1,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d19:0/23:0)+HCO2",0,37248.86,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d19:0/23:0)+HCO2",0,650.6465,0,0,0,0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer-NDS(d19:0/23:0)+HCO2","696.6506","650.6451","618.6189","602.624","314.3065","394.3685","378.3736","352.3585","253.2537","335.3557","11.4208166666667","11.7208166666667","399"
"","Cer-NDS(d19:0/23:1)+HCO2",1,1,0,1,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d19:0/23:1)+HCO2",11.29021,11.29021,11.29021,11.29021,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d19:0/23:1)+HCO2",1,2,1,1,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d19:0/23:1)+HCO2",8007.366,335871.2,793.6923,2095.437,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d19:0/23:1)+HCO2",694.6364,648.63095,616.6044,600.6101,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NDS(d19:0/23:1)+HCO2","694.6349","648.6295","616.6033","600.6083","314.3065","392.3529","376.3579","350.3428","253.2537","333.3401","11.1295590909091","11.4295590909091","108"
"","Cer-NDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NDS(d19:0/23:1)+HCO2","694.6349","648.6295","616.6033","600.6083","314.3065","392.3529","376.3579","350.3428","253.2537","333.3401","10.5101439393939","10.8101439393939","1160"
"","Cer-NDS(d19:0/23:1)+HCO2",1,1,0,1,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d19:0/23:1)+HCO2",11.29021,11.29021,11.29021,11.29021,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d19:0/23:1)+HCO2",1,2,1,1,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d19:0/23:1)+HCO2",8007.366,335871.2,793.6923,2095.437,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d19:0/23:1)+HCO2",694.6364,648.63095,616.6044,600.6101,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NDS(d19:0/23:1)+HCO2","694.6349","648.6295","616.6033","600.6083","314.3065","392.3529","376.3579","350.3428","253.2537","333.3401","11.0714060606061","11.3714060606061","3271"
