"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","HexCer-NS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","RT at Max Intensity","HexCer-NS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Number of Scans","HexCer-NS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Max Intensity","HexCer-NS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Average m/z","HexCer-NS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","HexCer-NS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment"
"","HexCer-NS(d16:1/23:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:1/23:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:1/23:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:1/23:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:1/23:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:1/23:1)-H","766.6197","604.5669","376.3579","333.3401","209.1911","179.0556","10.2335636363636","10.5335636363636","1362"
"","HexCer-NS(d16:1/24:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:1/24:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:1/24:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:1/24:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:1/24:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:1/24:1)-H","780.6354","618.5825","390.3736","347.3557","209.1911","179.0556","10.6655606060606","10.9655606060606","477"
"","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:1/24:2)-H","778.6197","616.5669","388.3579","345.3401","209.1911","179.0556","10.7871","11.0871","653"
"","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:1/24:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:1/24:2)-H","778.6197","616.5669","388.3579","345.3401","209.1911","179.0556","9.71061666666667","10.0106166666667","1150"
"","HexCer-NS(d16:1/26:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:1/26:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:1/26:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:1/26:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:1/26:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:1/26:1)-H","808.6666","646.6138","418.4049","375.3871","209.1911","179.0556","11.4915318181818","11.7915318181818","3156"
"","HexCer-NS(d16:2/22:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d16:2/22:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d16:2/22:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d16:2/22:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d16:2/22:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d16:2/22:0)-H","752.6041","590.5512","364.3579","321.3401","207.1754","179.0556","9.75611666666666","10.0561166666667","871"
"","HexCer-NS(d16:2/23:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:2/23:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:2/23:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:2/23:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:2/23:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d16:2/23:0)-H","766.6197","604.5669","378.3736","335.3557","207.1754","179.0556","10.2335636363636","10.5335636363636","1362"
"","HexCer-NS(d16:2/24:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:2/24:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:2/24:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:2/24:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:2/24:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d16:2/24:0)-H","780.6354","618.5825","392.3893","349.3714","207.1754","179.0556","10.6655606060606","10.9655606060606","477"
"","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:2/24:1)-H","778.6197","616.5669","390.3736","347.3557","207.1754","179.0556","10.7871","11.0871","653"
"","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:2/24:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:2/24:1)-H","778.6197","616.5669","390.3736","347.3557","207.1754","179.0556","9.71061666666667","10.0106166666667","1150"
"","HexCer-NS(d16:2/26:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:2/26:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:2/26:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:2/26:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:2/26:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d16:2/26:0)-H","808.6666","646.6138","420.4206","377.4027","207.1754","179.0556","11.4915318181818","11.7915318181818","3156"
"","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d16:3/24:0)-H","778.6197","616.5669","392.3893","349.3714","205.1598","179.0556","10.7871","11.0871","653"
"","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:3/24:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d16:3/24:0)-H","778.6197","616.5669","392.3893","349.3714","205.1598","179.0556","9.71061666666667","10.0106166666667","1150"
"","HexCer-NS(d16:3/29:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d16:3/29:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d16:3/29:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d16:3/29:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d16:3/29:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d16:3/29:1)-H","846.6823","684.6295","460.4518","417.434","205.1598","179.0556","9.9384351851852","10.2384351851852","1337"
"","HexCer-NS(d16:3/31:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d16:3/31:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d16:3/31:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d16:3/31:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d16:3/31:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d16:3/31:1)-H","874.7136","712.6608","488.4832","445.4653","205.1598","179.0556","10.6824045454545","10.9824045454545","4200"
"","HexCer-NS(d17:1/21:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:1/21:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:1/21:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:1/21:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:1/21:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:1/21:1)-H","752.6041","590.5512","348.3267","305.3088","223.2067","179.0556","9.75611666666666","10.0561166666667","871"
"","HexCer-NS(d17:1/22:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:1/22:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:1/22:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:1/22:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:1/22:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:1/22:1)-H","766.6197","604.5669","362.3423","319.3245","223.2067","179.0556","10.2335636363636","10.5335636363636","1362"
"","HexCer-NS(d17:1/23:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:1/23:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:1/23:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:1/23:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:1/23:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:1/23:1)-H","780.6354","618.5825","376.3579","333.3401","223.2067","179.0556","10.6655606060606","10.9655606060606","477"
"","HexCer-NS(d17:1/25:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:1/25:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:1/25:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:1/25:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:1/25:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:1/25:1)-H","808.6666","646.6138","404.3893","361.3714","223.2067","179.0556","11.4915318181818","11.7915318181818","3156"
"","HexCer-NS(d17:2/21:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:2/21:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:2/21:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:2/21:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:2/21:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d17:2/21:0)-H","752.6041","590.5512","350.3423","307.3245","221.1911","179.0556","9.75611666666666","10.0561166666667","871"
"","HexCer-NS(d17:2/22:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:2/22:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:2/22:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:2/22:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:2/22:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d17:2/22:0)-H","766.6197","604.5669","364.3579","321.3401","221.1911","179.0556","10.2335636363636","10.5335636363636","1362"
"","HexCer-NS(d17:2/23:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:2/23:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:2/23:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:2/23:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:2/23:0)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d17:2/23:0)-H","780.6354","618.5825","378.3736","335.3557","221.1911","179.0556","10.6655606060606","10.9655606060606","477"
"","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:2/23:1)-H","778.6197","616.5669","376.3579","333.3401","221.1911","179.0556","10.7871","11.0871","653"
"","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:2/23:1)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:2/23:1)-H","778.6197","616.5669","376.3579","333.3401","221.1911","179.0556","9.71061666666667","10.0106166666667","1150"
"","HexCer-NS(d17:2/25:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:2/25:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:2/25:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:2/25:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:2/25:0)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d17:2/25:0)-H","808.6666","646.6138","406.4049","363.3871","221.1911","179.0556","11.4915318181818","11.7915318181818","3156"
"","HexCer-NS(d17:2/28:2)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:2/28:2)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:2/28:2)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:2/28:2)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:2/28:2)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:2/28:2)-H","846.6823","684.6295","444.4206","401.4027","221.1911","179.0556","9.9384351851852","10.2384351851852","1337"
"","HexCer-NS(d17:2/30:2)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:2/30:2)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:2/30:2)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:2/30:2)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:2/30:2)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:2/30:2)-H","874.7136","712.6608","472.4518","429.434","221.1911","179.0556","10.6824045454545","10.9824045454545","4200"
"","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d17:3/23:0)-H","778.6197","616.5669","378.3736","335.3557","219.1754","179.0556","10.7871","11.0871","653"
"","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:3/23:0)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d17:3/23:0)-H","778.6197","616.5669","378.3736","335.3557","219.1754","179.0556","9.71061666666667","10.0106166666667","1150"
"","HexCer-NS(d17:3/28:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:3/28:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:3/28:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:3/28:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:3/28:1)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","HexCer-NS(d17:3/28:1)-H","846.6823","684.6295","446.4362","403.4183","219.1754","179.0556","9.9384351851852","10.2384351851852","1337"
"","HexCer-NS(d17:3/28:2)-H",0,0,0,0,0,0,"8.67744696969697","8.97744696969697","1978","","HexCer-NS(d17:3/28:2)-H",0,0,0,0,0,0,"8.67744696969697","8.97744696969697","1978","","HexCer-NS(d17:3/28:2)-H",0,0,0,0,0,0,"8.67744696969697","8.97744696969697","1978","","HexCer-NS(d17:3/28:2)-H",0,0,0,0,0,0,"8.67744696969697","8.97744696969697","1978","","HexCer-NS(d17:3/28:2)-H",0,0,0,0,0,0,"8.67744696969697","8.97744696969697","1978","","HexCer-NS(d17:3/28:2)-H","844.6666","682.6138","444.4206","401.4027","219.1754","179.0556","8.67744696969697","8.97744696969697","1978"
"","HexCer-NS(d17:3/30:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:3/30:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:3/30:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:3/30:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:3/30:1)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","HexCer-NS(d17:3/30:1)-H","874.7136","712.6608","474.4675","431.4496","219.1754","179.0556","10.6824045454545","10.9824045454545","4200"
"","HexCer-NS(d18:1/20:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:1/20:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:1/20:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:1/20:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:1/20:1)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:1/20:1)-H","752.6041","590.5512","334.311","291.2932","237.2224","179.0556","9.75611666666666","10.0561166666667","871"
"","HexCer-NS(d18:1/21:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:1/21:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:1/21:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:1/21:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:1/21:1)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:1/21:1)-H","766.6197","604.5669","348.3267","305.3088","237.2224","179.0556","10.2335636363636","10.5335636363636","1362"
"","HexCer-NS(d18:1/22:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d18:1/22:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d18:1/22:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d18:1/22:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d18:1/22:1)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","HexCer-NS(d18:1/22:1)-H","780.6354","618.5825","362.3423","319.3245","237.2224","179.0556","10.6655606060606","10.9655606060606","477"
"","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","HexCer-NS(d18:1/22:2)-H","778.6197","616.5669","360.3267","317.3088","237.2224","179.0556","10.7871","11.0871","653"
"","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d18:1/22:2)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","HexCer-NS(d18:1/22:2)-H","778.6197","616.5669","360.3267","317.3088","237.2224","179.0556","9.71061666666667","10.0106166666667","1150"
"","HexCer-NS(d18:1/24:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d18:1/24:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d18:1/24:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d18:1/24:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d18:1/24:1)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","HexCer-NS(d18:1/24:1)-H","808.6666","646.6138","390.3736","347.3557","237.2224","179.0556","11.4915318181818","11.7915318181818","3156"
"","HexCer-NS(d18:2/20:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:2/20:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:2/20:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:2/20:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:2/20:0)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","HexCer-NS(d18:2/20:0)-H","752.6041","590.5512","336.3267","293.3088","235.2067","179.0556","9.75611666666666","10.0561166666667","871"
"","HexCer-NS(d18:2/21:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:2/21:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:2/21:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:2/21:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:2/21:0)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","HexCer-NS(d18:2/21:0)-H","766.6197","604.5669","350.3423","307.3245","235.2067","179.0556","10.2335636363636","10.5335636363636","1362"
